"﻿变量名",type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title,title_tw,title_en,title_vn,title_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,jumpTo,languages
3014,3,17,17,10,9,,20,{rmb=30;5000=30},,4,Pokémon Breakthrough,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Any 10 Pokémons reach Epic,任意10個精靈達到紫色品質,Any 10 Pokémons reach Epic,10 Pokémon bất kỳ đạt Tím,임의 10개 포켓몬 보라색 등급 달성,strengthen-1,
3015,3,17,17,6,14,,30,{rmb=50;5000=30},,5,Pokémon Breakthrough,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Obtain 6 Legendary Pokémons,任意6個精靈達到橙色品質,Obtain 6 Legendary Pokémons,6 Pokémon bất kỳ đạt Cam,임의 6개 포켓몬 주황색 등급 달성,strengthen-1,
3016,3,17,17,10,14,,30,{rmb=50;5000=50},,6,Pokémon Breakthrough,精靈突破,Pokémon Breakthrough,Đột Phá Pokémon,포켓몬 돌파,Obtain 10 Legendary Pokémons,任意10個精靈達到橙色品質,Obtain 10 Legendary Pokémons,10 Pokémon bất kỳ đạt Cam,임의 10개 포켓몬 주황색 등급 달성,strengthen-1,
3017,3,18,18,6,4,,15,{rmb=20;502=3},,1,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 4-star for any 6 Pokémons,任意6個精靈達到4星,Attain 4-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 4 Sao,임의 6개 포켓몬 4성 달성,strengthen-1,
3018,3,18,18,10,4,,20,{rmb=20;502=5},,2,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 4-star for any 10 Pokémons,任意10個精靈達到4星,Attain 4-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 4 Sao,임의 10개 포켓몬 4성 달성,strengthen-1,
3019,3,18,18,6,5,,15,{rmb=30;502=3},,3,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 5-star for any 6 Pokémons,任意6個精靈達到5星,Attain 5-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 5 Sao,임의 6개 포켓몬 5성 달성,strengthen-1,
3020,3,18,18,10,5,,20,{rmb=30;502=5},,4,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 5-star for any 10 Pokémons,任意10個精靈達到5星,Attain 5-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 5 Sao,임의 10개 포켓몬 5성 달성,strengthen-1,
3021,3,18,18,6,7,,15,{rmb=50;502=5},,5,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 7-star for any 6 Pokémons,任意6個精靈達到7星,Attain 7-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 7 Sao,임의 6개 포켓몬 7성 달성,strengthen-1,
3022,3,18,18,10,7,,20,{rmb=50;502=5},,6,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 7-star for any 10 Pokémons,任意10個精靈達到7星,Attain 7-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 7 Sao,임의 10개 포켓몬 7성 달성,strengthen-1,
3023,3,18,18,6,9,,20,{rmb=50;502=5},,7,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 9-star for any 6 Pokémons,任意6個精靈達到9星,Attain 9-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 9 Sao,임의 6개 포켓몬 9성 달성,strengthen-1,
3024,3,18,18,10,9,,30,{rmb=50;502=5},,8,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 9-star for any 10 Pokémons,任意10個精靈達到9星,Attain 9-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 9 Sao,임의 10개 포켓몬 9성 달성,strengthen-1,
3025,3,18,18,6,10,,20,{rmb=80;502=5},,9,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 10-star for any 6 Pokémons,任意6個精靈達到10星,Attain 10-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 10 Sao,임의 6개 포켓몬 10성 달성,strengthen-1,
3026,3,18,18,10,10,,30,{rmb=80;502=5},,10,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 10-star for any 10 Pokémons,任意10個精靈達到10星,Attain 10-star for any 10 Pokémons,10 Pokémon bất kỳ đạt 10 Sao,임의 10개 포켓몬 10성 달성,strengthen-1,
3027,3,18,999,1,12,,30,{rmb=100;2502=1},,1,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 12-star for any 1 Pokémons,任意1個精靈達到12星,Attain 12-star for any 1 Pokémons,1 Pokémon bất kỳ đạt 12 Sao,임의 1개 포켓몬 12성 달성,strengthen-1,
3028,3,18,999,6,12,,30,{rmb=100;2503=1},,2,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 12-star for any 6 Pokémons,任意6個精靈達到12星,Attain 12-star for any 6 Pokémons,6 Pokémon bất kỳ đạt 12 Sao,임의 6개 포켓몬 12성 달성,strengthen-1,
3029,3,18,999,20,12,,50,{rmb=200;2504=1},,3,Pokémon star level,精靈星級,Pokémon star level,Cấp Sao Pokémon,포켓몬 성급,Attain 12-star for any 20 Pokémons,任意20個精靈達到12星,Attain 12-star for any 20 Pokémons,20 Pokémon bất kỳ đạt 12 Sao,임의 20개 포켓몬 12성 달성,strengthen-1,
3030,3,19,19,100,,,10,{rmb=20;451=50},,1,Normal Effort Value,普通努力值,Normal Effort Value,Nỗ Lực Thường,일반 노력치,Make any Pokémon undergo Normal Training for 100 times,任意精靈普通培養100次,Make any Pokémon undergo Normal Training for 100 times,Pokémon bất kỳ bồi dưỡng thường 100 lần,임의의 포켓몬 일반 육성100회,strengthen-1,
3031,3,19,19,500,,,10,{rmb=30;451=50},,2,Normal Effort Value,普通努力值,Normal Effort Value,Nỗ Lực Thường,일반 노력치,Make any Pokémon undergo Normal Training for 500 times,任意精靈普通培養500次,Make any Pokémon undergo Normal Training for 500 times,Pokémon bất kỳ bồi dưỡng thường 500 lần,임의의 포켓몬 일반 육성500회,strengthen-1,
3032,3,19,19,1000,,,10,{rmb=50;451=50},,3,Normal Effort Value,普通努力值,Normal Effort Value,Nỗ Lực Thường,일반 노력치,Make any Pokémon undergo Normal Training for 1000 times,任意精靈普通培養1000次,Make any Pokémon undergo Normal Training for 1000 times,Pokémon bất kỳ bồi dưỡng thường 1000 lần,임의의 포켓몬 일반 육성1000회,strengthen-1,
3033,3,20,20,100,,,10,{rmb=20;452=50},,1,Advanced Effort Value,高級努力值,Advanced Effort Value,Nỗ Lực Cao Cấp,고급 노력치,Make any Pokémon undergo Advanced Training for 100 times,任意精靈高級培養100次,Make any Pokémon undergo Advanced Training for 100 times,Pokémon bất kỳ bồi dưỡng cao cấp 100 lần,임의의 포켓몬 고급 육성100회,strengthen-1,
3034,3,20,20,500,,,10,{rmb=30;452=50},,2,Advanced Effort Value,高級努力值,Advanced Effort Value,Nỗ Lực Cao Cấp,고급 노력치,Make any Pokémon undergo Advanced Training for 500 times,任意精靈高級培養500次,Make any Pokémon undergo Advanced Training for 500 times,Pokémon bất kỳ bồi dưỡng cao cấp 500 lần,임의의 포켓몬 고급 육성500회,strengthen-1,
3035,3,20,20,1000,,,10,{rmb=50;452=50},,3,Advanced Effort Value,高級努力值,Advanced Effort Value,Nỗ Lực Cao Cấp,고급 노력치,Make any Pokémon undergo Advanced Training for 1000 times,任意精靈高級培養1000次,Make any Pokémon undergo Advanced Training for 1000 times,Pokémon bất kỳ bồi dưỡng cao cấp 1000 lần,임의의 포켓몬 고급 육성1000회,strengthen-1,
3036,3,21,21,12,5,,10,{rmb=20;100=5},,1,Accessories Strengthen,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Any 12 Pokémons reach Rare grade,任意12個精靈飾品達到藍色品質,Any 12 Pokémons reach Rare grade,12 Trang Sức Pokémon bất kỳ đạt Lam,임의 12개 포켓몬 액세서리 파란색 등급 달성,strengthen-1,
3037,3,21,21,24,5,,10,{rmb=20;100=5},,2,Accessories Strengthen,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Any 24 Pokémons reach Rare grade,任意24個精靈飾品達到藍色品質,Any 24 Pokémons reach Rare grade,24 Trang Sức Pokémon bất kỳ đạt Lam,임의 24개 포켓몬 액세서리 파란색 등급 달성,strengthen-1,
3038,3,21,21,12,9,,15,{rmb=30;100=5},,3,Accessories Strengthen,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Any 12 Pokémon trinket reaches Epic,任意12個精靈飾品達到紫色品質,Any 12 Pokémon trinket reaches Epic,12 Trang Sức Pokémon bất kỳ đạt Tím,임의 12개 포켓몬 액세서리 보라색 등급 달성,strengthen-1,
3039,3,21,21,24,9,,20,{rmb=30;100=5},,4,Accessories Strengthen,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Any 24 Pokémon trinket reaches Epic,任意24個精靈飾品達到紫色品質,Any 24 Pokémon trinket reaches Epic,24 Trang Sức Pokémon bất kỳ đạt Tím,임의 24개 포켓몬 액세서리 보라색 등급 달성,strengthen-1,
3040,3,21,21,12,14,,30,{rmb=50;100=5},,5,Accessories Strengthen,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Trinkets of any 12 Pokémons reach Legendary grade,任意12個精靈飾品達到橙色品質,Trinkets of any 12 Pokémons reach Legendary grade,12 Trang Sức Pokémon bất kỳ đạt Cam,임의 12개 포켓몬 액세서리 주화색 등급 달성,strengthen-1,
3041,3,21,21,24,14,,30,{rmb=50;100=5},,6,Accessories Strengthen,飾品強化,Accessories Strengthen,Trang sức cường hóa,액세서리 강화,Trinkets of any 24 Pokémons reach Legendary grade,任意24個精靈飾品達到橙色品質,Trinkets of any 24 Pokémons reach Legendary grade,24 Trang Sức Pokémon bất kỳ đạt Cam,임의 24개 포켓몬 액세서리 주화색 등급 달성,strengthen-1,
3042,3,22,22,4,1,,15,{rmb=30;503=2},,1,"Trinket Awakening ",飾品覺醒,"Trinket Awakening ",Trang sức thức tỉnh,액세서리 각성,"Owns 4 level 1 Awakening Trinket by any Pokémon ",任意精靈擁有4個1級覺醒飾品,"Owns 4 level 1 Awakening Trinket by any Pokémon ",Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV1,임의의 포켓몬 1레벨 각성 액세서리 4개 보유,strengthen-1,
3043,3,22,22,4,2,,15,{rmb=30;503=2},,2,"Trinket Awakening ",飾品覺醒,"Trinket Awakening ",Trang sức thức tỉnh,액세서리 각성,"Owns 4 level 2 Awakening Trinket by any Pokémon ",任意精靈擁有4個2級覺醒飾品,"Owns 4 level 2 Awakening Trinket by any Pokémon ",Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV2,임의의 포켓몬 2레벨 각성 액세서리 4개 보유,strengthen-1,
3044,3,22,22,4,3,,20,{rmb=50;503=3},,3,"Trinket Awakening ",飾品覺醒,"Trinket Awakening ",Trang sức thức tỉnh,액세서리 각성,"Owns 4 level 3 Awakening Trinket by any Pokémon ",任意精靈擁有4個3級覺醒飾品,"Owns 4 level 3 Awakening Trinket by any Pokémon ",Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV3,임의의 포켓몬 3레벨 각성 액세서리 4개 보유,strengthen-1,
3045,3,22,22,4,4,,20,{rmb=50;503=3},,4,"Trinket Awakening ",飾品覺醒,"Trinket Awakening ",Trang sức thức tỉnh,액세서리 각성,"Owns 4 level 4 Awakening Trinket by any Pokémon ",任意精靈擁有4個4級覺醒飾品,"Owns 4 level 4 Awakening Trinket by any Pokémon ",Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV4,임의의 포켓몬 4레벨 각성 액세서리 4개 보유,strengthen-1,
3046,3,22,22,4,5,,30,{rmb=50;2505=1},,5,"Trinket Awakening ",飾品覺醒,"Trinket Awakening ",Trang sức thức tỉnh,액세서리 각성,"Owns 4 level 5 Awakening Trinket by any Pokémon ",任意精靈擁有4個5級覺醒飾品,"Owns 4 level 5 Awakening Trinket by any Pokémon ",Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV5,임의의 포켓몬 5레벨 각성 액세서리 4개 보유,strengthen-1,
3047,3,23,23,6,1,,15,{rmb=20;2102=5},,1,Held Items Level,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Own 6 Held Items of level 1,擁有6個1級攜帶道具,Own 6 Held Items of level 1,Có 6 Held Item LV1,6개 1레벨 휴대 아이템 보유,strengthen-1,
3048,3,23,23,6,5,,15,{rmb=20;2102=5},,2,Held Items Level,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Own 6 Held Items of level 5,擁有6個5級攜帶道具,Own 6 Held Items of level 5,Có 6 Held Item LV5,6개 5레벨 휴대 아이템 보유,strengthen-1,
3049,3,23,23,6,10,,20,{rmb=20;2102=5},,3,Held Items Level,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Own 6 Held Items of level 10,擁有6個10級攜帶道具,Own 6 Held Items of level 10,Có 6 Held Item LV10,6개 10레벨 휴대 아이템 보유,strengthen-1,
3050,3,23,23,6,20,,20,{rmb=30;2102=10},,4,Held Items Level,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Own 6 Held Items of level 20,擁有6個20級攜帶道具,Own 6 Held Items of level 20,Có 6 Held Item LV20,6개 20레벨 휴대 아이템 보유,strengthen-1,
3051,3,23,23,6,30,,30,{rmb=30;2102=10},,5,Held Items Level,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Own 6 Held Items of level 30,擁有6個30級攜帶道具,Own 6 Held Items of level 30,Có 6 Held Item LV30,6개 30레벨 휴대 아이템 보유,strengthen-1,
3052,3,24,24,1,3,,10,{rmb=20;2102=10},,1,Held Items Quality,攜帶道具品質,Held Items Quality,Phẩm Chất Held Item,휴대 아이템 등급,Own 1 Rare Held Item,擁有1個藍色品質攜帶道具,Own 1 Rare Held Item,Có 1 vật phẩm mang chất lượng màu xanh lam,1개 파란색 등급 휴대용 아이템 보유,strengthen-1,
3053,3,24,24,1,4,,30,{rmb=50;2102=10},,2,Held Items Quality,攜帶道具品質,Held Items Quality,Phẩm Chất Held Item,휴대 아이템 등급,Own 1 Epic Held Item,擁有1個紫色品質攜帶道具,Own 1 Epic Held Item,Có 1 vật phẩm mang theo chất lượng màu tím,2개 보라색 등급 휴대용 아이템 보유,strengthen-1,
3054,3,24,24,1,5,,50,{rmb=100;2506=1},,3,Held Items Quality,攜帶道具品質,Held Items Quality,Phẩm Chất Held Item,휴대 아이템 등급,Own 1 Legendary Held Item,擁有1個橙色品質攜帶道具,Own 1 Legendary Held Item,Có 1 Held Item Cam,3개 주황색 등급 휴대용 아이템 보유,strengthen-1,
3055,3,25,25,6,50,,15,{rmb=50;602=5},,1,Is attracted,有好感,Is attracted,Có Thiện Cảm,좋은 감정,Attain 6 Friendship level for 50 Pokémons,任意6個精靈好感度達到50級,Attain 6 Friendship level for 50 Pokémons,6 Pokémon bất kỳ có Thiện Cảm đạt LV50,임의 6개 포켓몬 호감도 50레벨 달성,strengthen-1,
3056,3,25,25,6,150,,50,{rmb=50;602=5},,2,I like you,喜歡上你了,I like you,Tôi Thích Bạn Rồi,널 좋아해,Attain 6 Friendship level for 150 Pokémons,任意6個精靈好感度達到150級,Attain 6 Friendship level for 150 Pokémons,6 Pokémon bất kỳ có Thiện Cảm đạt LV150,임의 6개 포켓몬 호감도 150레벨 달성,strengthen-1,
3057,3,25,25,6,300,,50,{rmb=50;602=5},,3,Loving heart,愛慕之心,Loving heart,Lòng Ái Mộ,사모의 마음,Attain 6 Friendship level for 300 Pokémons,任意6個精靈好感度達到300級,Attain 6 Friendship level for 300 Pokémons,6 Pokémon bất kỳ có Thiện Cảm đạt LV300,임의 6개 포켓몬 호감도 300레벨 달성,strengthen-1,
,,,,,,,,,,,,,,,,,,,,,,
4001,4,26,26,200,,,15,{rmb=30;gold=20000},,1,Level challenge,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Challenge Story levels 200 times,劇情關卡挑戰200次,Challenge Story levels 200 times,Thách đấu Ải Cốt Truyện 200 lần,스토리 스테이지 도전 200회,10000,
4002,4,26,26,500,,,20,{rmb=30;gold=20000},,2,Level challenge,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Challenge Story Levels 500 times,劇情關卡挑戰500次,Challenge Story Levels 500 times,Thách đấu Ải Cốt Truyện 500 lần,스토리 스테이지 도전 500회,10000,
4003,4,26,26,1000,,,20,{rmb=30;gold=20000},,3,Level challenge,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Challenge Story Levels 1000 times,劇情關卡挑戰1000次,Challenge Story Levels 1000 times,Thách đấu Ải Cốt Truyện 1000 lần,스토리 스테이지 도전 1000회,10000,
4004,4,26,26,2000,,,30,{rmb=30;gold=20000},,4,Level challenge,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Challenge Story Levels 2000 times,劇情關卡挑戰2000次,Challenge Story Levels 2000 times,Thách đấu Ải Cốt Truyện 2000 lần,스토리 스테이지 도전 2000회,10000,
4005,4,26,26,5000,,,30,{rmb=30;gold=20000},,5,Level challenge,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Challenge Story Levels 5000 times,劇情關卡挑戰5000次,Challenge Story Levels 5000 times,Thách đấu Ải Cốt Truyện 5000 lần,스토리 스테이지 도전 5000회,10000,
4006,4,26,26,10000,,,50,{rmb=50;gold=20000;2002=1},,6,Level challenge,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Challenge Story Levels 10000 times,劇情關卡挑戰10000次,Challenge Story Levels 10000 times,Thách đấu Ải Cốt Truyện 10000 lần,스토리 스테이지 도전 10000회,10000,
4007,4,29,29,200,,,15,{rmb=30;gold=20000},,1,Elite Stage,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Challenge Hard Levels 200 times,困難關卡挑戰200次,Challenge Hard Levels 200 times,Thách đấu Ải Khó 200 lần,하드 스테이지 도전 200회,20000,
4008,4,29,29,500,,,20,{rmb=30;gold=20000},,2,Elite Stage,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Challenge Hard Levels 500 times,困難關卡挑戰500次,Challenge Hard Levels 500 times,Thách đấu Ải Khó 500 lần,하드 스테이지 도전 500회,20000,
4009,4,29,29,1000,,,20,{rmb=30;gold=20000},,3,Elite Stage,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Challenge Hard Levels 1000 times,困難關卡挑戰1000次,Challenge Hard Levels 1000 times,Thách đấu Ải Khó 1000 lần,하드 스테이지 도전 1000회,20000,
4010,4,29,29,2000,,,30,{rmb=30;gold=20000},,4,Elite Stage,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Challenge Hard Levels 2000 times,困難關卡挑戰2000次,Challenge Hard Levels 2000 times,Thách đấu Ải Khó 2000 lần,하드 스테이지 도전 2000회,20000,
4011,4,29,29,5000,,,30,{rmb=30;gold=20000},,5,Elite Stage,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Challenge Hard Levels 5000 times,困難關卡挑戰5000次,Challenge Hard Levels 5000 times,Thách đấu Ải Khó 5000 lần,하드 스테이지 도전 5000회,20000,
4012,4,29,29,10000,,,50,{rmb=50;gold=20000},,6,Elite Stage,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Challenge Hard Levels 10000 times,困難關卡挑戰10000次,Challenge Hard Levels 10000 times,Thách đấu Ải Khó 10000 lần,하드 스테이지 도전 10000회,20000,
4013,4,32,32,100,,,15,{rmb=50;gold=20000},,1,Coin dungeon,金幣副本,Coin dungeon,Kim tệ phó bản,골드 코인 던전,Clear any difficulty modes of the Coin Dungeon for 100 times,金幣副本任意難度累積通關100次,Clear any difficulty modes of the Coin Dungeon for 100 times,Tích luỹ vượt ải Phụ Bản Gold độ khó bất kỳ 100 lần,골드 던전 임의 난도 누적 100회 클리어,activityGate,
4014,4,32,32,500,,,20,{rmb=50;gold=20000},,2,Coin dungeon,金幣副本,Coin dungeon,Kim tệ phó bản,골드 코인 던전,Clear any difficulty modes of the Coin Dungeon for 500 times,金幣副本任意難度累積通關500次,Clear any difficulty modes of the Coin Dungeon for 500 times,Tích luỹ vượt ải Phụ Bản Gold độ khó bất kỳ 500 lần,골드 던전 임의 난도 누적 500회 클리어,activityGate,
4015,4,32,32,1000,,,30,{rmb=50;gold=20000},,3,Coin dungeon,金幣副本,Coin dungeon,Kim tệ phó bản,골드 코인 던전,Clear any difficulty modes of the Coin Dungeon for 1000 times,金幣副本任意難度累積通關1000次,Clear any difficulty modes of the Coin Dungeon for 1000 times,Tích luỹ vượt ải Phụ Bản Gold độ khó bất kỳ 1000 lần,골드 던전 임의 난도 누적 1000회 클리어,activityGate,
4016,4,33,33,100,,,15,{rmb=50;gold=20000},,1,EXP Dungeon,經驗副本,EXP Dungeon,Kinh nghiệm phó bản,경험치 던전,Clear any difficulty modes of the EXP Dungeon for 100 times,經驗副本任意難度累積通關100次,Clear any difficulty modes of the EXP Dungeon for 100 times,Tích luỹ vượt ải Phụ Bản EXP độ khó bất kỳ 100 lần,경험치 던전 임의 난도 누적 100회 클리어,activityGate,
4017,4,33,33,500,,,20,{rmb=50;gold=20000},,2,EXP Dungeon,經驗副本,EXP Dungeon,Kinh nghiệm phó bản,경험치 던전,Clear any difficulty modes of the EXP Dungeon for 500 times,經驗副本任意難度累積通關500次,Clear any difficulty modes of the EXP Dungeon for 500 times,Tích luỹ vượt ải Phụ Bản EXP độ khó bất kỳ 500 lần,경험치 던전 임의 난도 누적 500회 클리어,activityGate,
4018,4,33,33,1000,,,30,{rmb=50;gold=20000},,3,EXP Dungeon,經驗副本,EXP Dungeon,Kinh nghiệm phó bản,경험치 던전,Clear any difficulty modes of the EXP Dungeon for 1000 times,經驗副本任意難度累積通關1000次,Clear any difficulty modes of the EXP Dungeon for 1000 times,Tích luỹ vượt ải Phụ Bản EXP độ khó bất kỳ 1000 lần,경험치 던전 임의 난도 누적 1000회 클리어,activityGate,
4019,4,34,34,100,,,15,{rmb=50;gold=20000},,1,Gift Dungeon,禮物副本,Gift Dungeon,Lễ vật phó bản,선물 던전,Clear any difficulty modes of the Gift  Dungeon for 100 times,禮物副本任意難度累積通關100次,Clear any difficulty modes of the Gift  Dungeon for 100 times,Tích luỹ vượt ải Phụ Bản Quà độ khó bất kỳ 100 lần,선물 던전 임의 난도 누적 100회 클리어,activityGate,
4020,4,34,34,500,,,20,{rmb=50;gold=20000},,2,Gift Dungeon,禮物副本,Gift Dungeon,Lễ vật phó bản,선물 던전,Clear any difficulty modes of the Gift  Dungeon for 500 times,禮物副本任意難度累積通關500次,Clear any difficulty modes of the Gift  Dungeon for 500 times,Tích luỹ vượt ải Phụ Bản Quà độ khó bất kỳ 500 lần,선물 던전 임의 난도 누적 500회 클리어,activityGate,
4021,4,34,34,1000,,,30,{rmb=50;gold=20000},,3,Gift Dungeon,禮物副本,Gift Dungeon,Lễ vật phó bản,선물 던전,Clear any difficulty modes of the Gift  Dungeon for 1000 times,禮物副本任意難度累積通關1000次,Clear any difficulty modes of the Gift  Dungeon for 1000 times,Tích luỹ vượt ải Phụ Bản Quà độ khó bất kỳ 1000 lần,선물 던전 임의 난도 누적 1000회 클리어,activityGate,
4022,4,35,35,100,,,15,{rmb=50;gold=20000},,1,Shard Dungeon,碎片副本,Shard Dungeon,Mảnh vỡ phó bản,조각 던전,Challenge Shard Dungeon of any difficulty 100 times,碎片副本任意難度累積通關100次,Challenge Shard Dungeon of any difficulty 100 times,Tích luỹ vượt ải Phụ Bản Mảnh độ khó bất kỳ 100 lần,조각 던전 임의 난도 누적 100회 클리어,activityGate,
4023,4,35,35,500,,,20,{rmb=50;gold=20000},,2,Shard Dungeon,碎片副本,Shard Dungeon,Mảnh vỡ phó bản,조각 던전,Challenge Shard Dungeon of any difficulty 500 times,碎片副本任意難度累積通關500次,Challenge Shard Dungeon of any difficulty 500 times,Tích luỹ vượt ải Phụ Bản Mảnh độ khó bất kỳ 500 lần,조각 던전 임의 난도 누적 500회 클리어,activityGate,
4024,4,35,35,1000,,,30,{rmb=50;gold=20000},,3,Shard Dungeon,碎片副本,Shard Dungeon,Mảnh vỡ phó bản,조각 던전,Challenge Shard Dungeon of any difficulty 1000 times,碎片副本任意難度累積通關1000次,Challenge Shard Dungeon of any difficulty 1000 times,Tích luỹ vượt ải Phụ Bản Mảnh độ khó bất kỳ 1000 lần,조각 던전 임의 난도 누적 1000회 클리어,activityGate,
4025,4,40,40,1,100020,,20,{rmb=30;gold=20000},,1,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 20,冒險之路通關第20關,Clear Adventure Road level 20,Adventure Road vượt ải 20,모험의 길 스테이지20 클리어,endlessTower,
4026,4,40,40,1,100040,,20,{rmb=50;gold=20000},,2,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 40,冒險之路通關第40關,Clear Adventure Road level 40,Adventure Road vượt ải 40,모험의 길 스테이지40 클리어,endlessTower,
4027,4,40,40,1,100060,,30,{rmb=50;gold=20000},,3,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 60,冒險之路通關第60關,Clear Adventure Road level 60,Adventure Road vượt ải 60,모험의 길 스테이지60 클리어,endlessTower,
4028,4,40,40,1,100080,,30,{rmb=100;gold=20000},,4,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 80,冒險之路通關第80關,Clear Adventure Road level 80,Adventure Road vượt ải 80,모험의 길 스테이지80 클리어,endlessTower,
4029,4,40,40,1,100100,,50,{rmb=100;2507=1},,5,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 100,冒險之路通關第100關,Clear Adventure Road level 100,Adventure Road vượt ải 100,모험의 길 스테이지100 클리어,endlessTower,
4030,4,40,40,1,100110,,50,{rmb=100;gold=20000},,6,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 110,冒險之路通關第110關,Clear Adventure Road level 110,Adventure Road vượt ải 110,모험의 길 스테이지110 클리어,endlessTower,
4031,4,40,40,1,100120,,50,{rmb=150;gold=20000},,7,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 120,冒險之路通關第120關,Clear Adventure Road level 120,Adventure Road vượt ải 120,모험의 길 스테이지120 클리어,endlessTower,
4032,4,40,40,1,100130,,50,{rmb=150;gold=20000},,8,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 130,冒險之路通關第130關,Clear Adventure Road level 130,Adventure Road vượt ải 130,모험의 길 스테이지130 클리어,endlessTower,
4033,4,40,40,1,100140,,50,{rmb=200;gold=20000},,9,Adventure Road,冒險之路,Adventure Road,Mạo hiểm con đường,모험의 길,Clear Adventure Road level 140,冒險之路通關第140關,Clear Adventure Road level 140,Adventure Road vượt ải 140,모험의 길 스테이지140 클리어,endlessTower,
