"﻿变量名",room,_roomType,_beizhu,icon,weight,group,name,name_tw,name_en,name_vn,name_kr,monsterType,type,desc,desc_tw,desc_en,desc_vn,desc_kr,monster,fightC,pointC,drops,buff,event,boxType,gold,coin,randomLibs,randomLibs2
270,47,Rumble,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,18000,30,{libs=<504;504;>},
271,47,Rumble,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
272,47,Rumble,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,-1,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
273,47,Rumble,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
274,48,Mixed solid supplement,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,-1,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
275,48,Mixed solid supplement,supply,city/adventure/random_tower/icon/icon_wz.png,-1,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
276,48,Mixed solid supplement,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;50>>,,,,,,
277,48,Mixed solid supplement,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,0,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
278,48,Mixed solid supplement,random event bad,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
279,48,Mixed solid supplement,in random events,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
280,48,Mixed solid supplement,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,18000,30,{libs=<504;504;>},
281,48,Mixed solid supplement,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
282,48,Mixed solid supplement,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
283,48,Mixed solid supplement,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
284,49,Mixed things,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
285,49,Mixed things,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
286,49,Mixed things,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
287,49,Mixed things,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
288,49,Mixed things,random event bad,city/adventure/random_tower/icon/icon_sj.png,-1,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
289,49,Mixed things,in random events,city/adventure/random_tower/icon/icon_sj.png,-1,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
290,49,Mixed things,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,18000,30,{libs=<504;504;>},
291,49,Mixed things,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
292,49,Mixed things,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
293,49,Mixed things,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
294,50,fighting,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,,,,,,,,,
295,50,fighting,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,,,,,,,,,
296,50,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
297,50,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
298,50,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
299,50,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
300,51,mix,Great supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
301,51,mix,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2;100>>,,,,,,
302,51,mix,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2;100>>,,,,,,
303,51,mix,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<3;100>>,,,,,,
304,51,mix,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<3;100>>,,,,,,
305,51,mix,in random events,city/adventure/random_tower/icon/icon_sj.png,,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
306,52,BOSS,boss,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,霸主,Overlord,404404,패왕,4,1,Extremely tough power ahead,極為艱難的力量在前方,Extremely tough power ahead,404404,강력한 힘이 앞에서 느껴집니다.,4,0.8,0.8,,,,,,,,
307,52,BOSS,boss,city/adventure/random_tower/icon/img_boss@.png,,,Overlord,霸主,Overlord,404404,패왕,4,1,Toughest power ahead,最為艱難的力量在前方,Toughest power ahead,404404,매우 강력한 힘이 앞에서 느껴집니다.,4,,,,,,,,,,
308,53,big treasure chest,big treasure chest,city/adventure/random_tower/icon_hhbx.png,,,Deluxe chest,豪華寶箱,Deluxe chest,404404,호화로운 보물상자,,3,Trainers who have overcome the huge challenge deserve to claim the reward,跨越巨大挑戰後才會配擁有此回報,Trainers who have overcome the huge challenge deserve to claim the reward,404404,거대한 도전을 끝내야만 보답을 얻을 수 있습니다.,,,,,,,2,80000,350,{libs=<501;504;>},{libs=<506;505;>}
309,54,change layer,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,55,fight,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
311,55,fight,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
312,55,fight,hybrid passive,city/adventure/random_tower/icon/icon_wz.png,,,Battle buff,戰鬥加成,Battle buff,Chiến đấu tăng thêm,전투 보너스,,2,,,,,,,,,,<<101;20>;<102;20>;<103;20>;<200;300>;<1000;90>>,,,,,,
313,55,fight,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<4;100>>,,,,,,
314,55,fight,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<2;100>>,,,,,,
10314,55,fight,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
315,56,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
316,56,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
317,56,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
318,56,fighting,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,,,,,,,,,
319,56,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
320,56,fighting,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,,,,,,,,,
321,57,Mixed box,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
322,57,Mixed box,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
323,57,Mixed box,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
324,57,Mixed box,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
10324,57,3 out of 1 passive,hybrid passive,city/adventure/random_tower/icon/icon_wz.png,,,Battle buff,戰鬥加成,Battle buff,Chiến đấu tăng thêm,전투 보너스,,2,,,,,,,,,,<<200;20>;<1000;20>;<2223;20>;<2224;20>;<2228;5>;<2231;20>>,,,,,,
325,57,Mixed box,random event bad,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
326,57,Mixed box,in random events,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
327,57,Mixed box,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,20000,30,{libs=<504;504;>},
328,57,Mixed box,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
329,57,Mixed box,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
330,57,Mixed box,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
331,58,Rumble,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
332,58,Rumble,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
333,58,Rumble,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;50>>,,,,,,
334,58,Rumble,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,0,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
335,58,Rumble,random event bad,city/adventure/random_tower/icon/icon_sj.png,,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
336,58,Rumble,in random events,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
337,58,Rumble,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,20000,30,{libs=<504;504;>},
338,58,Rumble,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
339,58,Rumble,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,-1,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
340,58,Rumble,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
341,59,Mixed solid supplement,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,-1,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
342,59,Mixed solid supplement,supply,city/adventure/random_tower/icon/icon_wz.png,-1,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
343,59,Mixed solid supplement,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
344,59,Mixed solid supplement,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
345,59,Mixed solid supplement,random event bad,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
346,59,Mixed solid supplement,in random events,city/adventure/random_tower/icon/icon_sj.png,0,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
347,59,Mixed solid supplement,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,20000,30,{libs=<504;504;>},
348,59,Mixed solid supplement,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
349,59,Mixed solid supplement,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
350,59,Mixed solid supplement,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
351,60,Mixed things,attribute bonus is small,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>>,,,,,,
352,60,Mixed things,supply,city/adventure/random_tower/icon/icon_wz.png,,,Combat supplies,戰鬥補給,Combat supplies,404404,전투 보급,,2,,,,,,,,,,<<5;100>>,,,,,,
353,60,Mixed things,Adding attributes,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
354,60,Mixed things,Big attribute bonus,city/adventure/random_tower/icon/icon_wz.png,,,Stats boost,屬性加成,Stats boost,Thuộc tính tăng thêm,타입 보너스,,2,,,,,,,,,,<<1;100>;<2;20>>,,,,,,
355,60,Mixed things,random event bad,city/adventure/random_tower/icon/icon_sj.png,-1,,Event,事件,Event,404404,사건,,4,Nobody knows what may happen next,誰也不知道會發生什麼,Nobody knows what may happen next,404404,무슨 일이 일어날지 아무도 모릅니다.,,,,,,<<1;100>;<2;10>>,,,,,
356,60,Mixed things,in random events,city/adventure/random_tower/icon/icon_sj.png,-1,,Event,事件,Event,404404,사건,,4,"Your choice may bring fortune, or catastrophe",你的選擇也許會帶來幸運，也可能會招致災禍,"Your choice may bring fortune, or catastrophe","Lựa chọn của bạn có thể mang lại hạnh phúc, cũng có thể gây ra thảm hoạ","""당신의 선택은 어쩌면 행운을 가져오거나, 재앙을 초래할지도 모릅니다.""",,,,,,<<2;100>;<3;10>>,,,,,
357,60,Mixed things,small treasure chest,city/adventure/random_tower/icon_bx.png,,,Chest,寶箱,Chest,Bảo rương,보물상자,,3,Surprise Chest,不經意間發現的寶箱,Surprise Chest,404404,갑자기 보물상자를 발견했습니다.,,,,,,,1,20000,30,{libs=<504;504;>},
358,60,Mixed things,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,0.6,,,,,,,,
359,60,Mixed things,ordinary,city/adventure/random_tower/icon/img_ptdr@.png,,,Ordinary Enemy,普通的敵人,Ordinary Enemy,404404,평범한 적,2,1,"An opponent of decent strength, but not to be feared of",小有實力，但是不足為懼的對手,"An opponent of decent strength, but not to be feared of",404404,조금 실력이 있지만 걱정할 필요는 없는 상대입니다.,2,,0.6,,,,,,,,
360,60,Mixed things,difficulty,city/adventure/random_tower/icon/img_kndr@.png,,,Difficult enemy,困難的敵人,Difficult enemy,404404,어려운 적,3,1,Please select your opponent wisely,請謹慎挑選對手,Please select your opponent wisely,404404,신중하게 상대를 선택하세요.,3,,0.6,,,,,,,,
361,61,fighting,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,,,,,,,,,
362,61,fighting,Simple,city/adventure/random_tower/icon/img_jddr@.png,,,Simple enemy,簡單的敵人,Simple enemy,404404,쉬운 적,1,1,Seems to be an easy opponent to beat,似乎是可以輕鬆擊敗的對手,Seems to be an easy opponent to beat,404404,쉽게 쓰러트릴 수 있는 상대 같습니다.,1,,,,,,,,,,
