"﻿变量名",group,desc,desc_tw,desc_en,desc_kr,weight,icon,iconBg,buffColor,buffType,attrNatureType1,attrType1,attrNum1,attrType2,attrNum2,attrNatureType3,attrType3,attrNum3,supplyType,supplyTarget,supplyNum,pointType,pointValue,passiveSkill,effectTimes,skillgroup,onlyOne,limit,changeLib,belongLib,condition
2243,2228,【Bloody Attack】: Increases DMG Boost by 5% for every 1% Leech HP the Pokémon has (Owning 【Bloody Attack】 and 【Bat Wings】 at the same time steals 1% SP.DEF and P.DEF for every 1% Leech HP the Pokémon has),【血襲】：精靈自身每1%吸血提升5%的傷害加成（同時擁有【血襲】與【蝠翼】效果，精靈自身每1%吸血偷取目標1%的雙防）,【Bloody Attack】: Increases DMG Boost by 5% for every 1% Leech HP the Pokémon has (Owning 【Bloody Attack】 and 【Bat Wings】 at the same time steals 1% SP.DEF and P.DEF for every 1% Leech HP the Pokémon has),[피의 습격]: 포켓몬 자신의 흡혈률이 1% 증가할 때마다 피해 보너스가 5% 증가한다([피의 습격]과 [박쥐 날개]의 효과를 동시에 보유 시 포켓몬 자신의 흡혈률이 1% 증가할 때마다 상대의 물리&특수 방어력을 1%씩 훔친다.),,city/adventure/random_tower/icon/icon_xx.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,,,,,,,,,,,,,,80104,,,TRUE,,,,
2244,2228,【Bat Wings】 Increases 5% Speed for every 1% Leech HP the Pokémon has (Owning 【Bloody Attack】 and 【Bat Wings】 at the same time steals 1% SP.DEF and P.DEF for every 1% Leech HP the Pokémon has),【蝠翼】：精靈自身每1%吸血提升5%的速度（同時擁有【血襲】與【蝠翼】效果，精靈自身每1%吸血偷取目標1%的雙防）,【Bat Wings】 Increases 5% Speed for every 1% Leech HP the Pokémon has (Owning 【Bloody Attack】 and 【Bat Wings】 at the same time steals 1% SP.DEF and P.DEF for every 1% Leech HP the Pokémon has),[박쥐 날개]: 포켓몬 자신의 흡혈률이 1% 증가할 때마다 스피드가 5% 증가한다([피의 습격]과 [박쥐 날개]의 효과를 동시에 보유 시 포켓몬 자신의 흡혈률이 1% 증가할 때마다 상대의 물리&특수 방어력을 1%씩 훔친다.),,city/adventure/random_tower/icon/icon_xx.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,,,,,,,,,,,,,,80105,,,TRUE,,,,
2245,2231,"【Toxic Corrosion】: Each attack has a 50% chance to apply Poison (Stacks up to 5 times. Owning 【Toxic Corrosion】, 【Blood Stained】 and 【Flash Fire】 at the same time increases 100% DoT for all allies)",【毒蝕】：攻擊時50概率附帶中毒效果（可疊加5層，同時擁有【毒蝕】、【染血】、【引火】，友方造成的持續傷害提升100%）,"【Toxic Corrosion】: Each attack has a 50% chance to apply Poison (Stacks up to 5 times. Owning 【Toxic Corrosion】, 【Blood Stained】 and 【Flash Fire】 at the same time increases 100% DoT for all allies)","""[맹독 침식]: 공격 시 50%의 확률로 맹독 효과를 부여한다(최대 중첩 수: 5회, 동시에 [독의 침식], [피 오염], [타오르는 불꽃]을 보유 시 아군이 가하는 지속 피해가 100% 증가한다).""",,city/adventure/random_tower/icon/icon_js1.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,,,,,,,,,,,,,,80106,,,TRUE,,,,
2246,2231,"【Blood Stained】: Each attack has a 50% chance to apply Bleed (Stacks up to 5 times. Owning 【Toxic Corrosion】, 【Blood Stained】 and 【Flash Fire】 at the same time increases 100% DoT for all allies)",【染血】：攻擊時50概率附帶流血效果（可疊加5層，同時擁有【毒蝕】、【染血】、【引火】，友方造成的持續傷害提升100%）,"【Blood Stained】: Each attack has a 50% chance to apply Bleed (Stacks up to 5 times. Owning 【Toxic Corrosion】, 【Blood Stained】 and 【Flash Fire】 at the same time increases 100% DoT for all allies)","""[염혈]: 공격 시 50%의 확률로 출혈 효과가 발생한다(최대 중첩 수: 5회, 동시에 [독의 침식], [피 오염], [타오르는 불꽃]을 보유 시 아군이 가하는 지속 피해가 100% 증가한다.)""",,city/adventure/random_tower/icon/icon_js.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,,,,,,,,,,,,,,80107,,,TRUE,,,,
2247,2231,"【Flash Fire】: Each attack has a 50% chance to apply Burn (Stacks up to 5 times. Owning 【Toxic Corrosion】, 【Blood Stained】 and 【Flash Fire】 at the same time increases 100% DoT for all allies)",【引火】：攻擊時50概率附帶灼燒效果（可疊加5層，同時擁有【毒蝕】、【染血】、【引火】，友方造成的持續傷害提升100%）,"【Flash Fire】: Each attack has a 50% chance to apply Burn (Stacks up to 5 times. Owning 【Toxic Corrosion】, 【Blood Stained】 and 【Flash Fire】 at the same time increases 100% DoT for all allies)","""[타오르는 불꽃]: 공격 시 50%의 확률로 연소 효과가 발생한다(최대 중첩 수: 5회, 동시에 [독의 침식], [피 오염], [타오르는 불꽃]을 보유 시 아군이 가하는 지속 피해가 100% 증가한다.)""",,city/adventure/random_tower/icon/icon_cxsh.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,,,,,,,,,,,,,,80108,,,TRUE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,2221,P. ATK and SP.ATK of allied Pokémons +10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,아군 포켓몬 물리&특수 공격+10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,10%,7,10%,,,,,,,,,,,,,,,,
2250,2222,P. ATK and SP.ATK of allied Pokémons +10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,아군 포켓몬 물리&특수 공격+10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,10%,7,10%,,,,,,,,,,,,,,,,
2251,2223,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2252,2224,P. ATK and SP.ATK of allied Pokémons +5%,我方精靈物攻和特攻+5%,P. ATK and SP.ATK of allied Pokémons +5%,아군 포켓몬 물리&특수 공격+5%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,5%,7,5%,,,,,,,,,,,,,,,,
2253,2227,P. ATK and SP.ATK of allied Pokémons +10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,아군 포켓몬 물리&특수 공격+10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,10%,7,10%,,,,,,,,,,,,,,,,
2254,2228,P. ATK and SP.ATK of allied Pokémons +10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,아군 포켓몬 물리&특수 공격+10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,10%,7,10%,,,,,,,,,,,,,,,,
2255,2231,P. ATK and SP.ATK of allied Pokémons +10%,我方精靈物攻和特攻+10%,P. ATK and SP.ATK of allied Pokémons +10%,아군 포켓몬 물리&특수 공격+10%,1,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,1,,8,10%,7,10%,,,,,,,,,,,,,,,,
