"﻿变量名",zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,awakeDes1_tw,awakeDes1_en,awakeDes1_vn,awakeDes1_kr,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
297105,2871,double as much ice,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
297106,2871,double as much ice,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
297107,2871,double as much ice,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
297108,2871,double as much ice,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
299101,2891,Electric flying squirrel,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
299102,2891,Electric flying squirrel,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
299103,2891,Electric flying squirrel,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
299104,2891,Electric flying squirrel,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
299105,2891,Electric flying squirrel,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
299106,2891,Electric flying squirrel,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
299107,2891,Electric flying squirrel,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
299108,2891,Electric flying squirrel,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
302101,2921,chubby female,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
302102,2921,chubby female,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
302103,2921,chubby female,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
302104,2921,chubby female,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
302105,2921,chubby female,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
302106,2921,chubby female,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
302107,2921,chubby female,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
302108,2921,chubby female,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
302201,2922,chubby male,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
302202,2922,chubby male,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
302203,2922,chubby male,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
302204,2922,chubby male,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
302205,2922,chubby male,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
302206,2922,chubby male,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
302207,2922,chubby male,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
302208,2922,chubby male,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
306101,2961,Gear Monster,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
306102,2961,Gear Monster,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
306103,2961,Gear Monster,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
306104,2961,Gear Monster,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
306105,2961,Gear Monster,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
306106,2961,Gear Monster,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
306107,2961,Gear Monster,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
306108,2961,Gear Monster,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
309101,2991,Crystal Lantern,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
309102,2991,Crystal Lantern,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
309103,2991,Crystal Lantern,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
309104,2991,Crystal Lantern,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
309105,2991,Crystal Lantern,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
309106,2991,Crystal Lantern,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
309107,2991,Crystal Lantern,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
309108,2991,Crystal Lantern,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
310101,3001,Double Ax War Dragon,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
310102,3001,Double Ax War Dragon,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
310103,3001,Double Ax War Dragon,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
310104,3001,Double Ax War Dragon,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
310105,3001,Double Ax War Dragon,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
310106,3001,Double Ax War Dragon,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
310107,3001,Double Ax War Dragon,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
310108,3001,Double Ax War Dragon,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
311101,3011,tundra bear,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
311102,3011,tundra bear,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
311103,3011,tundra bear,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
311104,3011,tundra bear,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
311105,3011,tundra bear,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
311106,3011,tundra bear,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
311107,3011,tundra bear,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
311108,3011,tundra bear,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
312101,3021,geometric snowflake,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
312102,3021,geometric snowflake,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
312103,3021,geometric snowflake,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
312104,3021,geometric snowflake,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
312105,3021,geometric snowflake,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
312106,3021,geometric snowflake,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
312107,3021,geometric snowflake,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
312108,3021,geometric snowflake,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
324101,3141,three dragons,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
324102,3141,three dragons,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
324103,3141,three dragons,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
324104,3141,three dragons,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
324105,3141,three dragons,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
324106,3141,three dragons,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
324107,3141,three dragons,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
324108,3141,three dragons,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
325101,3151,Vulcan moth,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
325102,3151,Vulcan moth,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
325103,3151,Vulcan moth,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
325104,3151,Vulcan moth,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
325105,3151,Vulcan moth,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
325106,3151,Vulcan moth,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
325107,3151,Vulcan moth,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
325108,3151,Vulcan moth,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
326101,3161,Coppaluong,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
326102,3161,Coppaluong,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
326103,3161,Coppaluong,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
326104,3161,Coppaluong,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
326105,3161,Coppaluong,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
326106,3161,Coppaluong,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
326107,3161,Coppaluong,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
326108,3161,Coppaluong,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
327101,3171,Delakion,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
327102,3171,Delakion,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
327103,3171,Delakion,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
327104,3171,Delakion,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
327105,3171,Delakion,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
327106,3171,Delakion,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
327107,3171,Delakion,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
327108,3171,Delakion,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
328101,3181,Billigion,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
328102,3181,Billigion,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
328103,3181,Billigion,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
328104,3181,Billigion,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
328105,3181,Billigion,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
328106,3181,Billigion,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
328107,3181,Billigion,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
328108,3181,Billigion,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
331101,3211,Rashiram,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
331102,3211,Rashiram,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
331103,3211,Rashiram,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,
331104,3211,Rashiram,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=160;equipStarSum=12;zawakeStage=308},,
331105,3211,Rashiram,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,
331106,3211,Rashiram,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
331107,3211,Rashiram,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,
331108,3211,Rashiram,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=160;equipStarSum=24;zawakeStage=708},,
332101,3221,czech rom,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
332102,3221,czech rom,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
332103,3221,czech rom,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,
332104,3221,czech rom,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=160;equipStarSum=12;zawakeStage=308},,
332105,3221,czech rom,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,
332106,3221,czech rom,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
332107,3221,czech rom,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,
332108,3221,czech rom,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=160;equipStarSum=24;zawakeStage=708},,
334101,3241,Kyurem,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
334102,3241,Kyurem,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
334103,3241,Kyurem,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,
334104,3241,Kyurem,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=160;equipStarSum=12;zawakeStage=308},,
334105,3241,Kyurem,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,
334106,3241,Kyurem,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
334107,3241,Kyurem,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,
334108,3241,Kyurem,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=160;equipStarSum=24;zawakeStage=708},,
335101,3251,Keldeo,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
335102,3251,Keldeo,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
335103,3251,Keldeo,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,
335104,3251,Keldeo,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=9;zawakeStage=308},,
335105,3251,Keldeo,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,
335106,3251,Keldeo,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
335107,3251,Keldeo,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,
335108,3251,Keldeo,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=15;zawakeStage=708},,
336101,3261,Meloetta Song Form,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
336102,3261,Meloetta Song Form,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
336103,3261,Meloetta Song Form,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,
336104,3261,Meloetta Song Form,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=160;equipStarSum=12;zawakeStage=308},,
336105,3261,Meloetta Song Form,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,
336106,3261,Meloetta Song Form,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
336107,3261,Meloetta Song Form,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,
336108,3261,Meloetta Song Form,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=160;equipStarSum=24;zawakeStage=708},,
338101,3281,Bricaron,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,1,,{advance=13;goodFeel=100;star=8},,
338102,3281,Bricaron,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
338103,3281,Bricaron,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,1,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
338104,3281,Bricaron,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,1,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
338105,3281,Bricaron,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
338106,3281,Bricaron,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
338107,3281,Bricaron,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
338108,3281,Bricaron,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
339101,3291,demon fire red fox,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
339102,3291,demon fire red fox,2,,,Basic attack enhanced!,普攻技能獲得強化提升!,Basic attack enhanced!,,,3,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
339103,3291,demon fire red fox,3,,,Basic skills enhanced!,小技能獲得強化提升!,Basic skills enhanced!,,,3,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,
339104,3291,demon fire red fox,4,,,Passive skills enhanced!,被動技能獲得強化提升!,Passive skills enhanced!,,,3,,{effort=9;nvalueSum=140;equipStarSum=8;zawakeStage=308},,
339105,3291,demon fire red fox,5,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,
339106,3291,demon fire red fox,6,,,Ultimate skills enhanced!,大招技能獲得強化提升!,Ultimate skills enhanced!,,,3,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
339107,3291,demon fire red fox,7,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,
339108,3291,demon fire red fox,8,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{effort=13;nvalueSum=140;equipStarSum=12;zawakeStage=708},,
340101,3301,Koga Ninja Frog,1,,,Stats enhanced,屬性獲得增強,Stats enhanced,,,3,,{advance=13;goodFeel=100;star=8},,
