"﻿变量名",name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
,Squirtle·Z Awake Shard,滑滑小子·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Used to improve the Z Awakening cultivation of Slippery Boy,,,,Used to improve the Z Awakening cultivation of Slippery Boy,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Sigilyph·Z Awake Shard,象徵鳥·Z覺醒碎片,Sigilyph·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising the Symbol Bird,,,,Z Awakening Cultivation for Raising the Symbol Bird,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,哭哭面具·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,The Z Awakening Upbring used to upgrade the Crying Mask,,,,The Z Awakening Upbring used to upgrade the Crying Mask,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Tirtouga·Z Awake Shard,原蓋海龜·Z覺醒碎片,Tirtouga·Z Awake Shard,,,,,,The Z-awakening cultivation used to improve the original cover sea turtle,,,,The Z-awakening cultivation used to improve the original cover sea turtle,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,始祖小鳥·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the proto-bird,,,,It is used to improve the Z awakening cultivation of the proto-bird,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Trubbish·Z Awake Shard,破破袋·Z覺醒碎片,Trubbish·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Broken Bags,,,,Z Awakening Cultivation for Raising Broken Bags,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52821,Squirtle·Z Awake Shard,索羅亞·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2821,config/portrait/jinglingtouxiang/img_570_sly@.png,Z Awakening Cultivation Used to Improve Zoroya,,,,Z Awakening Cultivation Used to Improve Zoroya,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Minccino·Z Awake Shard,泡沫栗鼠·Z覺醒碎片,Minccino·Z Awake Shard,,,,,config/portrait/jinglingtouxiang/img_570_sly@.png,Z Awakening cultivation for raising Foam Chinchilla,,,,Z Awakening cultivation for raising Foam Chinchilla,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52841,Squirtle·Z Awake Shard,哥德寶寶·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2841,config/portrait/jinglingtouxiang/img_574_gdbb@.png,It is used to improve the Z awakening development of Gothic baby,,,,It is used to improve the Z awakening development of Gothic baby,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Solosis·Z Awake Shard,單卵細胞球·Z覺醒碎片,Solosis·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Single Ovum Ball,,,,Z Awakening Cultivation for Raising Single Ovum Ball,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,鴨寶寶·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening development of baby ducks,,,,It is used to improve the Z awakening development of baby ducks,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52871,Vanillite·Z Awake Shard,迷你冰·Z覺醒碎片,Vanillite·Z Awake Shard,,,,2871,config/portrait/jinglingtouxiang/img_582_mnb@.png,Z Awakening Brought Up for Raising Mini Ice,,,,Z Awakening Brought Up for Raising Mini Ice,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,四季鹿·春天的樣子·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for improving the appearance of Four Seasons Deer and Spring,,,,Z Awakening cultivation for improving the appearance of Four Seasons Deer and Spring,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52891,Emolga·Z Awake Shard,電飛鼠·Z覺醒碎片,Emolga·Z Awake Shard,,,,2891,config/portrait/jinglingtouxiang/img_587_dfs@.png,Z Awakening Cultivation for Raising Electric Flying Squirrel,,,,Z Awakening Cultivation for Raising Electric Flying Squirrel,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,蓋蓋蟲·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Gai Gai Worm,,,,Z Awakening Cultivation for Raising Gai Gai Worm,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Foongus·Z Awake Shard,哎呀球菇·Z覺醒碎片,Foongus·Z Awake Shard,,,,,,It is used to improve the Z-awakening cultivation of Oops Ball Mushroom,,,,It is used to improve the Z-awakening cultivation of Oops Ball Mushroom,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52921,Squirtle·Z Awake Shard,輕飄飄·雌·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2921,config/portrait/jinglingtouxiang/img_592_hqpp@.png,It is used to improve the Z awakening development of Flirty and Fluttering Female,,,,It is used to improve the Z awakening development of Flirty and Fluttering Female,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52922,Frillish - Male·Z Awake Shard,輕飄飄·雄·Z覺醒碎片,Frillish - Male·Z Awake Shard,,,,2922,config/portrait/jinglingtouxiang/img_592_lqpp@.png,It is used to improve the Z awakening cultivation of Lian Piao Xiong,,,,It is used to improve the Z awakening cultivation of Lian Piao Xiong,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,保姆曼波·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Nurturing for Raising Nanny Mambo,,,,Z Awakening Nurturing for Raising Nanny Mambo,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Joltik·Z Awake Shard,電電蟲·Z覺醒碎片,Joltik·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Electric Bugs,,,,Z Awakening Cultivation for Raising Electric Bugs,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,種子鐵球·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z awakening cultivation for raising seed iron balls,,,,Z awakening cultivation for raising seed iron balls,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52961,Klink·Z Awake Shard,齒輪兒·Z覺醒碎片,Klink·Z Awake Shard,,,,2961,config/portrait/jinglingtouxiang/img_599_cle@.png,Z Awakening Cultivation for Raising Gears,,,,Z Awakening Cultivation for Raising Gears,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,麻麻小魚·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z awakening development of Mama Xiaoyu,,,,It is used to improve the Z awakening development of Mama Xiaoyu,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Elgyem·Z Awake Shard,小灰怪·Z覺醒碎片,Elgyem·Z Awake Shard,,,,,,The Z awakening cultivation used to improve the little gray monster,,,,The Z awakening cultivation used to improve the little gray monster,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
52991,Squirtle·Z Awake Shard,燭光靈·Z覺醒碎片,Squirtle·Z Awake Shard,,,,2991,config/portrait/jinglingtouxiang/img_607_zgl@.png,Z Awakening Cultivation Used to Improve Candle Spirit,,,,Z Awakening Cultivation Used to Improve Candle Spirit,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53001,Axew·Z Awake Shard,牙牙·Z覺醒碎片,Axew·Z Awake Shard,,,,3001,config/portrait/jinglingtouxiang/img_610_yy@.png,Z Awakening Cultivation for Raising Yaya,,,,Z Awakening Cultivation for Raising Yaya,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53011,Squirtle·Z Awake Shard,噴嚏熊·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3011,config/portrait/jinglingtouxiang/img_613_ptx@.png,Z-Awakening Upbrings for Boosting Sneezy Bear,,,,Z-Awakening Upbrings for Boosting Sneezy Bear,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53021,Cryogonal·Z Awake Shard,幾何雪花·Z覺醒碎片,Cryogonal·Z Awake Shard,,,,3021,config/portrait/jinglingtouxiang/img_615_jhxh@.png,Z Awakening cultivation for promoting Geometry Snowflake,,,,Z Awakening cultivation for promoting Geometry Snowflake,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,敏捷蟲·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for improving agility bug,,,,Z Awakening cultivation for improving agility bug,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Stunfisk·Z Awake Shard,泥巴魚·Z覺醒碎片,Stunfisk·Z Awake Shard,,,,,,Z Awakening nurturing for boosting Mudfish,,,,Z Awakening nurturing for boosting Mudfish,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,功夫鼬·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Kung Fu Itachi,,,,Z Awakening Cultivation Used to Improve Kung Fu Itachi,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Druddigon·Z Awake Shard,赤面龍·Z覺醒碎片,Druddigon·Z Awake Shard,,,,,,The Z Awakening cultivation used to improve the Red Faced Dragon,,,,The Z Awakening cultivation used to improve the Red Faced Dragon,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,泥偶小人·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z-awakening development of the clay puppet,,,,It is used to improve the Z-awakening development of the clay puppet,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Pawniard·Z Awake Shard,駒刀小兵·Z覺醒碎片,Pawniard·Z Awake Shard,,,,,,Z Awakening cultivation for improving Komato minions,,,,Z Awakening cultivation for improving Komato minions,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,爆炸頭水牛·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,The Z Awakening cultivation for raising the Afro-headed buffalo,,,,The Z Awakening cultivation for raising the Afro-headed buffalo,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Rufflet·Z Awake Shard,毛頭小鷹·Z覺醒碎片,Rufflet·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the hairy eagle,,,,It is used to improve the Z awakening cultivation of the hairy eagle,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,禿鷹丫頭·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Vulture Girl,,,,Z Awakening Cultivation for Raising Vulture Girl,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Heatmor·Z Awake Shard,熔蟻獸·Z覺醒碎片,Heatmor·Z Awake Shard,,,,,,The Z Awakening cultivation used to improve the Molten Ant,,,,The Z Awakening cultivation used to improve the Molten Ant,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,鐵蟻·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z awakening cultivation for improving iron ants,,,,Z awakening cultivation for improving iron ants,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53141,Deino·Z Awake Shard,單首龍·Z覺醒碎片,Deino·Z Awake Shard,,,,3141,config/portrait/jinglingtouxiang/img_633_dsl@.png,Z Awakening Cultivation Used to Improve the Single-headed Dragon,,,,Z Awakening Cultivation Used to Improve the Single-headed Dragon,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53151,Squirtle·Z Awake Shard,燃燒蟲·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3151,config/portrait/jinglingtouxiang/img_636_rsc@.png,Z Awakening cultivation for improving Burning Bug,,,,Z Awakening cultivation for improving Burning Bug,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53161,Cobalion·Z Awake Shard,勾帕路翁·Z覺醒碎片,Cobalion·Z Awake Shard,,,,3161,config/portrait/jinglingtouxiang/img_638_gplw@.png,Z Awakening Cultivation for Raising Gopalion,,,,Z Awakening Cultivation for Raising Gopalion,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53171,Squirtle·Z Awake Shard,代拉基翁·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3171,config/portrait/jinglingtouxiang/img_639_dljw@.png,Z Awakening Brought Up for Raising Terrakion,,,,Z Awakening Brought Up for Raising Terrakion,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53181,Virizion·Z Awake Shard,畢力吉翁·Z覺醒碎片,Virizion·Z Awake Shard,,,,3181,config/portrait/jinglingtouxiang/img_640_bljw@.png,Z Awakening Cultivation Used to Improve Bilizion,,,,Z Awakening Cultivation Used to Improve Bilizion,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,龍卷雲·化身形態·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Tornado Cloud Avatar Form,,,,Z Awakening Cultivation Used to Improve Tornado Cloud Avatar Form,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Thundurus - Incarnate Forme·Z Awake Shard,雷電雲·化身形態·Z覺醒碎片,Thundurus - Incarnate Forme·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Thunder Cloud Avatar Form,,,,Z Awakening Cultivation for Raising Thunder Cloud Avatar Form,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53211,Squirtle·Z Awake Shard,萊希拉姆·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3211,config/portrait/jinglingtouxiang/img_643_lxlm@.png,Z Awakening Cultivation Used to Raise Reshiram,,,,Z Awakening Cultivation Used to Raise Reshiram,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53221,Zekrom·Z Awake Shard,捷克羅姆·Z覺醒碎片,Zekrom·Z Awake Shard,,,,3221,config/portrait/jinglingtouxiang/img_644_jklm@.png,Z Awakening cultivation for improving Zekrom,,,,Z Awakening cultivation for improving Zekrom,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,土地雲·化身形態·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Improve Land Cloud Avatar Form,,,,Z Awakening Cultivation Used to Improve Land Cloud Avatar Form,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53241,Kyurem·Z Awake Shard,酋雷姆·Z覺醒碎片,Kyurem·Z Awake Shard,,,,3241,config/portrait/jinglingtouxiang/img_646_qlm@.png,Z Awakening cultivation for raising Kyurem,,,,Z Awakening cultivation for raising Kyurem,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53251,Squirtle·Z Awake Shard,凱路迪歐·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3251,config/portrait/jinglingtouxiang/img_647_kldo@.png,Used to upgrade Keldeo's Z Awakening cultivation,,,,Used to upgrade Keldeo's Z Awakening cultivation,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53261,Meloetta - Aria·Z Awake Shard,美洛耶塔·歌聲形態·Z覺醒碎片,Meloetta - Aria·Z Awake Shard,,,,3261,config/portrait/jinglingtouxiang/img_648_mlytgsxt@.png,Z Awakening Cultivation for Upgrading Meloetta Singing Form,,,,Z Awakening Cultivation for Upgrading Meloetta Singing Form,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,蓋諾賽克特·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening cultivation for improving Genesect,,,,Z Awakening cultivation for improving Genesect,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53281,Chespin·Z Awake Shard,哈力栗·Z覺醒碎片,Chespin·Z Awake Shard,,,,3281,config/portrait/jinglingtouxiang/img_650_hll@.png,Z Awakening Cultivation for Raising Harley Chestnut,,,,Z Awakening Cultivation for Raising Harley Chestnut,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53291,Squirtle·Z Awake Shard,火狐狸·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3291,config/portrait/jinglingtouxiang/img_653_hhl@.png,Z Awakening cultivation for improving Firefox,,,,Z Awakening cultivation for improving Firefox,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53301,Froakie·Z Awake Shard,呱呱泡蛙·Z覺醒碎片,Froakie·Z Awake Shard,,,,3301,config/portrait/jinglingtouxiang/img_656_ggpw@.png,It is used to improve the Z awakening cultivation of croaking frogs,,,,It is used to improve the Z awakening cultivation of croaking frogs,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,掘掘兔·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z-awakening development of the Rabbit,,,,It is used to improve the Z-awakening development of the Rabbit,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Fletchling·Z Awake Shard,小箭雀·Z覺醒碎片,Fletchling·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the little arrow bird,,,,It is used to improve the Z awakening cultivation of the little arrow bird,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,粉蝶蟲·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving the Butterfly,,,,Z Awakening Cultivation for Improving the Butterfly,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53341,Litleo·Z Awake Shard,小獅獅·Z覺醒碎片,Litleo·Z Awake Shard,,,,3341,config/portrait/jinglingtouxiang/img_667_xss@.png,Z Awakening Cultivation for Raising Little Lions,,,,Z Awakening Cultivation for Raising Little Lions,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53351,Squirtle·Z Awake Shard,花蓓蓓·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3351,config/portrait/jinglingtouxiang/img_669_hbb@.png,Used to improve Huabeibei's Z awakening cultivation,,,,Used to improve Huabeibei's Z awakening cultivation,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Skiddo·Z Awake Shard,坐騎小羊·Z覺醒碎片,Skiddo·Z Awake Shard,,,,,,It is used to improve the Z awakening cultivation of the mount lamb,,,,It is used to improve the Z awakening cultivation of the mount lamb,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,頑皮熊貓·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Upbrings for Raising Naughty Pandas,,,,Z Awakening Upbrings for Raising Naughty Pandas,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Furfrou - Unevolved·Z Awake Shard,多麗米亞·野生的樣子·Z覺醒碎片,Furfrou - Unevolved·Z Awake Shard,,,,,,Z Awakening cultivation for improving the appearance of Dorimia Wild,,,,Z Awakening cultivation for improving the appearance of Dorimia Wild,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,妙喵·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Miaomiao,,,,Z Awakening Cultivation for Improving Miaomiao,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53411,Honedge·Z Awake Shard,獨劍鞘·Z覺醒碎片,Honedge·Z Awake Shard,,,,3411,config/portrait/jinglingtouxiang/img_679_djq@.png,Z Awakening Cultivation for Raising the Solo Sheath,,,,Z Awakening Cultivation for Raising the Solo Sheath,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,粉香香·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Improving Fenxiangxiang,,,,Z Awakening Cultivation for Improving Fenxiangxiang,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53431,Swirlix·Z Awake Shard,綿綿泡芙·Z覺醒碎片,Swirlix·Z Awake Shard,,,,3431,config/portrait/jinglingtouxiang/img_684_mmpf@.png,Z Awakening Cultivation for Raising Soft Puffs,,,,Z Awakening Cultivation for Raising Soft Puffs,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,好啦魷·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,The Z-awakening cultivation used to improve the squid,,,,The Z-awakening cultivation used to improve the squid,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Binacle·Z Awake Shard,龜腳腳·Z覺醒碎片,Binacle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Turtle Feet,,,,Z Awakening Cultivation for Raising Turtle Feet,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,垃垃藻·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Nurturing for Raising Garbage Algae,,,,Z Awakening Nurturing for Raising Garbage Algae,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53471,Clauncher·Z Awake Shard,鐵臂槍蝦·Z覺醒碎片,Clauncher·Z Awake Shard,,,,3471,config/portrait/jinglingtouxiang/img_692_tbqx@.png,It is used to improve the Z awakening cultivation of the gun shrimp,,,,It is used to improve the Z awakening cultivation of the gun shrimp,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,傘電蜥·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising the Lizard,,,,Z Awakening Cultivation for Raising the Lizard,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Tyrunt·Z Awake Shard,寶寶暴龍·Z覺醒碎片,Tyrunt·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Baby Tyrannosaurus,,,,Z Awakening Cultivation for Raising Baby Tyrannosaurus,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53501,Squirtle·Z Awake Shard,冰雪龍·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3501,config/portrait/jinglingtouxiang/img_698_bxl@.png,Z Awakening Cultivation for Improving Ice Dragon,,,,Z Awakening Cultivation for Improving Ice Dragon,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53511,Hawlucha·Z Awake Shard,摔角鷹人·Z覺醒碎片,Hawlucha·Z Awake Shard,,,,3511,config/portrait/jinglingtouxiang/img_701_sjyr@.png,Z Awakening Cultivation Used to Improve Wrestling Hawkman,,,,Z Awakening Cultivation Used to Improve Wrestling Hawkman,,,,4,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,咚咚鼠·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,It is used to improve the Z-awakening development of Dongdongshu,,,,It is used to improve the Z-awakening development of Dongdongshu,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Carbink·Z Awake Shard,小碎鑽·Z覺醒碎片,Carbink·Z Awake Shard,,,,,,Z Awakening Cultivation Used to Raise the Small Broken Diamond,,,,Z Awakening Cultivation Used to Raise the Small Broken Diamond,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53541,Squirtle·Z Awake Shard,黏黏寶·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3541,config/portrait/jinglingtouxiang/img_704_nnb@.png,Z Awakening Cultivation for Improving Sticky Treasure,,,,Z Awakening Cultivation for Improving Sticky Treasure,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Klefki·Z Awake Shard,鑰圈兒·Z覺醒碎片,Klefki·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising the Keyring,,,,Z Awakening Cultivation for Raising the Keyring,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53561,Squirtle·Z Awake Shard,小木靈·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3561,config/portrait/jinglingtouxiang/img_708_xml@.png,It is used to improve the Z awakening cultivation of Xiaomuling,,,,It is used to improve the Z awakening cultivation of Xiaomuling,,,,3,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Pumpkaboo - Average Size·Z Awake Shard,南瓜精·普通尺寸·Z覺醒碎片,Pumpkaboo - Average Size·Z Awake Shard,,,,,,Z Awakening Cultivation for Boosting Pumpkin Essence Normal Size,,,,Z Awakening Cultivation for Boosting Pumpkin Essence Normal Size,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,冰岩怪·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,The Z Awakening cultivation used to improve the Ice Rock Monster,,,,The Z Awakening cultivation used to improve the Ice Rock Monster,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53591,Noibat·Z Awake Shard,嗡蝠·Z覺醒碎片,Noibat·Z Awake Shard,,,,3591,config/portrait/jinglingtouxiang/img_714_wf@.png,Z Awakening Upbringing for Raising the Buzzer,,,,Z Awakening Upbringing for Raising the Buzzer,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,哲爾尼亞斯·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,config/portrait/jinglingtouxiang/img_716_zenys@.png,Z Awakening cultivation for improving Xernias,,,,Z Awakening cultivation for improving Xernias,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53611,Yveltal·Z Awake Shard,伊裴爾塔爾·Z覺醒碎片,Yveltal·Z Awake Shard,,,,3611,config/portrait/jinglingtouxiang/img_717_ypete@.png,Z Awakening cultivation for improving Yveltal,,,,Z Awakening cultivation for improving Yveltal,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Squirtle·Z Awake Shard,基格爾德·50％形態·Z覺醒碎片,Squirtle·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Zygurd · 50% Form,,,,Z Awakening Cultivation for Raising Zygurd · 50% Form,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53631,Diancie·Z Awake Shard,蒂安希·Z覺醒碎片,Diancie·Z Awake Shard,,,,3631,config/portrait/jinglingtouxiang/img_719_dax@.png,Used to improve Tianxi's Z Awakening cultivation,,,,Used to improve Tianxi's Z Awakening cultivation,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53641,Squirtle·Z Awake Shard,懲戒胡帕·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3641,config/portrait/jinglingtouxiang/img_720_cjhp@.png,The Z Awakening cultivation used to improve the Retribution Hoopa,,,,The Z Awakening cultivation used to improve the Retribution Hoopa,,,,6,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Volcanion·Z Awake Shard,波爾凱尼恩·Z覺醒碎片,Volcanion·Z Awake Shard,,,,,,Z Awakening Cultivation for Raising Volkenion,,,,Z Awakening Cultivation for Raising Volkenion,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
53661,Squirtle·Z Awake Shard,木木梟·Z覺醒碎片,Squirtle·Z Awake Shard,,,,3661,config/portrait/jinglingtouxiang/img_722_mmx@.png,It is used to improve Mu Muxiao's Z Awakening cultivation,,,,It is used to improve Mu Muxiao's Z Awakening cultivation,,,,5,,,,,zawakeFragExclusive,,,,,,,,,,,,,
,Litten·Z Awake Shard,火斑喵·Z覺醒碎片,Litten·Z Awake Shard,,,,,,It is used to improve the Z awakening development of Huopanmao,,,,It is used to improve the Z awakening development of Huopanmao,,,,,,,,,zawakeFragExclusive,,,,,,,,,,,,,
