变量名,name,name_tw,name_en,name_vn,name_kr,_beizhu,isShow,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,quality,use,type,stackMax,specialArgsMap,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop
6383,Halloween Coin Box,萬聖節金幣禮盒,Halloween Coin Box,,할로윈 골드 선물상자,,,config/item/event/icon_y_ws.png,"The gift box redeemed in the Halloween event, open to get mysterious item rewards",萬聖節活動中兌換的禮盒，打開可以獲得神秘道具獎勵,"The gift box redeemed in the Halloween event, open to get mysterious item rewards",,"할로윈 이벤트에서 교환한 선물상자, 오픈 후 신비한 아이템 보상을 획득 가능.",,,,,,4,,3,,{gold=1880000;coin1=1000;coin2=1000;coin3=1000},{gold=1880000;coin1=1000;coin2=1000;coin3=1000},{gold=1880000;coin1=1000;coin2=1000;coin3=1000},{gold=1880000;coin1=1000;coin2=1000;coin3=1000},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6384,Halloween Diamond Box,萬聖節鑽石禮盒,Halloween Diamond Box,,할로윈 다이아 선물상자,,,config/item/event/icon_p_ws2.png,"The gift box redeemed in the Halloween event, open to get mysterious item rewards",萬聖節活動中兌換的禮盒，打開可以獲得神秘道具獎勵,"The gift box redeemed in the Halloween event, open to get mysterious item rewards",,"할로윈 이벤트에서 교환한 선물상자, 오픈 후 신비한 아이템 보상을 획득 가능.",,,,,,4,,3,,{rmb=288;5000=88;930=88},{rmb=288;5000=88;930=88},{rmb=288;5000=88;930=88},{rmb=288;5000=88;930=88},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6385,Halloween Candy,萬聖糖果,Halloween Candy,,할로윈 사탕,,,config/item/event/icon_candy.png,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",萬聖節活動獲得的糖果，打開可以獲得神秘道具獎勵,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",,"할로윈 이벤트에서 획득한 사탕, 오픈 후 신비한 아이템 보상을 획득 가능.",,,,,,4,,7,999,{level=<<1;150;10051>>;fix={6365=1}},{level=<<1;150;10051>>;fix={6365=1}},{level=<<1;150;10051>>;fix={6365=1}},{level=<<1;150;10051>>;fix={6365=1}},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6386,Halloween Candy,萬聖糖果,Halloween Candy,,할로윈 사탕,,,config/item/event/icon_candy2.png,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",萬聖節活動獲得的糖果，打開可以獲得神秘道具獎勵,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",,"할로윈 이벤트에서 획득한 사탕, 오픈 후 신비한 아이템 보상을 획득 가능.",,,,,,4,,7,999,{level=<<1;150;10052>>;fix={6366=1}},{level=<<1;150;10052>>;fix={6366=1}},{level=<<1;150;10052>>;fix={6366=1}},{level=<<1;150;10052>>;fix={6366=1}},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6387,Halloween Candy,萬聖糖果,Halloween Candy,,할로윈 사탕,,,config/item/event/icon_candy3.png,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",萬聖節活動獲得的糖果，打開可以獲得神秘道具獎勵,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",,"할로윈 이벤트에서 획득한 사탕, 오픈 후 신비한 아이템 보상을 획득 가능.",,,,,,4,,7,999,{level=<<1;150;10053>>;fix={6366=1}},{level=<<1;150;10053>>;fix={6366=1}},{level=<<1;150;10053>>;fix={6366=1}},{level=<<1;150;10053>>;fix={6366=1}},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6388,Halloween Candy,萬聖糖果,Halloween Candy,,할로윈 사탕,,,config/item/event/icon_candy4.png,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",萬聖節活動獲得的糖果，打開可以獲得神秘道具獎勵,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",,"할로윈 이벤트에서 획득한 사탕, 오픈 후 신비한 아이템 보상을 획득 가능.",,,,,,4,,7,999,{level=<<1;150;10054>>;fix={6366=1}},{level=<<1;150;10054>>;fix={6366=1}},{level=<<1;150;10054>>;fix={6366=1}},{level=<<1;150;10054>>;fix={6366=1}},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6389,Halloween Candy,萬聖糖果,Halloween Candy,,할로윈 사탕,,,config/item/event/icon_candy.png,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",萬聖節活動獲得的糖果，打開可以獲得神秘道具獎勵,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",,"할로윈 이벤트에서 획득한 사탕, 오픈 후 신비한 아이템 보상을 획득 가능.",,,,,,4,,7,999,{level=<<1;150;10055>>;fix={6367=1}},{level=<<1;150;10055>>;fix={6367=1}},{level=<<1;150;10055>>;fix={6367=1}},{level=<<1;150;10055>>;fix={6367=1}},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6390,Halloween Candy,萬聖糖果,Halloween Candy,,할로윈 사탕,,,config/item/event/icon_candy2.png,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",萬聖節活動獲得的糖果，打開可以獲得神秘道具獎勵,"Candies obtained during the Halloween event, open to obtain mysterious item rewards",,"할로윈 이벤트에서 획득한 사탕, 오픈 후 신비한 아이템 보상을 획득 가능.",,,,,,4,,7,999,{level=<<1;150;10056>>;fix={6367=1}},{level=<<1;150;10056>>;fix={6367=1}},{level=<<1;150;10056>>;fix={6367=1}},{level=<<1;150;10056>>;fix={6367=1}},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6391,Ghost Shard Random Box,鬼系碎片隨機箱子,Ghost Shard Random Box,404404,연잎밥 골드 코인,,,ICON/item/ghbx4.png,,,,,,,,,,,4,,10,999,{level=<<1;150;10081>>},{level=<<1;150;10081>>},{level=<<1;150;10081>>},{level=<<1;150;10081>>},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6392,Random Currency Box,貨幣隨機箱子,Random Currency Box,404404,연잎밥 골드 코인,,,ICON/item/ghbx4.png,,,,,,,,,,,4,,10,999,{level=<<1;150;10084>>},{level=<<1;150;10084>>},{level=<<1;150;10084>>},{level=<<1;150;10084>>},<2>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6393,Anniversary Gift Voucher,週年慶禮券,Anniversary Gift Voucher,404404,,,,config/item/event/icon_lq.png,"The universal redemption voucher for the anniversary event, can be exchanged for items in the time limited gift voucher shop.",周年慶活動的通用兌換券，可在限時開啟的禮券商店內兌換道具,"The universal redemption voucher for the anniversary event, can be exchanged for items in the time limited gift voucher shop.",,,,,,,,4,,0,9999,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,2,20210415,500,1,,,,
6394,Summer Adventure Token,夏日祭代幣,Summer Adventure Token,404404,여름 축제 코인,,,config/item/event/icon_xrb.png,"Universal tokens for summer carnival events, which can be exchanged for items in time limited shop.",夏日祭活動的通用代幣，可在限時開啟的限定小賣部內兌換道具,"Universal tokens for summer carnival events, which can be exchanged for items in time limited shop.",,"여름 축제 이벤트 통용 코인, 한정 오픈된 한정 소매점에서 아이템을 교환 가능",,,,,,4,,0,9999,,,,,,<1>,,,99,99,,,,,,,,,,,,,,,,2,20211014,500,1,,,,
6395,Moon Cake,花型月餅,Moon Cake,404404,꽃 월병,临时配置,,config/item/icon_yb_2.png,Open to randomly get various items,打開後可隨機獲得各種資源,Open to randomly get various items,404404,사용 시 랜덤으로 각종 자원 획득 가능,"海上生明月,天涯共此时。",海上生明月，天涯共此時。,,,,4,,7,29,{level=<<1;150;10141>>;fix={6398=1}},{level=<<1;150;10141>>;fix={6398=1}},{level=<<1;150;10141>>;fix={6398=1}},{level=<<1;150;10141>>;fix={6398=1}},<2>,<1>,,,20,90,,,,,,,,,,,,,,,,,,,,,,,
6396,Moon Cake,冰皮月餅,Moon Cake,404404,아이스 월병,临时配置,,config/item/icon_yb_1.png,Open to randomly get various items,打開後可隨機獲得各種資源,Open to randomly get various items,404404,사용 시 랜덤으로 각종 자원 획득 가능,"海上生明月,天涯共此时。",海上生明月，天涯共此時。,,,,4,,7,29,{level=<<1;150;10142>>;fix={6398=1}},{level=<<1;150;10142>>;fix={6398=1}},{level=<<1;150;10142>>;fix={6398=1}},{level=<<1;150;10142>>;fix={6398=1}},<2>,<1>,,,20,90,,,,,,,,,,,,,,,,,,,,,,,
6397,Moon Cake,流心蛋黃酥,Moon Cake,404404,계란 과자,临时配置,,config/item/icon_yb_3.png,Open to randomly get various items,打開後可隨機獲得各種資源,Open to randomly get various items,404404,사용 시 랜덤으로 각종 자원 획득 가능,"海上生明月,天涯共此时。",海上生明月，天涯共此時。,,,,4,,7,29,{level=<<1;150;10143>>;fix={6398=1}},{level=<<1;150;10143>>;fix={6398=1}},{level=<<1;150;10143>>;fix={6398=1}},{level=<<1;150;10143>>;fix={6398=1}},<2>,<1>,,,20,90,,,,,,,,,,,,,,,,,,,,,,,
6398,Random Item Red Packet,隨機道具紅包,Random Item Red Packet,404404,랜덤 아이템 보너스,自动打开,,config/item/icon_tjhb_1.png,"After opening, you can get random item rewards.",打開後可以獲得隨機道具獎勵。,"After opening, you can get random item rewards.",404404,오픈 후 랜덤으로 아이템 보상 획득 가능,,,,,,4,,10,29,{level=<<1;150;10144>>},{level=<<1;150;10144>>},{level=<<1;150;10144>>},{level=<<1;150;10144>>},,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401,Rare Purchase Pack,藍色購物禮包,Rare Purchase Pack,404404,파란색 구매권 패키지,,,config/item/icon_box1.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,3,,7,999,{level=<<1;150;10002>>},{level=<<1;150;10002>>},{level=<<1;150;10002>>},{level=<<1;150;10002>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6402,Epic Purchase Pack,紫色購物禮包,Epic Purchase Pack,404404,보라색 구매권 패키지,,,config/item/icon_box2.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,4,,7,999,{level=<<1;150;10002>>},{level=<<1;150;10002>>},{level=<<1;150;10002>>},{level=<<1;150;10002>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6403,Legendary Purchase Pack,橙色購物禮包,Legendary Purchase Pack,404404,주황색 구매권 패키지,,,config/item/icon_box3.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,5,,7,999,{level=<<1;150;10002>>},{level=<<1;150;10002>>},{level=<<1;150;10002>>},{level=<<1;150;10002>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6404,Rare Purchase Pack,藍色購物禮包,Rare Purchase Pack,404404,파란색 구매권 패키지,20200205,,config/item/icon_box1.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,3,,7,999,{level=<<1;150;10003>>},{level=<<1;150;10003>>},{level=<<1;150;10003>>},{level=<<1;150;10003>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6405,Epic Purchase Pack,紫色購物禮包,Epic Purchase Pack,404404,보라색 구매권 패키지,20200205,,config/item/icon_box2.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,4,,7,999,{level=<<1;150;10003>>},{level=<<1;150;10003>>},{level=<<1;150;10003>>},{level=<<1;150;10003>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6406,Legendary Purchase Pack,橙色購物禮包,Legendary Purchase Pack,404404,주황색 구매권 패키지,20200205,,config/item/icon_box3.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,5,,7,999,{level=<<1;150;10003>>},{level=<<1;150;10003>>},{level=<<1;150;10003>>},{level=<<1;150;10003>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6407,Rare Purchase Pack,藍色購物禮包,Rare Purchase Pack,404404,파란색 구매권 패키지,20200306,,config/item/icon_box1.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,3,,7,999,{level=<<1;150;10004>>},{level=<<1;150;10004>>},{level=<<1;150;10004>>},{level=<<1;150;10004>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6408,Epic Purchase Pack,紫色購物禮包,Epic Purchase Pack,404404,보라색 구매권 패키지,20200306,,config/item/icon_box2.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,4,,7,999,{level=<<1;150;10004>>},{level=<<1;150;10004>>},{level=<<1;150;10004>>},{level=<<1;150;10004>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6409,Legendary Purchase Pack,橙色購物禮包,Legendary Purchase Pack,404404,주황색 구매권 패키지,20200306,,config/item/icon_box3.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,5,,7,999,{level=<<1;150;10004>>},{level=<<1;150;10004>>},{level=<<1;150;10004>>},{level=<<1;150;10004>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6410,Rare Purchase Pack,藍色購物禮包,Rare Purchase Pack,404404,파란색 구매권 패키지,20200403,,config/item/icon_box1.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,3,,7,999,{level=<<1;150;10005>>},{level=<<1;150;10005>>},{level=<<1;150;10005>>},{level=<<1;150;10005>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6411,Epic Purchase Pack,紫色購物禮包,Epic Purchase Pack,404404,보라색 구매권 패키지,20200403,,config/item/icon_box2.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,4,,7,999,{level=<<1;150;10005>>},{level=<<1;150;10005>>},{level=<<1;150;10005>>},{level=<<1;150;10005>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6412,Legendary Purchase Pack,橙色購物禮包,Legendary Purchase Pack,404404,주황색 구매권 패키지,20200403,,config/item/icon_box3.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,5,,7,999,{level=<<1;150;10005>>},{level=<<1;150;10005>>},{level=<<1;150;10005>>},{level=<<1;150;10005>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6413,Rare Purchase Pack,藍色購物禮包,Rare Purchase Pack,404404,파란색 구매권 패키지,20200501,,config/item/icon_box1.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,3,,7,999,{level=<<1;150;10006>>},{level=<<1;150;10006>>},{level=<<1;150;10006>>},{level=<<1;150;10006>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6414,Epic Purchase Pack,紫色購物禮包,Epic Purchase Pack,404404,보라색 구매권 패키지,20200501,,config/item/icon_box2.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,4,,7,999,{level=<<1;150;10006>>},{level=<<1;150;10006>>},{level=<<1;150;10006>>},{level=<<1;150;10006>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6415,Legendary Purchase Pack,橙色購物禮包,Legendary Purchase Pack,404404,주황색 구매권 패키지,20200501,,config/item/icon_box3.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,5,,7,999,{level=<<1;150;10006>>},{level=<<1;150;10006>>},{level=<<1;150;10006>>},{level=<<1;150;10006>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6416,Rare Purchase Pack,藍色購物禮包,Rare Purchase Pack,404404,파란색 구매권 패키지,20200501,,config/item/icon_box1.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,3,,7,999,{level=<<1;150;10007>>},{level=<<1;150;10007>>},{level=<<1;150;10007>>},{level=<<1;150;10007>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6417,Epic Purchase Pack,紫色購物禮包,Epic Purchase Pack,404404,보라색 구매권 패키지,20200501,,config/item/icon_box2.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,4,,7,999,{level=<<1;150;10007>>},{level=<<1;150;10007>>},{level=<<1;150;10007>>},{level=<<1;150;10007>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
6418,Legendary Purchase Pack,橙色購物禮包,Legendary Purchase Pack,404404,주황색 구매권 패키지,20200501,,config/item/icon_box3.png,Open to randomly get Purchase Coupons and other items,打開後可隨機獲得購物券和各種資源,Open to randomly get Purchase Coupons and other items,404404,사용 시 랜덤으로 구매권 및 각종 자원 획득 가능,,,,,,5,,7,999,{level=<<1;150;10007>>},{level=<<1;150;10007>>},{level=<<1;150;10007>>},{level=<<1;150;10007>>},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,Chapter 1 of Nightmare Level,第1章噩夢關卡,Chapter 1 of Nightmare Level,Chương 1 Ải Ác Mộng,제 1 장 악몽 스테이지,第1章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=30000;talent_point=2;850=200;851=50},{gold=30000;talent_point=2;850=200;851=50},{gold=30000;talent_point=2;850=200;851=50},{gold=30000;talent_point=2;850=200;851=50},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6511,Chapter 2 of Nightmare Level,第2章噩夢關卡,Chapter 2 of Nightmare Level,Chương 2 Ải Ác Mộng,제 2 장 악몽 스테이지,第2章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=35000;talent_point=2;850=210;851=60},{gold=35000;talent_point=2;850=210;851=60},{gold=35000;talent_point=2;850=210;851=60},{gold=35000;talent_point=2;850=210;851=60},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6521,Chapter 3 of Nightmare Level,第3章噩夢關卡,Chapter 3 of Nightmare Level,Chương 3 Ải Ác Mộng,제 3 장 악몽 스테이지,第3章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=40000;talent_point=2;850=220;851=70},{gold=40000;talent_point=2;850=220;851=70},{gold=40000;talent_point=2;850=220;851=70},{gold=40000;talent_point=2;850=220;851=70},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6531,Chapter 4 of Nightmare Level,第4章噩夢關卡,Chapter 4 of Nightmare Level,Chương 4 Ải Ác Mộng,제 4 장 악몽 스테이지,第4章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=45000;talent_point=2;850=230;851=80},{gold=45000;talent_point=2;850=230;851=80},{gold=45000;talent_point=2;850=230;851=80},{gold=45000;talent_point=2;850=230;851=80},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6541,Chapter 5 of Nightmare Level,第5章噩夢關卡,Chapter 5 of Nightmare Level,Chương 5 Ải Ác Mộng,제 5 장 악몽 스테이지,第5章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=50000;talent_point=2;850=240;851=90},{gold=50000;talent_point=2;850=240;851=90},{gold=50000;talent_point=2;850=240;851=90},{gold=50000;talent_point=2;850=240;851=90},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6551,Chapter 6 of Nightmare Level,第6章噩夢關卡,Chapter 6 of Nightmare Level,Chương 6 Ải Ác Mộng,제 6 장 악몽 스테이지,第6章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=55000;talent_point=2;850=250;851=100},{gold=55000;talent_point=2;850=250;851=100},{gold=55000;talent_point=2;850=250;851=100},{gold=55000;talent_point=2;850=250;851=100},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6561,Chapter 7 of Nightmare Level,第7章噩夢關卡,Chapter 7 of Nightmare Level,Chương 7 Ải Ác Mộng,제 7 장 악몽 스테이지,第7章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=60000;talent_point=2;850=260;851=110},{gold=60000;talent_point=2;850=260;851=110},{gold=60000;talent_point=2;850=260;851=110},{gold=60000;talent_point=2;850=260;851=110},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6571,Chapter 8 of Nightmare Level,第8章噩夢關卡,Chapter 8 of Nightmare Level,Chương 8 Ải Ác Mộng,제 8 장 악몽 스테이지,第8章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=65000;talent_point=2;850=270;851=120},{gold=65000;talent_point=2;850=270;851=120},{gold=65000;talent_point=2;850=270;851=120},{gold=65000;talent_point=2;850=270;851=120},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6581,Chapter 9 of Nightmare Level,第9章噩夢關卡,Chapter 9 of Nightmare Level,Chương 9 Ải Ác Mộng,제 9 장 악몽 스테이지,第9章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=70000;talent_point=2;850=280;851=130},{gold=70000;talent_point=2;850=280;851=130},{gold=70000;talent_point=2;850=280;851=130},{gold=70000;talent_point=2;850=280;851=130},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6591,Chapter 10 of Nightmare Level,第10章噩夢關卡,Chapter 10 of Nightmare Level,Chương 10 Ải Ác Mộng,제 10 장 악몽 스테이지,第10章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=75000;talent_point=2;850=290;851=140},{gold=75000;talent_point=2;850=290;851=140},{gold=75000;talent_point=2;850=290;851=140},{gold=75000;talent_point=2;850=290;851=140},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6601,Chapter 11 of Nightmare Level,第11章噩夢關卡,Chapter 11 of Nightmare Level,Chương 11 Ải Ác Mộng,제 11 장 악몽 스테이지,第11章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=80000;talent_point=2;850=300;851=150},{gold=80000;talent_point=2;850=300;851=150},{gold=80000;talent_point=2;850=300;851=150},{gold=80000;talent_point=2;850=300;851=150},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6611,Chapter 12 of Nightmare Level,第12章噩夢關卡,Chapter 12 of Nightmare Level,Chương 12 Ải Ác Mộng,제 12 장 악몽 스테이지,第12章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=85000;talent_point=2;850=310;851=160},{gold=85000;talent_point=2;850=310;851=160},{gold=85000;talent_point=2;850=310;851=160},{gold=85000;talent_point=2;850=310;851=160},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6621,Chapter 13 of Nightmare Level,第13章噩夢關卡,Chapter 13 of Nightmare Level,Chương 13 Ải Ác Mộng,제 13 장 악몽 스테이지,第13章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=90000;talent_point=2;850=320;851=170},{gold=90000;talent_point=2;850=320;851=170},{gold=90000;talent_point=2;850=320;851=170},{gold=90000;talent_point=2;850=320;851=170},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6631,Chapter 14 of Nightmare Level,第14章噩夢關卡,Chapter 14 of Nightmare Level,Chương 14 Ải Ác Mộng,제 14 장 악몽 스테이지,第14章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=95000;talent_point=2;850=330;851=180},{gold=95000;talent_point=2;850=330;851=180},{gold=95000;talent_point=2;850=330;851=180},{gold=95000;talent_point=2;850=330;851=180},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6641,Chapter 15 of Nightmare Level,第15章噩夢關卡,Chapter 15 of Nightmare Level,Chương 15 Ải Ác Mộng,제 15 장 악몽 스테이지,第15章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=100000;talent_point=2;850=340;851=190},{gold=100000;talent_point=2;850=340;851=190},{gold=100000;talent_point=2;850=340;851=190},{gold=100000;talent_point=2;850=340;851=190},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
6651,Chapter 16 of Nightmare Level,第16章噩夢關卡,Chapter 16 of Nightmare Level,Chương 16 Ải Ác Mộng,제 16 장 악몽 스테이지,第16章噩梦关卡1星礼包,,config/item/icon_tdpyj.png,,,,,,,,,,,2,,3,,{gold=105000;talent_point=2;850=350;851=200},{gold=105000;talent_point=2;850=350;851=200},{gold=105000;talent_point=2;850=350;851=200},{gold=105000;talent_point=2;850=350;851=200},<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,
