变量名,feelType,level,needExp,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
4156,3,155,315,7,2282,8,2282,1,7605,9,761,10,761,13,247
4157,3,156,315,7,2282,8,2282,1,7605,9,761,10,761,13,254
4158,3,157,315,7,2340,8,2340,1,7605,9,761,10,761,13,254
4159,3,158,315,7,2340,8,2340,1,7800,9,761,10,761,13,254
4160,3,159,315,7,2340,8,2340,1,7800,9,780,10,780,13,254
4161,3,160,315,7,2340,8,2340,1,7800,9,780,10,780,13,260
4162,3,161,315,7,2399,8,2399,1,7800,9,780,10,780,13,260
4163,3,162,315,7,2399,8,2399,1,7995,9,780,10,780,13,260
4164,3,163,315,7,2399,8,2399,1,7995,9,800,10,800,13,260
4165,3,164,315,7,2399,8,2399,1,7995,9,800,10,800,13,267
4166,3,165,315,7,2457,8,2457,1,7995,9,800,10,800,13,267
4167,3,166,315,7,2457,8,2457,1,8190,9,800,10,800,13,267
4168,3,167,315,7,2457,8,2457,1,8190,9,819,10,819,13,267
4169,3,168,315,7,2457,8,2457,1,8190,9,819,10,819,13,273
4170,3,169,315,7,2516,8,2516,1,8190,9,819,10,819,13,273
4171,3,170,330,7,2516,8,2516,1,8385,9,819,10,819,13,273
4172,3,171,330,7,2516,8,2516,1,8385,9,839,10,839,13,273
4173,3,172,330,7,2516,8,2516,1,8385,9,839,10,839,13,280
4174,3,173,330,7,2574,8,2574,1,8385,9,839,10,839,13,280
4175,3,174,330,7,2574,8,2574,1,8580,9,839,10,839,13,280
4176,3,175,330,7,2574,8,2574,1,8580,9,858,10,858,13,280
4177,3,176,330,7,2574,8,2574,1,8580,9,858,10,858,13,286
4178,3,177,330,7,2633,8,2633,1,8580,9,858,10,858,13,286
4179,3,178,330,7,2633,8,2633,1,8775,9,858,10,858,13,286
4180,3,179,330,7,2633,8,2633,1,8775,9,878,10,878,13,286
4181,3,180,330,7,2835,8,2835,1,9450,9,945,10,945,13,315
4182,3,181,330,7,2898,8,2898,1,9450,9,945,10,945,13,315
4183,3,182,330,7,2898,8,2898,1,9660,9,945,10,945,13,315
4184,3,183,330,7,2898,8,2898,1,9660,9,966,10,966,13,315
4185,3,184,330,7,2898,8,2898,1,9660,9,966,10,966,13,322
4186,3,185,345,7,2961,8,2961,1,9660,9,966,10,966,13,322
4187,3,186,345,7,2961,8,2961,1,9870,9,966,10,966,13,322
4188,3,187,345,7,2961,8,2961,1,9870,9,987,10,987,13,322
4189,3,188,345,7,2961,8,2961,1,9870,9,987,10,987,13,329
4190,3,189,345,7,3024,8,3024,1,9870,9,987,10,987,13,329
4191,3,190,345,7,3024,8,3024,1,10080,9,987,10,987,13,329
4192,3,191,345,7,3024,8,3024,1,10080,9,1008,10,1008,13,329
4193,3,192,345,7,3024,8,3024,1,10080,9,1008,10,1008,13,336
4194,3,193,345,7,3087,8,3087,1,10080,9,1008,10,1008,13,336
4195,3,194,345,7,3087,8,3087,1,10290,9,1008,10,1008,13,336
4196,3,195,345,7,3087,8,3087,1,10290,9,1029,10,1029,13,336
4197,3,196,345,7,3087,8,3087,1,10290,9,1029,10,1029,13,343
4198,3,197,345,7,3150,8,3150,1,10290,9,1029,10,1029,13,343
4199,3,198,345,7,3150,8,3150,1,10500,9,1029,10,1029,13,343
4200,3,199,345,7,3150,8,3150,1,10500,9,1050,10,1050,13,343
4201,3,200,360,7,3150,8,3150,1,10500,9,1050,10,1050,13,350
4202,3,201,360,7,3213,8,3213,1,10500,9,1050,10,1050,13,350
4203,3,202,360,7,3213,8,3213,1,10710,9,1050,10,1050,13,350
4204,3,203,360,7,3213,8,3213,1,10710,9,1071,10,1071,13,350
4205,3,204,360,7,3213,8,3213,1,10710,9,1071,10,1071,13,357
4206,3,205,360,7,3276,8,3276,1,10710,9,1071,10,1071,13,357
4207,3,206,360,7,3276,8,3276,1,10920,9,1071,10,1071,13,357
4208,3,207,360,7,3276,8,3276,1,10920,9,1092,10,1092,13,357
4209,3,208,360,7,3276,8,3276,1,10920,9,1092,10,1092,13,364
4210,3,209,360,7,3339,8,3339,1,10920,9,1092,10,1092,13,364
4211,3,210,360,7,3339,8,3339,1,11130,9,1092,10,1092,13,364
4212,3,211,360,7,3339,8,3339,1,11130,9,1113,10,1113,13,364
4213,3,212,360,7,3339,8,3339,1,11130,9,1113,10,1113,13,371
4214,3,213,360,7,3402,8,3402,1,11130,9,1113,10,1113,13,371
4215,3,214,360,7,3402,8,3402,1,11340,9,1113,10,1113,13,371
4216,3,215,375,7,3402,8,3402,1,11340,9,1134,10,1134,13,371
4217,3,216,375,7,3402,8,3402,1,11340,9,1134,10,1134,13,378
4218,3,217,375,7,3465,8,3465,1,11340,9,1134,10,1134,13,378
4219,3,218,375,7,3465,8,3465,1,11550,9,1134,10,1134,13,378
4220,3,219,375,7,3465,8,3465,1,11550,9,1155,10,1155,13,378
4221,3,220,375,7,3465,8,3465,1,11550,9,1155,10,1155,13,385
4222,3,221,375,7,3528,8,3528,1,11550,9,1155,10,1155,13,385
4223,3,222,375,7,3528,8,3528,1,11760,9,1155,10,1155,13,385
4224,3,223,375,7,3528,8,3528,1,11760,9,1176,10,1176,13,385
4225,3,224,375,7,3528,8,3528,1,11760,9,1176,10,1176,13,392
4226,3,225,375,7,3591,8,3591,1,11760,9,1176,10,1176,13,392
4227,3,226,375,7,3591,8,3591,1,11970,9,1176,10,1176,13,392
4228,3,227,375,7,3591,8,3591,1,11970,9,1197,10,1197,13,392
4229,3,228,375,7,3591,8,3591,1,11970,9,1197,10,1197,13,399
4230,3,229,375,7,3654,8,3654,1,11970,9,1197,10,1197,13,399
4231,3,230,390,7,3654,8,3654,1,12180,9,1197,10,1197,13,399
4232,3,231,390,7,3654,8,3654,1,12180,9,1218,10,1218,13,399
4233,3,232,390,7,3654,8,3654,1,12180,9,1218,10,1218,13,406
4234,3,233,390,7,3717,8,3717,1,12180,9,1218,10,1218,13,406
4235,3,234,390,7,3717,8,3717,1,12390,9,1218,10,1218,13,406
4236,3,235,390,7,3717,8,3717,1,12390,9,1239,10,1239,13,406
4237,3,236,390,7,3717,8,3717,1,12390,9,1239,10,1239,13,413
4238,3,237,390,7,3780,8,3780,1,12390,9,1239,10,1239,13,413
4239,3,238,390,7,3780,8,3780,1,12600,9,1239,10,1239,13,413
4240,3,239,390,7,3780,8,3780,1,12600,9,1260,10,1260,13,413
4241,3,240,390,7,4050,8,4050,1,13500,9,1350,10,1350,13,450
4242,3,241,390,7,4118,8,4118,1,13500,9,1350,10,1350,13,450
4243,3,242,390,7,4118,8,4118,1,13725,9,1350,10,1350,13,450
4244,3,243,390,7,4118,8,4118,1,13725,9,1373,10,1373,13,450
4245,3,244,390,7,4118,8,4118,1,13725,9,1373,10,1373,13,458
4246,3,245,405,7,4185,8,4185,1,13725,9,1373,10,1373,13,458
4247,3,246,405,7,4185,8,4185,1,13950,9,1373,10,1373,13,458
4248,3,247,405,7,4185,8,4185,1,13950,9,1395,10,1395,13,458
4249,3,248,405,7,4185,8,4185,1,13950,9,1395,10,1395,13,465
4250,3,249,405,7,4253,8,4253,1,13950,9,1395,10,1395,13,465
4251,3,250,405,7,4253,8,4253,1,14175,9,1395,10,1395,13,465
4252,3,251,405,7,4253,8,4253,1,14175,9,1418,10,1418,13,465
4253,3,252,405,7,4253,8,4253,1,14175,9,1418,10,1418,13,473
4254,3,253,405,7,4320,8,4320,1,14175,9,1418,10,1418,13,473
4255,3,254,405,7,4320,8,4320,1,14400,9,1418,10,1418,13,473
4256,3,255,405,7,4320,8,4320,1,14400,9,1440,10,1440,13,473
4257,3,256,405,7,4320,8,4320,1,14400,9,1440,10,1440,13,480
4258,3,257,405,7,4388,8,4388,1,14400,9,1440,10,1440,13,480
4259,3,258,405,7,4388,8,4388,1,14625,9,1440,10,1440,13,480
4260,3,259,405,7,4388,8,4388,1,14625,9,1463,10,1463,13,480
4261,3,260,420,7,4388,8,4388,1,14625,9,1463,10,1463,13,488
4262,3,261,420,7,4455,8,4455,1,14625,9,1463,10,1463,13,488
4263,3,262,420,7,4455,8,4455,1,14850,9,1463,10,1463,13,488
4264,3,263,420,7,4455,8,4455,1,14850,9,1485,10,1485,13,488
4265,3,264,420,7,4455,8,4455,1,14850,9,1485,10,1485,13,495
4266,3,265,420,7,4523,8,4523,1,14850,9,1485,10,1485,13,495
4267,3,266,420,7,4523,8,4523,1,15075,9,1485,10,1485,13,495
4268,3,267,420,7,4523,8,4523,1,15075,9,1508,10,1508,13,495
4269,3,268,420,7,4523,8,4523,1,15075,9,1508,10,1508,13,503
4270,3,269,420,7,4590,8,4590,1,15075,9,1508,10,1508,13,503
4271,3,270,420,7,4590,8,4590,1,15300,9,1508,10,1508,13,503
4272,3,271,420,7,4590,8,4590,1,15300,9,1530,10,1530,13,503
4273,3,272,420,7,4590,8,4590,1,15300,9,1530,10,1530,13,510
4274,3,273,420,7,4658,8,4658,1,15300,9,1530,10,1530,13,510
4275,3,274,420,7,4658,8,4658,1,15525,9,1530,10,1530,13,510
4276,3,275,435,7,4658,8,4658,1,15525,9,1553,10,1553,13,510
4277,3,276,435,7,4658,8,4658,1,15525,9,1553,10,1553,13,518
4278,3,277,435,7,4725,8,4725,1,15525,9,1553,10,1553,13,518
4279,3,278,435,7,4725,8,4725,1,15750,9,1553,10,1553,13,518
4280,3,279,435,7,4725,8,4725,1,15750,9,1575,10,1575,13,518
4281,3,280,435,7,4725,8,4725,1,15750,9,1575,10,1575,13,525
4282,3,281,435,7,4793,8,4793,1,15750,9,1575,10,1575,13,525
4283,3,282,435,7,4793,8,4793,1,15975,9,1575,10,1575,13,525
4284,3,283,435,7,4793,8,4793,1,15975,9,1598,10,1598,13,525
4285,3,284,435,7,4793,8,4793,1,15975,9,1598,10,1598,13,533
4286,3,285,435,7,4860,8,4860,1,15975,9,1598,10,1598,13,533
4287,3,286,435,7,4860,8,4860,1,16200,9,1598,10,1598,13,533
4288,3,287,435,7,4860,8,4860,1,16200,9,1620,10,1620,13,533
4289,3,288,435,7,4860,8,4860,1,16200,9,1620,10,1620,13,540
4290,3,289,435,7,4928,8,4928,1,16200,9,1620,10,1620,13,540
4291,3,290,450,7,4928,8,4928,1,16425,9,1620,10,1620,13,540
4292,3,291,450,7,4928,8,4928,1,16425,9,1643,10,1643,13,540
4293,3,292,450,7,4928,8,4928,1,16425,9,1643,10,1643,13,548
4294,3,293,450,7,4995,8,4995,1,16425,9,1643,10,1643,13,548
4295,3,294,450,7,4995,8,4995,1,16650,9,1643,10,1643,13,548
4296,3,295,450,7,4995,8,4995,1,16650,9,1665,10,1665,13,548
4297,3,296,450,7,4995,8,4995,1,16650,9,1665,10,1665,13,555
4298,3,297,450,7,5063,8,5063,1,16650,9,1665,10,1665,13,555
4299,3,298,450,7,5063,8,5063,1,16875,9,1665,10,1665,13,555
4300,3,299,450,7,5063,8,5063,1,16875,9,1688,10,1688,13,555
4301,3,300,450,7,5400,8,5400,1,18000,9,1800,10,1800,13,600
4302,3,301,465,7,5472,8,5472,1,18000,9,1800,10,1800,13,600
4303,3,302,465,7,5472,8,5472,1,18240,9,1800,10,1800,13,600
4304,3,303,465,7,5472,8,5472,1,18240,9,1824,10,1824,13,600
4305,3,304,465,7,5472,8,5472,1,18240,9,1824,10,1824,13,608
4306,3,305,465,7,5544,8,5544,1,18240,9,1824,10,1824,13,608
4307,3,306,465,7,5544,8,5544,1,18480,9,1824,10,1824,13,608
4308,3,307,465,7,5544,8,5544,1,18480,9,1848,10,1848,13,608
4309,3,308,465,7,5544,8,5544,1,18480,9,1848,10,1848,13,616
4310,3,309,465,7,5616,8,5616,1,18480,9,1848,10,1848,13,616
4311,3,310,465,7,5616,8,5616,1,18720,9,1848,10,1848,13,616
4312,3,311,465,7,5616,8,5616,1,18720,9,1872,10,1872,13,616
4313,3,312,480,7,5616,8,5616,1,18720,9,1872,10,1872,13,624
4314,3,313,480,7,5688,8,5688,1,18720,9,1872,10,1872,13,624
4315,3,314,480,7,5688,8,5688,1,18960,9,1872,10,1872,13,624
4316,3,315,480,7,5688,8,5688,1,18960,9,1896,10,1896,13,624
4317,3,316,480,7,5688,8,5688,1,18960,9,1896,10,1896,13,632
4318,3,317,480,7,5760,8,5760,1,18960,9,1896,10,1896,13,632
4319,3,318,480,7,5760,8,5760,1,19200,9,1896,10,1896,13,632
4320,3,319,480,7,5760,8,5760,1,19200,9,1920,10,1920,13,632
4321,3,320,480,7,5760,8,5760,1,19200,9,1920,10,1920,13,640
4322,3,321,480,7,5832,8,5832,1,19200,9,1920,10,1920,13,640
4323,3,322,480,7,5832,8,5832,1,19440,9,1920,10,1920,13,640
4324,3,323,495,7,5832,8,5832,1,19440,9,1944,10,1944,13,640
4325,3,324,495,7,5832,8,5832,1,19440,9,1944,10,1944,13,648
4326,3,325,495,7,5904,8,5904,1,19440,9,1944,10,1944,13,648
4327,3,326,495,7,5904,8,5904,1,19680,9,1944,10,1944,13,648
4328,3,327,495,7,5904,8,5904,1,19680,9,1968,10,1968,13,648
4329,3,328,495,7,5904,8,5904,1,19680,9,1968,10,1968,13,656
4330,3,329,495,7,5976,8,5976,1,19680,9,1968,10,1968,13,656
4331,3,330,495,7,5976,8,5976,1,19920,9,1968,10,1968,13,656
4332,3,331,495,7,5976,8,5976,1,19920,9,1992,10,1992,13,656
4333,3,332,495,7,5976,8,5976,1,19920,9,1992,10,1992,13,664
4334,3,333,495,7,6048,8,6048,1,19920,9,1992,10,1992,13,664
4335,3,334,510,7,6048,8,6048,1,20160,9,1992,10,1992,13,664
4336,3,335,510,7,6048,8,6048,1,20160,9,2016,10,2016,13,664
4337,3,336,510,7,6048,8,6048,1,20160,9,2016,10,2016,13,672
4338,3,337,510,7,6120,8,6120,1,20160,9,2016,10,2016,13,672
4339,3,338,510,7,6120,8,6120,1,20400,9,2016,10,2016,13,672
4340,3,339,510,7,6120,8,6120,1,20400,9,2040,10,2040,13,672
4341,3,340,510,7,6120,8,6120,1,20400,9,2040,10,2040,13,680
4342,3,341,510,7,6192,8,6192,1,20400,9,2040,10,2040,13,680
4343,3,342,510,7,6192,8,6192,1,20640,9,2040,10,2040,13,680
4344,3,343,510,7,6192,8,6192,1,20640,9,2064,10,2064,13,680
4345,3,344,510,7,6192,8,6192,1,20640,9,2064,10,2064,13,688
4346,3,345,525,7,6264,8,6264,1,20640,9,2064,10,2064,13,688
4347,3,346,525,7,6264,8,6264,1,20880,9,2064,10,2064,13,688
4348,3,347,525,7,6264,8,6264,1,20880,9,2088,10,2088,13,688
4349,3,348,525,7,6264,8,6264,1,20880,9,2088,10,2088,13,696
4350,3,349,525,7,6336,8,6336,1,20880,9,2088,10,2088,13,696
4351,3,350,525,7,6336,8,6336,1,21120,9,2088,10,2088,13,696
4352,3,351,525,7,6336,8,6336,1,21120,9,2112,10,2112,13,696
4353,3,352,525,7,6336,8,6336,1,21120,9,2112,10,2112,13,704
4354,3,353,525,7,6408,8,6408,1,21120,9,2112,10,2112,13,704
4355,3,354,525,7,6408,8,6408,1,21360,9,2112,10,2112,13,704
4356,3,355,525,7,6408,8,6408,1,21360,9,2136,10,2136,13,704
4357,3,356,540,7,6408,8,6408,1,21360,9,2136,10,2136,13,712
4358,3,357,540,7,6480,8,6480,1,21360,9,2136,10,2136,13,712
4359,3,358,540,7,6480,8,6480,1,21600,9,2136,10,2136,13,712
4360,3,359,540,7,6480,8,6480,1,21600,9,2160,10,2160,13,712
4361,3,360,540,7,6885,8,6885,1,22950,9,2295,10,2295,13,765
4362,3,361,540,7,6962,8,6962,1,22950,9,2295,10,2295,13,765
4363,3,362,540,7,6962,8,6962,1,23205,9,2295,10,2295,13,765
4364,3,363,540,7,6962,8,6962,1,23205,9,2321,10,2321,13,765
4365,3,364,540,7,6962,8,6962,1,23205,9,2321,10,2321,13,774
4366,3,365,540,7,7038,8,7038,1,23205,9,2321,10,2321,13,774
4367,3,366,540,7,7038,8,7038,1,23460,9,2321,10,2321,13,774
4368,3,367,555,7,7038,8,7038,1,23460,9,2346,10,2346,13,774
4369,3,368,555,7,7038,8,7038,1,23460,9,2346,10,2346,13,782
4370,3,369,555,7,7115,8,7115,1,23460,9,2346,10,2346,13,782
4371,3,370,555,7,7115,8,7115,1,23715,9,2346,10,2346,13,782
4372,3,371,555,7,7115,8,7115,1,23715,9,2372,10,2372,13,782
4373,3,372,555,7,7115,8,7115,1,23715,9,2372,10,2372,13,791
4374,3,373,555,7,7191,8,7191,1,23715,9,2372,10,2372,13,791
4375,3,374,555,7,7191,8,7191,1,23970,9,2372,10,2372,13,791
4376,3,375,555,7,7191,8,7191,1,23970,9,2397,10,2397,13,791
4377,3,376,555,7,7191,8,7191,1,23970,9,2397,10,2397,13,799
4378,3,377,555,7,7268,8,7268,1,23970,9,2397,10,2397,13,799
4379,3,378,570,7,7268,8,7268,1,24225,9,2397,10,2397,13,799
4380,3,379,570,7,7268,8,7268,1,24225,9,2423,10,2423,13,799
4381,3,380,570,7,7268,8,7268,1,24225,9,2423,10,2423,13,808
4382,3,381,570,7,7344,8,7344,1,24225,9,2423,10,2423,13,808
4383,3,382,570,7,7344,8,7344,1,24480,9,2423,10,2423,13,808
4384,3,383,570,7,7344,8,7344,1,24480,9,2448,10,2448,13,808
4385,3,384,570,7,7344,8,7344,1,24480,9,2448,10,2448,13,816
4386,3,385,570,7,7421,8,7421,1,24480,9,2448,10,2448,13,816
4387,3,386,570,7,7421,8,7421,1,24735,9,2448,10,2448,13,816
4388,3,387,570,7,7421,8,7421,1,24735,9,2474,10,2474,13,816
4389,3,388,570,7,7421,8,7421,1,24735,9,2474,10,2474,13,825
4390,3,389,585,7,7497,8,7497,1,24735,9,2474,10,2474,13,825
4391,3,390,585,7,7497,8,7497,1,24990,9,2474,10,2474,13,825
4392,3,391,585,7,7497,8,7497,1,24990,9,2499,10,2499,13,825
4393,3,392,585,7,7497,8,7497,1,24990,9,2499,10,2499,13,833
4394,3,393,585,7,7574,8,7574,1,24990,9,2499,10,2499,13,833
4395,3,394,585,7,7574,8,7574,1,25245,9,2499,10,2499,13,833
4396,3,395,585,7,7574,8,7574,1,25245,9,2525,10,2525,13,833
4397,3,396,585,7,7574,8,7574,1,25245,9,2525,10,2525,13,842
4398,3,397,585,7,7650,8,7650,1,25245,9,2525,10,2525,13,842
4399,3,398,585,7,7650,8,7650,1,25500,9,2525,10,2525,13,842
4400,3,399,585,7,7650,8,7650,1,25500,9,2550,10,2550,13,842
4401,3,400,600,7,7650,8,7650,1,25500,9,2550,10,2550,13,850
4402,3,401,600,7,7727,8,7727,1,25500,9,2550,10,2550,13,850
4403,3,402,600,7,7727,8,7727,1,25755,9,2550,10,2550,13,850
4404,3,403,600,7,7727,8,7727,1,25755,9,2576,10,2576,13,850
4405,3,404,600,7,7727,8,7727,1,25755,9,2576,10,2576,13,859
4406,3,405,600,7,7803,8,7803,1,25755,9,2576,10,2576,13,859
4407,3,406,600,7,7803,8,7803,1,26010,9,2576,10,2576,13,859
4408,3,407,600,7,7803,8,7803,1,26010,9,2601,10,2601,13,859
4409,3,408,600,7,7803,8,7803,1,26010,9,2601,10,2601,13,867
4410,3,409,600,7,7880,8,7880,1,26010,9,2601,10,2601,13,867
4411,3,410,600,7,7880,8,7880,1,26265,9,2601,10,2601,13,867
4412,3,411,615,7,7880,8,7880,1,26265,9,2627,10,2627,13,867
4413,3,412,615,7,7880,8,7880,1,26265,9,2627,10,2627,13,876
4414,3,413,615,7,7956,8,7956,1,26265,9,2627,10,2627,13,876
4415,3,414,615,7,7956,8,7956,1,26520,9,2627,10,2627,13,876
4416,3,415,615,7,7956,8,7956,1,26520,9,2652,10,2652,13,876
4417,3,416,615,7,7956,8,7956,1,26520,9,2652,10,2652,13,884
4418,3,417,615,7,8033,8,8033,1,26520,9,2652,10,2652,13,884
4419,3,418,615,7,8033,8,8033,1,26775,9,2652,10,2652,13,884
4420,3,419,615,7,8033,8,8033,1,26775,9,2678,10,2678,13,884
4421,3,420,615,7,8505,8,8505,1,28350,9,2835,10,2835,13,945
4422,3,421,615,7,8586,8,8586,1,28350,9,2835,10,2835,13,945
4423,3,422,630,7,8586,8,8586,1,28620,9,2835,10,2835,13,945
4424,3,423,630,7,8586,8,8586,1,28620,9,2862,10,2862,13,945
4425,3,424,630,7,8586,8,8586,1,28620,9,2862,10,2862,13,954
4426,3,425,630,7,8667,8,8667,1,28620,9,2862,10,2862,13,954
4427,3,426,630,7,8667,8,8667,1,28890,9,2862,10,2862,13,954
4428,3,427,630,7,8667,8,8667,1,28890,9,2889,10,2889,13,954
4429,3,428,630,7,8667,8,8667,1,28890,9,2889,10,2889,13,963
4430,3,429,630,7,8748,8,8748,1,28890,9,2889,10,2889,13,963
4431,3,430,630,7,8748,8,8748,1,29160,9,2889,10,2889,13,963
4432,3,431,630,7,8748,8,8748,1,29160,9,2916,10,2916,13,963
4433,3,432,630,7,8748,8,8748,1,29160,9,2916,10,2916,13,972
4434,3,433,645,7,8829,8,8829,1,29160,9,2916,10,2916,13,972
4435,3,434,645,7,8829,8,8829,1,29430,9,2916,10,2916,13,972
4436,3,435,645,7,8829,8,8829,1,29430,9,2943,10,2943,13,972
4437,3,436,645,7,8829,8,8829,1,29430,9,2943,10,2943,13,981
4438,3,437,645,7,8910,8,8910,1,29430,9,2943,10,2943,13,981
4439,3,438,645,7,8910,8,8910,1,29700,9,2943,10,2943,13,981
4440,3,439,645,7,8910,8,8910,1,29700,9,2970,10,2970,13,981
4441,3,440,645,7,8910,8,8910,1,29700,9,2970,10,2970,13,990
4442,3,441,645,7,8991,8,8991,1,29700,9,2970,10,2970,13,990
4443,3,442,645,7,8991,8,8991,1,29970,9,2970,10,2970,13,990
4444,3,443,645,7,8991,8,8991,1,29970,9,2997,10,2997,13,990
4445,3,444,660,7,8991,8,8991,1,29970,9,2997,10,2997,13,999
4446,3,445,660,7,9072,8,9072,1,29970,9,2997,10,2997,13,999
4447,3,446,660,7,9072,8,9072,1,30240,9,2997,10,2997,13,999
4448,3,447,660,7,9072,8,9072,1,30240,9,3024,10,3024,13,999
4449,3,448,660,7,9072,8,9072,1,30240,9,3024,10,3024,13,1008
4450,3,449,660,7,9153,8,9153,1,30240,9,3024,10,3024,13,1008
4451,3,450,660,7,9153,8,9153,1,30510,9,3024,10,3024,13,1008
4452,3,451,660,7,9153,8,9153,1,30510,9,3051,10,3051,13,1008
4453,3,452,660,7,9153,8,9153,1,30510,9,3051,10,3051,13,1017
4454,3,453,660,7,9234,8,9234,1,30510,9,3051,10,3051,13,1017
4455,3,454,660,7,9234,8,9234,1,30780,9,3051,10,3051,13,1017
4456,3,455,675,7,9234,8,9234,1,30780,9,3078,10,3078,13,1017
4457,3,456,675,7,9234,8,9234,1,30780,9,3078,10,3078,13,1026
4458,3,457,675,7,9315,8,9315,1,30780,9,3078,10,3078,13,1026
4459,3,458,675,7,9315,8,9315,1,31050,9,3078,10,3078,13,1026
4460,3,459,675,7,9315,8,9315,1,31050,9,3105,10,3105,13,1026
4461,3,460,675,7,9315,8,9315,1,31050,9,3105,10,3105,13,1035
4462,3,461,675,7,9396,8,9396,1,31050,9,3105,10,3105,13,1035
4463,3,462,675,7,9396,8,9396,1,31320,9,3105,10,3105,13,1035
4464,3,463,675,7,9396,8,9396,1,31320,9,3132,10,3132,13,1035
4465,3,464,675,7,9396,8,9396,1,31320,9,3132,10,3132,13,1044
4466,3,465,675,7,9477,8,9477,1,31320,9,3132,10,3132,13,1044
4467,3,466,690,7,9477,8,9477,1,31590,9,3132,10,3132,13,1044
4468,3,467,690,7,9477,8,9477,1,31590,9,3159,10,3159,13,1044
4469,3,468,690,7,9477,8,9477,1,31590,9,3159,10,3159,13,1053
4470,3,469,690,7,9558,8,9558,1,31590,9,3159,10,3159,13,1053
4471,3,470,690,7,9558,8,9558,1,31860,9,3159,10,3159,13,1053
4472,3,471,690,7,9558,8,9558,1,31860,9,3186,10,3186,13,1053
4473,3,472,690,7,9558,8,9558,1,31860,9,3186,10,3186,13,1062
4474,3,473,690,7,9639,8,9639,1,31860,9,3186,10,3186,13,1062
4475,3,474,690,7,9639,8,9639,1,32130,9,3186,10,3186,13,1062
4476,3,475,690,7,9639,8,9639,1,32130,9,3213,10,3213,13,1062
4477,3,476,690,7,9639,8,9639,1,32130,9,3213,10,3213,13,1071
4478,3,477,705,7,9720,8,9720,1,32130,9,3213,10,3213,13,1071
4479,3,478,705,7,9720,8,9720,1,32400,9,3213,10,3213,13,1071
4480,3,479,705,7,9720,8,9720,1,32400,9,3240,10,3240,13,1071
4481,3,480,705,7,10260,8,10260,1,34200,9,3420,10,3420,13,1140
4482,3,481,705,7,10346,8,10346,1,34200,9,3420,10,3420,13,1140
4483,3,482,705,7,10346,8,10346,1,34485,9,3420,10,3420,13,1140
4484,3,483,705,7,10346,8,10346,1,34485,9,3449,10,3449,13,1140
4485,3,484,705,7,10346,8,10346,1,34485,9,3449,10,3449,13,1150
4486,3,485,705,7,10431,8,10431,1,34485,9,3449,10,3449,13,1150
4487,3,486,705,7,10431,8,10431,1,34770,9,3449,10,3449,13,1150
4488,3,487,705,7,10431,8,10431,1,34770,9,3477,10,3477,13,1150
4489,3,488,720,7,10431,8,10431,1,34770,9,3477,10,3477,13,1159
4490,3,489,720,7,10517,8,10517,1,34770,9,3477,10,3477,13,1159
4491,3,490,720,7,10517,8,10517,1,35055,9,3477,10,3477,13,1159
4492,3,491,720,7,10517,8,10517,1,35055,9,3506,10,3506,13,1159
4493,3,492,720,7,10517,8,10517,1,35055,9,3506,10,3506,13,1169
4494,3,493,720,7,10602,8,10602,1,35055,9,3506,10,3506,13,1169
4495,3,494,720,7,10602,8,10602,1,35340,9,3506,10,3506,13,1169
4496,3,495,720,7,10602,8,10602,1,35340,9,3534,10,3534,13,1169
4497,3,496,720,7,10602,8,10602,1,35340,9,3534,10,3534,13,1178
4498,3,497,720,7,10688,8,10688,1,35340,9,3534,10,3534,13,1178
4499,3,498,720,7,10688,8,10688,1,35625,9,3534,10,3534,13,1178
4500,3,499,735,7,10688,8,10688,1,35625,9,3563,10,3563,13,1178
4501,3,500,735,7,10688,8,10688,1,35625,9,3563,10,3563,13,1188
6001,4,0,40,7,0,8,0,1,0,9,0,10,0,13,0
6002,4,1,40,7,54,8,54,1,0,9,0,10,0,13,0
6003,4,2,40,7,54,8,54,1,180,9,0,10,0,13,0
6004,4,3,40,7,54,8,54,1,180,9,18,10,18,13,0
6005,4,4,40,7,54,8,54,1,180,9,18,10,18,13,6
6006,4,5,60,7,108,8,108,1,180,9,18,10,18,13,6
6007,4,6,60,7,108,8,108,1,360,9,18,10,18,13,6
6008,4,7,60,7,108,8,108,1,360,9,36,10,36,13,6
6009,4,8,60,7,108,8,108,1,360,9,36,10,36,13,12
6010,4,9,60,7,162,8,162,1,360,9,36,10,36,13,12
6011,4,10,80,7,162,8,162,1,540,9,36,10,36,13,12
6012,4,11,80,7,162,8,162,1,540,9,54,10,54,13,12
6013,4,12,80,7,162,8,162,1,540,9,54,10,54,13,18
6014,4,13,80,7,216,8,216,1,540,9,54,10,54,13,18
6015,4,14,80,7,216,8,216,1,720,9,54,10,54,13,18
6016,4,15,100,7,216,8,216,1,720,9,72,10,72,13,18
6017,4,16,100,7,216,8,216,1,720,9,72,10,72,13,24
6018,4,17,100,7,270,8,270,1,720,9,72,10,72,13,24
6019,4,18,100,7,270,8,270,1,900,9,72,10,72,13,24
6020,4,19,100,7,270,8,270,1,900,9,90,10,90,13,24
6021,4,20,120,7,297,8,297,1,990,9,99,10,99,13,33
6022,4,21,120,7,356,8,356,1,990,9,99,10,99,13,33
6023,4,22,120,7,356,8,356,1,1188,9,99,10,99,13,33
