"﻿变量名",sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
80051,Gym copy,,,404404,404404,道馆1_难度6_NPC,<{unitId=291314;level=80;advance=15};{unitId=291503;level=80;advance=15};{unitId=291253;level=80;advance=15};{unitId=292233;level=80;advance=15};{unitId=291911;level=80;advance=15};>,<{unitId=300511;level=80;advance=16}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,80,,80,,80051,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80101,Gym copy,,,404404,404404,道馆2_难度1,<{unitId=290551;level=70;advance=11};{unitId=293471;level=70;advance=11};{unitId=290691;level=70;advance=11};{unitId=290541;level=70;advance=11};{unitId=290541;level=70;advance=11};>,<{unitId=301011;level=70;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,70,,70,,80101,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80102,Gym copy,,,404404,404404,道馆2_难度1,<{unitId=292871;level=70;advance=11};{unitId=293011;level=70;advance=11};{unitId=291861;level=70;advance=11};{unitId=292301;level=70;advance=11};{unitId=291851;level=70;advance=11};>,<{unitId=301021;level=70;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,70,,70,,80102,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80103,Gym copy,,,404404,404404,道馆2_难度1,<{unitId=290552;level=70;advance=11};{unitId=291352;level=70;advance=11};{unitId=291081;level=70;advance=11};{unitId=292031;level=70;advance=11};>,<{unitId=301031;level=70;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,70,,70,,80103,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80104,Gym copy,,,404404,404404,道馆2_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,70,,70,,80104,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80105,Gym copy,,,404404,404404,道馆2_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,70,,70,,80105,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80106,Gym copy,,,404404,404404,道馆2_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,70,,70,,80106,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80111,Gym copy,,,404404,404404,道馆2_难度2,<{unitId=290021;level=73;advance=11};{unitId=293301;level=73;advance=11};{unitId=290801;level=73;advance=11};{unitId=292031;level=73;advance=11};>,<{unitId=301111;level=73;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,73,,73,,80111,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80112,Gym copy,,,404404,404404,道馆2_难度2,<{unitId=292921;level=73;advance=11};{unitId=291353;level=73;advance=11};{unitId=292922;level=73;advance=11};{unitId=292923;level=73;advance=11};{unitId=292924;level=73;advance=11};>,<{unitId=301121;level=73;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,73,,73,,80112,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80113,Gym copy,,,404404,404404,道馆2_难度2,<>,<{unitId=301131;level=73;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,73,,73,,80113,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80114,Gym copy,,,404404,404404,道馆2_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,73,,73,,80114,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80115,Gym copy,,,404404,404404,道馆2_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,73,,73,,80115,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80116,Gym copy,,,404404,404404,道馆2_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,73,,73,,80116,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80121,Gym copy,,,404404,404404,道馆2_难度3,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,76,,76,,80121,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80122,Gym copy,,,404404,404404,道馆2_难度3,<{unitId=292871;level=76;advance=11};{unitId=292871;level=76;advance=11};{unitId=292871;level=76;advance=11};{unitId=292872;level=76;advance=11};{unitId=292872;level=76;advance=11};>,<{unitId=301221;level=76;advance=12}>,,18,23,2,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,76,,76,,80122,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80123,Gym copy,,,404404,404404,道馆2_难度3,<{unitId=291851;level=76;advance=11};{unitId=291851;level=76;advance=11};>,<{unitId=301231;level=76;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,76,,76,,80123,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80124,Gym copy,,,404404,404404,道馆2_难度3,<{unitId=301241;level=76;advance=11};{unitId=291772;level=76;advance=11};>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,76,,76,,80124,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80125,Gym copy,,,404404,404404,道馆2_难度3,<{unitId=291921;level=76;advance=11};{unitId=291921;level=76;advance=11};{unitId=291921;level=76;advance=11};{unitId=291921;level=76;advance=11};{unitId=291921;level=76;advance=11};>,<{unitId=301251;level=76;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,76,,76,,80125,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80126,Gym copy,,,404404,404404,道馆2_难度3,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,76,,76,,80126,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80131,Gym copy,,,404404,404404,道馆2_难度4,<{unitId=293021;level=79;advance=11};{unitId=293021;level=79;advance=11};{unitId=293021;level=79;advance=11};{unitId=291082;level=79;advance=11};{unitId=291082;level=79;advance=11};>,<{unitId=301311;level=79;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,79,,79,,80131,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80132,Gym copy,,,404404,404404,道馆2_难度4,<{unitId=290641;level=79;advance=11};{unitId=290641;level=79;advance=11};{unitId=290641;level=79;advance=11};{unitId=292361;level=79;advance=11};{unitId=292361;level=79;advance=11};>,<{unitId=301321;level=79;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,79,,79,,80132,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80133,Gym copy,,,404404,404404,道馆2_难度4,<{unitId=290632;level=79;advance=11};{unitId=290632;level=79;advance=11};{unitId=290632;level=79;advance=11};{unitId=290632;level=79;advance=11};{unitId=290632;level=79;advance=11};>,<{unitId=301331;level=79;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,79,,79,,80133,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80134,Gym copy,,,404404,404404,道馆2_难度4,<{unitId=290632;level=79;advance=11};{unitId=290632;level=79;advance=11};{unitId=290632;level=79;advance=11};{unitId=290632;level=79;advance=11};{unitId=290632;level=79;advance=11};>,<{unitId=301341;level=79;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,79,,79,,80134,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80135,Gym copy,,,404404,404404,道馆2_难度4,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,79,,79,,80135,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80136,Gym copy,,,404404,404404,道馆2_难度4,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,79,,79,,80136,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80141,Gym copy,,,404404,404404,道馆2_难度5,<{unitId=291313;level=82;advance=11};{unitId=290632;level=82;advance=11};{unitId=290024;level=82;advance=11};{unitId=291241;level=82;advance=11};{unitId=293303;level=82;advance=11};>,<{unitId=301411;level=82;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,82,,82,,80141,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80142,Gym copy,,,404404,404404,道馆2_难度5,<{unitId=292302;level=82;advance=11};{unitId=293021;level=82;advance=11};{unitId=291921;level=82;advance=11};{unitId=291082;level=82;advance=11};{unitId=293502;level=82;advance=11};>,<{unitId=301421;level=82;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,82,,82,,80142,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80143,Gym copy,,,404404,404404,道馆2_难度5,<{unitId=291241;level=82;advance=11};>,<{unitId=301431;level=82;advance=12}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,82,,82,,80143,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80144,Gym copy,,,404404,404404,道馆2_难度5,<>,<{unitId=301441;level=82;advance=20}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,82,,82,,80144,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80145,Gym copy,,,404404,404404,道馆2_难度5,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,82,,82,,80145,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80146,Gym copy,,,404404,404404,道馆2_难度5,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,82,,82,,80146,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80151,Gym copy,,,404404,404404,道馆2_难度6_NPC,<{unitId=291921;level=85;advance=16};{unitId=290382;level=85;advance=16};{unitId=290024;level=85;advance=16};{unitId=291241;level=85;advance=16};{unitId=291961;level=85;advance=16};>,<{unitId=301511;level=85;advance=17}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,85,,85,,80151,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80201,Gym copy,,,404404,404404,道馆3_难度1,<{unitId=290171;level=75;advance=12};{unitId=290282;level=75;advance=12};{unitId=292301;level=75;advance=12};{unitId=293561;level=75;advance=12};>,<{unitId=302011;level=75;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,75,,75,,80201,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80202,Gym copy,,,404404,404404,道馆3_难度1,<{unitId=290341;level=75;advance=12};{unitId=290071;level=75;advance=12};{unitId=290351;level=75;advance=12};{unitId=290033;level=75;advance=12};{unitId=290051;level=75;advance=12};>,<{unitId=302021;level=75;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,75,,75,,80202,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80203,Gym copy,,,404404,404404,道馆3_难度1,<{unitId=290711;level=75;advance=12};{unitId=291421;level=75;advance=12};{unitId=290061;level=75;advance=12};{unitId=290471;level=75;advance=12};{unitId=291442;level=75;advance=12};>,<{unitId=302031;level=75;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,75,,75,,80203,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80204,Gym copy,,,404404,404404,道馆3_难度1,<{unitId=299001;level=75;advance=12};{unitId=299001;level=75;advance=12};{unitId=299001;level=75;advance=12};{unitId=299002;level=75;advance=12};{unitId=299002;level=75;advance=12};>,<{unitId=302041;level=75;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,75,,75,,80204,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80205,Gym copy,,,404404,404404,道馆3_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,75,,75,,80205,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80206,Gym copy,,,404404,404404,道馆3_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,75,,75,,80206,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80211,Gym copy,,,404404,404404,道馆3_难度2,<{unitId=290001;level=78;advance=12};{unitId=291291;level=78;advance=12};{unitId=293281;level=78;advance=12};{unitId=292011;level=78;advance=12};{unitId=292471;level=78;advance=12};>,<{unitId=302111;level=78;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,78,,78,,80211,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80212,Gym copy,,,404404,404404,道馆3_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,78,,78,,80212,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80213,Gym copy,,,404404,404404,道馆3_难度2,<{unitId=291441;level=78;advance=12};{unitId=291441;level=78;advance=12};{unitId=291441;level=78;advance=12};{unitId=291442;level=78;advance=12};{unitId=291442;level=78;advance=12};>,<{unitId=302131;level=78;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,78,,78,,80213,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80214,Gym copy,,,404404,404404,道馆3_难度2,<{unitId=299003;level=78;advance=12};{unitId=299003;level=78;advance=12};{unitId=299003;level=78;advance=12};{unitId=299003;level=78;advance=12};{unitId=299003;level=78;advance=12};>,<{unitId=302141;level=78;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,78,,78,,80214,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80215,Gym copy,,,404404,404404,道馆3_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,78,,78,,80215,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80216,Gym copy,,,404404,404404,道馆3_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,78,,78,,80216,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80221,Gym copy,,,404404,404404,道馆3_难度3,<{unitId=290003;level=81;advance=12};{unitId=290003;level=81;advance=12};{unitId=290003;level=81;advance=12};{unitId=290782;level=81;advance=12};{unitId=290782;level=81;advance=12};>,<{unitId=302211;level=81;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,81,,81,,80221,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80222,Gym copy,,,404404,404404,道馆3_难度3,<{unitId=293592;level=81;advance=12};{unitId=293592;level=81;advance=12};{unitId=293592;level=81;advance=12};{unitId=290571;level=81;advance=12};{unitId=290571;level=81;advance=12};>,<{unitId=302221;level=81;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,81,,81,,80222,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80223,Gym copy,,,404404,404404,道馆3_难度3,<{unitId=291423;level=81;advance=12};{unitId=291423;level=81;advance=12};{unitId=291423;level=81;advance=12};{unitId=291423;level=81;advance=12};{unitId=291423;level=81;advance=12};>,<{unitId=302231;level=81;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,81,,81,,80223,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80224,Gym copy,,,404404,404404,道馆3_难度3,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,81,,81,,80224,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80225,Gym copy,,,404404,404404,道馆3_难度3,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,81,,81,,80225,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80226,Gym copy,,,404404,404404,道馆3_难度3,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,81,,81,,80226,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80231,Gym copy,,,404404,404404,道馆3_难度4,<{unitId=292473;level=84;advance=12};{unitId=293663;level=84;advance=12};{unitId=290004;level=84;advance=12};{unitId=291293;level=84;advance=12};{unitId=293843;level=84;advance=12};>,<{unitId=302311;level=84;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,84,,84,,80231,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80232,Gym copy,,,404404,404404,道馆3_难度4,<{unitId=290712;level=84;advance=12};{unitId=290712;level=84;advance=12};{unitId=290712;level=84;advance=12};{unitId=293663;level=84;advance=12};{unitId=293663;level=84;advance=12};>,<{unitId=302321;level=84;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,84,,84,,80232,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80233,Gym copy,,,404404,404404,道馆3_难度4,<{unitId=290731;level=84;advance=12};{unitId=290741;level=84;advance=12};{unitId=290721;level=84;advance=12};{unitId=290053;level=84;advance=12};{unitId=290072;level=84;advance=12};>,<{unitId=302331;level=84;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,84,,84,,80233,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80234,Gym copy,,,404404,404404,道馆3_难度4,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,84,,84,,80234,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80235,Gym copy,,,404404,404404,道馆3_难度4,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,84,,84,,80235,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80236,Gym copy,,,404404,404404,道馆3_难度4,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,84,,84,,80236,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80241,Gym copy,,,404404,404404,道馆3_难度5,<{unitId=292381;level=87;advance=12};{unitId=292381;level=87;advance=12};{unitId=292381;level=87;advance=12};>,<{unitId=302411;level=87;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,87,,87,,80241,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80242,Gym copy,,,404404,404404,道馆3_难度5,<{unitId=290731;level=87;advance=12};{unitId=290721;level=87;advance=12};>,<{unitId=302421;level=87;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,87,,87,,80242,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80243,Gym copy,,,404404,404404,道馆3_难度5,<{unitId=290731;level=87;advance=12};{unitId=290741;level=87;advance=12};{unitId=290721;level=87;advance=12};{unitId=290053;level=87;advance=12};{unitId=290072;level=87;advance=12};>,<{unitId=302431;level=87;advance=13}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,87,,87,,80243,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80244,Gym copy,,,404404,404404,道馆3_难度5,<{unitId=291281;level=87;advance=20};{unitId=291281;level=87;advance=20};{unitId=291281;level=87;advance=20};{unitId=291281;level=87;advance=20};{unitId=291281;level=87;advance=20};>,<{unitId=302441;level=87;advance=21}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,87,,87,,80244,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80245,Gym copy,,,404404,404404,道馆3_难度5,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,87,,87,,80245,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80246,Gym copy,,,404404,404404,道馆3_难度5,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,87,,87,,80246,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80251,Gym copy,,,404404,404404,道馆3_难度6_NPC,<{unitId=291261;level=90;advance=17};{unitId=290731;level=90;advance=17};{unitId=292442;level=90;advance=17};{unitId=290721;level=90;advance=17};{unitId=290741;level=90;advance=17};>,<{unitId=302511;level=90;advance=18}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,90,,90,,80251,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
,,,,,,,<>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80301,Gym copy,,,404404,404404,道馆4_难度1,<{unitId=293291;level=80;advance=13};{unitId=290601;level=80;advance=13};{unitId=291171;level=80;advance=13};{unitId=291611;level=80;advance=13};{unitId=291611;level=80;advance=13};>,<{unitId=303011;level=80;advance=14}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,80,,80,,80301,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80302,Gym copy,,,404404,404404,道馆4_难度1,<{unitId=290271;level=80;advance=13};{unitId=290461;level=80;advance=13};{unitId=292271;level=80;advance=13};{unitId=292631;level=80;advance=13};{unitId=292241;level=80;advance=13};>,<{unitId=303021;level=80;advance=14}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,80,,80,,80302,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80303,Gym copy,,,404404,404404,道馆4_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,80,,80,,80303,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80304,Gym copy,,,404404,404404,道馆4_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,80,,80,,80304,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80305,Gym copy,,,404404,404404,道馆4_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,80,,80,,80305,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80306,Gym copy,,,404404,404404,道馆4_难度1,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,80,,80,,80306,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80311,Gym copy,,,404404,404404,道馆4_难度2,<{unitId=292481;level=83;advance=13};{unitId=293291;level=83;advance=13};{unitId=290011;level=83;advance=13};{unitId=290791;level=83;advance=13};>,<{unitId=303111;level=83;advance=14}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,83,,83,,80311,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80312,Gym copy,,,404404,404404,道馆4_难度2,<{unitId=290273;level=83;advance=13};{unitId=290273;level=83;advance=13};{unitId=290273;level=83;advance=13};{unitId=290273;level=83;advance=13};{unitId=290273;level=83;advance=13};>,<{unitId=303121;level=83;advance=14}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,83,,83,,80312,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80313,Gym copy,,,404404,404404,道馆4_难度2,<{unitId=290012;level=83;advance=13};{unitId=290013;level=83;advance=13};{unitId=290014;level=83;advance=13};{unitId=290015;level=83;advance=13};>,<{unitId=303131;level=83;advance=14}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,83,,83,,80313,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80314,Gym copy,,,404404,404404,道馆4_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,83,,83,,80314,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80315,Gym copy,,,404404,404404,道馆4_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,83,,83,,80315,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80316,Gym copy,,,404404,404404,道馆4_难度2,<>,,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,83,,83,,80316,,,0,0,0,{151=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
80321,Gym copy,,,404404,404404,道馆4_难度3,<{unitId=290241;level=86;advance=13};{unitId=290241;level=86;advance=13};{unitId=290241;level=86;advance=13};{unitId=290242;level=86;advance=13};{unitId=290242;level=86;advance=13};>,<{unitId=303211;level=86;advance=14}>,,18,23,1,20,,,,,,battle/scene/bg_xszd.jpg,,,,,1,,,86,,86,,80321,,,0,0,0,{151=0;152=0;529=0;gold=0},,,,,,,,,,,,,,,,,,,,,
