﻿"﻿变量名",type,desc,desc_tw,desc_en,desc_vn,desc_kr,icon,title,title_tw,title_en,title_vn,title_kr,targetType,targetArg,targetArg2,targetDisplay,levelReq,vipReq,vipReq_tw,vipReq_en,vipReq_kr,languages,sortWeight,group,rankInGroup,point,awardArgs,goToPanel
默认值,0,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",1,,,"""""",1,0,0,0,0,<cn;tw;en;vn;th;kr>,0,0,0,0,{},
任务ID,任务类型,任务描述,任务描述,任务描述,任务描述_越南,任务描述_韩,任务图标,任务标题,任务标题,任务标题,任务标题_越南,任务标题_韩,任务目标类型,任务目标参数,任务目标参数2,任务目标显示参数,等级限制,vip限制,vip限制,vip限制,vip限制,语言区域,顺序,任务组,任务组排序,活跃度点数,奖励物品表,前往类型枚举:5位数关卡ID-关卡10000为主线不限关10100为主线第一章20000为困难不限关  gainWay获得途径   shop商店activity活动界面roleLogo头像界面figure个人形象界面gainGold点金界面recharge充值界面gainStamina购买体力friend好友界面cardBag背包界面strengthen还有培养界面handbook图鉴界面任意英文-数字表示其页签
1238,0,"Upgrade 3 Pokémons to Legendary ",3個精靈升至橙色品質,"Upgrade 3 Pokémons to Legendary ",3 yêu tinh nâng cấp lên chất lượng cam,포켓몬 3마리 주황색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,14,3,3,1,,,,,,,1200,37,,{gold=3000;5000=3},strengthen-advance
1239,0,"Upgrade 6 Pokémons to Legendary ",6個精靈升至橙色品質,"Upgrade 6 Pokémons to Legendary ",6 yêu tinh nâng cấp lên chất lượng cam,포켓몬 6마리 주황색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,14,6,6,1,,,,,,,1200,38,,{gold=3000;5000=3},strengthen-advance
1240,0,Upgrade 1 Pokémon to Legendary+1,1個精靈升至橙+1品質,Upgrade 1 Pokémon to Legendary+1,Nâng cấp 1 elf lên chất lượng +1 màu cam,포켓몬 1마리 주황색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,15,1,1,1,,,,,,,1200,39,,{gold=3000;5000=3},strengthen-advance
1241,0,Upgrade 3 Pokémons to Legendary+1,3個精靈升至橙+1品質,Upgrade 3 Pokémons to Legendary+1,Nâng cấp 3 yêu tinh lên chất lượng +1 màu cam,포켓몬 3마리 주황색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,15,3,3,1,,,,,,,1200,40,,{gold=3000;5000=3},strengthen-advance
1242,0,Upgrade 6 Pokémons to Legendary+1,6個精靈升至橙+1品質,Upgrade 6 Pokémons to Legendary+1,6 yêu tinh nâng cấp lên chất lượng +1 màu cam,포켓몬 6마리 주황색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,15,6,6,1,,,,,,,1200,41,,{gold=3000;5000=3},strengthen-advance
1243,0,Upgrade 1 Pokémon to Legendary+2,1個精靈升至橙+2品質,Upgrade 1 Pokémon to Legendary+2,1 tinh thần tăng lên màu cam + 2 chất lượng,포켓몬 1마리 주황색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,16,1,1,1,,,,,,,1200,42,,{gold=3000;5000=3},strengthen-advance
1244,0,Upgrade 3 Pokémons to Legendary+2,3個精靈升至橙+2品質,Upgrade 3 Pokémons to Legendary+2,Nâng cấp 3 yêu tinh lên chất lượng cam +2,포켓몬 3마리 주황색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,16,3,3,1,,,,,,,1200,43,,{gold=3000;5000=3},strengthen-advance
1245,0,Upgrade 6 Pokémons to Legendary+2,6個精靈升至橙+2品質,Upgrade 6 Pokémons to Legendary+2,6 yêu tinh nâng cấp lên chất lượng cam +2,포켓몬 6마리 주황색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,16,6,6,1,,,,,,,1200,44,,{gold=3000;5000=3},strengthen-advance
1246,0,Upgrade 1 Pokémon to Legendary+3,1個精靈升至橙+3品質,Upgrade 1 Pokémon to Legendary+3,1 tinh thần tăng lên chất lượng cam +3,포켓몬 1마리 주황색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,17,1,1,1,,,,,,,1200,45,,{gold=3000;5000=3},strengthen-advance
1247,0,Upgrade 3 Pokémons to Legendary+3,3個精靈升至橙+3品質,Upgrade 3 Pokémons to Legendary+3,Nâng cấp 3 yêu tinh lên chất lượng cam +3,포켓몬 3마리 주황색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,17,3,3,1,,,,,,,1200,46,,{gold=3000;5000=3},strengthen-advance
1248,0,Upgrade 6 Pokémons to Legendary+3,6個精靈升至橙+3品質,Upgrade 6 Pokémons to Legendary+3,6 yêu tinh nâng cấp lên chất lượng cam +3,포켓몬 6마리 주황색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,17,6,6,1,,,,,,,1200,47,,{gold=3000;5000=3},strengthen-advance
1249,0,Upgrade 1 Pokémon to Legendary+4,1個精靈升至橙+4品質,Upgrade 1 Pokémon to Legendary+4,1 tinh thần tăng lên chất lượng cam +4,포켓몬 1마리 주황색+4 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,18,1,1,1,,,,,,,1200,48,,{gold=3000;5000=3},strengthen-advance
1250,0,Upgrade 3 Pokémons to Legendary+4,3個精靈升至橙+4品質,Upgrade 3 Pokémons to Legendary+4,Nâng cấp 3 yêu tinh lên chất lượng cam +4,포켓몬 3마리 주황색+4 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,18,3,3,1,,,,,,,1200,49,,{gold=3000;5000=3},strengthen-advance
1251,0,Upgrade 6 Pokémons to Legendary+4,6個精靈升至橙+4品質,Upgrade 6 Pokémons to Legendary+4,6 yêu tinh nâng cấp lên chất lượng +4 màu cam,포켓몬 6마리 주황색+4 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,18,6,6,1,,,,,,,1200,50,,{gold=3000;5000=3},strengthen-advance
1252,0,Upgrade 1 Pokémon to Legendary+5,1個精靈升至橙+5品質,Upgrade 1 Pokémon to Legendary+5,Nâng cấp 1 sprite lên chất lượng cam +5,포켓몬 1마리 주황색+5 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,19,1,1,1,,,,,,,1200,51,,{gold=3000;5000=3},strengthen-advance
1253,0,Upgrade 3 Pokémons to Legendary+5,3個精靈升至橙+5品質,Upgrade 3 Pokémons to Legendary+5,Nâng cấp 3 yêu tinh lên chất lượng cam +5,포켓몬 3마리 주황색+5 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,19,3,3,1,,,,,,,1200,52,,{gold=3000;5000=3},strengthen-advance
1254,0,Upgrade 6 Pokémons to Legendary+5,6個精靈升至橙+5品質,Upgrade 6 Pokémons to Legendary+5,6 yêu tinh nâng cấp lên chất lượng cam +5,포켓몬 6마리 주황색+5 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,19,6,6,1,,,,,,,1200,53,,{gold=3000;5000=3},strengthen-advance
1255,0,Upgrade 1 Pokémon to Marvel,1個精靈升至紅色品質,Upgrade 1 Pokémon to Marvel,1 sprite được nâng cấp lên chất lượng đỏ,포켓몬 1마리 빨간색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,20,1,1,1,,,,,,,1200,54,,{gold=3000;5000=3},strengthen-advance
1256,0,Upgrade 3 Pokémons to Marvel,3個精靈升至紅色品質,Upgrade 3 Pokémons to Marvel,3 yêu tinh được nâng cấp lên chất lượng đỏ,포켓몬 3마리 빨간색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,20,3,3,1,,,,,,,1200,55,,{gold=3000;5000=3},strengthen-advance
1257,0,Upgrade 6 Pokémons to Marvel,6個精靈升至紅色品質,Upgrade 6 Pokémons to Marvel,6 yêu tinh tăng chất lượng đỏ,포켓몬 6마리 빨간색 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,20,6,6,1,,,,,,,1200,56,,{gold=3000;5000=3},strengthen-advance
1258,0,Upgrade 1 Pokémon to Marvel+1,1個精靈升至紅色+1品質,Upgrade 1 Pokémon to Marvel+1,1 sprite được nâng cấp lên chất lượng đỏ+1,포켓몬 1마리 빨간색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,21,1,1,1,,,,,,,1200,57,,{gold=3000;5000=3},strengthen-advance
1259,0,Upgrade 3 Pokémons to Marvel+1,3個精靈升至紅色+1品質,Upgrade 3 Pokémons to Marvel+1,3 yêu tinh được nâng cấp lên chất lượng đỏ+1,포켓몬 3마리 빨간색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,21,3,3,1,,,,,,,1200,58,,{gold=3000;5000=3},strengthen-advance
1260,0,Upgrade 6 Pokémons to Marvel+1,6個精靈升至紅色+1品質,Upgrade 6 Pokémons to Marvel+1,6 yêu tinh tăng chất lượng đỏ+1,포켓몬 6마리 빨간색+1 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,21,6,6,1,,,,,,,1200,59,,{gold=3000;5000=3},strengthen-advance
1261,0,Upgrade 1 Pokémon to Marvel+2,1個精靈升至紅色+2品質,Upgrade 1 Pokémon to Marvel+2,1 sprite được nâng cấp lên chất lượng đỏ+2,포켓몬 1마리 빨간색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,22,1,1,1,,,,,,,1200,60,,{gold=3000;5000=3},strengthen-advance
1262,0,Upgrade 3 Pokémons to Marvel+2,3個精靈升至紅色+2品質,Upgrade 3 Pokémons to Marvel+2,3 yêu tinh được nâng cấp lên chất lượng đỏ+2,포켓몬 3마리 빨간색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,22,3,3,1,,,,,,,1200,61,,{gold=3000;5000=3},strengthen-advance
1263,0,Upgrade 6 Pokémons to Marvel+2,6個精靈升至紅色+2品質,Upgrade 6 Pokémons to Marvel+2,6 yêu tinh tăng chất lượng đỏ+2,포켓몬 6마리 빨간색+2 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,22,6,6,1,,,,,,,1200,62,,{gold=3000;5000=3},strengthen-advance
1264,0,Upgrade 1 Pokémon to Marvel+3,1個精靈升至紅色+3品質,Upgrade 1 Pokémon to Marvel+3,1 sprite được nâng cấp lên chất lượng đỏ+3,포켓몬 1마리 빨간색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,23,1,1,1,,,,,,,1200,63,,{gold=3000;5000=3},strengthen-advance
1265,0,Upgrade 3 Pokémons to Marvel+3,3個精靈升至紅色+3品質,Upgrade 3 Pokémons to Marvel+3,3 yêu tinh được nâng cấp lên chất lượng đỏ+3,포켓몬 3마리 빨간색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,23,3,3,1,,,,,,,1200,64,,{gold=3000;5000=3},strengthen-advance
1266,0,Upgrade 6 Pokémons to Marvel+3,6個精靈升至紅色+3品質,Upgrade 6 Pokémons to Marvel+3,6 yêu tinh tăng chất lượng đỏ+3,포켓몬 6마리 빨간색+3 등급 달성,city/task/icon_ycl.png,Boost Power,增強實力,Boost Power,Tăng cường,실력 증가,9,23,6,6,1,,,,,,,1200,65,,{gold=3000;5000=3},strengthen-advance
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,0,Get 3 Pokémons,獲得3個精靈,Get 3 Pokémons,Nhận 3 yêu tinh,포켓몬 3마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,3,,3,1,,,,,,,1300,1,,{gold=3000;12=10},drawCard
1302,0,Get 6 Pokémons,獲得6個精靈,Get 6 Pokémons,Nhận 6 yêu tinh,포켓몬 6마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,6,,6,1,,,,,,,1300,2,,{gold=3500;12=10},drawCard
1303,0,Get 9 Pokémons,獲得9個精靈,Get 9 Pokémons,Nhận 9 yêu tinh,포켓몬 9마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,9,,9,1,,,,,,,1300,3,,{gold=4000;12=10},drawCard
1304,0,Get 12 Pokémons,獲得12個精靈,Get 12 Pokémons,Nhận 12 yêu tinh,포켓몬 12마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,12,,12,1,,,,,,,1300,4,,{gold=4500;12=10},drawCard
1305,0,Get 15 Pokémons,獲得15個精靈,Get 15 Pokémons,Nhận 15 yêu tinh,포켓몬 15마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,15,,15,1,,,,,,,1300,5,,{gold=5000;12=10},drawCard
1306,0,Get 20 Pokémons,獲得20個精靈,Get 20 Pokémons,Có được 20 yêu tinh,포켓몬 20마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,20,,20,1,,,,,,,1300,6,,{gold=5500;12=10},drawCard
1307,0,Get 25 Pokémons,獲得25個精靈,Get 25 Pokémons,404404,포켓몬 25마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,25,,25,1,,,,,,,1300,7,,{gold=6000;12=10},drawCard
1308,0,Get 30 Pokémons,獲得30個精靈,Get 30 Pokémons,404404,포켓몬 30마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,30,,30,1,,,,,,,1300,8,,{gold=6500;12=10},drawCard
1309,0,Get 35 Pokémons,獲得35個精靈,Get 35 Pokémons,404404,포켓몬 35마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,35,,35,1,,,,,,,1300,9,,{gold=7000;13=10},drawCard
1310,0,Get 40 Pokémons,獲得40個精靈,Get 40 Pokémons,404404,포켓몬 40마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,40,,40,1,,,,,,,1300,10,,{gold=7500;13=10},drawCard
1311,0,Get 45 Pokémons,獲得45個精靈,Get 45 Pokémons,404404,포켓몬 45마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,45,,45,1,,,,,,,1300,11,,{gold=8000;13=10},drawCard
1312,0,Get 50 Pokémons,獲得50個精靈,Get 50 Pokémons,404404,포켓몬 50마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,50,,50,1,,,,,,,1300,12,,{gold=8500;13=10},drawCard
1313,0,Get 55 Pokémons,獲得55個精靈,Get 55 Pokémons,404404,포켓몬 55마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,55,,55,1,,,,,,,1300,13,,{gold=9000;13=10},drawCard
1314,0,Get 60 Pokémons,獲得60個精靈,Get 60 Pokémons,404404,포켓몬 60마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,60,,60,1,,,,,,,1300,14,,{gold=9500;13=10},drawCard
1315,0,Get 65 Pokémons,獲得65個精靈,Get 65 Pokémons,404404,포켓몬 65마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,65,,65,1,,,,,,,1300,15,,{gold=10000;13=10},drawCard
1316,0,Get 70 Pokémons,獲得70個精靈,Get 70 Pokémons,404404,포켓몬 70마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,70,,70,1,,,,,,,1300,16,,{gold=10500;13=10},drawCard
1317,0,Get 75 Pokémons,獲得75個精靈,Get 75 Pokémons,404404,포켓몬 75마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,75,,75,1,,,,,,,1300,17,,{gold=11000;13=10},drawCard
1318,0,Get 80 Pokémons,獲得80個精靈,Get 80 Pokémons,404404,포켓몬 80마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,80,,80,1,,,,,,,1300,18,,{gold=11500;13=10},drawCard
1319,0,Get 90 Pokémons,獲得90個精靈,Get 90 Pokémons,404404,포켓몬 90마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,90,,90,1,,,,,,,1300,19,,{gold=12000;14=10},drawCard
1320,0,Get 100 Pokémons,獲得100個精靈,Get 100 Pokémons,404404,포켓몬 100마리 획득,city/task/icon_ycl.png,Pokémon Expert,寵物達人,Pokémon Expert,Bậc thầy thú cưng,포켓몬의 달인,76,100,,100,1,,,,,,,1300,20,,{gold=12500;14=10},drawCard
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Become VIP 1,達到VIP等級1,Become VIP 1,404404,VIP 1레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,1,,1,1,,,,,,,1400,1,,{gold=50000;12=5},recharge
,0,Become VIP 2,達到VIP等級2,Become VIP 2,404404,VIP 2레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,2,,2,1,,,,,,,1400,2,,{gold=50000;12=5},recharge
,0,Become VIP 3,達到VIP等級3,Become VIP 3,404404,VIP 3레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,3,,3,1,,,,,,,1400,3,,{gold=50000;12=5},recharge
,0,Become VIP 4,達到VIP等級4,Become VIP 4,404404,VIP 4레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,4,,4,1,,,,,,,1400,4,,{gold=50000;12=5},recharge
,0,Become VIP 5,達到VIP等級5,Become VIP 5,404404,VIP 5레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,5,,5,1,,,,,,,1400,5,,{gold=50000;12=5},recharge
,0,Become VIP 6,達到VIP等級6,Become VIP 6,404404,VIP 6레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,6,,6,1,,,,,,,1400,6,,{gold=50000;12=5},recharge
,0,Become VIP 7,達到VIP等級7,Become VIP 7,404404,VIP 7레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,7,,7,1,,,,,,,1400,7,,{gold=50000;12=5},recharge
,0,Become VIP 8,達到VIP等級8,Become VIP 8,404404,VIP 8레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,8,,8,1,,,,,,,1400,8,,{gold=50000;12=5},recharge
,0,Become VIP 9,達到VIP等級9,Become VIP 9,404404,VIP 9레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,9,,9,1,,,,,,,1400,9,,{gold=50000;12=5},recharge
,0,Become VIP 10,達到VIP等級10,Become VIP 10,404404,VIP 10레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,10,,10,1,,,,,,,1400,10,,{gold=50000;12=5},recharge
,0,Become VIP 11,達到VIP等級11,Become VIP 11,404404,VIP 11레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,11,,11,1,,,,,,,1400,11,,{gold=50000;12=5},recharge
,0,Become VIP 12,達到VIP等級12,Become VIP 12,404404,VIP 12레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,12,,12,1,,,,,,,1400,12,,{gold=50000;12=5},recharge
,0,Become VIP 13,達到VIP等級13,Become VIP 13,404404,VIP 13레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,13,,13,1,,,,,,,1400,13,,{gold=50000;12=5},recharge
,0,Become VIP 14,達到VIP等級14,Become VIP 14,404404,VIP 14레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,14,,14,1,,,,,,,1400,14,,{gold=50000;12=5},recharge
,0,Become VIP 15,達到VIP等級15,Become VIP 15,404404,VIP 15레벨 달성,ICON/task/task.png,I‘m Regal!,我是土豪,I‘m Regal!,404404,금수저,5,15,,15,1,,,,,,,1400,15,,{gold=50000;12=5},recharge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Obtained 1 Rare equipment,獲得1件藍色裝備,Obtained 1 Rare equipment,404404,파란색 장비 1개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,1,1,1,,,,,,,1500,1,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 2 pieces of Blue Equip.,獲得2件藍色裝備,Get 2 pieces of Blue Equip.,404404,파란색 장비 2개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,2,2,1,,,,,,,1500,2,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 3 pieces of Blue Equip.,獲得3件藍色裝備,Get 3 pieces of Blue Equip.,404404,파란색 장비 3개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,3,3,1,,,,,,,1500,3,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 4 pieces of Blue Equip.,獲得4件藍色裝備,Get 4 pieces of Blue Equip.,404404,파란색 장비 4개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,4,4,1,,,,,,,1500,4,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 5 pieces of Blue Equip.,獲得5件藍色裝備,Get 5 pieces of Blue Equip.,404404,파란색 장비 5개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,5,5,1,,,,,,,1500,5,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 6 pieces of Blue Equip.,獲得6件藍色裝備,Get 6 pieces of Blue Equip.,404404,파란색 장비 6개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,6,6,1,,,,,,,1500,6,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 7 pieces of Blue Equip.,獲得7件藍色裝備,Get 7 pieces of Blue Equip.,404404,파란색 장비 7개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,7,7,1,,,,,,,1500,7,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 8 pieces of Blue Equip.,獲得8件藍色裝備,Get 8 pieces of Blue Equip.,404404,파란색 장비 8개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,8,8,1,,,,,,,1500,8,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 9 pieces of Blue Equip.,獲得9件藍色裝備,Get 9 pieces of Blue Equip.,404404,파란색 장비 9개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,9,9,1,,,,,,,1500,9,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 10 pieces of Blue Equip.,獲得10件藍色裝備,Get 10 pieces of Blue Equip.,404404,파란색 장비 10개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,10,10,1,,,,,,,1500,10,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 11 pieces of Blue Equip.,獲得11件藍色裝備,Get 11 pieces of Blue Equip.,404404,파란색 장비 11개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,11,11,1,,,,,,,1500,11,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 12 pieces of Blue Equip.,獲得12件藍色裝備,Get 12 pieces of Blue Equip.,404404,파란색 장비 12개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,12,12,1,,,,,,,1500,12,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 13 pieces of Blue Equip.,獲得13件藍色裝備,Get 13 pieces of Blue Equip.,404404,파란색 장비 13개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,13,13,1,,,,,,,1500,13,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 14 pieces of Blue Equip.,獲得14件藍色裝備,Get 14 pieces of Blue Equip.,404404,파란색 장비 14개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,14,14,1,,,,,,,1500,14,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 15 pieces of Blue Equip.,獲得15件藍色裝備,Get 15 pieces of Blue Equip.,404404,파란색 장비 15개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,15,15,1,,,,,,,1500,15,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 16 pieces of Blue Equip.,獲得16件藍色裝備,Get 16 pieces of Blue Equip.,404404,파란색 장비 16개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,16,16,1,,,,,,,1500,16,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 17 pieces of Blue Equip.,獲得17件藍色裝備,Get 17 pieces of Blue Equip.,404404,파란색 장비 17개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,17,17,1,,,,,,,1500,17,,{gold=10000;502=3},strengthen-equipStrengthen
,2,Get 18 pieces of Blue Equip.,獲得18件藍色裝備,Get 18 pieces of Blue Equip.,404404,파란색 장비 18개 획득,ICON/task/task.png,Shiny New Clothes,閃亮新裝,Shiny New Clothes,404404,멋진 새 옷,11,2,18,18,1,,,,,,,1500,18,,{gold=10000;502=3},strengthen-equipStrengthen
