"﻿变量名",markID,level,addType,addScene,natureType,desc,desc_tw,desc_en,desc_vn,desc_kr,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
292108,2922,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
292109,2922,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
292110,2922,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
292111,2922,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
292112,2922,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
292113,2922,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
296001,2961,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
296002,2961,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
296003,2961,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
296004,2961,80,2,0,17,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
296005,2961,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
296006,2961,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
296007,2961,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
296008,2961,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
296009,2961,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
296010,2961,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
296011,2961,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
296012,2961,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
296013,2961,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
299001,2991,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
299002,2991,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
299003,2991,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
299004,2991,80,2,0,14,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
299005,2991,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
299006,2991,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
299007,2991,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
299008,2991,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
299009,2991,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
299010,2991,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
299011,2991,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
299012,2991,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
299013,2991,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
300001,3001,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
300002,3001,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
300003,3001,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
300004,3001,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
300005,3001,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
300006,3001,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
300007,3001,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
300008,3001,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
300009,3001,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
300010,3001,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
300011,3001,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
300012,3001,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
300013,3001,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
301001,3011,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
301002,3011,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
301003,3011,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
301004,3011,80,2,0,6,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
301005,3011,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
301006,3011,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.50%,10,0.50%,,,,,,,,
301007,3011,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
301008,3011,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
301009,3011,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.50%,8,0.50%,,,,,,,,
301010,3011,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
301011,3011,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
301012,3011,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.50%,,,,,,,,,,
301013,3011,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
302001,3021,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
302002,3021,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
302003,3021,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
302004,3021,80,2,0,6,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
302005,3021,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
302006,3021,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
302007,3021,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
302008,3021,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
302009,3021,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
302010,3021,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
302011,3021,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
302012,3021,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
302013,3021,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
314001,3141,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
314002,3141,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
314003,3141,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
314004,3141,80,2,0,16,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
314005,3141,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
314006,3141,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
314007,3141,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
314008,3141,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
314009,3141,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
314010,3141,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
314011,3141,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
314012,3141,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
314013,3141,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
315001,3151,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
315002,3151,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
315003,3151,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
315004,3151,80,2,0,12,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
315005,3151,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
315006,3151,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
315007,3151,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
315008,3151,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
315009,3151,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
315010,3151,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
315011,3151,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
315012,3151,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
315013,3151,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
316001,3161,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
316002,3161,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
316003,3161,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
316004,3161,80,2,0,17,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
316005,3161,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
316006,3161,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
316007,3161,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
316008,3161,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
316009,3161,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
316010,3161,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
316011,3161,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
316012,3161,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
316013,3161,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
317001,3171,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
317002,3171,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
317003,3171,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
317004,3171,80,2,0,13,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
317005,3171,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
317006,3171,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
317007,3171,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
317008,3171,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
317009,3171,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
317010,3171,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
317011,3171,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
317012,3171,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
317013,3171,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
318001,3181,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
318002,3181,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
318003,3181,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
318004,3181,80,2,0,4,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
318005,3181,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
318006,3181,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
318007,3181,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
318008,3181,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
318009,3181,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
318010,3181,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
318011,3181,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
318012,3181,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
318013,3181,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
320001,3201,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
320002,3201,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
320003,3201,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
320004,3201,80,2,0,5,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
320005,3201,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
320006,3201,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
320007,3201,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
320008,3201,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
320009,3201,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
320010,3201,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
320011,3201,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
320012,3201,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
320013,3201,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
321001,3211,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
321002,3211,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
321003,3211,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
321004,3211,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
321005,3211,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
321006,3211,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
321007,3211,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
321008,3211,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
321009,3211,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
321010,3211,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
321011,3211,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
321012,3211,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1.00%,,,,,,,,,,
321013,3211,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
322001,3221,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
322002,3221,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
322003,3221,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
322004,3221,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
322005,3221,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
322006,3221,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
322007,3221,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
322008,3221,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
322009,3221,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
322010,3221,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
322011,3221,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
322012,3221,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
322013,3221,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
324001,3241,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
324002,3241,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
324003,3241,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
324004,3241,80,2,0,15,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
324005,3241,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
324006,3241,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
324007,3241,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
324008,3241,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
324009,3241,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
324010,3241,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
324011,3241,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
324012,3241,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1.00%,,,,,,,,,,
324013,3241,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
325001,3251,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
325002,3251,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
325003,3251,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
325004,3251,80,2,0,3,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
325005,3251,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
325006,3251,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,0.60%,8,0.60%,,,,,,,,
325007,3251,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
325008,3251,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
325009,3251,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,0.60%,,,,,,,,,,
325010,3251,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
325011,3251,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
325012,3251,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,0.60%,10,0.60%,,,,,,,,
325013,3251,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
326001,3261,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
326002,3261,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
326003,3261,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
326004,3261,80,2,0,1,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
326005,3261,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
326006,3261,150,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,7,1.00%,8,1.00%,,,,,,,,
326007,3261,200,1,0,0,%s,%s,%s,%s,%s,17,300,19,300,,,,,,,,
326008,3261,250,1,0,0,%s,%s,%s,%s,%s,9,3%,10,3%,,,,,,,,
326009,3261,300,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,1,1%,,,,,,,,,,
326010,3261,350,1,0,0,%s,%s,%s,%s,%s,11,300,12,300,,,,,,,,
326011,3261,400,1,0,0,%s,%s,%s,%s,%s,22,300,23,300,,,,,,,,
326012,3261,450,3,0,0,All Pokémons %s,所有精靈%s,All Pokémons %s,404404,모든 포켓몬 %s,9,1.00%,10,1.00%,,,,,,,,
326013,3261,500,1,0,0,%s,%s,%s,%s,%s,24,500,,,,,,,,,,
327001,3271,20,1,0,0,All base stats %s,所有基礎屬性%s,All base stats %s,404404,모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
327002,3271,40,1,0,0,%s,%s,%s,%s,%s,1,3%,,,,,,,,,,
327003,3271,60,1,0,0,%s,%s,%s,%s,%s,14,300,15,300,,,,,,,,
327004,3271,80,2,0,12,All base stats %s of Pokémons with %s as its primary type,第一屬性%s精靈所有基礎屬性%s,All base stats %s of Pokémons with %s as its primary type,404404,첫 번째 스탯 %s 포켓몬 모든 기본 스탯 %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
327005,3271,100,1,0,0,%s,%s,%s,%s,%s,7,3%,8,3%,,,,,,,,
