"﻿变量名",_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
609100,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,,,,,"The smoke cleared, and the Infernape and Pikachu were clamped by Team Rockets’ robotic arms.",煙霧散盡，只見烈焰猴和皮卡丘已被火箭隊的機械臂鉗制住了。,"The smoke cleared, and the Infernape and Pikachu were clamped by Team Rockets’ robotic arms.",,연기가 흩어지고 초염몽과 피카츄는 로켓단의 로봇 팔에 집혔다.,,,,,,,,,,,,,,,,,,,,,,,
609101,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,,211,{x=150;y=-150},,How can this kind of scene be missing Team Rockets meow?,這種場面怎麼能少的了火箭隊喵？,How can this kind of scene be missing Team Rockets meow?,,이런 장면에서 로켓단 냐옹이가 어떻게 빠질 수 있나？,,,,,,,,,,,,,,,,,,,,,,,
609102,National Day Activities 5,0,2000,,TRUE,,,,,2,,,2,<36>,,,,"This Infernape is really strong,",這只烈焰猴果然很強的樣子，,"This Infernape is really strong,",,이 초염몽은 역시나 강한 모습이네，,,,,,,,,,,,,,,,,,,,,,,,
609103,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<35>,,,,"Then, us Team Rockets will take it!",那麼，就由我們火箭隊收下了！,"Then, us Team Rockets will take it!",,그럼 우리 로켓단이 받을게!,,,,,,,,,,,,,,,,,,,,,,,
609104,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,,211,{x=150;y=-150},,And we will take Pikachu with us also meow!,皮卡丘也順便一起搶走了喵！,And we will take Pikachu with us also meow!,,피카츄도 같이 빼앗갔다 야옹!,,,,,,,,,,,,,,,,,,,,,,,
609105,National Day Activities 5,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Damn it, free the Infernape and Pikachu right now!",可惡，快把烈焰猴和皮卡丘還回來！,"Damn it, free the Infernape and Pikachu right now!",,"재수없네, 초염몽과 피카츄를 빨리 돌려줘라!",,,,,,,,,,,,,,,,,,,,,,,
609106,National Day Activities 5,0,2000,,TRUE,,,,,1,,,1,,,{x=-100;y=400},,Victory condition: defeat Team Rockets,勝利條件：擊退火箭隊,Victory condition: defeat Team Rockets,,승리 조건: 로켓단을 물리치기.,,,,,,,,,,,,,,,,,,,,,,,
609110,National Day Event 5-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Ha, we won!",哈，贏了！,"Ha, we won!",,"하, 이겼다!",,,,,,,,,,,,,,,,,,,,,,,
609111,National Day Event 5-Win,0,2000,,TRUE,,,,,2,,,2,<35>,,,,"Damn it, we almost caught them!",可惡，差一點就抓到了！,"Damn it, we almost caught them!",,"얄밉다, 하마터면 잡힐 뻔했어!",,,,,,,,,,,,,,,,,,,,,,,
609112,National Day Event 5-Win,0,2000,,TRUE,,,,,2,,,1,<36>,,,,We're blasting off again!,好討厭的感覺！,We're blasting off again!,,정말 싫은 느낌!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609121,National Day Event 6,0,2000,,TRUE,,,,,2,,,1,,,,,"The trapped Infernape was rescued, and it was finally time to say goodbye, but Infernape didn't seem to have any plans to leave.",解救了被困的烈焰猴，終於到了要告別的時候，但烈焰猴似乎沒有離去的打算。,"The trapped Infernape was rescued, and it was finally time to say goodbye, but Infernape didn't seem to have any plans to leave.",,갇힌 초염몽을 구해내고 드디어 작별을 할 때가 됐지만 초염몽은 떠날 생각이 없는 것 같았다.,,,,,,,,,,,,,,,,,,,,,,,
609122,National Day Event 6,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Infernape... Do you want to travel together in the future?,烈焰猴……今後，要一起旅行嗎？,Infernape... Do you want to travel together in the future?,,초염몽...앞으로 같이 여행할래?,,,,,,,,,,,,,,,,,,,,,,,
609123,National Day Event 6,0,2000,,TRUE,,,,,2,,,2,,2023,{x=100;y=-100},,(Putting into a fighting posture and beckoning at you),（擺出了戰鬥的架勢，沖你招了招手）,(Putting into a fighting posture and beckoning at you),,(전투 자세를 취하고 당신에게 손짓을 했다),,,,,,,,,,,,,,,,,,,,,,,
609124,National Day Event 6,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Is this? Are you fighting me? That’s good! I accepted!,這是？在向我發起戰鬥嗎？好！我接受了！,Is this? Are you fighting me? That’s good! I accepted!,,이거? 나보고 싸우는 거야? 좋아! 받아들이겠다!,,,,,,,,,,,,,,,,,,,,,,,
609125,National Day Event 6,0,2000,,TRUE,,,,,2,,,1,<1>,,,,Go! Pikachu!,去吧！皮卡丘！,Go! Pikachu!,,가자! 피카츄!,,,,,,,,,,,,,,,,,,,,,,,
609126,National Day Event 6,0,2000,,TRUE,,,,,1,,,1,,,{x=-100;y=400},,Victory condition: Defeat the Infernape,勝利條件：擊敗烈焰猴,Victory condition: Defeat the Infernape,,승리 조건: 초염몽을 이기기.,,,,,,,,,,,,,,,,,,,,,,,
609130,National Day Event 6-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,It’s time to end this battle!,最後一擊，拜託了！,It’s time to end this battle!,,"마지막 한 방, 부탁해!",,,,,,,,,,,,,,,,,,,,,,,
609131,National Day Event 6-Win,0,2000,,TRUE,,,,,2,,,1,,,,,You threw the Pokéball at the Infernape and put it into the ball. The Pokéball shook twice before making a crisp sound.,你對著烈焰猴擲出了精靈球，將其收進了球內，精靈球晃動了兩下，之後發出了清脆的聲響。,You threw the Pokéball at the Infernape and put it into the ball. The Pokéball shook twice before making a crisp sound.,,"당신은 초염몽을 향해 몬스터볼을 던져 볼 안으로 넣었고, 몬스터볼이 두 번 흔들려 낭랑한 소리가 났다.",,,,,,,,,,,,,,,,,,,,,,,
609132,National Day Event 6-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"Infernape, Get! !",烈焰猴，Get！！,"Infernape, Get! !",,"초염몽, Get!!",,,,,,,,,,,,,,,,,,,,,,,
609133,National Day Event 6-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,"From now on, let’s be the best partner, Flame Monkey!",今後，也請多多指教，烈焰猴！,"From now on, let’s be the best partner, Flame Monkey!",,"앞으로도 잘 부탁해, 초염몽!",,,,,,,,,,,,,,,,,,,,,,,
609134,National Day Event 6-Win,0,2000,,TRUE,,,,,2,,,2,,2023,{x=100;y=-100},,Wawu waka! (Excitedly made the onomatopoeia call of the Infernape),哇唔哇哢！（興奮地發出了烈焰猴的擬聲詞叫聲）,Wawu waka! (Excitedly made the onomatopoeia call of the Infernape),,와우와카! (초염몽이 흥분하는 소리를 냈다),,,,,,,,,,,,,,,,,,,,,,,
609135,National Day Event 6-Win,0,2000,,TRUE,,,,,2,,,1,<1>,,,,...I may have subdued a fake Infernape...,……我可能收服了一隻假的烈焰猴……,...I may have subdued a fake Infernape...,,...나는 가짜 초염몽을 포획한 것 같다...,,,,,,,,,,,,,,,,,,,,,,,
609140,National Day Event 6 - Inside the Battle,0,5000,1,,,,,,3,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,0,4500,1,,,,,,,,,1,,10263,,,"""Welcome to the live broadcast of the World Championship hosted by Pokémon League, I am the host, Mega Ampharos! As usual, before the we start the tournament, let us invite our torchbearer-Charizard! "" ""","""“歡迎來到口袋寶貝聯盟舉辦的世界錦標賽直播現場，我是主持人超級電龍！比賽開始前，照慣例讓我們請出我們的聖火大使——噴火龍！” ""","""Welcome to the live broadcast of the World Championship hosted by Pokémon League, I am the host, Mega Ampharos! As usual, before the we start the tournament, let us invite our torchbearer-Charizard! ""  """,404404,"""""“포켓몬 연맹이 주최한 월드 챔피언십 라이브 현장에 오신 것을 환영합니다. 저는 진행을 맡은 메가전룡입니다! 경기 시작 전에, 관례대로 저희의 성화 대사를 모시겠습니다. 리자몽!”""""",,,,,,,,,,,,,,,,,,,,,,,
817,,4500,4500,1,,,,,,,,,1,,10263,,,"""(A giant creature came flying in the sky, and the audience immediately cheered.) \n ""Charizard!"" ""Charizard!"" ""Charizard!"" ...""","""（空中飛來一隻龐然大物，觀眾們立馬歡呼起來。）\n“噴火龍！”“噴火龍！”“噴火龍！”…""","""(A giant creature came flying in the sky, and the audience immediately cheered.) \n ""Charizard!"" ""Charizard!"" ""Charizard!"" ...""",404404,"""""(공중에서 거대한 물체가 나타나면서, 관중들이 환호하기 시작했다.) \n“리자몽!” “리자몽!” “리자몽!”…""""",,,,,,,,,,,,,,,,,,,,,,,
818,,9000,4500,1,,,,,,,,,1,,10263,,,"""(Charizard lands on the torch in the middle of the arena and retracts its wings, while the trainers who are participating in the tournament bow their heads in awe. It then turn its head to the torch, and breathe a ball of fire. ) ""","""（噴火龍落在競技場中央的聖火臺上收起翅膀，向場上參加本次比賽的選手們低頭致意。接著它把頭轉向聖火台，噴出了一口火焰。） ""","""(Charizard lands on the torch in the middle of the arena and retracts its wings, while the trainers who are participating in the tournament bow their heads in awe. It then turn its head to the torch, and breathe a ball of fire. )  """,404404,"""""(리자몽은 경기장 중앙의 성화대에 내려앉아 날개를 접었고, 이번 대회에 참가한 선수들에게 고개를 숙여 인사를 했다. 그러고는 성화대로 고개를 돌려 화염 브레스를 뿜었다.) """"",,,,,,,,,,,,,,,,,,,,,,,
819,,13500,4500,1,,,,,,,,,1,,10263,,,"""(The torch is lit with raging flames... All trainers will be reciting the pledge before the frames!)""","""（聖火臺上燃起了熊熊烈火…在聖火照耀下，選手們宣誓開始！)""","""(The torch is lit with raging flames... All trainers will be reciting the pledge before the frames!)"" ",404404,"""""(성화대는 불이 활활 타오르고 있었다... 성화의 불빛 아래에서, 선수들이 시작을 선언했다!)""""",,,,,,,,,,,,,,,,,,,,,,,
820,,18000,1500,1,,,,,,3,,,,,,,,,,,,,"""""I hereby pledge to uphold the spirit of the Pokémon Alliance and fight in fairness and honesty...!"" """" ""","""“我宣誓，我等將遵照口袋寶貝聯盟的精神，堂堂正正進行戰鬥……!”""""","""""I hereby pledge to uphold the spirit of the Pokémon Alliance and fight in fairness and honesty...!"" """" """,404404,"""""“나는 이 자리에서, 포켓몬 연맹의 정신을 따라, 정정당당하게 싸울 것을 맹세합니다......! ”""""""",2,,,,,,,,,,,,,,,,,
821,,19500,1500,1,,,,,,3,,,,,,,,,,,,,"""""I pledge that...!""","""“我宣誓…！”""","""""I pledge that...!""",404404,"""“맹세합니다...!”""",7,,,,,,,,,,,,,,,,,
822,,21000,1500,1,,,,,,3,,,,,,,,,,,,,"""""I pledge that...!""","""“我宣誓…！”""","""""I pledge that...!""",404404,"""“맹세합니다...!”""",4,,,,,,,,,,,,,,,,,
823,,22500,1500,1,,,,,,3,,,,,,,,,,,,,"""""I pledge that...!""","""“我宣誓…！”""","""""I pledge that...!""",404404,"""“맹세합니다...!”""",9,,,,,,,,,,,,,,,,,
824,,24000,1500,1,,,,,,3,,,,,,,,,,,,,"""""I pledge that...!""","""“我宣誓…！”""","""""I pledge that...!""",404404,"""“맹세합니다...!”""",6,,,,,,,,,,,,,,,,,
825,,25500,1500,1,,,,,,3,,,,,,,,,,,,,"""""I pledge that...!""","""“我宣誓…！”""","""""I pledge that...!""",404404,"""“맹세합니다...!”""",11,,,,,,,,,,,,,,,,,
826,,27000,6000,1,,,,0,,,,,2,,10263,,,""""" After listening to the pledge taken by the trainers, I am looking forward to this tournament even more. Now that all trainers are ready, I shall announce that the tournament has officially started! """"","""“聽完各位選手的宣誓，我對本次比賽變得更加期待。既然各位選手現在都已準備完畢，那麼我宣佈——本次比賽正式開始！”""",""""" After listening to the pledge taken by the trainers, I am looking forward to this tournament even more. Now that all trainers are ready, I shall announce that the tournament has officially started! """"",404404,"""""“각 선수들의 선언을 들어보니, 저는 이번 대회에 기대감이 매우 커졌습니다. 각 선수들이 준비가 끝난 것 같으니, 이제 이번 대회의 시작을 알리겠습니다!”""""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,0,4500,0,,,,,,,,,1,,10131,,,"""""Wow, what an exciting World Championship! Now I would like to invite the champion of this World Championship, the representative of all Pokémon trainers - Ash of Pallet Town, to say a few words on the torch podium!"" nAsh… My name!""","""“哇，這次世界錦標賽真是精彩極了！下面我想請本次世界錦標賽的冠軍，口袋妖怪的訓練師代表——真新鎮的小智登上聖火台發言！”\n小智…我的名字！""","""""Wow, what an exciting World Championship!   Now I would like to invite the champion of this World Championship, the representative of all Pokémon trainers - Ash of Pallet Town, to say a few words on the torch podium!"" nAsh… My name!""",404404,"""""“와, 이번 월드 챔피언십은 정말로 눈이 즐거웠습니다! 다음은 이번 월드 챔피언십의 챔피언, 포켓몬 트레이너의 대표, 태초마을의 지우를 성화대로 모셔 발언을 하겠습니다!” \n지우... 내 이름이야!""""",,,,,,,,,,,,,,,,,,,,,,,
851,,4500,4500,0,,,,0,,,,,2,,10131,,,"""""... Ash, wake up! Isn't today is your first day as a Pokémon Trainer?!...""\n...... um... it's mum's voice. Ah, I was dreaming! I'm gonna be late!""","""“…小智，起床了！今天可是你成為口袋妖怪訓練師的第一天喲！…”\n……老媽的聲音，啊！我是在睡覺做夢，要遲到了！""","""""... Ash, wake up! Isn't today is your first day as a Pokémon Trainer?!...""\n...... um... it's mum's voice. Ah, I was dreaming! I'm gonna be late!""",404404,"""""“...지우야, 일어나렴! 오늘은 너가 포켓몬 트레이너가 되는 첫날이란다!...” \n......엄마의 목소리에, 아! 내가 꿈꾸느라 늦었겠어!""""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008611,,0,3000,1,,,,,,,,,1,,10011,,,"""The unit on the left shall speak first. You will see the game pausing and a dialog box is displayed below. Tap to display immediately, tap again to enter the next chapter. Do not write too much so that you don't exceed the maximum word count. ""","""左邊單位先進行對話。你已看到遊戲暫停並在下方顯示了一個對話方塊。點擊可以立即顯示完畢，再次點擊將進入下一段劇情。注意文字不要寫太多，以免超出。 ""","""The unit on the left shall speak first. You will see the game pausing and a dialog box is displayed below. Tap to display immediately, tap again to enter the next chapter. Do not write too much so that you don't exceed the maximum word count.  """,404404,"""""좌측 유닛이 먼저 대화를 합니다. 당신은 지금 게임이 잠시 멈추고, 아래에 나타난 대화창을 보았을 겁니다 클릭 시 즉시 완료 화면이 뜨고, 다시 클릭 시 다음 스토리로 넘어갑니다. 너무 많은 텍스트를 입력하지는 마세요. """"",,,,,,,,,,,,,,,,,,,,,,,
1008612,,3000,3000,1,,,,,,,,,2,,10013,,,"""The unit on the right begins to speak. Next, we'll show you how speech bubbles work. Do not configure speech bubbles and dialogue in the same story at the same time, although there shouldn't be any problem in matching them.""","""現在右邊的單位開始說話了。接下來將進行一個氣泡的演示。氣泡和對話不要同時配置在同一段劇情內，雖然配在一起也沒啥問題。""","""The unit on the right begins to speak. Next, we'll show you how speech bubbles work. Do not configure speech bubbles and dialogue in the same story at the same time, although there shouldn't be any problem in matching them.""",404404,"""이제 우측의 유닛이 말을 합니다. 다음은 말풍선 시연을 보여드리겠습니다. 말풍선과 대화는 동일 스토리에 설정하지 말아주세요. 그렇게 하셔도 문제는 없겠지만 말이죠.""",,,,,,,,,,,,,,,,,,,,,,,
1008613,,6000,3000,1,,,,,,,,,1,,10011,,,"""Bubbles will be displayed at the top of positions No. 2 and 7. If there is no target on the field that corresponds to the position where the bubble is displayed, the error will not be reported, but will not be displayed.:""","""2號位置和7號位置頭頂將會顯示氣泡，氣泡顯示位置對應的場上目標不存在的話，不會報錯，只是不顯示。""","""Bubbles will be displayed at the top of positions No. 2 and 7. If there is no target on the field that corresponds to the position where the bubble is displayed, the error will not be reported, but will not be displayed.:""",404404,"""""2호 슬롯과 7호 슬롯 머리 위에 말풍선이 나타날 겁니다. 장소에서 말풍선이 나타난 위치에 상응하는 목표가 존재하지 않으면, 에러가 난 것이 아니고, 그저 나타나지 않는 것뿐입니다.""""",,,,,,,,,,,,,,,,,,,,,,,
1008614,,9500,3000,0,,,,,,3,,,,,,,,,,,,,"""Hello, this is No. 2 speaking""","""hello，2號位在說話""","""Hello, this is No. 2 speaking""",404404,"""""하이, 2번이 말하는 중이야""""",2,,,,,,,,,,,,,,,,,
1008615,,11500,3000,0,,,,,,3,,,,,,,,,,,,,"""Hi, I'm number 7.""","""你好，我是7號位的""","""Hi, I'm number 7.""",404404,"""""안녕, 나는 7번이야""""",7,,,,,,,,,,,,,,,,,
1008616,,14500,0,0,,,,,,3,,,,,,,,,,,,,"""No such role. This story can be used as a random status condition duration extension, nothing has to be done""","""沒有的位置。可以把本段劇情當作隨便的一個控制延遲時間用的，什麼都不做處理""","""No such role. This story can be used as a random status condition duration extension, nothing has to be done""",404404,"""""존재하지 않는 자리. 이번 스토리를 시간 때우기로 생각하고, 아무것도 안 해도 돼""""",999,,,,,,,,,,,,,,,,,
1008617,,17500,3000,1,,,,,,,,,1,,10011,,,"""Roger. Note that you only need to configure the starting ID of the story, it will automatically increase the search and the story will not be the same. Do not configure the IDs together. ""","""對話完畢。注意配置時，只需要配置一段劇情的起始id即可，會自動自增尋找，所以不是同一段劇情的，id不要連在一起配置。""","""Roger. Note that you only need to configure the starting ID of the story, it will automatically increase the search and the story will not be the same. Do not configure the IDs together. """,404404,"""""대화 완료. 주의: 설정 시, 일부 스토리의 시작 id만 설정하면 자동으로 설정이 완료되오니, 동일한 스토리가 아닐 경우에는 id를 함께 설정해주지 마세요.""""",,,,,,,,,,,,,,,,,,,,,,,
1008618,,20500,3000,1,,,,0,,,,,2,,10013,,,"""I configured it this way, and this is the effect I get. If you configure it this way, you will get the same effect as I do. --Jackie Chan""","""我是這麼配置的，我看到的效果是這樣的。你按照這種方式配置，那你看到的效果也會是這樣的。 ——jackie chan""","""I configured it this way, and this is the effect I get. If you configure it this way, you will get the same effect as I do.  --Jackie Chan""",404404,"""""저는 이렇게 설정해 뒀고, 제가 보는 장면은 이렇습니다. 이런 방식으로 설정하면, 당신이 보는 장면도 똑같을 거예요. ——jackie chan""""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008621,,0,3000,0,,,,,,3,,,,,,,,,,,,,"""Hi warrior, I'm Sailiya""","""你好呀勇士，我是賽利亞""","""Hi warrior, I'm Sailiya""",404404,"""""안녕 용사님, 나는 세리아라고 해""""",1,,,,,,,,,,,,,,,,,
1008622,,2500,3000,0,,,,0,,3,,,,,,,,,,,,,"""Watch out, enemies ahead! Get on the car!""","""小心，前方有敵人！快上車！""","""Watch out, enemies ahead! Get on the car!""",404404,"""""조심해, 전방에 적이 있어! 어서 차에 올라타!""""",8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008631,,0,3000,1,,,,0,,,,,1,,10011,,,"""At the end of the battle, the story triggers a configuration of 99 turns. AHHHHHHHHHHHHHHHHHHH""","""戰鬥結束時，劇情觸發配置回合數為99。啊啊啊啊啊啊啊啊啊啊啊啊啊啊""","""At the end of the battle, the story triggers a configuration of 99 turns. AHHHHHHHHHHHHHHHHHHH""",404404,"""""전투 종료 시, 스토리 발성 작동 라운드 수는 99입니다. 아아아아아아아아아아아아""""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1001,0,3000,1,,,,,,,,,1,<0>,,,,"""Adventure makes me happy. Oh, something seems to be right ahead""",冒險真讓人開心啊，前面好像出現了些什麼,"""Adventure makes me happy. Oh, something seems to be right ahead""",404404,"""모험은 사람을 즐겁게 해주지, 앞에 뭔가가 나타났어""",,,,,,,,,,,,,,,,,,,,,,,
,1002,3000,3000,1,,,,,,,,,2,<15>,,,,"""Oh, you're a rookie adventurer too?""",哦呀，你也是新人冒險家麼？,"""Oh, you're a rookie adventurer too?""",404404,"""어라, 너도 새로 온 모험가야?""",,,,,,,,,,,,,,,,,,,,,,,
,1003,6000,3000,1,,,,,,,,,1,<0>,,,,"""Yeah, I just got a Pokémon. Well then, let's fight!""",是啊，我剛拿到了精靈，既然對上了眼神，來對戰吧！,"""Yeah, I just got a Pokémon. Well then, let's fight!""",404404,"""맞아, 방금 포켓몬을 얻었지. 인사는 여기까지 하고, 배틀을 하자!""",,,,,,,,,,,,,,,,,,,,,,,
,1004,9500,3000,1,,,,,,,,,2,<15>,,,,"""Sure, but promise me that you'll go on a date with me if you lose!""",好啊，不過你可要答應我，輸了就要陪我約會哦,"""Sure, but promise me that you'll go on a date with me if you lose!""",404404,"""좋아, 그전에, 너가 지면 나랑 데이트하겠다고 약속해""",,,,,,,,,,,,,,,,,,,,,,,
,1005,11500,3000,1,,,,,,,,,1,<0>,,,,"""Don't worry, I'm not losing!""",你放心好了，我可不會輸！,"""Don't worry, I'm not losing!""",404404,"""걱정 말라고, 내가 지는 일은 없을 테니까!""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1011,0,3000,1,,,,,,,,,2,<15>,,,,"""Hmph, this is infuriating! Can't you be kinder to girls?!""",哎呀呀，好氣啊，你就不會讓讓女孩子嘛！,"""Hmph, this is infuriating! Can't you be kinder to girls?!""",404404,"""아야얏, 너무해, 여자애를 상대로 봐주지도 않고!""",,,,,,,,,,,,,,,,,,,,,,,
,1012,3000,3000,1,,,,,,,,,1,<0>,,,,How could I concede before winning or losing?,在勝負面前，我怎麼可能會退讓。,How could I concede before winning or losing?,404404,"""그래도 승부인데, 봐줄 리가.""",,,,,,,,,,,,,,,,,,,,,,,
,1013,6000,3000,1,,,,,,,,,2,<15>,,,,That's so lame,真沒意思,That's so lame,404404,재미없어,,,,,,,,,,,,,,,,,,,,,,,
,1014,9500,3000,1,,,,,,,,,1,<0>,,,,Let's fight again in the future!,以後再來對戰吧,Let's fight again in the future!,404404,다음에 또 배틀하자,,,,,,,,,,,,,,,,,,,,,,,
,1015,11500,3000,1,,,,,,,,,2,<15>,,,,(tongue out),（吐舌頭）,(tongue out),404404,(메롱),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,0,3000,1,,,,,,,,,1,<0>,,,,"""Hey, I think a Charmander is there.""",誒，那裡好像有只小火龍,"""Hey, I think a Charmander is there.""",404404,"""어, 저기에 파이리아 있는 거 같아""",,,,,,,,,,,,,,,,,,,,,,,
2002,,3000,3000,1,,,,,,,,,1,<0>,,,,Try catching it!,嘗試著去捕捉它把！,Try catching it!,404404,저 녀석을 잡아보자!,,,,,,,,,,,,,,,,,,,,,,,
2003,,6000,3000,1,,,,,,,,,2,,10011,,,Aw!!,嘎唔！！,Aw!!,404404,꺄아!!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,测试,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,,0,2000,1,TRUE,,,,,,,,1,<1>,,,,It's finally come to this.,終於到了這一步了。,It's finally come to this.,404404,드디어 여기까지 왔어.,,,,,,,,,,,,,,,,,,,,,,,
5002,,4000,2000,1,TRUE,,,,,,,,1,<1>,,,,"""Alain you're strong, I shall give my all!""",艾嵐你很強，就讓我全力以赴吧！,"""Alain you're strong, I shall give my all!""",404404,"""알랭, 너인만큼, 전력으로 나서주마!""",,,,,,,,,,,,,,,,,,,,,,,
5003,,8000,2000,,,,,,,,,,2,<31>,,,,I have also been looking forward to fighting against you here.,我一直也都期待著，能在這兒和你對戰。,I have also been looking forward to fighting against you here.,404404,나는 이곳에서 너와 배틀하는 날을 계속 기대하고 있었지.,,,,,,,,,,,,,,,,,,,,,,,
,,12000,2000,1,,,,,,,,,2,<31>,,,,"""But for this battle, I'll not go easy on you!""",但是這場戰鬥，我是不會讓步的！,"""But for this battle, I'll not go easy on you!""",404404,"""그래도 이번 배틀은, 절대 봐주지 않을 거야!""",,,,,,,,,,,,,,,,,,,,,,,
,,16000,2000,,,,,,,,,,1,<1>,,,,C'mon!,來吧！,C'mon!,404404,와라!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,,500,1500,,,,,,,,,,1,<1>,,,,"""Greninja, it's is enough for the opponent!""",甲賀忍蛙，對手的分量已經足夠！,"""Greninja, it's is enough for the opponent!""",404404,"""개굴닌자, 상대는 충분해!""",,,,,,,,,,,,,,,,,,,,,,,
5103,,2000,4000,,,,,,,3,,,,,,,,,,,,,"""""I hereby pledge to uphold the spirit of the Pokémon Alliance and fight in fairness and honesty...!"" """" ""","""“我宣誓，我等將遵照口袋寶貝聯盟的精神，堂堂正正進行戰鬥……!”""""","""""I hereby pledge to uphold the spirit of the Pokémon Alliance and fight in fairness and honesty...!"" """" """,404404,"""""“나는 이 자리에서, 포켓몬 연맹의 정신을 따라, 정정당당하게 싸울 것을 맹세합니다......! ”""""""",2,,,,,,,,,,,,,,,,,
5104,,3000,3000,,,,,,,3,,,,,,,,,,,,,"""""I pledge that...!""","""“我宣誓…！”""","""""I pledge that...!""",404404,"""“맹세합니다...!”""",7,,,,,,,,,,,,,,,,,
5108,,6000,,,,,,,,1,,,,,,,,"""It’s time to fight, you need to control your Pokémons to beat the opponent""",開始戰鬥了，你需要控制自己的精靈去擊敗對手,"""It’s time to fight, you need to control your Pokémons to beat the opponent""",404404,"""전투가 시작됐어, 자신의 포켓몬을 조종해서 상대를 이겨야 해""",,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,404404,로토무 도감,,,,,,,
5109,,6000,5000,,,,,,,3,,,,,,,,,,,,,"""""I pledge that...!""","""“我宣誓…！”""","""""I pledge that...!""",404404,"""“맹세합니다...!”""",1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,,0,2000,,,,,,,,,,1,<1>,,,,Let's show him what we've got!,讓他見識一下我們最強的一面吧！,Let's show him what we've got!,404404,우리의 최강의 모습을 보여주자!,,,,,,,,,,,,,,,,,,,,,,,
5202,,2000,2000,,,,,,,,,,2,<31>,,,,"""Thank you, Ash. I've been waiting for you.""",謝謝你，小智，我一直在等你的全力。,"""Thank you, Ash. I've been waiting for you.""",404404,"""고마워 지우야, 너의 전력을 기다리고 있던 참이야.""",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
