变量名,key,text,text_tw,text_en,text_vn,text_kr
8200,hasUsedNow,%S is currently used!,當前已經使用%s了哦！,%S is currently used!,,
8201,treasureAchievements,Treasure achievements,寶藏成就,Treasure achievements,,
8202,signetInfoIn,"In %s,",在%s中，,"In %s,",,%s에서，
8203,signetInfoBeiDong,passive,被動,passive,,패시브
8204,onlineFightExpandServers,Looking for opponents on a larger scale,正在更大範圍尋找對手中,Looking for opponents on a larger scale,,
8205,dailyTasks,Daily task,每日任務,Daily task,,
8206,gridWalkRuleTips,#C0x5B545B# Cumulative number of treasure points rewards: #C0xF76B45#%s,#C0x5B545B#累計獲得寶藏點獎勵的次數：#C0xF76B45#%s,#C0x5B545B# Cumulative number of treasure points rewards: #C0xF76B45#%s,,
8207,horseRaceTip,"The %d round has not yet started, and prize-winning guessing time remaining",第%d輪比賽尚未開始，有獎競猜時間剩餘,"The %d round has not yet started, and prize-winning guessing time remaining",,
8208,horseRaceStartTip,"The %d round is about to start, countdown",第%d輪比賽即將開始，倒計時,"The %d round is about to start, countdown",,
8209,horseRaceOpenTip,"The first round of competition has ended, the second round of the prize-winning guessing will start at %d:00",第1輪比賽已經結束，第2輪比賽的有獎競猜將在%d:00開啟,"The first round of competition has ended, the second round of the prize-winning guessing will start at %d:00",,
8210,horseRaceNextOpenTip,"Today’s competition has ended, and the prize-winning guessing for tomorrow’s game will start at %d:00 tomorrow morning!",今日比賽已經結束，明天比賽的有獎競猜將於明天早上%d:00開啟!,"Today’s competition has ended, and the prize-winning guessing for tomorrow’s game will start at %d:00 tomorrow morning!",,
8211,horseRaceEndTime,Event remaining time: %s,活動剩餘時間:%s,Event remaining time: %s,,이벤트 남은 시간:%s
8212,horseRaceActive,"There are two rounds of competition each day: %d:00 and %d:00 start on time, and a prize-winning guessing can be done before each round! (Note: Guessing cannot be done in the last 3 minutes before the start of the competition)","每天兩輪比賽:%d:00和%d:00準時開賽,每輪比賽前都可進行有獎競猜! (註: 開賽前最後3分鐘內無法進行競猜)","There are two rounds of competition each day: %d:00 and %d:00 start on time, and a prize-winning guessing can be done before each round! (Note: Guessing cannot be done in the last 3 minutes before the start of the competition)",,
8213,horseRacePerson,#Pfont/youmi1.ttf#The whole server already has #Pfont/youmi1.ttf##C0x42ED4E#%d#Pfont/youmi1.ttf##C0xFFFFFF# people place a bet,#Pfont/youmi1.ttf#全服已有#Pfont/youmi1.ttf##C0x42ED4E#%d#Pfont/youmi1.ttf##C0xFFFFFF#人下註,#Pfont/youmi1.ttf#The whole server already has #Pfont/youmi1.ttf##C0x42ED4E#%d#Pfont/youmi1.ttf##C0xFFFFFF# people place a bet,,
8214,horseRaceBetClose,", has closed the prize guessing",",已關閉有獎競猜",", has closed the prize guessing",,
8215,horseRaceAlreadyBet,You have already guessed,你已經競猜過了,You have already guessed,,
8216,horseRaceHasBet,"#Pfont/youmi1.ttf##C0x5B545B#Congratulations on your guess  #Pfont/youmi1.ttf##C0xF9861C#%s#Pfont/youmi1.ttf##C0x5B545B# After hard work, won the #Pfont/youmi1.ttf ##C0xF9861C#%d#Pfont/youmi1.ttf##C0x5B545B# prize!",#Pfont/youmi1.ttf##C0x5B545B#恭喜你競猜的#Pfont/youmi1.ttf##C0xF9861C#%s#Pfont/youmi1.ttf##C0x5B545B#經過努力，獲得了比賽的第#Pfont/youmi1.ttf##C0xF9861C#%d#Pfont/youmi1.ttf##C0x5B545B#名!,"#Pfont/youmi1.ttf##C0x5B545B#Congratulations on your guess  #Pfont/youmi1.ttf##C0xF9861C#%s#Pfont/youmi1.ttf##C0x5B545B# After hard work, won the #Pfont/youmi1.ttf ##C0xF9861C#%d#Pfont/youmi1.ttf##C0x5B545B# prize!",,
8217,horseRaceNotBet,"#Pfont/youmi1.ttf##C0x5B545B#Congratulations #Pfont/youmi1.ttf##C0xF9861C#%s#Pfont/youmi1.ttf##C0x5B545B# After hard work, won the #Pfont/youmi1.ttf##C0xF9861C#1 #Pfont/youmi1.ttf##C0x5B545B# prize!",#Pfont/youmi1.ttf##C0x5B545B#恭喜#Pfont/youmi1.ttf##C0xF9861C#%s#Pfont/youmi1.ttf##C0x5B545B#經過努力，獲得了第#Pfont/youmi1.ttf##C0xF9861C#1#Pfont/youmi1.ttf##C0x5B545B#名!,"#Pfont/youmi1.ttf##C0x5B545B#Congratulations #Pfont/youmi1.ttf##C0xF9861C#%s#Pfont/youmi1.ttf##C0x5B545B# After hard work, won the #Pfont/youmi1.ttf##C0xF9861C#1 #Pfont/youmi1.ttf##C0x5B545B# prize!",,
8218,horseRace,Pokémon racing season,精靈賽跑季,Pokémon racing season,,
8219,horseRaceID,No. %d %s,%d號 %s,No. %d %s,,
8220,horseRaceSpeed,Speed: %d,速度: %d,Speed: %d,,
8221,horseRaceStamina,Stamina: %d,體力: %d,Stamina: %d,,
8222,horseRaceSprintTime,Sprint time: %.1fs,沖刺時間: %.1fs,Sprint time: %.1fs,,
8223,horseRaceSprint,Sprint probability: %d%%,沖刺概率: %d%%,Sprint probability: %d%%,,
8224,gridWalkShopTips,Are you sure to leave without buying anything? (It will only open once each time you encounter a small shop),確定什麽都不買就離開嘛？（每遇到小店只會打開一次哦）,Are you sure to leave without buying anything? (It will only open once each time you encounter a small shop),,
8225,anniversary,Anniversary,周年慶,Anniversary,,
8226,horseRaceRecordDay,Day %s,第 %s 日,Day %s,,
8227,horseRaceRecordTurn,Round %s,第 %s 輪,Round %s,,
8228,horseRaceRecordRank,%S prize,第 %s 名,%S prize,,
8229,braveChallengeFirstBox,Obtained after the first clearance,首次通關後獲得,Obtained after the first clearance,,
8230,braveChallengeRareBadge,Rare Medal,稀有勛章,Rare Medal,,
8231,braveChallengeNormalBadge,Ordinary Medal,普通勛章,Ordinary Medal,,
8232,braveChallenge,Brave Challenge,勇者挑戰,Brave Challenge,,
8233,horseRaceDoNotBet,Cannot bet on the current time,當前時間不可競猜下註,Cannot bet on the current time,,
8234,horseRaceNoBet,Unable to bet,不可下註,Unable to bet,,
8235,braveChallengeGameTimes,Today's attempt:,今日次數：,Today's attempt:,,
8236,horseRaceOver,Event is over,感謝參與,Event is over,,
8237,horseRaceNoMatch,"There is no show information currently ",當前沒有場次信息,"There is no show information currently ",,
8238,activityTime,"Event time: ",活動時間:,"Event time: ",,이벤트 시간:
8239,round,round,回合,round,,
8240,couponShop,Voucher Shop,禮券商店,Voucher Shop,,
8241,bcSelectCardTip02,Selection quantity is full,選擇數量已滿,Selection quantity is full,,
8242,bcGateTip01,#C0x5B545B##Pfont/youmi1.ttf# Effect description: #C0x5B545B#%s,#C0x5B545B##Pfont/youmi1.ttf#效果說明:#C0x5B545B#%s,#C0x5B545B##Pfont/youmi1.ttf# Effect description: #C0x5B545B#%s,,
8243,bcGateTip02,"After conceding defeat, the process of this round of battle will be cleared. Do you want to continue?",認輸後本輪戰鬥的進程將會被清空 是否還要繼續？,"After conceding defeat, the process of this round of battle will be cleared. Do you want to continue?",,
8244,bcActivityTime,Event remaining time: %s,活動剩餘時間:  %s,Event remaining time: %s,,이벤트 남은 시간:%s
8245,bcSelectCardTip,"The number of Pokémons is insufficient, please continue to choose",精靈的數量不足，請繼續選擇,"The number of Pokémons is insufficient, please continue to choose",,
8246,braveChallengeBadgeTip,"Most of the medals are only valid for this round of battle. After this round of battle is over, all the medals obtained in this round will be disappear.",絕大多數的勛章僅對本輪戰鬥有效，本輪戰鬥結束後，在本輪中獲得的勛章將會全部消失,"Most of the medals are only valid for this round of battle. After this round of battle is over, all the medals obtained in this round will be disappear.",,
8247,bcGateTip03,First,首次,First,,
8248,bcGateTip04,Obtained,已獲得,Obtained,,
8249,bcTitle,Select Pokémon,精靈選擇,Select Pokémon,,
8250,gridWalkSteerTips,"After use, the direction of movement can be reversed (treasure chest is away from %s suqare after reversed)",使用後可反轉移動方向（反轉後距寶箱%s格）,"After use, the direction of movement can be reversed (treasure chest is away from %s suqare after reversed)",,
8251,playPasswordBuyVipTips,Only %s days left until the end of the current pass. Do you want to continue to purchase the master pass?,距離本期通行證結束只剩下%s天，是否繼續購買豪華版通行證？,Only %s days left until the end of the current pass. Do you want to continue to purchase the master pass?,,
8252,SigninPasswordBuyVipTips,Only %s days left of the luxury login event. Are you sure to purchase the luxury version rewards?,豪華登錄活動只剩下最後%s天，是否確認購買豪華版獎勵？,Only %s days left of the luxury login event. Are you sure to purchase the luxury version rewards?,,
8253,bcSelectCardTip03,"Choose the same Pokémon for %d consecutive rounds to start, can get an additional medal",連續%d局選擇相同的精靈開局，可額外獲得一個勛章,"Choose the same Pokémon for %d consecutive rounds to start, can get an additional medal",,
8254,bcGateTip05,Please keep up,請再接再厲,Please keep up,,
8255,canOpen,Can be opened,可開啟,Can be opened,,개방 가능
8256,horseRaceBetTips,#C0x5B545B# is about to consume %d#Icommon/icon/icon_diamond.png-56-56# diamonds for guessing. Each round can only bet one Pokémon. Do you want to continue?,#C0x5B545B#即將消耗%d#Icommon/icon/icon_diamond.png-56-56#鉆石進行競猜，每輪比賽只能競猜下註一隻精靈，是否繼續？,#C0x5B545B# is about to consume %d#Icommon/icon/icon_diamond.png-56-56# diamonds for guessing. Each round can only bet one Pokémon. Do you want to continue?,,
8257,horseRacePoint,Current accumulated points: %d,目前累計積分: %d,Current accumulated points: %d,,
8258,allTeamActiveText,(Team Wide):,(全隊生效),(Team Wide):,,(전체 적용)
8259,feelOneKeyText,Currently only consuming general materials,當前只消耗屬性通用材料,Currently only consuming general materials,,현재 타입 통용 재료만 소모
8260,feelOneKeyTitleText,The quick upgrade will consume the checked favorability materials:,快速升級將消耗勾選的好感度材料：,The quick upgrade will consume the checked favorability materials:,,빠른 레벨업 시 선택한 호감도 재료 소모:
8261,preventFraudChatTips,"Dear trainer, please don't believe in any advertising information such as recharge discounts on World Channels, and be wary of the behavior of buying accounts in private chats. These are all online scams! If you encounter any suspicious information, please feel free to contact customer service for feedback, wish you enjoy our game!",尊敬的訓練家，請不要相信任何世界頻道充值折扣等廣告資訊，警惕小號私聊購買賬號的行為，這些都是網絡詐騙！如遇到任何可疑資訊請隨時與客服聯系反饋，祝您遊戲愉快！,"Dear trainer, please don't believe in any advertising information such as recharge discounts on World Channels, and be wary of the behavior of buying accounts in private chats. These are all online scams! If you encounter any suspicious information, please feel free to contact customer service for feedback, wish you enjoy our game!",,
8262,preventFraudPosterTitle,#Pfont/youmi1.ttf#Be vigilant and beware of account fraud,"#Pfont/youmi1.ttf#提高警惕,謹防賬號詐騙",#Pfont/youmi1.ttf#Be vigilant and beware of account fraud,,
8263,preventFraudPosterDes1,"#Pfont/youmi1.ttf#Usage:\n#Pfont/youmi.ttf#PM you and want to buy our account, but without using the formal platform! \nPrice is falsely high, with the intent to lure a deal! \nTrading cash withdrawal, but also cheating fees!",#Pfont/youmi1.ttf#慣用手法：\n#Pfont/youmi.ttf#私聊買號，不走正規平臺！\n出價虛高，意圖引誘交易！\n交易提現，還要騙手續費！,"#Pfont/youmi1.ttf#Usage:\n#Pfont/youmi.ttf#PM you and want to buy our account, but without using the formal platform! \nPrice is falsely high, with the intent to lure a deal! \nTrading cash withdrawal, but also cheating fees!",,
8264,preventFraudPosterDes2,#Pfont/youmi1.ttf#Friendly reminder:\n#Pfont/youmi.ttf#Don’t share accounts! \nDon't share order screenshots! \nDon't unbind you phone easily! \nPlease go to the formal platform for trading!,#Pfont/youmi1.ttf#友情提示：\n#Pfont/youmi.ttf#不要隨意共用賬號！\n不要共用訂單截圖！\n不要隨意解綁手機！\n交易請走正規平臺！,#Pfont/youmi1.ttf#Friendly reminder:\n#Pfont/youmi.ttf#Don’t share accounts! \nDon't share order screenshots! \nDon't unbind you phone easily! \nPlease go to the formal platform for trading!,,
8265,passAwardsAlreadyToplimit,The clearance reward has reached limit,通關獎勵已達到上限,The clearance reward has reached limit,,
8266,quickText,fast,快速,fast,,쾌속
8267,exclusiveRestrictionTip,"We have customized an exclusive gift pack for you, please buy it at will!",我們為您獨家定製了專屬禮包，請您隨心購買！,"We have customized an exclusive gift pack for you, please buy it at will!",,
8268,exclusiveRestrictionClose,End countdown:,結束倒計時：,End countdown:,,
8269,exclusiveRestrictionBuyTime,Limited purchase %s times,限購%s次,Limited purchase %s times,,
8270,advanceMaterial,Breakthrough,突破材料,Breakthrough,,돌파 재료
8271,experienceMaterial,EXP,經驗材料,EXP,,경험 재료
8272,accessoriesDrawing,Blueprint,飾品圖紙,Blueprint,,액세서리 설계도
8273,giftRluer,Gift pack rules,禮包規則,Gift pack rules,,
8274,exclusiveIconTime,Remaining,剩餘,Remaining,,
8275,passportRmbCheck,#C0x5b545b#Do you confirm to consume %d#Icommon/icon/icon_diamond.png-56-56# for purchase?,#C0x5b545b#是否消耗%d#Icommon/icon/icon_diamond.png-56-56#進行購買？,#C0x5b545b#Do you confirm to consume %d#Icommon/icon/icon_diamond.png-56-56# for purchase?,,
8276,zawake,Z Awakening,z覺醒,Z Awakening,,
8277,zawakeCardChangeTips,#C0x5B545B#Each %s#C0x5B545B# can be redeemed to #C0x60C456#%s#C0x5B545B#Z Awakening Shard,#C0x5B545B#每個%s#C0x5B545B#可兌換#C0x60C456#%s#C0x5B545B#z覺醒碎片,#C0x5B545B#Each %s#C0x5B545B# can be redeemed to #C0x60C456#%s#C0x5B545B#Z Awakening Shard,,
8278,zawakeFragChangeTips,#C0x5B545B#Each #C0x60C456#%s#C0x5B545B# shards can be exchanged to  #C0x60C456#1#C0x5B545B#Z Awakening Shard,#C0x5B545B#每#C0x60C456#%s#C0x5B545B#個碎片可兌換#C0x60C456#1#C0x5B545B#z覺醒碎片,#C0x5B545B#Each #C0x60C456#%s#C0x5B545B# shards can be exchanged to  #C0x60C456#1#C0x5B545B#Z Awakening Shard,,
8279,allElves,All Pokémon,所有精靈,All Pokémon,,
8280,zawakeForceLevelTitle,Awakening power level description,覺醒之力等級說明,Awakening power level description,,
8281,series,%s series,%s系列,%s series,,
8282,zawakeAttrGoodFeel,#C0x5B545B# Intimacy reached %s,#C0x5B545B#好感度達到 %s,#C0x5B545B# Intimacy reached %s,,
8283,zawakeAttrEquipStarSum,#C0x5B545B#The total star of trinkets reaches %s,#C0x5B545B#飾品總星級達到 %s,#C0x5B545B#The total star of trinkets reaches %s,,
8284,zawakeAttrEquipAwakeSum,#C0x5B545B# Trinkets total awakening reached %s,#C0x5B545B#飾品總覺醒度達到 %s,#C0x5B545B# Trinkets total awakening reached %s,,
8285,zawakeAttrEquipSignetAdvanceSum,#C0x5B545B#The total Inscription level of Trinkets reaches %s,#C0x5B545B#飾品總刻印等級達到 %s,#C0x5B545B#The total Inscription level of Trinkets reaches %s,,#C0x5B545B#액세서리 총 각인 레벨이 %s 도달
8286,zawakeAttrZawakeStage,#C0x5B545B#Z Awakening reached %s,#C0x5B545B#Z覺醒達到 %s,#C0x5B545B#Z Awakening reached %s,,
8287,zawakeAttrStar,#C0x5B545B#Star reached #Icommon/icon/icon_star.png-50-50# %s,#C0x5B545B#星級達到 #Icommon/icon/icon_star.png-50-50# %s,#C0x5B545B#Star reached #Icommon/icon/icon_star.png-50-50# %s,,
8288,zawakeAttrNvalueSum,#C0x5B545B# The sum of individual values reaches %s,#C0x5B545B#個體值總和達到 %s,#C0x5B545B# The sum of individual values reaches %s,,
8289,zawakeAttrAdvance,#C0x5B545B#Breakthrough reaches %s,#C0x5B545B#突破達到 %s,#C0x5B545B#Breakthrough reaches %s,,
8290,zawakeAttrEffort,#C0x5B545B#Effort value reaches %s,#C0x5B545B#努力值達到 %s,#C0x5B545B#Effort value reaches %s,,
8291,zawakeLevelCondition,"*Can be cultivated after completing the component %s awakening ",*完成組件%s覺醒後可進行培養,"*Can be cultivated after completing the component %s awakening ",,
8292,zawakeDevelop,Awakening training,覺醒培養,Awakening training,,
8293,zawakeFirstAttr,First type is %s Pokémon,第一屬性%s系精靈,First type is %s Pokémon,,
8296,zawakeItemsLess,Insufficient materials to awaken,材料不足，無法覺醒,Insufficient materials to awaken,,
8297,zawakeStageLevel,Awakening stage %s,覺醒階段%s,Awakening stage %s,,
8301,zawakeResetTips,"Unawakened, unable to reset",未覺醒，無法重置,"Unawakened, unable to reset",,
8302,zawakeResetDialagTips,#C0xFF5B545B#Do you confirm to consume %d#Icommon/icon/icon_diamond.png-56-56# to reset?,#C0xFF5B545B#是否消耗%d#Icommon/icon/icon_diamond.png-56-56#進行重置？,#C0xFF5B545B#Do you confirm to consume %d#Icommon/icon/icon_diamond.png-56-56# to reset?,,
8303,seriesCard,%s series Pokémon,%s系列精靈,%s series Pokémon,,
8304,inCityTeamCantExchange,Pokémon are in the line-up and cannot be exchanged,精靈正在主城隊伍中，無法兌換,Pokémon are in the line-up and cannot be exchanged,,
8305,inUnionFightCantExchange,Pokémon are in a guild battle and cannot be exchanged,精靈正在公會戰中，無法兌換,Pokémon are in a guild battle and cannot be exchanged,,
8306,inArenaCantExchange,Pokémon are in the arena and cannot be exchanged,精靈正在競技場中，無法兌換,Pokémon are in the arena and cannot be exchanged,,
8307,inCraftCantExchange,Pokémon are in the Indigo Conference and cannot be decomposed,精靈正在石英大會中，無法分解,Pokémon are in the Indigo Conference and cannot be decomposed,,
8308,inCloneBattleCantExchange,Pokémon are in element challenge and cannot be exchanged,精靈正在元素挑戰中，無法兌換,Pokémon are in element challenge and cannot be exchanged,,
8309,inCrossCraftCantExchange,Pokémon are in the cross-server Indigo Conference and cannot be exchanged,精靈正在跨服石英大會中，無法兌換,Pokémon are in the cross-server Indigo Conference and cannot be exchanged,,
8310,inCrossArenaCantExchange,Pokémon are in the cross-server arena and cannot be exchanged,精靈正在跨服競技場中，無法兌換,Pokémon are in the cross-server arena and cannot be exchanged,,
8311,isInUnionCantExchange,Pokémon are in guild training and cannot be exchanged,精靈正在公會訓練中，無法兌換,Pokémon are in guild training and cannot be exchanged,,
8312,inGymBadgeGuardCantExchange,Pokémon are in badge guarding and cannot be exchanged,精靈正在守護徽章中，無法兌換,Pokémon are in badge guarding and cannot be exchanged,,
8313,inGymCantExchange,Pokémon is in the line-up of this server Gym and cannot be exchanged,精靈正在本服道館陣容中，無法兌換,Pokémon is in the line-up of this server Gym and cannot be exchanged,,
8314,inCrossGymCantExchange,Pokémon are in the cross-service gym lineup and cannot be exchanged,精靈正在跨服道館陣容中，無法兌換,Pokémon are in the cross-service gym lineup and cannot be exchanged,,
8315,inCrossMineCantExchange,Pokémon is bidding on the commercial street and cannot be exchanged,精靈正在商業街競標中，無法兌換,Pokémon is bidding on the commercial street and cannot be exchanged,,
8316,activityDispatch,Wonderful Adventure,奇妙探險,Wonderful Adventure,,
8317,dispatchCondition1,Send out %s Pokémon,派出精靈 %s個,Send out %s Pokémon,,
8318,dispatchCondition2,Pokémon element stats %s for % s,精靈元素屬性%s % s個,Pokémon element stats %s for % s,,
8319,dispatchCondition3,Pokémon leader is %s,精靈領隊為%s,Pokémon leader is %s,,
8320,dispatchCondition4,The gender of Pokémon is %s for %s,精靈性別為%s %s個,The gender of Pokémon is %s for %s,,
8321,dispatchCondition5,Pokémon heigh reached %sm and above for %s,精靈身高達到%sm及以上 %s個,Pokémon heigh reached %sm and above for %s,,
8322,dispatchCondition6,Pokémon height is not higher than %sm for %s,精靈身高不高於%sm %s個,Pokémon height is not higher than %sm for %s,,
8323,dispatchCondition7,Pokémon weight reaches %skg and above for %s,精靈體重達到%skg及以上 %s個,Pokémon weight reaches %skg and above for %s,,
8324,dispatchCondition8,Pokémon weight is not heavier than %skg for %s,精靈體重不重於%skg %s個,Pokémon weight is not heavier than %skg for %s,,
8325,dispatchCondition9,Pokémon intimacy reaches %s and above for %s,精靈好感度達到%s及以上 %s個,Pokémon intimacy reaches %s and above for %s,,
8326,dispatchCondition10,Pokémon Rarity reaches %s and above for %s,精靈稀有度達到%s及以上 %s個,Pokémon Rarity reaches %s and above for %s,,
8327,dispatchCondition11,"Pokémon element stats are ",精靈元素屬性為,"Pokémon element stats are ",,
8328,dispatchCost,"#L00100000##LOC0xF7734E##LOS4##C0xFEFBE5#Cost time #L00100000##LOS4##C0xF7734E##LOC0xFEFBE5# %s #L00100000##LOS4##C0xFEFBE5##LOC0xF7734E# hours, action point #L00100000#LOS4#L00100000# #C0xF7734E##LOC0xFEFBE5# *%d",#L00100000##LOC0xF7734E##LOS4##C0xFEFBE5#耗時#L00100000##LOS4##C0xF7734E##LOC0xFEFBE5# %s #L00100000##LOS4##C0xFEFBE5##LOC0xF7734E#小時，行動點#L00100000##LOS4##C0xF7734E##LOC0xFEFBE5# *%d,"#L00100000##LOC0xF7734E##LOS4##C0xFEFBE5#Cost time #L00100000##LOS4##C0xF7734E##LOC0xFEFBE5# %s #L00100000##LOS4##C0xFEFBE5##LOC0xF7734E# hours, action point #L00100000#LOS4#L00100000# #C0xF7734E##LOC0xFEFBE5# *%d",,
8329,dispatchAddition,Bonus: The commission time cost will be reduced by %s hours!,加成：委託耗時將減少掉%s小時！,Bonus: The commission time cost will be reduced by %s hours!,,
8330,dispatchComplete,The order has been completed,委託已完成,The order has been completed,,
8331,completeDispatch,Complete the commission,完成委託,Complete the commission,,
8332,dispatchMismatchCondition,Not eligible for dispatch,不符合派遣條件,Not eligible for dispatch,,
8333,dispatchWithoutLeader,No leader,沒有隊長,No leader,,
8334,endDispatchTip,"This task is in progress. If you end it early, you won't get any rewards. Do you confirm to end?",該任務正在進行中，提前結束將無法獲得任何獎勵，確認結束嗎？,"This task is in progress. If you end it early, you won't get any rewards. Do you confirm to end?",,
8335,dispatchTooMany,Too many dispatches at the same time,同時派遣次過多,Too many dispatches at the same time,,
8336,dispatchTaskType1,Wonderful Adventure,奇妙探險,Wonderful Adventure,,
8337,dispatchTaskType2,Action Master,行動達人,Action Master,,
8338,dispatchTaskType3,Not miss one,一個不漏,Not miss one,,
8339,dispatchTaskType4,All satisfied,統統滿足,All satisfied,,
8340,dispatchTaskType5,Daily tasks,日常任務,Daily tasks,,
8341,sex0,No gender,無性別,No gender,,
8342,sex1,Male,雄性,Male,,
8343,sex2,Female,雌性,Female,,
8344,actionPointNotEnough,"Insufficient action points, unable to accept commission!",行動點不足，無法接受委託哦！,"Insufficient action points, unable to accept commission!",,
8345,dispatchBoxTip1,"Congratulations on coming here and get rewards! Consume *%s action points to open  treasure chest, do you confirm to consume?",恭喜你走到這裏，獲得獎勵！寶箱開啟消耗行動點*%s後立即獲得，是否確認消耗？,"Congratulations on coming here and get rewards! Consume *%s action points to open  treasure chest, do you confirm to consume?",,
8346,dispatchBoxTip2,"When depatched here, consume action points *%s to get:",委派到這裏時，消耗行動點*%s即可獲得：,"When depatched here, consume action points *%s to get:",,
8347,dispatchFailTip,"Abandon commission in advance, return the action points, and get no reward",提前放棄委託，行動點返還，未獲得獎勵,"Abandon commission in advance, return the action points, and get no reward",,
8348,or,or,或,or,,
8349,dispatchTips,%s time(s) can be completed,可完成%s次,%s time(s) can be completed,,
8350,dispatchNumOver,Dispatch team reaches limit,派遣隊伍達到上限,Dispatch team reaches limit,,
8351,dispatchLockTips,Please complete the previous commission first!,請先完成前置委託哦！,Please complete the previous commission first!,,
8352,dispatchCdTips,Cooldown,冷卻中,Cooldown,,
8353,chip,chip,晶片,chip,,
8354,zawakeFragExchange,Z Awakening Shard Conversion,z覺醒碎片轉換,Z Awakening Shard Conversion,,
8356,zawakeSelf,Same series,本進化系列精靈,Same series,,
8357,noAwake,No awakening,無覺醒,No awakening,,
8358,currentOwn,"""Currently owns: """,當前擁有:,"""Currently owns: """,,
8359,spaceReplace,replace,替 換,replace,,
8360,chipBag,Chip library,晶片庫,Chip library,,
8361,chipNSuitAttr,"""%d set stats (%s): """,%d件套屬性(%s):,"""%d set stats (%s): """,,
8362,commonPk,General Trainer,普通訓練家,General Trainer,,
8363,seniorPk,Elite trainer,精英訓練家,Elite trainer,,
8364,huntingCure,Pokémon Center,神奇寶貝中心,Pokémon Center,,
8365,maxStar,Full stars,滿星,Full stars,,최고 성급
8366,chipAdvanceTitle,Chip enhancement,晶片強化,Chip enhancement,,
8367,chipStrengthenSpace,strengthen,強 化,strengthen,,
8368,chipAdvanceSpace,Refine,洗 練,Refine,,
8369,strengthenSecondTip,About to randomly enhance a secondary attribute or appear a new secondary attribute,即將隨機強化一條副屬性或者出現新的副屬性,About to randomly enhance a secondary attribute or appear a new secondary attribute,,
8370,huntingTimes,#L10##L00100000##LOC0x5B545B##C0xFFFCED#（#L10##L00100000##LOC0x5B545B#%s#L10##L00100000##LOC0x5B545B#%d#L10##L00100000##LOC0x5B545B##C0xFFFCED#/%d）,#L10##L00100000##LOC0x5B545B##C0xFFFCED#（#L10##L00100000##LOC0x5B545B#%s#L10##L00100000##LOC0x5B545B#%d#L10##L00100000##LOC0x5B545B##C0xFFFCED#/%d）,#L10##L00100000##LOC0x5B545B##C0xFFFCED#（#L10##L00100000##LOC0x5B545B#%s#L10##L00100000##LOC0x5B545B#%d#L10##L00100000##LOC0x5B545B##C0xFFFCED#/%d）,,
8371,huntingGameTimesNotEnough,Not enough challenge attempts!,挑戰次數不足！,Not enough challenge attempts!,,
8372,huntingReplyGameTimes,#L10##L00100000##LOC0x5B545B##C0xFFFCED#Challenge attempts will be restored after #L10##L00100000##LOC0x5B545B##C0xFC8628#%s #L10##L00100000##LOC0x5B545B##C0xFFFCED#,#L10##L00100000##LOC0x5B545B##C0xFFFCED#挑戰次數將在 #L10##L00100000##LOC0x5B545B##C0xFC8628#%s #L10##L00100000##LOC0x5B545B##C0xFFFCED#後恢復,#L10##L00100000##LOC0x5B545B##C0xFFFCED#Challenge attempts will be restored after #L10##L00100000##LOC0x5B545B##C0xFC8628#%s #L10##L00100000##LOC0x5B545B##C0xFFFCED#,,
8373,huntingNoBuff,No combat bonus,暫無戰鬥加成,No combat bonus,,
8374,huntingExitGame,"After the game is over, the progress of this challenge will be cleared. Do you want to continue?",結束遊戲後本次挑戰的進程將會被清空，是否還要繼續？,"After the game is over, the progress of this challenge will be cleared. Do you want to continue?",,
8375,chipSuitCount,#C0xF3895B##L10##F50#x%d #F40#%s,#C0xF3895B##L10##F50#x%d #F40#%s,#C0xF3895B##L10##F50#x%d #F40#%s,,
8376,chipSuit02,#C0x5B545B#%s#C0x5c9970##F50#+%s#F40#,#C0x5B545B#%s#C0x5c9970##F50#+%s#F40#,#C0x5B545B#%s#C0x5c9970##F50#+%s#F40#,,
8377,chipSuit01,#C0xFFFCED#%s#C0x91e1b1##F50#+%s#F40#,#C0xFFFCED#%s#C0x91e1b1##F50#+%s#F40#,#C0xFFFCED#%s#C0x91e1b1##F50#+%s#F40#,,
8378,chipSuitHasSelect,#L10##C0xFFFCED#Selected: #C0x91e1b1##L10#%d#C0xFFFCED##L10#/%d,#L10##C0xFFFCED#已選擇:#C0x91e1b1##L10#%d#C0xFFFCED##L10#/%d,#L10##C0xFFFCED#Selected: #C0x91e1b1##L10#%d#C0xFFFCED##L10#/%d,,
8379,chipSuitTip01,The number of select has reached the maximum,選擇的數量已經達到最大值,The number of select has reached the maximum,,
8380,chipSuitHaveNum,Existing: %d,現有:%d,Existing: %d,,
8381,chipAttr01,Inlay #F50#%d #F40#pcs%s≥%s#C0xFFFCED# quality Rune,鑲嵌 #F50#%d #F40#個%s≥%s#C0xFFFCED#品質符文,Inlay #F50#%d #F40#pcs%s≥%s#C0xFFFCED# quality Rune,,
8382,chipAttr07,Inlay #F50#%d #F40# #C0xecb72a# Level ≥#F50#%d #C0xFFFCED##F40# Runes,鑲嵌 #F50#%d #F40#個#C0xecb72a#等級 ≥#F50#%d #C0xFFFCED##F40#符文,Inlay #F50#%d #F40# #C0xecb72a# Level ≥#F50#%d #C0xFFFCED##F40# Runes,,
8383,chipHaveNot,"There is no chip to inlay, go get the chip now!",暫無鑲嵌晶片，快去獲取晶片吧！,"There is no chip to inlay, go get the chip now!",,
