变量名,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
默认值,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
id,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
2270,Gym 7_Difficulty 1,80604,{11=1.1},2,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2271,Gym 7_Difficulty 1,80604,{11=1.1},3,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2272,Gym 7_Difficulty 1,80604,{11=1.1},4,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2273,Gym 7_Difficulty 1,80604,{11=1.1},5,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2274,Gym 7_Difficulty 1,80604,{11=1.1},6,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2275,Gym 7_Difficulty 1,80604,{11=1.1},7,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2276,Gym 7_Difficulty 1,80604,{11=1.1},8,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2277,Gym 7_Difficulty 1,80604,{11=1.1},9,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2278,Gym 7_Difficulty 1,80604,{11=1.1},10,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2279,Gym 7_Difficulty 1,80604,{11=1.1},11,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2280,Gym 7_Difficulty 1,80604,{11=1.1},12,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2281,Gym 7_Difficulty 1,80605,,1,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2282,Gym 7_Difficulty 1,80605,,2,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2283,Gym 7_Difficulty 1,80605,,3,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2284,Gym 7_Difficulty 1,80605,,4,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2285,Gym 7_Difficulty 1,80605,,5,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2286,Gym 7_Difficulty 1,80605,,6,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2287,Gym 7_Difficulty 1,80605,,7,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2288,Gym 7_Difficulty 1,80605,,8,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2289,Gym 7_Difficulty 1,80605,,9,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2290,Gym 7_Difficulty 1,80605,,10,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2291,Gym 7_Difficulty 1,80605,,11,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2292,Gym 7_Difficulty 1,80605,,12,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2293,Gym 7_Difficulty 1,80606,,1,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2294,Gym 7_Difficulty 1,80606,,2,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2295,Gym 7_Difficulty 1,80606,,3,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2296,Gym 7_Difficulty 1,80606,,4,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2297,Gym 7_Difficulty 1,80606,,5,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2298,Gym 7_Difficulty 1,80606,,6,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2299,Gym 7_Difficulty 1,80606,,7,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2300,Gym 7_Difficulty 1,80606,,8,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2301,Gym 7_Difficulty 1,80606,,9,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2302,Gym 7_Difficulty 1,80606,,10,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2303,Gym 7_Difficulty 1,80606,,11,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2304,Gym 7_Difficulty 1,80606,,12,<3.7;3.15>,<1.46;1.63>,<1.46;1.63>,<1.94;1.67>,<1.94;1.67>,<0.99;0.99>,,,,,,
2305,Gym 7_Difficulty 2,80611,{11=1.1},1,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2306,Gym 7_Difficulty 2,80611,{11=1.1},2,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2307,Gym 7_Difficulty 2,80611,{11=1.1},3,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2308,Gym 7_Difficulty 2,80611,{11=1.1},4,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2309,Gym 7_Difficulty 2,80611,{11=1.1},5,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2310,Gym 7_Difficulty 2,80611,{11=1.1},6,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2311,Gym 7_Difficulty 2,80611,{11=1.1},7,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2312,Gym 7_Difficulty 2,80611,{11=1.1},8,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2313,Gym 7_Difficulty 2,80611,{11=1.1},9,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2314,Gym 7_Difficulty 2,80611,{11=1.1},10,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2315,Gym 7_Difficulty 2,80611,{11=1.1},11,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2316,Gym 7_Difficulty 2,80611,{11=1.1},12,<5.99;5.09>,<2.37;2.64>,<2.37;2.64>,<3.15;2.7>,<3.15;2.7>,<1.1;1.1>,,,,,,
2317,Gym 7_Difficulty 2,80612,{11=1.1},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2318,Gym 7_Difficulty 2,80612,{11=1.1},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2319,Gym 7_Difficulty 2,80612,{11=1.1},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2320,Gym 7_Difficulty 2,80612,{11=1.1},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2321,Gym 7_Difficulty 2,80612,{11=1.1},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2322,Gym 7_Difficulty 2,80612,{11=1.1},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2323,Gym 7_Difficulty 2,80612,{11=1.1},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2324,Gym 7_Difficulty 2,80612,{11=1.1},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2325,Gym 7_Difficulty 2,80612,{11=1.1},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2326,Gym 7_Difficulty 2,80612,{11=1.1},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2327,Gym 7_Difficulty 2,80612,{11=1.1},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2328,Gym 7_Difficulty 2,80612,{11=1.1},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2329,Gym 7_Difficulty 2,80613,{11=1.1},1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2330,Gym 7_Difficulty 2,80613,{11=1.1},2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2331,Gym 7_Difficulty 2,80613,{11=1.1},3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2332,Gym 7_Difficulty 2,80613,{11=1.1},4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2333,Gym 7_Difficulty 2,80613,{11=1.1},5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2334,Gym 7_Difficulty 2,80613,{11=1.1},6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2335,Gym 7_Difficulty 2,80613,{11=1.1},7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2336,Gym 7_Difficulty 2,80613,{11=1.1},8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2337,Gym 7_Difficulty 2,80613,{11=1.1},9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2338,Gym 7_Difficulty 2,80613,{11=1.1},10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2339,Gym 7_Difficulty 2,80613,{11=1.1},11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2340,Gym 7_Difficulty 2,80613,{11=1.1},12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2341,Gym 7_Difficulty 2,80614,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2342,Gym 7_Difficulty 2,80614,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2343,Gym 7_Difficulty 2,80614,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2344,Gym 7_Difficulty 2,80614,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2345,Gym 7_Difficulty 2,80614,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2346,Gym 7_Difficulty 2,80614,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2347,Gym 7_Difficulty 2,80614,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2348,Gym 7_Difficulty 2,80614,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2349,Gym 7_Difficulty 2,80614,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2350,Gym 7_Difficulty 2,80614,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2351,Gym 7_Difficulty 2,80614,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2352,Gym 7_Difficulty 2,80614,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2353,Gym 7_Difficulty 2,80615,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2354,Gym 7_Difficulty 2,80615,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2355,Gym 7_Difficulty 2,80615,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2356,Gym 7_Difficulty 2,80615,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2357,Gym 7_Difficulty 2,80615,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2358,Gym 7_Difficulty 2,80615,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2359,Gym 7_Difficulty 2,80615,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2360,Gym 7_Difficulty 2,80615,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2361,Gym 7_Difficulty 2,80615,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2362,Gym 7_Difficulty 2,80615,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2363,Gym 7_Difficulty 2,80615,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2364,Gym 7_Difficulty 2,80615,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2365,Gym 7_Difficulty 2,80616,,1,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2366,Gym 7_Difficulty 2,80616,,2,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2367,Gym 7_Difficulty 2,80616,,3,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2368,Gym 7_Difficulty 2,80616,,4,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2369,Gym 7_Difficulty 2,80616,,5,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2370,Gym 7_Difficulty 2,80616,,6,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2371,Gym 7_Difficulty 2,80616,,7,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2372,Gym 7_Difficulty 2,80616,,8,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2373,Gym 7_Difficulty 2,80616,,9,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2374,Gym 7_Difficulty 2,80616,,10,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2375,Gym 7_Difficulty 2,80616,,11,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2376,Gym 7_Difficulty 2,80616,,12,<4.44;3.77>,<1.75;1.95>,<1.75;1.95>,<2.33;2>,<2.33;2>,<1.02;1.02>,,,,,,
2377,Gym 7_difficulty 3,80621,{11=1.1},1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2378,Gym 7_difficulty 3,80621,{11=1.1},2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2379,Gym 7_difficulty 3,80621,{11=1.1},3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2380,Gym 7_difficulty 3,80621,{11=1.1},4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2381,Gym 7_difficulty 3,80621,{11=1.1},5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2382,Gym 7_difficulty 3,80621,{11=1.1},6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2383,Gym 7_Difficulty 3,80621,{11=1.1},7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2384,Gym 7_Difficulty 3,80621,{11=1.1},8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2385,Gym 7_difficulty 3,80621,{11=1.1},9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2386,Gym 7_difficulty 3,80621,{11=1.1},10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2387,Gym 7_difficulty 3,80621,{11=1.1},11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2388,Gym 7_difficulty 3,80621,{11=1.1},12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2389,Gym 7_Difficulty 3,80622,{11=1.1},1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2390,Gym 7_Difficulty 3,80622,{11=1.1},2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2391,Gym 7_Difficulty 3,80622,{11=1.1},3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2392,Gym 7_Difficulty 3,80622,{11=1.1},4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2393,Gym 7_Difficulty 3,80622,{11=1.1},5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2394,Gym 7_Difficulty 3,80622,{11=1.1},6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2395,Gym 7_Difficulty 3,80622,{11=1.1},7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2396,Gym 7_Difficulty 3,80622,{11=1.1},8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2397,Gym 7_Difficulty 3,80622,{11=1.1},9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2398,Gym 7_Difficulty 3,80622,{11=1.1},10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2399,Gym 7_Difficulty 3,80622,{11=1.1},11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2400,Gym 7_Difficulty 3,80622,{11=1.1},12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2401,Gym 7_Difficulty 3,80623,{11=1.1},1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2402,Gym 7_Difficulty 3,80623,{11=1.1},2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2403,Gym 7_Difficulty 3,80623,{11=1.1},3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2404,Gym 7_Difficulty 3,80623,{11=1.1},4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2405,Gym 7_Difficulty 3,80623,{11=1.1},5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2406,Gym 7_Difficulty 3,80623,{11=1.1},6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2407,Gym 7_Difficulty 3,80623,{11=1.1},7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2408,Gym 7_Difficulty 3,80623,{11=1.1},8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2409,Gym 7_Difficulty 3,80623,{11=1.1},9,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2410,Gym 7_Difficulty 3,80623,{11=1.1},10,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2411,Gym 7_Difficulty 3,80623,{11=1.1},11,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2412,Gym 7_Difficulty 3,80623,{11=1.1},12,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2413,Gym 7_difficulty 3,80624,,1,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2414,Gym 7_difficulty 3,80624,,2,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2415,Gym 7_difficulty 3,80624,,3,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2416,Gym 7_difficulty 3,80624,,4,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2417,Gym 7_difficulty 3,80624,,5,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2418,Gym 7_difficulty 3,80624,,6,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2419,Gym 7_difficulty 3,80624,,7,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
2420,Gym 7_difficulty 3,80624,,8,<5.32;4.52>,<2.1;2.34>,<2.1;2.34>,<2.79;2.39>,<2.79;2.39>,<1.07;1.07>,,,,,,
