变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
3865,3211,Rashiram,15,4,4,1,8,0%,,
3866,3211,Rashiram,15,4,4,2,8,0%,,
3867,3211,Rashiram,15,4,4,3,8,0%,,
3868,3211,Rashiram,15,4,4,4,8,0.16%,,
3869,3211,Rashiram,15,4,4,5,8,0.48%,,
3870,3211,Rashiram,15,4,4,6,8,0.80%,,
3871,3211,Rashiram,15,4,4,7,8,1.44%,,
3872,3211,Rashiram,15,4,4,8,8,2.08%,,
3873,3211,Rashiram,15,4,4,9,8,2.72%,,
3874,3211,Rashiram,15,4,4,10,8,3.68%,,
3875,3211,Rashiram,15,4,4,11,8,4.64%,,
3876,3211,Rashiram,15,4,4,12,8,5.60%,,
3877,3221,czech rom,15,4,4,1,7,0%,,
3878,3221,czech rom,15,4,4,2,7,0%,,
3879,3221,czech rom,15,4,4,3,7,0%,,
3880,3221,czech rom,15,4,4,4,7,0.16%,,
3881,3221,czech rom,15,4,4,5,7,0.48%,,
3882,3221,czech rom,15,4,4,6,7,0.80%,,
3883,3221,czech rom,15,4,4,7,7,1.44%,,
3884,3221,czech rom,15,4,4,8,7,2.08%,,
3885,3221,czech rom,15,4,4,9,7,2.72%,,
3886,3221,czech rom,15,4,4,10,7,3.68%,,
3887,3221,czech rom,15,4,4,11,7,4.64%,,
3888,3221,czech rom,15,4,4,12,7,5.60%,,
3889,3231,Land Cloud · Avatar Form,9,3,3,1,7,0%,,
3890,3231,Land Cloud · Avatar Form,9,3,3,2,7,0%,,
3891,3231,Land Cloud · Avatar Form,9,3,3,3,7,0.10%,,
3892,3231,Land Cloud · Avatar Form,9,3,3,4,7,0.25%,,
3893,3231,Land Cloud · Avatar Form,9,3,3,5,7,0.40%,,
3894,3231,Land Cloud · Avatar Form,9,3,3,6,7,0.70%,,
3895,3231,Land Cloud · Avatar Form,9,3,3,7,7,1%,,
3896,3231,Land Cloud · Avatar Form,9,3,3,8,7,1.30%,,
3897,3231,Land Cloud · Avatar Form,9,3,3,9,7,1.75%,,
3898,3231,Land Cloud · Avatar Form,9,3,3,10,7,2.20%,,
3899,3231,Land Cloud · Avatar Form,9,3,3,11,7,2.65%,,
3900,3231,Land Cloud · Avatar Form,9,3,3,12,7,3.25%,,
3901,3241,Kyurem,15,4,4,1,1,0%,,
3902,3241,Kyurem,15,4,4,2,1,0%,,
3903,3241,Kyurem,15,4,4,3,1,0%,,
3904,3241,Kyurem,15,4,4,4,1,0.11%,,
3905,3241,Kyurem,15,4,4,5,1,0.34%,,
3906,3241,Kyurem,15,4,4,6,1,0.56%,,
3907,3241,Kyurem,15,4,4,7,1,1.01%,,
3908,3241,Kyurem,15,4,4,8,1,1.46%,,
3909,3241,Kyurem,15,4,4,9,1,1.90%,,
3910,3241,Kyurem,15,4,4,10,1,2.58%,,
3911,3241,Kyurem,15,4,4,11,1,3.25%,,
3912,3241,Kyurem,15,4,4,12,1,3.92%,,
3913,3251,Keldeo Normal Form _,3,3,3,1,13,0%,,
3914,3251,Keldeo Normal Form _,3,3,3,2,13,0%,,
3915,3251,Keldeo Normal Form _,3,3,3,3,13,0.10%,,
3916,3251,Keldeo Normal Form _,3,3,3,4,13,0.25%,,
3917,3251,Keldeo Normal Form _,3,3,3,5,13,0.40%,,
3918,3251,Keldeo Normal Form _,3,3,3,6,13,0.70%,,
3919,3251,Keldeo Normal Form _,3,3,3,7,13,1%,,
3920,3251,Keldeo Normal Form _,3,3,3,8,13,1.30%,,
3921,3251,Keldeo Normal Form _,3,3,3,9,13,1.75%,,
3922,3251,Keldeo Normal Form _,3,3,3,10,13,2.20%,,
3923,3251,Keldeo Normal Form _,3,3,3,11,13,2.65%,,
3924,3251,Keldeo Normal Form _,3,3,3,12,13,3.25%,,
3925,3261,Meloetta Song Form,1,4,4,1,10,0%,,
3926,3261,Meloetta Song Form,1,4,4,2,10,0%,,
3927,3261,Meloetta Song Form,1,4,4,3,10,0%,,
3928,3261,Meloetta Song Form,1,4,4,4,10,0.16%,,
3929,3261,Meloetta Song Form,1,4,4,5,10,0.48%,,
3930,3261,Meloetta Song Form,1,4,4,6,10,0.80%,,
3931,3261,Meloetta Song Form,1,4,4,7,10,1.44%,,
3932,3261,Meloetta Song Form,1,4,4,8,10,2.08%,,
3933,3261,Meloetta Song Form,1,4,4,9,10,2.72%,,
3934,3261,Meloetta Song Form,1,4,4,10,10,3.68%,,
3935,3261,Meloetta Song Form,1,4,4,11,10,4.64%,,
3936,3261,Meloetta Song Form,1,4,4,12,10,5.60%,,
3937,3271,Genesect,12,4,4,1,7,0%,,
3938,3271,Genesect,12,4,4,2,7,0%,,
3939,3271,Genesect,12,4,4,3,7,0%,,
3940,3271,Genesect,12,4,4,4,7,0.16%,,
3941,3271,Genesect,12,4,4,5,7,0.48%,,
3942,3271,Genesect,12,4,4,6,7,0.80%,,
3943,3271,Genesect,12,4,4,7,7,1.44%,,
3944,3271,Genesect,12,4,4,8,7,2.08%,,
3945,3271,Genesect,12,4,4,9,7,2.72%,,
3946,3271,Genesect,12,4,4,10,7,3.68%,,
3947,3271,Genesect,12,4,4,11,7,4.64%,,
3948,3271,Genesect,12,4,4,12,7,5.60%,,
3949,3281,Harley Chestnut,4,2,2,1,1,0%,,
3950,3281,Harley Chestnut,4,2,2,2,1,0.06%,,
3951,3281,Harley Chestnut,4,2,2,3,1,0.11%,,
3952,3281,Harley Chestnut,4,2,2,4,1,0.17%,,
3953,3281,Harley Chestnut,4,2,2,5,1,0.28%,,
3954,3281,Harley Chestnut,4,2,2,6,1,0.39%,,
3955,3281,Harley Chestnut,4,2,2,7,1,0.56%,,
3956,3281,Harley Chestnut,4,2,2,8,1,0.73%,,
3957,3281,Harley Chestnut,4,2,2,9,1,0.95%,,
3958,3281,Harley Chestnut,4,2,2,10,1,1.18%,,
3959,3281,Harley Chestnut,4,2,2,11,1,1.40%,,
3960,3281,Harley Chestnut,4,2,2,12,1,1.68%,,
3961,3291,Firefox,2,2,2,1,8,0%,,
3962,3291,Firefox,2,2,2,2,8,0.08%,,
3963,3291,Firefox,2,2,2,3,8,0.16%,,
3964,3291,Firefox,2,2,2,4,8,0.24%,,
3965,3291,Firefox,2,2,2,5,8,0.40%,,
3966,3291,Firefox,2,2,2,6,8,0.56%,,
3967,3291,Firefox,2,2,2,7,8,0.80%,,
3968,3291,Firefox,2,2,2,8,8,1.04%,,
3969,3291,Firefox,2,2,2,9,8,1.36%,,
3970,3291,Firefox,2,2,2,10,8,1.68%,,
3971,3291,Firefox,2,2,2,11,8,2%,,
3972,3291,Firefox,2,2,2,12,8,2.40%,,
3973,3301,croaking frog,3,3,3,1,10,0%,,
3974,3301,croaking frog,3,3,3,2,10,0%,,
3975,3301,croaking frog,3,3,3,3,10,0.10%,,
3976,3301,croaking frog,3,3,3,4,10,0.25%,,
3977,3301,croaking frog,3,3,3,5,10,0.40%,,
3978,3301,croaking frog,3,3,3,6,10,0.70%,,
3979,3301,croaking frog,3,3,3,7,10,1%,,
3980,3301,croaking frog,3,3,3,8,10,1.30%,,
3981,3301,croaking frog,3,3,3,9,10,1.75%,,
3982,3301,croaking frog,3,3,3,10,10,2.20%,,
3983,3301,croaking frog,3,3,3,11,10,2.65%,,
3984,3301,croaking frog,3,3,3,12,10,3.25%,,
3985,3311,digging rabbit,1,1,2,1,,0%,,
3986,3311,digging rabbit,1,1,2,2,,0%,,
3987,3311,digging rabbit,1,1,2,3,,0%,,
3988,3311,digging rabbit,1,1,2,4,,0%,,
3989,3311,digging rabbit,1,1,2,5,,0%,,
3990,3311,digging rabbit,1,1,2,6,,0%,,
3991,3311,digging rabbit,1,1,2,7,,0%,,
3992,3311,digging rabbit,1,1,2,8,,0%,,
3993,3311,digging rabbit,1,1,2,9,,0%,,
3994,3311,digging rabbit,1,1,2,10,,0%,,
3995,3311,digging rabbit,1,1,2,11,,0%,,
3996,3311,digging rabbit,1,1,2,12,,0%,,
3997,3321,little arrow sparrow,1,2,2,1,,0%,,
3998,3321,little arrow sparrow,1,2,2,2,,0%,,
3999,3321,little arrow sparrow,1,2,2,3,,0%,,
4000,3321,little arrow sparrow,1,2,2,4,,0%,,
4001,3321,little arrow sparrow,1,2,2,5,,0%,,
4002,3321,little arrow sparrow,1,2,2,6,,0%,,
4003,3321,little arrow sparrow,1,2,2,7,,0%,,
4004,3321,little arrow sparrow,1,2,2,8,,0%,,
4005,3321,little arrow sparrow,1,2,2,9,,0%,,
4006,3321,little arrow sparrow,1,2,2,10,,0%,,
4007,3321,little arrow sparrow,1,2,2,11,,0%,,
4008,3321,little arrow sparrow,1,2,2,12,,0%,,
4009,3331,mealybug,12,1,2,1,,0%,,
4010,3331,mealybug,12,1,2,2,,0%,,
4011,3331,mealybug,12,1,2,3,,0%,,
4012,3331,mealybug,12,1,2,4,,0%,,
4013,3331,mealybug,12,1,2,5,,0%,,
4014,3331,mealybug,12,1,2,6,,0%,,
4015,3331,mealybug,12,1,2,7,,0%,,
4016,3331,mealybug,12,1,2,8,,0%,,
4017,3331,mealybug,12,1,2,9,,0%,,
4018,3331,mealybug,12,1,2,10,,0%,,
4019,3331,mealybug,12,1,2,11,,0%,,
4020,3331,mealybug,12,1,2,12,,0%,,
4021,3341,little lion,2,2,2,1,10,0%,,
4022,3341,little lion,2,2,2,2,10,0.08%,,
4023,3341,little lion,2,2,2,3,10,0.16%,,
4024,3341,little lion,2,2,2,4,10,0.24%,,
4025,3341,little lion,2,2,2,5,10,0.40%,,
4026,3341,little lion,2,2,2,6,10,0.56%,,
4027,3341,little lion,2,2,2,7,10,0.80%,,
4028,3341,little lion,2,2,2,8,10,1.04%,,
4029,3341,little lion,2,2,2,9,10,1.36%,,
4030,3341,little lion,2,2,2,10,10,1.68%,,
4031,3341,little lion,2,2,2,11,10,2%,,
4032,3341,little lion,2,2,2,12,10,2.40%,,
4033,3351,Hua Beibei,18,3,3,1,1,0%,,
4034,3351,Hua Beibei,18,3,3,2,1,0%,,
4035,3351,Hua Beibei,18,3,3,3,1,0.07%,,
4036,3351,Hua Beibei,18,3,3,4,1,0.18%,,
4037,3351,Hua Beibei,18,3,3,5,1,0.28%,,
4038,3351,Hua Beibei,18,3,3,6,1,0.49%,,
4039,3351,Hua Beibei,18,3,3,7,1,0.70%,,
4040,3351,Hua Beibei,18,3,3,8,1,0.91%,,
4041,3351,Hua Beibei,18,3,3,9,1,1.23%,,
4042,3351,Hua Beibei,18,3,3,10,1,1.54%,,
4043,3351,Hua Beibei,18,3,3,11,1,1.86%,,
4044,3351,Hua Beibei,18,3,3,12,1,2.28%,,
4045,3361,mount lamb,4,2,2,1,,0%,,
4046,3361,mount lamb,4,2,2,2,,0%,,
4047,3361,mount lamb,4,2,2,3,,0%,,
4048,3361,mount lamb,4,2,2,4,,0%,,
4049,3361,mount lamb,4,2,2,5,,0%,,
4050,3361,mount lamb,4,2,2,6,,0%,,
4051,3361,mount lamb,4,2,2,7,,0%,,
4052,3361,mount lamb,4,2,2,8,,0%,,
4053,3361,mount lamb,4,2,2,9,,0%,,
4054,3361,mount lamb,4,2,2,10,,0%,,
4055,3361,mount lamb,4,2,2,11,,0%,,
4056,3361,mount lamb,4,2,2,12,,0%,,
4057,3371,naughty panda,7,2,2,1,,0%,,
4058,3371,naughty panda,7,2,2,2,,0%,,
4059,3371,naughty panda,7,2,2,3,,0%,,
4060,3371,naughty panda,7,2,2,4,,0%,,
4061,3371,naughty panda,7,2,2,5,,0%,,
4062,3371,naughty panda,7,2,2,6,,0%,,
4063,3371,naughty panda,7,2,2,7,,0%,,
4064,3371,naughty panda,7,2,2,8,,0%,,
4065,3371,naughty panda,7,2,2,9,,0%,,
4066,3371,naughty panda,7,2,2,10,,0%,,
4067,3371,naughty panda,7,2,2,11,,0%,,
4068,3371,naughty panda,7,2,2,12,,0%,,
4069,3381,dorimia wild look _,1,1,2,1,,0%,,
4070,3381,dorimia wild look _,1,1,2,2,,0%,,
4071,3381,dorimia wild look _,1,1,2,3,,0%,,
4072,3381,dorimia wild look _,1,1,2,4,,0%,,
4073,3381,dorimia wild look _,1,1,2,5,,0%,,
4074,3381,dorimia wild look _,1,1,2,6,,0%,,
4075,3381,dorimia wild look _,1,1,2,7,,0%,,
4076,3381,dorimia wild look _,1,1,2,8,,0%,,
4077,3381,dorimia wild look _,1,1,2,9,,0%,,
4078,3381,dorimia wild look _,1,1,2,10,,0%,,
4079,3381,dorimia wild look _,1,1,2,11,,0%,,
4080,3381,dorimia wild look _,1,1,2,12,,0%,,
4081,3391,,,,,1,,0%,,
4082,3391,,,,,2,,0%,,
4083,3391,,,,,3,,0%,,
4084,3391,,,,,4,,0%,,
4085,3391,,,,,5,,0%,,
4086,3391,,,,,6,,0%,,
4087,3391,,,,,7,,0%,,
4088,3391,,,,,8,,0%,,
4089,3391,,,,,9,,0%,,
4090,3391,,,,,10,,0%,,
4091,3391,,,,,11,,0%,,
4092,3391,,,,,12,,0%,,
4093,3401,wonderful meow,11,1,2,1,,0%,,
4094,3401,wonderful meow,11,1,2,2,,0%,,
4095,3401,wonderful meow,11,1,2,3,,0%,,
4096,3401,wonderful meow,11,1,2,4,,0%,,
4097,3401,wonderful meow,11,1,2,5,,0%,,
4098,3401,wonderful meow,11,1,2,6,,0%,,
4099,3401,wonderful meow,11,1,2,7,,0%,,
4100,3401,wonderful meow,11,1,2,8,,0%,,
4101,3401,wonderful meow,11,1,2,9,,0%,,
4102,3401,wonderful meow,11,1,2,10,,0%,,
4103,3401,wonderful meow,11,1,2,11,,0%,,
4104,3401,wonderful meow,11,1,2,12,,0%,,
4105,3411,Single scabbard,17,3,3,1,9,0%,,
4106,3411,Single scabbard,17,3,3,2,9,0%,,
4107,3411,Single scabbard,17,3,3,3,9,0.10%,,
4108,3411,Single scabbard,17,3,3,4,9,0.25%,,
4109,3411,Single scabbard,17,3,3,5,9,0.40%,,
4110,3411,Single scabbard,17,3,3,6,9,0.70%,,
4111,3411,Single scabbard,17,3,3,7,9,1%,,
4112,3411,Single scabbard,17,3,3,8,9,1.30%,,
4113,3411,Single scabbard,17,3,3,9,9,1.75%,,
4114,3411,Single scabbard,17,3,3,10,9,2.20%,,
4115,3411,Single scabbard,17,3,3,11,9,2.65%,,
4116,3411,Single scabbard,17,3,3,12,9,3.25%,,
4117,3421,powdery fragrance,18,1,2,1,,0%,,
4118,3421,powdery fragrance,18,1,2,2,,0%,,
4119,3421,powdery fragrance,18,1,2,3,,0%,,
4120,3421,powdery fragrance,18,1,2,4,,0%,,
4121,3421,powdery fragrance,18,1,2,5,,0%,,
4122,3421,powdery fragrance,18,1,2,6,,0%,,
4123,3421,powdery fragrance,18,1,2,7,,0%,,
4124,3421,powdery fragrance,18,1,2,8,,0%,,
4125,3421,powdery fragrance,18,1,2,9,,0%,,
4126,3421,powdery fragrance,18,1,2,10,,0%,,
4127,3421,powdery fragrance,18,1,2,11,,0%,,
4128,3421,powdery fragrance,18,1,2,12,,0%,,
4129,3431,Soft Puffs,18,2,2,1,10,0%,,
4130,3431,Soft Puffs,18,2,2,2,10,0.08%,,
4131,3431,Soft Puffs,18,2,2,3,10,0.16%,,
4132,3431,Soft Puffs,18,2,2,4,10,0.24%,,
4133,3431,Soft Puffs,18,2,2,5,10,0.40%,,
4134,3431,Soft Puffs,18,2,2,6,10,0.56%,,
4135,3431,Soft Puffs,18,2,2,7,10,0.80%,,
4136,3431,Soft Puffs,18,2,2,8,10,1.04%,,
4137,3431,Soft Puffs,18,2,2,9,10,1.36%,,
4138,3431,Soft Puffs,18,2,2,10,10,1.68%,,
4139,3431,Soft Puffs,18,2,2,11,10,2%,,
4140,3431,Soft Puffs,18,2,2,12,10,2.40%,,
4141,3441,alright squid,16,2,2,1,,0%,,
4142,3441,alright squid,16,2,2,2,,0%,,
4143,3441,alright squid,16,2,2,3,,0%,,
4144,3441,alright squid,16,2,2,4,,0%,,
4145,3441,alright squid,16,2,2,5,,0%,,
4146,3441,alright squid,16,2,2,6,,0%,,
4147,3441,alright squid,16,2,2,7,,0%,,
4148,3441,alright squid,16,2,2,8,,0%,,
4149,3441,alright squid,16,2,2,9,,0%,,
4150,3441,alright squid,16,2,2,10,,0%,,
4151,3441,alright squid,16,2,2,11,,0%,,
4152,3441,alright squid,16,2,2,12,,0%,,
4153,3451,Turtle feet,13,2,2,1,,0%,,
4154,3451,Turtle feet,13,2,2,2,,0%,,
4155,3451,Turtle feet,13,2,2,3,,0%,,
4156,3451,Turtle feet,13,2,2,4,,0%,,
4157,3451,Turtle feet,13,2,2,5,,0%,,
4158,3451,Turtle feet,13,2,2,6,,0%,,
4159,3451,Turtle feet,13,2,2,7,,0%,,
4160,3451,Turtle feet,13,2,2,8,,0%,,
4161,3451,Turtle feet,13,2,2,9,,0%,,
4162,3451,Turtle feet,13,2,2,10,,0%,,
4163,3451,Turtle feet,13,2,2,11,,0%,,
4164,3451,Turtle feet,13,2,2,12,,0%,,
4165,3461,Garbage algae,8,2,2,1,,0%,,
4166,3461,Garbage algae,8,2,2,2,,0%,,
4167,3461,Garbage algae,8,2,2,3,,0%,,
4168,3461,Garbage algae,8,2,2,4,,0%,,
4169,3461,Garbage algae,8,2,2,5,,0%,,
4170,3461,Garbage algae,8,2,2,6,,0%,,
4171,3461,Garbage algae,8,2,2,7,,0%,,
4172,3461,Garbage algae,8,2,2,8,,0%,,
4173,3461,Garbage algae,8,2,2,9,,0%,,
4174,3461,Garbage algae,8,2,2,10,,0%,,
4175,3461,Garbage algae,8,2,2,11,,0%,,
4176,3461,Garbage algae,8,2,2,12,,0%,,
4177,3471,Arm gun shrimp,3,2,2,1,8,0%,,
4178,3471,Arm gun shrimp,3,2,2,2,8,0.08%,,
4179,3471,Arm gun shrimp,3,2,2,3,8,0.16%,,
4180,3471,Arm gun shrimp,3,2,2,4,8,0.24%,,
4181,3471,Arm gun shrimp,3,2,2,5,8,0.40%,,
4182,3471,Arm gun shrimp,3,2,2,6,8,0.56%,,
4183,3471,Arm gun shrimp,3,2,2,7,8,0.80%,,
4184,3471,Arm gun shrimp,3,2,2,8,8,1.04%,,
4185,3471,Arm gun shrimp,3,2,2,9,8,1.36%,,
4186,3471,Arm gun shrimp,3,2,2,10,8,1.68%,,
4187,3471,Arm gun shrimp,3,2,2,11,8,2%,,
4188,3471,Arm gun shrimp,3,2,2,12,8,2.40%,,
4189,3481,Lizard _,1,2,2,1,,0%,,
4190,3481,Lizard _,1,2,2,2,,0%,,
4191,3481,Lizard _,1,2,2,3,,0%,,
4192,3481,Lizard _,1,2,2,4,,0%,,
4193,3481,Lizard _,1,2,2,5,,0%,,
4194,3481,Lizard _,1,2,2,6,,0%,,
4195,3481,Lizard _,1,2,2,7,,0%,,
4196,3481,Lizard _,1,2,2,8,,0%,,
4197,3481,Lizard _,1,2,2,9,,0%,,
4198,3481,Lizard _,1,2,2,10,,0%,,
4199,3481,Lizard _,1,2,2,11,,0%,,
4200,3481,Lizard _,1,2,2,12,,0%,,
4201,3491,baby tyrannosaurus,13,2,2,1,,0%,,
4202,3491,baby tyrannosaurus,13,2,2,2,,0%,,
4203,3491,baby tyrannosaurus,13,2,2,3,,0%,,
4204,3491,baby tyrannosaurus,13,2,2,4,,0%,,
4205,3491,baby tyrannosaurus,13,2,2,5,,0%,,
4206,3491,baby tyrannosaurus,13,2,2,6,,0%,,
4207,3491,baby tyrannosaurus,13,2,2,7,,0%,,
4208,3491,baby tyrannosaurus,13,2,2,8,,0%,,
4209,3491,baby tyrannosaurus,13,2,2,9,,0%,,
4210,3491,baby tyrannosaurus,13,2,2,10,,0%,,
4211,3491,baby tyrannosaurus,13,2,2,11,,0%,,
4212,3491,baby tyrannosaurus,13,2,2,12,,0%,,
4213,3501,ice dragon,13,2,2,1,10,0%,,
4214,3501,ice dragon,13,2,2,2,10,0.08%,,
4215,3501,ice dragon,13,2,2,3,10,0.16%,,
4216,3501,ice dragon,13,2,2,4,10,0.24%,,
4217,3501,ice dragon,13,2,2,5,10,0.40%,,
4218,3501,ice dragon,13,2,2,6,10,0.56%,,
4219,3501,ice dragon,13,2,2,7,10,0.80%,,
4220,3501,ice dragon,13,2,2,8,10,1.04%,,
4221,3501,ice dragon,13,2,2,9,10,1.36%,,
4222,3501,ice dragon,13,2,2,10,10,1.68%,,
4223,3501,ice dragon,13,2,2,11,10,2%,,
4224,3501,ice dragon,13,2,2,12,10,2.40%,,
4225,3511,Wrestling Hawkman _,7,2,2,1,7,0%,,
4226,3511,Wrestling Hawkman _,7,2,2,2,7,0.08%,,
4227,3511,Wrestling Hawkman _,7,2,2,3,7,0.16%,,
4228,3511,Wrestling Hawkman _,7,2,2,4,7,0.24%,,
4229,3511,Wrestling Hawkman _,7,2,2,5,7,0.40%,,
4230,3511,Wrestling Hawkman _,7,2,2,6,7,0.56%,,
4231,3511,Wrestling Hawkman _,7,2,2,7,7,0.80%,,
4232,3511,Wrestling Hawkman _,7,2,2,8,7,1.04%,,
4233,3511,Wrestling Hawkman _,7,2,2,9,7,1.36%,,
4234,3511,Wrestling Hawkman _,7,2,2,10,7,1.68%,,
4235,3511,Wrestling Hawkman _,7,2,2,11,7,2%,,
4236,3511,Wrestling Hawkman _,7,2,2,12,7,2.40%,,
4237,3521,rat _,5,1,2,1,,0%,,
4238,3521,rat _,5,1,2,2,,0%,,
4239,3521,rat _,5,1,2,3,,0%,,
4240,3521,rat _,5,1,2,4,,0%,,
4241,3521,rat _,5,1,2,5,,0%,,
4242,3521,rat _,5,1,2,6,,0%,,
4243,3521,rat _,5,1,2,7,,0%,,
4244,3521,rat _,5,1,2,8,,0%,,
4245,3521,rat _,5,1,2,9,,0%,,
4246,3521,rat _,5,1,2,10,,0%,,
4247,3521,rat _,5,1,2,11,,0%,,
4248,3521,rat _,5,1,2,12,,0%,,
4249,3531,small diamond,13,2,2,1,,0%,,
4250,3531,small diamond,13,2,2,2,,0%,,
4251,3531,small diamond,13,2,2,3,,0%,,
4252,3531,small diamond,13,2,2,4,,0%,,
4253,3531,small diamond,13,2,2,5,,0%,,
4254,3531,small diamond,13,2,2,6,,0%,,
4255,3531,small diamond,13,2,2,7,,0%,,
4256,3531,small diamond,13,2,2,8,,0%,,
4257,3531,small diamond,13,2,2,9,,0%,,
4258,3531,small diamond,13,2,2,10,,0%,,
4259,3531,small diamond,13,2,2,11,,0%,,
4260,3531,small diamond,13,2,2,12,,0%,,
4261,3541,sticky treasure,15,3,3,1,9,0%,,
4262,3541,sticky treasure,15,3,3,2,9,0%,,
4263,3541,sticky treasure,15,3,3,3,9,0.10%,,
4264,3541,sticky treasure,15,3,3,4,9,0.25%,,
4265,3541,sticky treasure,15,3,3,5,9,0.40%,,
4266,3541,sticky treasure,15,3,3,6,9,0.70%,,
4267,3541,sticky treasure,15,3,3,7,9,1%,,
4268,3541,sticky treasure,15,3,3,8,9,1.30%,,
4269,3541,sticky treasure,15,3,3,9,9,1.75%,,
4270,3541,sticky treasure,15,3,3,10,9,2.20%,,
4271,3541,sticky treasure,15,3,3,11,9,2.65%,,
4272,3541,sticky treasure,15,3,3,12,9,3.25%,,
4273,3551,key ring,17,1,2,1,,0%,,
4274,3551,key ring,17,1,2,2,,0%,,
4275,3551,key ring,17,1,2,3,,0%,,
4276,3551,key ring,17,1,2,4,,0%,,
4277,3551,key ring,17,1,2,5,,0%,,
4278,3551,key ring,17,1,2,6,,0%,,
4279,3551,key ring,17,1,2,7,,0%,,
4280,3551,key ring,17,1,2,8,,0%,,
4281,3551,key ring,17,1,2,9,,0%,,
4282,3551,key ring,17,1,2,10,,0%,,
4283,3551,key ring,17,1,2,11,,0%,,
4284,3551,key ring,17,1,2,12,,0%,,
4285,3561,Little wood spirit,14,1,2,1,10,0%,,
4286,3561,Little wood spirit,14,1,2,2,10,0.04%,,
4287,3561,Little wood spirit,14,1,2,3,10,0.06%,,
4288,3561,Little wood spirit,14,1,2,4,10,0.08%,,
4289,3561,Little wood spirit,14,1,2,5,10,0.12%,,
4290,3561,Little wood spirit,14,1,2,6,10,0.18%,,
4291,3561,Little wood spirit,14,1,2,7,10,0.24%,,
4292,3561,Little wood spirit,14,1,2,8,10,0.32%,,
4293,3561,Little wood spirit,14,1,2,9,10,0.40%,,
4294,3561,Little wood spirit,14,1,2,10,10,0.50%,,
4295,3561,Little wood spirit,14,1,2,11,10,0.60%,,
4296,3561,Little wood spirit,14,1,2,12,10,0.72%,,
4297,3571,Pumpkin Extract · Regular Size,14,2,2,1,,0%,,
4298,3571,Pumpkin Extract · Regular Size,14,2,2,2,,0%,,
4299,3571,Pumpkin Extract · Regular Size,14,2,2,3,,0%,,
4300,3571,Pumpkin Extract · Regular Size,14,2,2,4,,0%,,
4301,3571,Pumpkin Extract · Regular Size,14,2,2,5,,0%,,
4302,3571,Pumpkin Extract · Regular Size,14,2,2,6,,0%,,
4303,3571,Pumpkin Extract · Regular Size,14,2,2,7,,0%,,
4304,3571,Pumpkin Extract · Regular Size,14,2,2,8,,0%,,
4305,3571,Pumpkin Extract · Regular Size,14,2,2,9,,0%,,
4306,3571,Pumpkin Extract · Regular Size,14,2,2,10,,0%,,
4307,3571,Pumpkin Extract · Regular Size,14,2,2,11,,0%,,
4308,3571,Pumpkin Extract · Regular Size,14,2,2,12,,0%,,
4309,3581,ice rock monster,6,2,2,1,,0%,,
4310,3581,ice rock monster,6,2,2,2,,0%,,
4311,3581,ice rock monster,6,2,2,3,,0%,,
4312,3581,ice rock monster,6,2,2,4,,0%,,
4313,3581,ice rock monster,6,2,2,5,,0%,,
4314,3581,ice rock monster,6,2,2,6,,0%,,
4315,3581,ice rock monster,6,2,2,7,,0%,,
4316,3581,ice rock monster,6,2,2,8,,0%,,
4317,3581,ice rock monster,6,2,2,9,,0%,,
4318,3581,ice rock monster,6,2,2,10,,0%,,
4319,3581,ice rock monster,6,2,2,11,,0%,,
4320,3581,ice rock monster,6,2,2,12,,0%,,
4321,3591,buzzing bat,10,3,2,1,13,0%,,
4322,3591,buzzing bat,10,3,2,2,13,0%,,
4323,3591,buzzing bat,10,3,2,3,13,0.10%,,
4324,3591,buzzing bat,10,3,2,4,13,0.25%,,
4325,3591,buzzing bat,10,3,2,5,13,0.40%,,
4326,3591,buzzing bat,10,3,2,6,13,0.70%,,
4327,3591,buzzing bat,10,3,2,7,13,1%,,
4328,3591,buzzing bat,10,3,2,8,13,1.30%,,
4329,3591,buzzing bat,10,3,2,9,13,1.75%,,
4330,3591,buzzing bat,10,3,2,10,13,2.20%,,
4331,3591,buzzing bat,10,3,2,11,13,2.65%,,
4332,3591,buzzing bat,10,3,2,12,13,3.25%,,
4333,3601,Cernias,18,4,4,1,1,0%,,
4334,3601,Cernias,18,4,4,2,1,0%,,
4335,3601,Cernias,18,4,4,3,1,0%,,
4336,3601,Cernias,18,4,4,4,1,0.11%,,
4337,3601,Cernias,18,4,4,5,1,0.34%,,
4338,3601,Cernias,18,4,4,6,1,0.56%,,
4339,3601,Cernias,18,4,4,7,1,1.01%,,
4340,3601,Cernias,18,4,4,8,1,1.46%,,
4341,3601,Cernias,18,4,4,9,1,1.90%,,
4342,3601,Cernias,18,4,4,10,1,2.58%,,
4343,3601,Cernias,18,4,4,11,1,3.25%,,
4344,3601,Cernias,18,4,4,12,1,3.92%,,
4345,3611,Yveltal _,16,4,4,1,8,0%,,
4346,3611,Yveltal _,16,4,4,2,8,0%,,
4347,3611,Yveltal _,16,4,4,3,8,0%,,
4348,3611,Yveltal _,16,4,4,4,8,0.16%,,
4349,3611,Yveltal _,16,4,4,5,8,0.48%,,
4350,3611,Yveltal _,16,4,4,6,8,0.80%,,
4351,3611,Yveltal _,16,4,4,7,8,1.44%,,
4352,3611,Yveltal _,16,4,4,8,8,2.08%,,
