变量名,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc,effectDesc_tw,effectDesc_en,effectDesc_vn,effectDesc_kr
181010,1811,10,0,0,{90=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
181011,1811,11,0,0,{22=1200},,,,,
181012,1811,12,0,0,{23=1200},,,,,
182001,1821,1,0,0,,,,,,
183001,1831,1,0,0,,,,,,
184002,1841,2,0,0,{1=300},,,,,
184003,1841,3,0,0,{25=200},,,,,
184004,1841,4,0,0,{9=6%;10=6%},,,,,
184005,1841,5,0,0,{1=6%},,,,,
184006,1841,6,0,0,{7=6%;8=6%},,,,,
184007,1841,7,0,0,{25=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
184008,1841,8,0,0,{1=12%},,,,,
184009,1841,9,0,0,{9=12%;10=12%},,,,,
184010,1841,10,0,0,{25=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
184011,1841,11,0,0,{22=1200},,,,,
184012,1841,12,0,0,{23=1200},,,,,
185002,1851,2,0,0,{7=80;8=80},,,,,
185003,1851,3,0,0,{24=200},,,,,
185004,1851,4,0,0,{7=5%;8=5%},,,,,
185005,1851,5,0,0,{1=5%},,,,,
185006,1851,6,0,0,{9=5%;10=5%},,,,,
185007,1851,7,0,0,{91=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
185008,1851,8,0,0,{1=10%},,,,,
185009,1851,9,0,0,{7=10%;8=10%},,,,,
185010,1851,10,0,0,{91=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
185011,1851,11,0,0,{22=1000},,,,,
185012,1851,12,0,0,{23=1000},,,,,
186002,1861,2,0,0,{9=80;10=80},,,,,
186003,1861,3,0,0,{25=200},,,,,
186004,1861,4,0,0,{9=5%;10=5%},,,,,
186005,1861,5,0,0,{1=5%},,,,,
186006,1861,6,0,0,{9=5%;10=5%},,,,,
186007,1861,7,0,0,{27=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
186008,1861,8,0,0,{1=10%},,,,,
186009,1861,9,0,0,{9=10%;10=10%},,,,,
186010,1861,10,0,0,{27=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
186011,1861,11,0,0,{22=1000},,,,,
186012,1861,12,0,0,{23=1000},,,,,
187001,1871,1,0,0,,,,,,
188001,1881,1,0,0,,,,,,
189002,1891,2,0,0,{7=80;8=80},,,,,
189003,1891,3,0,0,{24=200},,,,,
189004,1891,4,0,0,{7=6%;8=6%},,,,,
189005,1891,5,0,0,{1=6%},,,,,
189006,1891,6,0,0,{7=6%;8=6%},,,,,
189007,1891,7,0,0,{26=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
189008,1891,8,0,0,{1=12%},,,,,
189009,1891,9,0,0,{7=12%;8=12%},,,,,
189010,1891,10,0,0,{26=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
189011,1891,11,0,0,{22=1200},,,,,
189012,1891,12,0,0,{23=1200},,,,,
190002,1901,2,0,0,{9=80;10=80},,,,,
190003,1901,3,0,0,{25=200},,,,,
190004,1901,4,0,0,{9=6%;10=6%},,,,,
190005,1901,5,0,0,{1=6%},,,,,
190006,1901,6,0,0,{9=6%;10=6%},,,,,
190007,1901,7,0,0,{27=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
190008,1901,8,0,0,{1=12%},,,,,
190009,1901,9,0,0,{9=12%;10=12%},,,,,
190010,1901,10,0,0,{27=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
190011,1901,11,0,0,{22=1200},,,,,
190012,1901,12,0,0,{23=1200},,,,,
191002,1911,2,0,0,{9=80;10=80},,,,,
191003,1911,3,0,0,{25=200},,,,,
191004,1911,4,0,0,{9=6%;10=6%},,,,,
191005,1911,5,0,0,{1=6%},,,,,
191006,1911,6,0,0,{9=6%;10=6%},,,,,
191007,1911,7,0,0,{17=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
191008,1911,8,0,0,{1=12%},,,,,
191009,1911,9,0,0,{9=12%;10=12%},,,,,
191010,1911,10,0,0,{17=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
191011,1911,11,0,0,{22=1200},,,,,
191012,1911,12,0,0,{23=1200},,,,,
192002,1921,2,0,0,{9=80;10=80},,,,,
192003,1921,3,0,0,{25=200},,,,,
192004,1921,4,0,0,{9=6%;10=6%},,,,,
192005,1921,5,0,0,{1=6%},,,,,
192006,1921,6,0,0,{9=6%;10=6%},,,,,
192007,1921,7,0,0,{25=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
192008,1921,8,0,0,{1=12%},,,,,
192009,1921,9,0,0,{9=12%;10=12%},,,,,
192010,1921,10,0,0,{25=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
192011,1921,11,0,0,{22=1200},,,,,
192012,1921,12,0,0,{23=1200},,,,,
193002,1931,2,0,0,{1=300},,,,,
193003,1931,3,0,0,{25=200},,,,,
193004,1931,4,0,0,{9=6%;10=6%},,,,,
193005,1931,5,0,0,{1=6%},,,,,
193006,1931,6,0,0,{7=6%;8=6%},,,,,
193007,1931,7,0,0,{91=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
193008,1931,8,0,0,{1=12%},,,,,
193009,1931,9,0,0,{9=12%;10=12%},,,,,
193010,1931,10,0,0,{91=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
193011,1931,11,0,0,{22=1200},,,,,
193012,1931,12,0,0,{23=1200},,,,,
194002,1941,2,0,0,{1=300},,,,,
194003,1941,3,0,0,{25=200},,,,,
194004,1941,4,0,0,{9=6%;10=6%},,,,,
194005,1941,5,0,0,{1=6%},,,,,
194006,1941,6,0,0,{7=6%;8=6%},,,,,
194007,1941,7,0,0,{25=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
194008,1941,8,0,0,{1=12%},,,,,
194009,1941,9,0,0,{9=12%;10=12%},,,,,
194010,1941,10,0,0,{25=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
194011,1941,11,0,0,{22=1200},,,,,
194012,1941,12,0,0,{23=1200},,,,,
195002,1951,2,0,0,{7=80;8=80},,,,,
195003,1951,3,0,0,{24=200},,,,,
195004,1951,4,0,0,{7=6%;8=6%},,,,,
195005,1951,5,0,0,{1=6%},,,,,
195006,1951,6,0,0,{7=6%;8=6%},,,,,
195007,1951,7,0,0,{24=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
195008,1951,8,0,0,{1=12%},,,,,
195009,1951,9,0,0,{7=12%;8=12%},,,,,
195010,1951,10,0,0,{24=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
195011,1951,11,0,0,{22=1200},,,,,
195012,1951,12,0,0,{23=1200},,,,,
196002,1961,2,0,0,{1=500},,,,,
196003,1961,3,0,0,{25=300},,,,,
196004,1961,4,0,0,{9=8%;10=8%},,,,,
196005,1961,5,0,0,{1=8%},,,,,
196006,1961,6,0,0,{7=8%;8=8%},,,,,
196007,1961,7,0,0,{16=500},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
196008,1961,8,0,0,{1=15%},,,,,
196009,1961,9,0,0,{9=15%;10=15%},,,,,
196010,1961,10,0,0,{16=1000},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
196011,1961,11,0,0,{22=1500},,,,,
196012,1961,12,0,0,{23=1500},,,,,
197002,1971,2,0,0,{9=120;10=120},,,,,
197003,1971,3,0,0,{25=300},,,,,
197004,1971,4,0,0,{9=8%;10=8%},,,,,
197005,1971,5,0,0,{1=8%},,,,,
197006,1971,6,0,0,{9=8%;10=8%},,,,,
197007,1971,7,0,0,{16=500},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
197008,1971,8,0,0,{1=15%},,,,,
197009,1971,9,0,0,{9=15%;10=15%},,,,,
197010,1971,10,0,0,{16=1000},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
197011,1971,11,0,0,{22=1500},,,,,
197012,1971,12,0,0,{23=1500},,,,,
198002,1981,2,0,0,{7=120;8=120},,,,,
198003,1981,3,0,0,{24=300},,,,,
198004,1981,4,0,0,{7=8%;8=8%},,,,,
198005,1981,5,0,0,{1=8%},,,,,
198006,1981,6,0,0,{7=8%;8=8%},,,,,
198007,1981,7,0,0,{24=500},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
198008,1981,8,0,0,{1=15%},,,,,
198009,1981,9,0,0,{7=15%;8=15%},,,,,
198010,1981,10,0,0,{24=1000},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
198011,1981,11,0,0,{22=1500},,,,,
198012,1981,12,0,0,{23=1500},,,,,
199002,1991,2,0,0,{1=500},,,,,
199003,1991,3,0,0,{25=300},,,,,
199004,1991,4,0,0,{9=8%;10=8%},,,,,
199005,1991,5,0,0,{1=8%},,,,,
199006,1991,6,0,0,{7=8%;8=8%},,,,,
199007,1991,7,0,0,{17=500},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
199008,1991,8,0,0,{1=15%},,,,,
199009,1991,9,0,0,{9=15%;10=15%},,,,,
199010,1991,10,0,0,{17=1000},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
199011,1991,11,0,0,{22=1500},,,,,
199012,1991,12,0,0,{23=1500},,,,,
200001,2001,1,0,0,,,,,,
201002,2011,2,0,0,{7=80;8=80},,,,,
201003,2011,3,0,0,{25=200},,,,,
201004,2011,4,0,0,{7=5%;8=5%},,,,,
201005,2011,5,0,0,{1=5%},,,,,
201006,2011,6,0,0,{9=5%;10=5%},,,,,
201007,2011,7,0,0,{28=300},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
201008,2011,8,0,0,{1=10%},,,,,
201009,2011,9,0,0,{7=10%;8=10%},,,,,
201010,2011,10,0,0,{28=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
201011,2011,11,0,0,{22=1000},,,,,
201012,2011,12,0,0,{23=1000},,,,,
202002,2021,2,0,0,{7=80;8=80},,,,,
202003,2021,3,0,0,{24=200},,,,,
202004,2021,4,0,0,{7=6%;8=6%},,,,,
202005,2021,5,0,0,{1=6%},,,,,
202006,2021,6,0,0,{7=6%;8=6%},,,,,
202007,2021,7,0,0,{14=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
202008,2021,8,0,0,{1=12%},,,,,
202009,2021,9,0,0,{7=12%;8=12%},,,,,
202010,2021,10,0,0,{14=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
202011,2021,11,0,0,{22=1200},,,,,
202012,2021,12,0,0,{23=1200},,,,,
203002,2031,2,0,0,{7=80;8=80},,,,,
203003,2031,3,0,0,{24=200},,,,,
203004,2031,4,0,0,{7=6%;8=6%},,,,,
203005,2031,5,0,0,{1=6%},,,,,
203006,2031,6,0,0,{7=6%;8=6%},,,,,
203007,2031,7,0,0,{24=400},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
203008,2031,8,0,0,{1=12%},,,,,
203009,2031,9,0,0,{7=12%;8=12%},,,,,
203010,2031,10,0,0,{24=800},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
203011,2031,11,0,0,{22=1200},,,,,
203012,2031,12,0,0,{23=1200},,,,,
204001,2041,1,0,0,,,,,,
205001,2051,1,0,0,,,,,,
206001,2061,1,0,0,,,,,,
207002,2071,2,0,0,{7=80;8=80},,,,,
207003,2071,3,0,0,{24=200},,,,,
207004,2071,4,0,0,{7=5%;8=5%},,,,,
207005,2071,5,0,0,{1=5%},,,,,
207006,2071,6,0,0,{7=5%;8=5%},,,,,
207007,2071,7,0,0,{24=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
207008,2071,8,0,0,{1=10%},,,,,
207009,2071,9,0,0,{7=10%;8=10%},,,,,
207010,2071,10,0,0,{24=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
207011,2071,11,0,0,{22=1000},,,,,
207012,2071,12,0,0,{23=1000},,,,,
208001,2081,1,0,0,,,,,,
209001,2091,1,0,0,,,,,,
210001,2101,1,0,0,,,,,,
211001,2111,1,0,0,,,,,,
212001,2121,1,0,0,,,,,,
213001,2131,1,0,0,,,,,,
214001,2141,1,0,0,,,,,,
215001,2151,1,0,0,,,,,,
216001,2161,1,0,0,,,,,,
217001,2171,1,0,0,,,,,,
218001,2181,1,0,0,,,,,,
219001,2191,1,0,0,,,,,,
220001,2201,1,0,0,,,,,,
221001,2211,1,0,0,,,,,,
222001,2221,1,0,0,,,,,,
223002,2231,2,0,0,{7=80;8=80},,,,,
223003,2231,3,0,0,{24=200},,,,,
223004,2231,4,0,0,{7=6%;8=6%},,,,,
223005,2231,5,0,0,{1=6%},,,,,
223006,2231,6,0,0,{7=6%;8=6%},,,,,
223007,2231,7,0,0,{15=600},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
223008,2231,8,0,0,{1=12%},,,,,
223009,2231,9,0,0,{7=12%;8=12%},,,,,
223010,2231,10,0,0,{15=1200},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
223011,2231,11,0,0,{22=1200},,,,,
223012,2231,12,0,0,{23=1200},,,,,
224002,2241,2,0,0,{7=80;8=80},,,,,
224003,2241,3,0,0,{24=200},,,,,
224004,2241,4,0,0,{7=6%;8=6%},,,,,
224005,2241,5,0,0,{1=6%},,,,,
224006,2241,6,0,0,{7=6%;8=6%},,,,,
224007,2241,7,0,0,{24=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
224008,2241,8,0,0,{1=12%},,,,,
224009,2241,9,0,0,{7=12%;8=12%},,,,,
224010,2241,10,0,0,{24=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
224011,2241,11,0,0,{22=1200},,,,,
224012,2241,12,0,0,{23=1200},,,,,
225001,2251,1,0,0,,,,,,
226001,2261,1,0,0,,,,,,
227002,2271,2,0,0,{7=80;8=80},,,,,
227003,2271,3,0,0,{24=200},,,,,
227004,2271,4,0,0,{7=5%;8=5%},,,,,
227005,2271,5,0,0,{1=5%},,,,,
227006,2271,6,0,0,{7=5%;8=5%},,,,,
227007,2271,7,0,0,{24=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
227008,2271,8,0,0,{1=10%},,,,,
227009,2271,9,0,0,{7=10%;8=10%},,,,,
227010,2271,10,0,0,{24=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
227011,2271,11,0,0,{22=1000},,,,,
227012,2271,12,0,0,{23=1000},,,,,
228001,2281,1,0,0,,,,,,
229001,2291,1,0,0,,,,,,
230002,2301,2,0,0,{7=80;8=80},,,,,
230003,2301,3,0,0,{24=200},,,,,
230004,2301,4,0,0,{7=5%;8=5%},,,,,
230005,2301,5,0,0,{1=5%},,,,,
230006,2301,6,0,0,{9=5%;10=5%},,,,,
230007,2301,7,0,0,{90=300},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
230008,2301,8,0,0,{1=10%},,,,,
230009,2301,9,0,0,{7=10%;8=10%},,,,,
230010,2301,10,0,0,{90=600},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
230011,2301,11,0,0,{22=1000},,,,,
230012,2301,12,0,0,{23=1000},,,,,
231001,2311,1,0,0,,,,,,
232001,2321,1,0,0,,,,,,
233001,2331,1,0,0,,,,,,
234001,2341,1,0,0,,,,,,
235002,2351,2,0,0,{7=120;8=120},,,,,
235003,2351,3,0,0,{24=300},,,,,
235004,2351,4,0,0,{7=8%;8=8%},,,,,
235005,2351,5,0,0,{1=8%},,,,,
235006,2351,6,0,0,{7=8%;8=8%},,,,,
235007,2351,7,0,0,{5=500},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
235008,2351,8,0,0,{1=15%},,,,,
235009,2351,9,0,0,{7=15%;8=15%},,,,,
235010,2351,10,0,0,{5=1000},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
235011,2351,11,0,0,{22=1500},,,,,
235012,2351,12,0,0,{23=1500},,,,,
236002,2361,2,0,0,{7=120;8=120},,,,,
236003,2361,3,0,0,{24=300},,,,,
236004,2361,4,0,0,{7=8%;8=8%},,,,,
236005,2361,5,0,0,{1=8%},,,,,
236006,2361,6,0,0,{7=8%;8=8%},,,,,
236007,2361,7,0,0,{15=750},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
236008,2361,8,0,0,{1=15%},,,,,
236009,2361,9,0,0,{7=15%;8=15%},,,,,
236010,2361,10,0,0,{15=1500},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
236011,2361,11,0,0,{22=1500},,,,,
236012,2361,12,0,0,{23=1500},,,,,
237001,2371,1,0,0,,,,,,
238002,2381,2,0,0,{7=120;8=120},,,,,
238003,2381,3,0,0,{24=300},,,,,
238004,2381,4,0,0,{7=8%;8=8%},,,,,
238005,2381,5,0,0,{1=8%},,,,,
238006,2381,6,0,0,{7=8%;8=8%},,,,,
238007,2381,7,0,0,{24=500},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
238008,2381,8,0,0,{1=15%},,,,,
238009,2381,9,0,0,{7=15%;8=15%},,,,,
238010,2381,10,0,0,{24=1000},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
238011,2381,11,0,0,{22=1500},,,,,
238012,2381,12,0,0,{23=1500},,,,,
239002,2391,2,0,0,{9=120;10=120},,,,,
239003,2391,3,0,0,{25=300},,,,,
239004,2391,4,0,0,{9=8%;10=8%},,,,,
239005,2391,5,0,0,{1=8%},,,,,
239006,2391,6,0,0,{9=8%;10=8%},,,,,
239007,2391,7,0,0,{25=500},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
239008,2391,8,0,0,{1=15%},,,,,
239009,2391,9,0,0,{9=15%;10=15%},,,,,
239010,2391,10,0,0,{25=1000},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
239011,2391,11,0,0,{22=1500},,,,,
239012,2391,12,0,0,{23=1500},,,,,
240002,2401,2,0,0,{1=300},,,,,
240003,2401,3,0,0,{25=200},,,,,
240004,2401,4,0,0,{9=6%;10=6%},,,,,
240005,2401,5,0,0,{1=6%},,,,,
240006,2401,6,0,0,{7=6%;8=6%},,,,,
240007,2401,7,0,0,{25=400},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害減免被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động giảm thương PVP,\n PVP 피해 감소 패시브 스킬 잠금 해제
240008,2401,8,0,0,{1=12%},,,,,
240009,2401,9,0,0,{9=12%;10=12%},,,,,
240010,2401,10,0,0,{25=800},\n Unlock PVP attack reduction passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack reduction passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
240011,2401,11,0,0,{22=1200},,,,,
240012,2401,12,0,0,{23=1200},,,,,
241001,2411,1,0,0,,,,,,
242001,2421,1,0,0,,,,,,
243002,2431,2,0,0,{7=120;8=120},,,,,
243003,2431,3,0,0,{24=300},,,,,
243004,2431,4,0,0,{7=8%;8=8%},,,,,
243005,2431,5,0,0,{1=8%},,,,,
243006,2431,6,0,0,{9=8%;10=8%},,,,,
243007,2431,7,0,0,{90=500},\n Unlock PVP attack bonus passive skill,\n解鎖PVP傷害加成被動技能,\n Unlock PVP attack bonus passive skill,\nMở khoá kỹ năng bị động tăng thương PVP,\n PVP 피해 보너스 패시브 스킬 잠금 해제
243008,2431,8,0,0,{1=15%},,,,,
