变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs
400103111,,trigger before attack,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400103112;caster=2;holder=8;lifeRound=1;value=500*target2:sumBuffOverlayByGroup(1500,1501,1502,1503,1510,1511,1512,1513,1520,1521,1522,1523,1541,1551,1581,1582)}>>}>",,,,,,,,,,,,,,
400103112,,Amplified damage,,,damageDeepen,,未分组,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=2}>,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400103211,,Increased life limit,,,addHpMax,,,1,,102,,,,,1,1,,,battle/buff_icon/logo_smsx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400103311,,injury trigger,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400103312;caster=2;holder=2;lifeRound=1;value=self:hpMax()*0.05}>>}>,,,,,,,,,,,,,,
400103312,,return blood,,,addHP,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400103411,,trigger after action,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=6;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400103412;caster=2;holder=2;lifeRound=1;value=self:hpMax()*0.05}>>}>,,,,,,,,,,,,,,
400103412,,return blood,,,addHP,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400103511,,Triggered at the start of an even-numbered round,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=3;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400103512;caster=2;holder=1;lifeRound=99;value=5000;prob=(getNowRound()%2==0) and 1 or 0}>> }>,,,,,,,,,,,,,,
400103512,,Improved Healing Effect,,,cure,,,1,1003,102,,,,,1,1,,,battle/buff_icon/logo_zll_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_zlltg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400103611,,Triggered at the end of the big round,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400103612;caster=2;holder={input=selfForce|nodead;process=attr(""hp"",""min"",1)};lifeRound=1;value=target2:hpMax()*0.1;prob=less(sumBuffOverlayByGroupInForce(self:force(),400103612),1) and 1 or 0}>> }>",,,,,,,,,,,,,,
400103612,,return blood,,,addHP,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400103711,,Triggered on Healing,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=27;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=400103712;caster=2;holder=1;lifeRound=99;value=self:damage()*0.15}>;<{cfgId=400103713;caster=2;holder=1;lifeRound=99;value=self:specialDamage()*0.15}>> }>,,,,,,,,,,,,,,
400103712,,physical attack increased,,,damage,,,1,1202,102,,,,,2,5,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
400103713,,Special attack increased,,,specialDamage,,,1,1202,102,,,,,2,5,,,battle/buff_icon/logo_tg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400103811,,Triggered on Healing,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=27;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400103812;caster=2;holder=1;lifeRound=99;value=1500}>> }>,,,,,,,,,,,,,,
400103812,,Rage recovery speed increased,,,mp1Recover,,,1,,102,,,,,2,5,,,battle/buff_icon/logo_nqhf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqhftg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400103911,,Triggered on Healing,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=27;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400103912;caster=2;holder=1;lifeRound=99;value=1500}>> }>,,,,,,,,,,,,,,
400103912,,Increase crit rate,,,strike,,,1,1202,102,,,,,2,5,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400104011,,Triggered on Healing,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=27;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400104012;caster=2;holder=1;lifeRound=99;value=self:speed()*0.15}>> }>,,,,,,,,,,,,,,
400104012,,speed boost,,,speed,,,1,1201,102,,,,,2,5,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400200211,,Carry Items (Apple),,,,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=6;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400200212;caster=1;holder=1;lifeRound=99;value=target:hpMax()*(0.05+7*0.007);prob=1}>> }>,,,,,,,<{type=2;limit = 1}>,,,,,,,
400200212,recover,Carry Items (Apple),,,addHP,,未分组,,,,,,,,1,1,,,,1,,,,,0,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,TRUE,30301,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400200311,,trigger doctor mask,,,,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=520091;caster=1;holder=1;lifeRound=99;value=0;prob=1}>> }>,,,,,,,<{type=2;limit = 1}>,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400200411,,trigger power bracelet,,,,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=520181;caster=1;holder=1;lifeRound=99;value=0;prob=1}>> }>,,,,,,,<{type=2;limit = 1}>,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400200511,,attack trigger,,,,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;};{nodeId=1;triggerPoint=8;onSkillType=2;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400200512;caster=1;holder=1;lifeRound=1;value=1;prob=1}>> }>,,,,,,,<{type=2;limit = 1}>,,,,,,,
400200512,Metagros,Small Skill Cooldown,A,skill2,updSkillSpellRoundOnce,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400200611,,Increased anger,,,addMp1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,<{type=2;limit = 1}>,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400200711,,Trigger Bird Blessing,,,,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{cfgId=1271261;caster=1;holder=1;lifeRound=99;value=<0;1;0;1>;prob=1}>> }>,,,,,,,<{type=2;limit = 1}>,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400200811,control immunity,control immunity,,,,,未分组,1,50022,,,,,,1,1,,,battle/buff_icon/logo_kzmy.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{type=2;limit = 1}>,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400205111,,Recover blood for all in the first round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=38;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400205112;caster=1;holder=1;lifeRound=1;value=target2:hpMax()*0.5;prob=1}>> }>,,,,,,,<{type=2;limit = 1}>,,,,,,,
400205112,recover,Carry Items (Apple),,,addHP,,未分组,,,,,,,,1,1,,,,1,,,,,0,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400205211,,Recover blood for all in the first round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400205212;caster=1;holder=1;lifeRound=1;value=target2:hpMax()*0.1;prob=1}>> }>,,,,,,,,,,,,,,
400205212,recover,Carry Items (Apple),,,addHP,,未分组,,,,,,,,1,1,,,,1,,,,,0,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400205311,,Recover blood for all in the first round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;triggerPoint=38;effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=400205112;caster=1;holder=1;lifeRound=1;value=target2:hpMax()*0.3;prob=1}>;<{cfgId=400205313;caster=1;holder=1;lifeRound=1;value=300;prob=1}>> }>,,,,,,,,,,,,,,
400205312,,Carry Items (Apple),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400205313,,Increased anger,,,addMp1,,未分组,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,,,,,,,,,,,,<{type=2;limit = 1}>,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400205411,Rashiram,Overclocking Resurrection,S+,S+,reborn,,未分组,1,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=12};{nodeId=1;triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{cfgId=400205412;caster=2;holder=11;lifeRound=1;value=1}>>}>,,,,,TRUE,,<{type=2;limit = 1}>,1,,,,,,
400205412,Rashiram,one-time special effects,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_fh.png,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900001,accelerate,accelerate,,,speed,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,
900002,slow down/paralyze,slow down,,,speed,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_sd_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdjd.png,,,,,,,,,,,,,,,,,,,,,
900003,add attack,add attack,,,damage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
900004,Attack reduction,Attack reduction,,,damage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_wg_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgjd.png,,,,,,,,,,,,,,,,,,,,,
900005,plus special attack,plus special attack,,,specialDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,
900006,minus special attack,minus special attack,,,specialDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_tg_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,
900007,Add physical defense,Add physical defense,,,defence,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,,,,,,,
900008,Reduce physical defense,Reduce physical defense,,,defence,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_wf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,
900009,Gart defense,Gart defense,,,specialDefence,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,
900010,special defense reduction,Reduce special defense,,,specialDefence,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_tf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,
900011,plus hit,plus hit,,,damageHit,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_mz_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_mzdjtg.png,,,,,,,,,,,,,,,,,,,,,
900012,Hit reduction,Hit reduction,,,damageHit,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_mz_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_mzdjjd.png,,,,,,,,,,,,,,,,,,,,,
900013,Increase crit level,Increase crit level,,,strike,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,
900014,Reduce crit rating,Reduce crit rating,,,strike,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_bjl_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjljd.png,,,,,,,,,,,,,,,,,,,,,
900015,Increase crit damage,Increase crit damage,,,strikeDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,
900016,Reduce critical damage,Reduce critical damage,,,strikeDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_bjsh_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshjd.png,,,,,,,,,,,,,,,,,,,,,
900017,dizziness,dizziness,,,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{'x'=0;'y'=-320},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,
900018,direct injury,direct damage,,,buffDamage,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,
900019,recover,Add HP,,,addHP,,未分组,,,,,,,,2,3,,,,1,,,,,0,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,
900020,normal shield,normal shield,,,shield,护盾,特殊,2,11,,,,,,1,1,,,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,,,0,,,,,,,,,,,,,,battle/txt/txt_hd.png,,,,,,,,,,,,,,,,,,,,,
900021,to sleep,to sleep,,,sleepy,,,2,22,,,,,,1,1,,,battle/buff_icon/logo_sm.png,,buff/shuimian/shuimian.skel,<shuimian_loop>,,,1,,{'x'=0;'y'=-300},,,,,,,,,,,,battle/txt/txt_sm.png,,,,,,,,,,,,,,,,,,,,,
900022,bondage/bleeding,minus hp,,,buffDamage,,未分组,,,,,,,,2,2,,,battle/buff_icon/logo_lx.png,1,buff/liuxue/liuxue.skel,<liuxue_loop>,,,0,,,,,,,,,,,,,,battle/txt/txt_lx.png,,,<{processId=5;damageType=2}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,
900023,immune to physical attack,immune attack,gift book in use,,immuneDamage,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,
900024,immune to special attacks,Immune to special attack,gift book in use,,immuneDamage,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,
900025,Immune to all damage,Immune to all damage,,,immuneDamage,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wqmy.png,,,,,,,,,,,,,,,,,,,,,
900026,Weakened immunity,Weakened immunity,,,immuneAllAttrsDown,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_mynlrh.png,,,,,,,,,,,,,,,,,,,,,
900027,silent/scared,Fear,,,silence,,,,24,,,,,,,1,,,battle/buff_icon/logo_cm.png,,buff/chenmo/chenmo.skel,<chenmo_loop>,,,1,,{'x'=0;'y'=-320},,,,,,,,,,,,battle/txt/txt_cm.png,,,<0>,,,,,,,,,,,,,,,,,,
900028,provocative,provocative,,,sneer,,,2,25,,,,,,1,1,,,battle/buff_icon/logo_cf.png,,buff/chaofeng/beichaofeng.skel,<beichaofeng_loop>,,,1,,{'x'=0;'y'=-300},,,,,,,,,,,,battle/txt/txt_tx.png,,,,,,,,,,,,,,,,,,,,,
900029,confusion,confusion,,,"confusion ",,,2,23,,,,,,1,1,,,battle/buff_icon/logo_hl.png,,buff/hunluan/hunluan.skel,<hunluan_loop>,,,1,,{'x'=0;'y'=-280},,,,,,,,,,,,battle/txt/txt_hl.png,,,,,,,,,,,,,,,,,,,,,
900030,overall shield,overall shield,,,teamShield,,未分组,2,,,,,,,0,,,,,1,buff/hudun/hudun.skel,<hudun_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_qthd.png,,,,,,,,,,,,,,,,,,,,,
900031,poisoned,minus hp,,,buffDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_zd.png,1,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,,,0,,,,,,,,,,,,,,battle/txt/txt_zd.png,,,<{processId=15;damageType=2}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,
900032,burn,minus hp,,,buffDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_zs.png,1,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,0,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{processId=15;damageType=2}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,
900033,Dodge,Dodge,,,damageDodge,,未分组,,,,,,,,0,,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900034,Add damage reduction,Add damage reduction,,,damageReduce,,未分组,,,,,,,,0,999999,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900035,Gat damage reduction,Gat damage reduction,,,damageReduce,,未分组,,,,,,,,0,999999,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900036,frozen,frozen,,,freeze,,,2,26,,,,,,1,1,,,battle/buff_icon/logo_bd.png,,buff/bingdong/bingdong.skel,<bingdong_loop>,,,,,,,buff/bingdong/bingdong.skel,bingdong_bao,,,,,,,{res=buff/bingdong/bingdong.skel;aniName=bingdong_end;pos=0},{typ=pause},battle/txt/txt_bd.png,11,,,,,,,,,,,,,,,,,,,,
900037,Rumble Stone Properties,Immune to crit,,,strikeResistance,,未分组,,,,,,,,,,,,battle/buff_icon/logo_bjkx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,,,,,,,
900038,Rumbling Stone Passive,increase rebound,,,rebound,,未分组,,,,,,,,,,,,battle/buff_icon/logo_fs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900039,Rumble stone skill1,reduce damage,,,damageReduce,,未分组,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900040,Dragon Features,Increase crit,,,strike,,未分组,,,,,,,,,,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,
900041,Battle Dragon Carrying Items,Increase crit damage,,,strikeDamage,,未分组,,,,,,,,,,,,battle/buff_icon/logo_bjsh_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,
900042,Battle Dragon passive (to be added),dispel abnormal state,,,,,未分组,,,,,,<900002;900021;900031;900033>,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900043,War Dragon Basic Attack Recovery,,,,addHP,,未分组,2,,,,,,,,,,,,1,,,,,0,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,
900044,skill1 buff1,Extra attack,,,damage,,未分组,1,,,,,,,,,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,
900045,skill1 buff2,Increase crit level,,,strike,,未分组,2,,,,,,,,,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,
900046,Yongjila Passive,self shield,,,shield,护盾,特殊,2,11,,,,,,1,1,,,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,,,0,,,,,,,,,,,,,,battle/txt/txt_hd.png,,,,,,,,,,,,,,,,,,,,,
900047,Yongjila Traits,immune silencing,,,,,未分组,,,,,<900027>,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900048,Yongjira Carrying Items,Skill 3 stun must hit,,,,,未分组,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900049,Skin baby passive (to be added),immune abnormality,,,,,未分组,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900050,characteristic,reduce damage,,,damageReduce,,未分组,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900051,carry props,Increased skill power,,,,,未分组,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900054,direct injury,direct damage,,,buffDamage,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{processId=3;damageType=0}>,,,,,,,,,,,,,,,,,,
900055,King Chuanshan Passive,reduce damage,,,damageReduce,,未分组,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1;delSelfWhenTriggered=1}>,,,,,,,,,,,,,,
900056,carry props,Add hpMax,,,addHpMax,,未分组,,,,,,,,,,,,battle/buff_icon/logo_smsx_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_smsxtg.png,,,,,,,,,,,,,,,,,,,,,
900057,Big Needle Bee Passive,Amplified damage,,,damageDeepen,,未分组,,,,,,,,2,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900058,Gengar - Poisoned 2,minus hp,,,buffDamage,,未分组,,,,,,,,1,1,,,battle/buff_icon/logo_zd.png,1,buff/zhongdu/zhongdu.skel,<zhongdu_loop>,,,0,,,,,,,,,,,,,,battle/txt/txt_zd.png,,,<{processId=15;damageType=2}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,
