变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs
2105261,Passive_Ghost 5 layers _ _,0,14,,,,,,,<2391140;2391140;2391140;2391140;2391140>,<99;99;99;99;99>,"<moreE(getForceNum(self:force()),2) and 1 or 0;moreE(getForceNum(self:force()),3) and 1 or 0;moreE(getForceNum(self:force()),4) and 1 or 0;moreE(getForceNum(self:force()),5) and 1 or 0;moreE(getForceNum(self:force()),6) and 1 or 0>",,<1;1;1;1;1>,,
2105262,Passive_Ghost + Refresh Damage Reduction _,0,14,,,,,,,<2391141;2391143>,<99;99>,<1;1>,,<1;1>,,
2105263,Passive_Trigger Ghost Shield _,0,14,,,,,,,<2391146;2391132>,<99;99>,<1;1>,,<1;1>,,
2105271,passive,0,14,,,,,,,<2105111>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
2201111,psychedelic,0,14,,,,,,,<2201111>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
2201211,,0,14,,,,,,,<2201211>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
2201311,,0,11,,,,,,,<2201311>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
2201411,,0,14,,,,,,,<2201411>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
2200311,halo,0,14,,,,,,,<22003113>,<99>,<1>,,<0>,,
2200312,passive,0,14,,,,,,,<22003111>,<99>,<1>,,<<0;self:hpMax();1000;1>>,,
,,,,,,,,,,,,,,,,
2200411,Liberate Hoopa,,11,,,,,,,,,,,,364211,
2200412,_skill1_ add special attack & special defense ignore,0,14,,,,,,,<3642111;3642112>,<self:flagZ1() and 3 or 2;self:flagZ1() and 3 or 2>,<1;1>,,<self:specialDamage()*0.15;self:flagZ1() and 2500 or 2000>,,
2200421,_skill2,,11,,,,,,,,,,,,364221,
2200422,_skill2_ Vulnerability & Heal Reduction _,,2,,,,,,,<3642211;3642212>,<self:flagZ2() and 4 or 3;self:flagZ2() and 4 or 3>,<1;1>,,<self:flagZ2() and 3000 or 2500;-2000>,,
2200431,_skill3,,11,,,,,,,,,,,,364231,
2200432,_skill3_spine,,11,,,,,,,,,,,,364232,
2200433,_skill3_spine main objective,,1,,,,,,,,,,,,364233,
2200434,_skill3_spine rest of the targets,,,enemyForce|nodead,otherProcessExcept(2200433),,,,,,,,,,364234,
2200435,_skill3_ leave,,1,,,,,,,<3642300;3642310;3642311>,<1;3;99>,<1;1;1>,,<0;0;1818>,,{needUpdateTarget=true;prob=1}
2200436,_skill3_ Reduced damage reduction,,2,,,,,,,<3642321>,<99>,<1>,,<-1500>,,
2200461,Release & Retract _ _,0,14,,,,,,,<3642611;3642613>,<99;99>,<1;1>,,<0;0>,,
2200462,Anti- injury & ignoring departure,0,14,,,,,,,<3642631;3642641>,<99;99>,<1;1>,,"<(15+min((skillLv(36416,36426,36436,36446) or 0),200)*0.05-0.05)*100;<3642312>>",,
2200463,steal damage reduction,1,2,,,,,,,<3642621>,<1>,"<to10(moreE(self:star(),8))>",,<-1000>,,
,,,,,,,,,,,,,,,,
2200511,Add attribute,0,14,,,,,,,<22005111;22005112;22005113;22005114;22005115>,<99;99;99;99;99>,<1;1;1;1;1>,,<(self:hpMax()*countForceNum(1));(self:damage()*countForceNum(1));(self:specialDamage()*countForceNum(1));(self:defence()*countForceNum(1));(self:specialDefence()*countForceNum(1))>,,
,,,,,,,,,,,,,,,,
2200611,play and rest,0,14,,,,,,,<22006111>,<1>,<1>,,<<1>>,,
,,,,,,,,,,,,,,,,
,christmas,,,,,,,,,,,,,,,
2202011,The second hurdle,0,14,,,,,,,<2202011>,<99>,<1>,,<1>,,
2203011,All monsters in the third stage,0,14,,,,,,,<2203011>,<99>,<1>,,<1>,,
2204011,Fourth All Monsters,1,11,,,,,,,<2204011>,<99>,<1>,,<1>,,
2205011,Princess of the Fifth Level,0,14,,,,,,,<2205011>,<99>,<1>,,<1>,,
2205021,The fifth level is not a princess,0,14,,,,,,,<2205013>,<99>,<1>,,<1>,,
2206011,Sixth All Monsters,1,11,,,,,,,<2206011>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
2301011,physical attack aura,0,11,,,,,,,<2301011>,<99>,<1>,,<target:damage()*0.2>,,
,,,,,,,,,,,,,,,,
2302011,Jenny Passive,0,14,,,,,,,<2302011;2302012;2302014>,<99;99;99>,<1;1;1>,,<1;1;1>,,
,,,,,,,,,,,,,,,,
2303011,Fast Dragon Passive,0,14,,,,,,,<2303011>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
2304011,Fat Keding Passive,0,14,,,,,,,<2304011>,<99>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
2305011,leave king passive,0,11,,,,,,,<2305013>,<99>,<1>,,<1>,,
2305012,Leave Wang's big move to replace 142133 in the process,0,14,,,,,,,<2305011>,<1>,<1>,,<0>,,
2305013,passive death trigger,0,14,,,,,,,<2305016;2305018>,<99;3>,<1;1>,,<1;<0;0;0>>,,
,,,,,,,,,,,,,,,,
,National Day book,,,,,,,,,,,,,,,
2401001,ridicule,,,object(11),,,,,,<2401001;2401003;2401004>,<99;99;99>,<1;1;1>,,<0;target:hp()*0.1;target:hp()*0.1>,,
2402001,fire monkey,0,14,,,,,,,<2021622>,<99>,<1>,,<1>,,
2404001,leave king will lose,0,14,,,,,,,<2404001;2404004>,<5;99>,<1;1>,,"<<99;4;0>;<list(10,2,1);0.5;1>>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,world boss,,,enemyForce()|nodead,,"{process={key=self:getBuffOverlayCount(25002217)>=2; value=<buffDiffer('group',{22});rowfront|random(1)>}}",,,,,,,,,,
2500211,Ancient Fat Ding,,,enemyForce()|nodead,"buffDiffer('group',{22})",,,,,,,,,,,
2500212,skill1_ Prioritize hypnosis of non-sleeping targets,,,enemyForce()|nodead,,{process={key=getNowRound()>=10; value=<otherProcessExcept(2500211)|random(3);otherProcessExcept(2500211)|random(2)>}},,,,<25002211>,"<moreE(random(0,3),2) and 2 or 3>",<0.82+(target:hasBuff(25010017) and 0.2 or 0)+(target:hasBuff(25010021) and 0.3 or 0)>,,<99>,2500211,
2500221,_skill2_ sleep damage booster,,,enemyForce()|nodead,random(2),,,,,<25002215>,<99>,<target:hasBuffGroup(22) and 1 or 0>,,<-500>,2500221,
2500222,_skill2,,,enemyForce()|nodead,"otherProcessExcept(2500221)|buffDiffer('group',{22})",,,,,<25002219;25002228>,<1;1>,"<moreE(target:getBuffOverlayCount(25002218),9) and 1 or 0;moreE(self:getBuffOverlayCount(25002217),2) and 1 or 0>",,"<random(1,3)*5000;(self:specialDamage()+target:hpMax()*0.22)*(1+getNowRound()*0.09)>",,
2500231,_skill3,,11,,,,,,,,,,,,2500231,
2500232,_skill3_spine,,11,,,,,,,,,,,,2500232,
2500233,_skill3_ sleep attack highest,,,enemyForce()|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<25002211>,<3>,<0.9+(target:hasBuff(25010017) and 0.1 or 0)+(target:hasBuff(25010021) and 0.1 or 0)>,,<99>,,
2500234,_skill3_ sleep all,,,enemyForce()|nodead,otherProcessExcept(2500233),,,,,<25002211>,<2>,<0.85+(target:hasBuff(25010017) and 0.2 or 0)+(target:hasBuff(25010021) and 0.3 or 0) >,,<99>,,
2500261,Passive_Control free _,0,14,,,,,,,<25002220;25002221;25002216;25002225;25002227>,<99;99;99;99;99>,<1;1;1;1;0>,,<0;0;0;0;0>,,
2500262,,1,11,,,,,,,<25002211>,<99>,<0>,,<1>,,
2501001,phase passive,0,14,,,,,,,<25010101;25010102;25010103;25010104;25010105;25010106;25010107;25010108;25010109;25010110;25010111;25010112;25010113;25010114;25010115;25010116;25010117;25010118;25010119;25010120>,<99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99>,"<excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0>",,<1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1>,,
,,,,,,,,,,,,,,,,
,,,,,,{process={key=getNowRound()>6; value=<otherProcessExcept(2510111)|random(2);otherProcessExcept(2510111)|random(2)>}},,,,,,,,,,
,,,,,,,,,,,,,,,,
2510111,Ancient Gengar,,,enemyForce()|nodead,,{process={key=getNowRound()>6; value=<random(3);random(2)>}},,,,<25101100>,<1>,<1>,,<0>,2510111,
2510112,skill1_,,,enemyForce()|nodead,useOtherProcess(2510111),,,,,<25101112;25101111;25101117>,<1;5;1>,"<moreE(target:getBuffOverlayCount(25101111),2) and 1 or 0;1;moreE(target:getBuffOverlayCount(25101111),10) and 1 or 0>",,<0;target:hpMax()*0.01;target:hpMax()*0.8>,,
2510113,,,,,,,,,,,,,,,,
2510114,,,,,,,,,,,,,,,,
2510121,_skill2,,,enemyForce()|nodead,random(2),,,,,,,,,,2510121,
2510122,_skill2_ Rage Absorption,,,enemyForce()|nodead,useOtherProcess(2510121),,,,,<25101118>,<1>,<1>,,<<330;10>>,,
2510123,_skill2_ Rage Absorption,,,enemyForce()|nodead,otherProcessExcept(2510121),,,,,<25101118>,<1>,<target:hasBuff(25101119) and (target:hasBuff(25101154) and 1 or 0) or 0>,,<<330;10>>,,
2510124,_skill2_ plus crit,0,14,,,,,,,<25101148>,<2>,<1>,,<4000>,,
2510131,_skill3,,11,,,,,,,,,,,,2510131,
2510132,_skill3_spine,,11,,,,,,,,,,,,2510132,
2510133,_skill3_ fear,,11,,,,,,,<25101124;25101119>,<1;3>,<target:hasBuff(25101119) and 1 or 0;0.2+((target:damage()+target:specialDamage())/(target:defence()+target:specialDefence())-3)+(target:frontOrBack()==2 and 0.3 or 0)+(target:hasBuff(25101154) and 0.4 or 0)>,,<0;0>,,
2510134,_skill3_ poisoning,,11,,,,,,,<25101111;25101117>,<5;1>,"<moreE(self:getBuffOverlayCount(25101126),2) and 1 or 0;moreE(target:getBuffOverlayCount(25101111),10) and 1 or 0>",,<target:hpMax()*0.01;target:hpMax()*0.8>,,
2510135,_skill3_ big move count,0,14,,,,,,,<25101126>,<99>,<1>,,<0>,,
2510161,Passive_Immune to Control & Immune to Poisoning,0,14,,,,,,,<25101131;25101150;25101151;25101152>,<99;99;99;99>,<1;1;1;1>,,<0;0;0;0>,,
2510162,,1,11,,,,,,,<25101124>,<99>,<0>,,<0>,,
2510163,Passive_Triggered for 10 rounds,,,enemyForce()|nodead,"setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)",,,,,<25101127>,<2>,"<moreE(getNowRound(),8) and (getNowRound()%2==0 and 1 or 0) or 0>",,<0>,,
2511001,phase passive,0,14,,,,,,,<25111001;25111002;25111003;25111004;25111005;25111006;25111007;25111008;25111009;25111010;25111011;25111012;25111013;25111014;25111015;25111016;25111017;25111018;25111019;25111020>,<99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99>,"<excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0>",,<1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"<moreE((countHPSumByForce(self:force())-self:hp())/(getForceNum(self:force())-1)-target:hp(),1) and 1 or 0;moreE((countHPSumByForce(self:force())-self:hp())/(getForceNum(self:force())-1)-target:hp(),0) and 0 or 1>",,<(countHPSumByForce(self:force())-self:hp())/(getForceNum(self:force())-1)-target:hp();target:hp()-(countHPSumByForce(self:force())-self:hp())/(getForceNum(self:force())-1)>,,,,
,,,,,,,,,,,,,,,,
2520111,Ancient Hu Di,,,,,,,,,,,,,,2520111,
2520112,_skill1_ exclude yourself,0,14,,,,,,,,,,,,,
2520113,_skill1_,,,selfForce()|nodead,otherProcessExcept(2520112)|random(1),,,,,<25201606;25201616>,<3;3>,<1;1>,,<target:specialDamage()*1.35;target:specialDefence()*2.5>,,
2520114,_skill1_ front row damage reduction,0,2,,,,,,,<25206123>,<99>,<1>,,<2000>,,
2520121,_skill2,,,,,,,,,,,,,,2520121,
2520122,_skill2_ exclude yourself,0,14,,,,,,,,,,,,,
2520123,_skill2_ treatment,,,selfForce()|nodead,"otherProcessExcept(2520123)|attr(""hp"",""max"",1)",,,,,<25201607;25201612>,<1;1>,"<lessE(getForceNum(self:force()),2) and 1 or 0;1>",,<target:hpMax();0>,,
2520124,_skill2_ retaliation _,,,selfForce()|nodead,otherProcessExcept(2520122)|random(1),,,,,<25201609;25201617>,<3;3>,<1;1>,,<13000;3000>,,
2520171,,,,selfForce()|nodead,otherProcessExcept(2520122),,,,,<25201607>,<1>,"<more(self:hp(),target:hp()) and 1 or 0>",,<self:hp()-target:hp()>,,
2520131,_skill3,,11,,,,,,,,,,,,2520131,
2520132,_skill3_spine,,11,,,,,,,,,,,,2520132,
2520133,_skill3_ exclude yourself,0,14,,,,,,,,,,,,,
2520134,_skill3_Cooperative Warfare,,,selfForce,otherProcessExcept(2520133),,,,,<25201101>,<1>,<1>,,"<<list(1,0,0);1;0>>",,
2520135,_skill3_ kill blood recovery & silence,1,11,,,,,,,<25201610;25201618>,<1;2>,<1;target:hasBuff(25210006) and 1 or 0>,,<0;0>,,
2520136,_skill3_ plus crit,0,11,,,,,,,<25201619>,<1>,"<moreE(getNowRound(),7)and (moreE(getForceNum(1),getForceNum(2))and 1 or 0 ) or 0>",,<7000>,,
,_skill3_ blood recovery,0,11,,,,,,,<25201607>,<1>,<1>,,<target:hpMax()*0.5>,,
2520151,summon,,24,,,,,,,<25206150;25206152;25206156>,<1;99;99>,<1;1;1>,,<0;0;-90000>,2520100,
2520152,summon,,24,,,,,,,,,,,,2520110,
2520161,Passive_Stealth & Immunity _ _,0,14,,,,,,,<25201601;25201602;25201605;25201613;25206122>,<99;99;99;99;99>,<1;1;1;1;1>,,<<1;1;1>;0;0;0;2000>,,
2520162,kill back blood,1,11,,,,,,,<25201610>,<99>,<1>,,<0>,,
2520163,Passive_Triggered for 10 rounds,,,,,,,,,,,,,,,
2521001,phase passive,0,14,,,,,,,<25211001;25211002;25211003;25211004;25211005;25211006;25211007;25211008;25211009;25211010;25211011;25211012;25211013;25211014;25211015;25211016;25211017;25211018;25211019;25211020>,<99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99>,"<excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0;excutePlayCsv(""damage"",1) or 0>",,<1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1>,,
,,,,,,,,,,,,,,,,
2520611,Ancient Hu Di Clone,,,,,,,,,,,,,,2520611,
2520612,_skill1_ vulnerable _,,1,,,,,,,<25206121>,<1>,<1>,,<4000>,,
2520621,_skill2,,,,,,,,,,,,,,2520621,
2520622,_skill2_ blinding,,1,,,,,,,<25206158>,<3>,<1>,,<-2500>,,
2520631,_skill3,,,,,,,,,,,,,,,
2520661,Passive_ _,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Novice only,,,,,,,,,,,,,,,
3000111,Emperor Yan_skill1,,1,,,,,,,,,,,,123111,
3000112,_skill1_burning _,,1,,,,,,,<123111>,<1>,<0.75>,,<self:hp()*0.075>,,
3000121,_skill2,,4,,,,,,,,,,,,123121,
3000122,_skill2_speed _,0,14,,,,,,,<123121>,<2>,<1>,,<self:speed()*0.15>,,
3000123,_skill2_ plus damage,,4,,,,,,,,,,,,,
3000131,_skill3,,11,,,,,,,,,,,,123131,
3000132,_skill3_spine,,11,,,,,,,,,,,,123132,
3000135,_skill3_burning _,,11,,,,,,,<123111>,<2>,<1>,,<target:hpMax()*0.075>,,
3000136,_skill3_ fire attribute vulnerable,,11,,,,,,,<910008>,<2>,<1>,,<-500>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3000211,Blastoise _,,,,,,,,,,,,,,2311,
3000221,_skill2,,,,,,,,,,,,,,2321,
3000222,"_skill2_add shield_blast ( add shield first , add after blasting damage and other functions support )",0,14,,,,,,,<21>,<2>,<1>,,<self:hpMax()*0.1>,,
3000231,_skill3,,2,,,,,,,,,,,,2331,
3000232,_skill3_spine,,2,,,,,,,,,,,,2332,
3000235,_skill3_ reduce double defense _ _ _ _,,2,,,,,,,<24;25>,<2;2>,<1;1>,,<-target:defence()*0.2;-target:specialDefence()*0.2>,,
3000236,_skill3_ plus double defense,0,11,,,,,,,<22;23>,<2;2>,<1;1>,,<self:defence()*0.2;self:specialDefence()*0.2>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3000311,Lei Gong_skill1,,1,,,,,,,,,,,,122111,
3000312,_skill1_buff,,1,,,,,,,<900017>,<1>,<0.35>,,<0>,,
3000321,_skill2,,1,,,,,,,,,,,,122121,
3000322,_skill2_buff,0,14,,,,,,,<900013>,<1>,<1>,,<10000>,,
3000331,_skill3,,4,,,,,,,,,,,,122131,
3000332,_skill3_spine,,4,,,,,,,,,,,,122132,
3000334,_skill3_buff1,,4,,,,,,,<900017>,<2>,<1>,,<0>,,
3000335,_skill3_buff2,0,14,,,,,,,<900005>,<1>,<0>,,<self:specialDamage()*0.15>,,
3000361,Passive_buff _,,1,,,,,,,<900002>,<1>,<1>,,<-self:speed()*0.15>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3000411,forest lizard,,1,,,,,,,,,,,,129211,
3000421,,,1,,,,,,,,,,,,129221,
3000431,,,3,,,,,,,,,,,,129231,
3000432,,,3,,,,,,,,,,,,129232,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3000511,Koga Ninja Frog,,,,,,,,,,,,,,330311,
3000512,_skill1_ plus dodge,0,14,,,,,,,,,,,,,
3000521,_skill2,,,,,,,,,,,,,,330321,
3000522,_skill2_ conditional damage increase ( blood volume greater than ),,,,,,,,,<330321>,<0>,<0>,,<self:damage()*1>,,
3000531,_skill3,,,,,,,,,,,,,,330331,
3000532,_skill3_spine,,,,,,,,,,,,,,330332,
3000537,_skill3_ plus critical damage crit,0,14,,,,,,,<330331;330332>,<1;1>,<1;1>,,<self:strike()*0.1;self:strikeDamage()*0.1>,,
3000538,_skill3_ blood sucking,0,14,,,,,,,<330333>,<1>,<1>,,<1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3000611,sticky dragon,,,,,,,,,,,,,,354311,
3000621,sticky dragon,,,,,,,,,,,,,,354321,
3000631,sticky dragon,,4,,,,,,,,,,,,354331,
3000632,,,4,,,,,,,,,,,,354332,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3000711,Frog Flower,,,,,,,,,,,,,,311,
3000712,_skill1_ blood sucking,0,14,,,,,,,<3>,<1>,<1>,,<3000>,,
3000713,_skill1_ lifesteal removed,0,14,,,,,,,<4>,<1>,<1>,,<1>,,
3000721,_skill2,,,,,,,,,,,,,,321,
3000722,_skill2_ treatment,0,20,,,,2,,,<1>,<1>,<1>,,"<lessE(target:hp()/target:hpMax(),0.3) and (self:specialDamage()*1.3) or (self:specialDamage() )>",,
3000723,_skill2_ poisoning,,,,,,,,,<5>,<2>,<1>,,<self:specialDamage()*0.5>,,
3000731,_skill3,,,,,,,,,,,,,,331,
3000732,_skill3_spine,,,,,,,,,,,,,,332,
3000735,_skill3_ treatment,0,11,,,,,,,<1>,<1>,<1>,,"<lessE(target:hp()/target:hpMax(),0.3) and (self:specialDamage()*1.2*1.3) or (self:specialDamage()*1.2)>",,
3000736,_skill3_ Continuous Healing,0,11,,,,,,,<2>,<2>,<0.3>,,"<lessE(target:hp()/target:hpMax(),0.3) and (self:specialDamage()*0.5*1.3) or (self:specialDamage()*0.5)>",,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3000811,Bankiras,,1,,,,,,,,,,,,125311,
3000821,,,1,,,,,,,,,,,,125321,
3000831,,,11,,,,,,,,,,,,125331,
3000832,,,11,,,,,,,,,,,,125332,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3000911,Suicune_skill1 _,,1,,,,,,,,,,,,124111,
3000912,_skill1_ anger reduction,,1,,,,,,,<124111>,<1>,<0.4>,,<100>,,
3000921,_skill2_ has the fastest attack speed,,,,,,1,,,,,,,,124121,
3000922,_skill2_ freezing,,,,,,1,,,,,,,,,
3000931,_skill3,,2,,,,,,,,,,,,124131,
3000932,_skill3_spine,,2,,,,,,,,,,,,124132,
3000936,_skill3_ dispel buff,0,11,,,,,,,<124131>,<2>,<0>,,<-self:strike()*0.35>,,
3000937,_skill3_ Reduce critical hit rate,0,11,,,,,,,<124133>,<1>,<1>,,<0>,,
3000961,Aura Technique_Increase Speed,0,11,,,,,,,<124161>,<99>,<1>,,<self:speed()*0.075>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3001011,biting land shark,,1,,,,,,,,,,,,223311,
3001021,,,1,,,,,,,,,,,,223321,
3001031,,,4,,,,,,,,,,,,223331,
3001032,,,4,,,,,,,,,,,,223332,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3001111,Charizard_skill1 _,,,,,,,,,,,,,,1311,
3001121,_skill2,,,,,,,,,,,,,,1321,
3001122,,,,,,,,,,,,,,,1322,
3001123,_skill2_burning _,,,,,,,,,<11>,<2>,<1>,,<self:specialDamage()*0.5>,,
3001131,_skill3,,4,,,,,,,,,,,,1331,
3001132,_skill3_spine,,4,,,,,,,,,,,,1332,
3001135,_skill3_burning _,,4,,,,,,,<11>,<2>,<0.5>,,<self:specialDamage()*0.5>,,
3001161,_Passive_Forehead Injury _ _,,1,,,,,,,<12>,<1>,<target:hasBuff(11) and 1 or 0>,,<self:specialDamage()>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
3001211,fast dragon,,1,,,,,,,,,,,,75311,
3001221,,,1,,,,,,,,,,,,75321,
3001231,,,4,,,,,,,,,,,,75331,
3001241,,,1,,,,,,,,,,,,75341,
3001242,,,1,,,,,,,,,,,,75342,
,,,,,,,,,,,,,,,,
3001311,lizard king,,1,,,,,,,,,,,,129311,
3001321,,,1,,,,,,,,,,,,129321,
3001331,,,3,,,,,,,,,,,,129331,
3001332,,,3,,,,,,,,,,,,129332,
,,,,,,,,,,,,,,,,
3030211,Rumble stone,,,,,,,,,,,,,,30211,
3030221,_skill2,,,,,,,,,,,,,,30221,
3030222,_skill2_ Improve physical attack,0,14,,,,,,,<301221>,<2>,<1>,,<self:damage()*0.15>,,
3030223,_skill2_ Improve physical defense,0,14,,,,,,,<301222>,<2>,<1>,,<self:defence()*0.15>,,
3030231,_skill3,,11,,,,,,,,,,,,30231,
3030232,_skill3_ taunt,,11,,,,,,,,,,,,,
3030261,Passive_Deathrattle _ _ _,0,14,,,,,,,<301224>,<99>,<1>,,<0>,,
,,,,,,,,,,,,,,,,
,Guild book,,,,,,,,,,,,,,,
10000211,Immune to blown away,0,14,,,,,,,<1981131>,<99>,<1>,,<1>,,
10000311,Frog Flower,,,,,,,,,,,,,,311,
10000321,_skill2,,,,,,,,,,,,,,321,
10000323,_skill2_ poisoning,,,,,,,,,<1221>,<3>,<1>,,<self:specialDamage()*0.15>,,
10000331,_skill3,,,,,,,,,,,,,,331,
10000332,_skill3_spine,,,,,,,,,,,,,,332,
,,,,,,,,,,,,,,,,
10001311,Charizard,,,,,,,,,,,,,,1311,
10001321,_skill2,,,,,,,,,,,,,,1321,
10001322,_skill_spine,,,,,,,,,,,,,,1322,
10001323,_skill2_burning _,,,,,,,,,<11221>,<2>,<1>,,<self:specialDamage()*0.15>,,
10001324,_skill2_ plus special attack,0,14,,,,,,,<11222>,<2>,<1>,,<self:specialDamage()*0.2>,,
10001331,_skill3,,4,,,,,,,,,,,,1331,
10001332,_skill3_spine,,4,,,,,,,,,,,,1332,
10001333,_skill3_burning _,,4,,,,,,,<11221>,<2>,<1>,,<self:specialDamage()*0.25>,,
10001334,_skill3_ Reduce dual defense,,4,,,,,,,<11223;11224>,<2;2>,<1;1>,,<-target:defence()*0.15;-target:specialDefence()*0.15>,,
,,,,,,,,,,,,,,,,
10002311,Blastoise _,,,,,,,,,,,,,,2311,
10002321,_skill2,,,,,,,,,,,,,,2321,
10002331,_skill3,,2,,,,,,,,,,,,2331,
10002332,_skill3_spine,,2,,,,,,,,,,,,2332,
10002333,_skill3_ minus double attack,,2,,,,,,,<21223;21224>,<2;2>,<1;1>,,<-target:damage()*0.1;-target:specialDamage()*0.1>,,
,,,,,,,,,,,,,,,,
10026311,Hu Di,,,,,,,,,,,,,,26311,
10026321,Hu Di,,,,,,,,,,,,,,26321,
10026322,fear of fear,,,,,,,,,<2611;2612>,<2;2>,"<less(target:hp()/target:hpMax(),self:hp()/self:hpMax()) and 1 or 0;more(target:hp()/target:hpMax(),self:hp()/self:hpMax()) and 0 or 1>",,<-target:specialDefence()*0.15;-target:specialDamage()*0.15>,,
10026331,Hu Di,,11,,,,,,,,<2;2>,,,,26331,
10026332,Ultima Target Move,,11,,,,,,,,,,,,26332,
10026333,All silent,,11,,,,,,,<2613>,<2>,<0.25+(target:hasBuff(2612) and 0.25 or 0)>,,<0>,,
