"﻿变量名",name,name_tw,name_en,name_vn,name_kr,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr
1239,Amaura,冰雪龍,Amaura,404404,아마루스,config/portrait/speedranktouxiang/img_698_bxl@.png,3501,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1240,Aurorus,冰雪巨龍,Aurorus,404404,아마루르가,config/portrait/speedranktouxiang/img_699_bxjl@.png,3502,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1241,Hawlucha,摔角鷹人,Hawlucha,404404,루차불,config/portrait/speedranktouxiang/img_701_sjyr@.png,3511,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1242,Goomy,黏黏寶,Goomy,404404,미끄메라,config/portrait/speedranktouxiang/img_704_nnb@.png,3541,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1243,Sliggoo,黏美兒,Sliggoo,404404,미끄네일,config/portrait/speedranktouxiang/img_705_nme@.png,3542,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1244,Goodra,黏美龍,Goodra,404404,미끄래곤,config/portrait/speedranktouxiang/img_706_nml@.png,3543,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1245,Phantump,小木靈,Phantump,404404,나목령,config/portrait/speedranktouxiang/img_708_xml@.png,3561,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1246,Trevenant,朽木妖,Trevenant,404404,대로트,config/portrait/speedranktouxiang/img_709_xmy@.png,3562,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1247,Growlithe,卡蒂狗,Growlithe,404404,가디,config/portrait/speedranktouxiang/img_58_kdg@.png,241,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1248,Arcanine,風速狗,Arcanine,404404,윈디,config/portrait/speedranktouxiang/img_59_fsg@.png,242,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1249,Golem,隆隆岩,Golem,404404,딱구리,config/portrait/speedranktouxiang/img_76_lly@.png,303,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1250,Kabuto,化石盔,Kabuto,404404,투구,config/portrait/speedranktouxiang/img_140_hsk@.png,691,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1251,Kabutops,鐮刀盔,Kabutops,404404,투구푸스,config/portrait/speedranktouxiang/img_141_ldk@.png,692,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1252,Lugia,洛奇亞,Lugia,LUGIA,루기아,config/portrait/speedranktouxiang/img_249_lqy@.png,1261,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1253,Torchic,火稚雞,Torchic,404404,아차모,config/portrait/speedranktouxiang/img_255_hzj@.png,1301,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1254,Combusken,力壯雞,Combusken,404404,영치코,config/portrait/speedranktouxiang/img_256_lzj@.png,1302,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1255,Blaziken,火焰雞,Blaziken,404404,번치코,config/portrait/speedranktouxiang/img_257_hyj@.png,1303,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1256,Dialga,帝牙盧卡,Dialga,404404,디아루가,config/portrait/speedranktouxiang/img_483_dylk@.png,2351,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1257,Palkia,帕路奇亞,Palkia,404404,펄기아,config/portrait/speedranktouxiang/img_484_plqy@.png,2361,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1258,Emolga,電飛鼠,Emolga,404404,에몽가,config/portrait/speedranktouxiang/img_587_dfs@.png,2891,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1259,Frillish - Female,輕飄飄·雌,Frillish - Female,404404,탱그릴: 암컷,config/portrait/speedranktouxiang/img_592_hqpp@.png,2921,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1260,Frillish - Male,輕飄飄·雄,Frillish - Male,404404,탱그릴: 수컷,config/portrait/speedranktouxiang/img_592_lqpp@.png,2922,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1261,Jellicent - Female,胖嘟嘟·雌,Jellicent - Female,404404,탱탱겔: 암컷,config/portrait/speedranktouxiang/img_593_hpdd@.png,2923,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1262,Jellicent - Male,胖嘟嘟·雄,Jellicent - Male,404404,탱탱겔: 수컷,config/portrait/speedranktouxiang/img_593_lpdd@.png,2924,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1263,Cryogonal,幾何雪花,Cryogonal,404404,프리지오,config/portrait/speedranktouxiang/img_615_jhxh@.png,3021,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1264,Aegislash - Shield Forme,堅盾劍怪·盾牌,Aegislash - Shield Forme,404404,킬가르도: 실드폼,config/portrait/speedranktouxiang/img_681_jdjg@.png,3413,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1265,Diancie,蒂安希,Diancie,404404,디안시,config/portrait/speedranktouxiang/img_719_dax@.png,3631,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1266,Solgaleo,索爾迦雷歐,Solgaleo,404404,솔가레오,config/portrait/speedranktouxiang/img_791_sejla@.png,4023,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1267,Snorunt,雪童子,Snorunt,404404,눈꼬마,config/portrait/speedranktouxiang/img_361_xtz@.png,1851,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1268,Glalie,冰鬼護,Glalie,404404,얼음귀신,config/portrait/speedranktouxiang/img_362_bgh@.png,1852,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1269,Froslass,雪妖女,Froslass,404404,눈여아,config/portrait/speedranktouxiang/img_478_xyn@.png,1853,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
,Mega Glalie,超級冰鬼護,Mega Glalie,404404,메가얼음귀신,config/portrait/speedranktouxiang/img_362_cjbgh@.png,1854,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1271,Riolu,利歐路,Riolu,404404,리오르,config/portrait/speedranktouxiang/img_447_lol@.png,2241,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1272,Lucario,路卡利歐,Lucario,404404,루카리오,config/portrait/speedranktouxiang/img_448_lklo@.png,2242,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
,Mega Lucario,超級路卡利歐,Mega Lucario,404404,메가루카리오,config/portrait/speedranktouxiang/img_445_lyls@.png,2243,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1274,Onix,大岩蛇,Onix,404404,롱스톤,config/portrait/speedranktouxiang/img_95_dys@.png,401,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1275,Steelix,大鋼蛇,Steelix,404404,강철톤,config/portrait/speedranktouxiang/img_208_dgs@.png,402,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
,Mega Steelix,超級大鋼蛇,Mega Steelix,404404,메가강철톤,config/portrait/speedranktouxiang/img_208_cjdgs@.png,403,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1277,Munchlax,小卡比獸,Munchlax,404404,먹고자,config/portrait/speedranktouxiang/img_446_xkbs@.png,711,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1278,Snorlax,卡比獸,Snorlax,404404,잠만보,config/portrait/speedranktouxiang/img_143_kbs@.png,712,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1279,Drilbur,螺釘地鼠,Drilbur,404404,두더류,config/portrait/speedranktouxiang/img_529_ldds@.png,2611,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1280,Excadrill,龍頭地鼠,Excadrill,404404,몰드류,config/portrait/speedranktouxiang/img_530_ltds@.png,2612,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1281,Noibat,嗡蝠,Noibat,404404,음뱃,config/portrait/speedranktouxiang/img_714_wf@.png,3591,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1282,Noivern,音波龍,Noivern,404404,음번,config/portrait/speedranktouxiang/img_715_ybl@.png,3592,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1283,Kyogre,蓋歐卡,Kyogre,404404,가이오가,config/portrait/speedranktouxiang/img_382_gok@.png,1961,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1284,Psyduck,可達鴨,Psyduck,404404,고라파덕,config/portrait/speedranktouxiang/img_54_kdy@.png,221,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1285,Psyduck,哥達鴨,Psyduck,404404,골덕,config/portrait/speedranktouxiang/img_55_gdy@.png,222,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1286,Gothita,哥德寶寶,Gothita,404404,고디탱,config/portrait/speedranktouxiang/img_574_gdbb@.png,2841,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1287,Gothorita,哥德小童,Gothorita,404404,고디보미,config/portrait/speedranktouxiang/img_575_gdxt@.png,2842,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1288,Gothitelle,哥德小姐,Gothitelle,404404,고디모아젤,config/portrait/speedranktouxiang/img_576_gdxj@.png,2843,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1289,Igglybuff,寶寶丁,Igglybuff,404404,푸푸린,config/portrait/speedranktouxiang/img_174_bbd@.png,151,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1290,Jigglypuff,胖丁,Jigglypuff,404404,푸린,config/portrait/speedranktouxiang/img_39_pd@.png,152,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1291,Wigglytuff,胖可丁,Wigglytuff,404404,푸크린,config/portrait/speedranktouxiang/img_40_pkd@.png,153,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1292,Groudon,固拉多,Groudon,404404,그란돈,config/portrait/speedranktouxiang/img_383_gld@.png,1971,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
,Primal Groudon,原始固拉多,Primal Groudon,404404,원시 그란돈,config/portrait/speedranktouxiang/img_383_cjgld@.png,1972,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1294,Rayquaza,裂空座,Rayquaza,Rayquaza,레쿠쟈,config/portrait/speedranktouxiang/img_384_lkz@.png,1981,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
,Primal Groudon,原始固拉多,Primal Groudon,404404,원시 그란돈,,,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1296,Litwick,燭光靈,Litwick,404404,불켜미,config/portrait/speedranktouxiang/img_607_zgl@.png,2991,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1297,Lampent,燈火幽靈,Lampent,404404,램프라,config/portrait/speedranktouxiang/img_608_dhyl@.png,2992,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1298,Chandelure,水晶燈火靈,Chandelure,404404,샹델라,config/portrait/speedranktouxiang/img_609_sjdhl@.png,2993,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1299,Darkrai,達克萊伊,Darkrai,404404,다크라이,config/portrait/speedranktouxiang/img_491_dkly@.png,2431,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1300,Snivy,藤藤蛇,Snivy,404404,주리비얀,config/portrait/speedranktouxiang/img_495_tts@.png,2471,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1301,Servine,青藤蛇,Servine,404404,샤비,config/portrait/speedranktouxiang/img_496_qts@.png,2472,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1302,Serperior,君主蛇,Serperior,404404,샤로다,config/portrait/speedranktouxiang/img_497_jzs@.png,2473,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1303,Regirock,雷吉洛克,Regirock,404404,레지락,config/portrait/speedranktouxiang/img_377_ljlk@.png,1911,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1304,Regice,雷吉艾斯,Regice,404404,레지아이스,config/portrait/speedranktouxiang/img_378_ljas@.png,1921,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1305,Registeel,雷吉斯奇魯,Registeel,404404,레지스틸,config/portrait/speedranktouxiang/img_379_ljsql@.png,1931,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1306,Cresselia,克雷色利亞,Cresselia,404404,크레세리아,config/portrait/speedranktouxiang/img_488_klsly@.png,2401,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1307,Regigigas,雷吉奇卡斯,Regigigas,404404,레지기가스,config/portrait/speedranktouxiang/img_486_ljqks@.png,2381,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1308,Rowlet,木木梟,Rowlet,404404,나몰빼미,config/portrait/speedranktouxiang/img_722_mmx@.png,3661,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1309,Dartrix,投羽梟,Dartrix,404404,빼미스로우,config/portrait/speedranktouxiang/img_723_tyx@.png,3662,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1310,Decidueye,狙射樹梟,Decidueye,404404,모크나이퍼,config/portrait/speedranktouxiang/img_724_jssx@.png,3663,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1311,Farfetch'd,大蔥鴨,Farfetch'd,404404,파오리,config/portrait/speedranktouxiang/img_83_dcy@.png,341,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1312,Shadow Doll,怨影娃娃,,404404,어둠대신,config/portrait/speedranktouxiang/img_353_yyww@.png,1801,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1313,curse doll,詛咒娃娃,,404404,다크펫,config/portrait/speedranktouxiang/img_354_zzww@.png,1802,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1314,burning bug,燃燒蟲,,404404,활화르바,config/portrait/speedranktouxiang/img_636_rsc@.png,3151,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1315,Vulcan Moth,火神蛾,,404404,불카모스,config/portrait/speedranktouxiang/img_637_hse@.png,3152,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1316,Laplace,拉普拉斯,,404404,라프라스,config/portrait/speedranktouxiang/img_131_lpls@.png,641,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1317,Piplup,波加曼,Piplup,404404,팽도리,config/portrait/speedranktouxiang/img_393_bjm@.png,2031,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1318,Prinplup,波皇子,Prinplup,404404,팽태자,config/portrait/speedranktouxiang/img_394_bhz@.png,2032,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1319,Empoleon,帝王拿波,Empoleon,404404,엠페르트,config/portrait/speedranktouxiang/img_395_dwnb@.png,2033,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1320,Sonic Bat,超音蝠,,404404,404404,config/portrait/speedranktouxiang/img_41_cyf@.png,161,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1321,Big-mouthed bat,大嘴蝠,,404404,404404,config/portrait/speedranktouxiang/img_42_dzf@.png,162,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1322,Forked bat,叉字蝠,,404404,404404,config/portrait/speedranktouxiang/img_169_czf@.png,163,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1323,Good and Bad Stars,好壞星,,404404,시마사리,config/portrait/speedranktouxiang/img_747_hhx@.png,3771,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1324,super bad star,超壞星,,404404,더시마사리,config/portrait/speedranktouxiang/img_748_chx@.png,3772,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1325,Giratina,騎拉帝納,,404404,기라티나,config/portrait/speedranktouxiang/img_487_qldn@.png,2391,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1326,Giratina Genesis,騎拉帝納·起源,,404404,기라티나: 오리진,config/portrait/speedranktouxiang/img_487_cjqldn@.png,2391,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1327,shemi,謝米,,404404,쉐이미,config/portrait/speedranktouxiang/img_492_xm@.png,2441,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1328,shami sky,謝米·天空,,404404,쉐이미·하늘,config/portrait/speedranktouxiang/img_492_xmtkxt@.png,2442,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1329,sweet bamboo,甜竹竹,,404404,달콤아,config/portrait/speedranktouxiang/img_761_tzz@.png,3841,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1330,Sweet Dancer,甜舞妮,,404404,달무리나,config/portrait/speedranktouxiang/img_762_twn@.png,3842,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1331,sweet after,甜冷美後,,404404,달코퀸,config/portrait/speedranktouxiang/img_763_tlmh@.png,3843,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1332,Aerodactyl,化石翼龍,Aerodactyl,404404,프테라,config/portrait/speedranktouxiang/img_142_hsyl@.png,701,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1333,Dumbie,毒貝比,,404404,베베놈,config/portrait/speedranktouxiang/img_803_dbb@.png,4131,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1334,Tetragnathus,四顎針龍,,404404,아고용,config/portrait/speedranktouxiang/img_804_sezl@.png,4132,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1335,Ladias,拉帝亞斯,,404404,404404,config/portrait/speedranktouxiang/img_380_ldys@.png,1941,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1336,Latios,拉帝歐斯,,404404,404404,config/portrait/speedranktouxiang/img_381_ldos@.png,1951,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1337,scorpio,天蠍,,404404,글라이거,config/portrait/speedranktouxiang/img_207_tx@.png,1031,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1338,Scorpio King,天蠍王,,404404,글라이온,config/portrait/speedranktouxiang/img_472_txw@.png,1032,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1339,Punish Hoopa,懲戒胡帕,,404404,굴레에 빠진 후파,config/portrait/speedranktouxiang/img_720_cjhp@.png,3641,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1340,Liberate Hoopa,解放胡帕,,404404,굴레를 벗어난 후파,config/portrait/speedranktouxiang/img_720_jfhp@.png,3642,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1341,Rashiram,萊希拉姆,,404404,레시라무,config/portrait/speedranktouxiang/img_643_lxlm@.png,3211,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1342,Czech Roma,捷克羅姆,,404404,제크로무,config/portrait/speedranktouxiang/img_644_jklm@.png,3221,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1343,Bobbi,波克比,,404404,토게피,config/portrait/speedranktouxiang/img_175_bkb@.png,861,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
1344,Poke Kigu,波克基古,,404404,토게틱,config/portrait/speedranktouxiang/img_176_bkjg@.png,862,,,,,Unlock the Pokédex to get,解鎖對應精靈圖鑒後獲得,Unlock the Pokédex to get,404404,해당 포켓몬 도감 개방 시 획득
