变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
,,"After exiting the interface, guide the formation",40,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the line-up interface.,點擊這裡進入佈陣介面,Tap here to enter the line-up interface.,,라인업 메뉴로 들어가 봐 로토.,,布阵,<centerBottomPanel;actionList;team>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"After exiting the interface, guide the formation",41,,city.card.embattle,,,finish(33),,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can send out in one tap by tapping here.,你可以點擊這裡一鍵上陣,You can send out in one tap by tapping here.,,여길 터치하면 간편 출전을 할 수 있어 로토.,,一键上阵,<rightDown;btnOneKeySet>,,effect/shouyindao.skel,,,,,,,,,
,,"After exiting the interface, guide the formation",41,,,,,,,,,,,,,,,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can only send out 6 Pokémon at most.,最多可以上陣6只精靈哦,You can only send out 6 Pokémon at most.,,포켓몬은 최대 6마리 출전할 수 있어 로토.,,,,,,,,,,,,,,
,,"After exiting the interface, guide the formation",41,,,,,,,,,,,,,,,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You can tap the Pokémon icon to send it to battle quickly.,你可以點擊精靈的頭像直接快速上陣。,You can tap the Pokémon icon to send it to battle quickly.,,포켓몬의 프로필을 터치해서 출전시켜 봐 로토.,,,,,,,,,,,,,,
,,"After exiting the interface, guide the formation",41,,,,,,,,,,,,,,,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Hold and drag the Pokémon's feet to adjust the line-up.,按住精靈的腳底可以前後拖動調整陣容,Hold and drag the Pokémon's feet to adjust the line-up.,,포켓몬의 발밑을 계속 터치하면 라인업을 조정할 수 있어 로토.,,,,,,,,,,,,,,
,,"After exiting the interface, guide the formation",41,,,,,,,,,,,,,,,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,I can only help you place your Pokémons.,我只能幫你把精靈擺上去,I can only help you place your Pokémons.,,난 포켓몬을 옮겨주는 것밖에 도울 수 없어 로토.,,,,,,,,,,,,,,
,,"After exiting the interface, guide the formation",41,,,,,,,1,,,,,,,,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,It will all depend on your judgement to arrange in a way that maximizes the Pokémons' strength!,怎麼擺才能發揮出精靈更大的作用，就得靠你來掌控了！,It will all depend on your judgement to arrange in a way that maximizes the Pokémons' strength!,,포켓몬을 어떻게 배치하는 게 가장 효과적인지는 네가 직접 생각해야 해 로토.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,guide to keep fighting,50,,city.view,,10101,finish(33),,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"It's all been settled, so let's continue with the challenge.",已經都處理好了，那麼繼續開始挑戰吧。,"It's all been settled, so let's continue with the challenge.",,"""그럼 다 됐으니까, 도전을 계속하자 로토.""",,,,,,,,,,,,,,
,,guide to keep fighting,50,,,,,,,1,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter the level again.,點擊這裡再次進入關卡,Tap here to enter the level again.,,여길 터치해 다시 스테이지로 입장해 로토.,,关卡,<rightBottomPanel;btnPve>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,guide to keep fighting,51,,city.gate.view,,10101,finish(11),,,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter a new battle.,點擊這裡進入新的戰鬥,Tap here to enter a new battle.,,터치해 새로운 전투에 입장해 봐 로토.,,关卡1-2,<pageView;item;myGate12>,,effect/shouyindao.skel,,,,,,,,,
,,guide to keep fighting,51,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Check here to skip line-up adjustments and head straight to battle.,勾選這裡可以跳過佈陣直接開戰哦,Check here to skip line-up adjustments and head straight to battle.,,여길 체크하면 라인업을 스킵하고 전투를 시작할 수 있어 로토.,,跳过布阵,<rightDown;selectSkip>,,effect/shouyindao.skel,,,,,,,,,
,,guide to keep fighting,51,,,,,,,1,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Well then, you may continue fighting!",那麼，繼續戰鬥吧！,"Well then, you may continue fighting!",,그럼 전투를 계속하자 로토!,,挑战,<rightDown;btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,guide to keep fighting,60,,city.gate.view,,10102,finish(51),,,,,,,,,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Good job, I knew you can do it!",幹得漂亮，我就知道你可以的。,"Good job, I knew you can do it!",,아주 잘했어 로토. 해낼 수 있을 줄 알았다니까 로토.,,,,,,,,,,,,,,
,,guide to keep fighting,60,,,,,,,,,,,,,,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Let's jump into the new adventure!,一鼓作氣進入新的冒險吧。,Let's jump into the new adventure!,,그럼 이 기세로 새로운 모험을 이어가자 로토.,,,,,,,,,,,,,,
,,guide to keep fighting,60,,,,,,,,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to return to the level list.,點擊這裡回到關卡列表。,Tap here to return to the level list.,,여길 터치해 스테이지 목록으로 돌아가 로토.,,关卡列表,,,effect/shouyindao.skel,,,,,,,,,
,,guide to keep fighting,60,,,,,,,,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter a new battle.,點擊這裡開始新的戰鬥。,Tap here to enter a new battle.,,터치해 새로운 전투를 시작해 봐 로토.,,关卡1-3,<pageView;item;myGate13>,,effect/shouyindao.skel,,,,,,,,,
,,guide to keep fighting,60,,,,,,,1,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to enter a battle.,點擊這裡進入戰鬥。,Tap here to enter a battle.,,전투로 입장해 로토.,,挑战,<rightDown;btnChallenge>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Guide Map Chests and Chapter Chests,70,,city.gate.view,,10103,finish(60),,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"You're awesome, I believe you'll be the next Pokémon Master!",你真是帥呆了，我相信你會成為新的神奇寶貝大師哦。,"You're awesome, I believe you'll be the next Pokémon Master!",,정말 멋지네 로토. 넌 분명히 새로운 포켓몬 마스터가 될 수 있을 거야 로토.,,,,,,,,,,,,,,
,,Guide Map Chests and Chapter Chests,70,,,,,,,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,You have new rewards to claim.,似乎有新的獎勵可以領哦。,You have new rewards to claim.,,수령할 수 있는 새 보상이 있는 것 같아 로토.,,,,,,,,,,,,,,
,,Guide Map Chests and Chapter Chests,70,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to return to the level list.,點擊這裡返回關卡列表,Tap here to return to the level list.,,여길 터치해 스테이지 목록으로 돌아가 로토.,,,,,effect/shouyindao.skel,,,,,,,,,
,,Guide Map Chests and Chapter Chests,70,,,,,,,,,,,,,0.1,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to claim level victory chest.,點擊這裡，可以領取關卡勝利寶箱哦,Tap here to claim level victory chest.,,터치해서 스테이지 승리 보물상자를 수령해 로토.,,,<rightDown>,,effect/shouyindao.skel,,,,,,,,,
,,Guide Map Chests and Chapter Chests,70,,,,,,,1,,,,,,0.1,,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Tap here to claim Star level reward of the chapter!,點擊這裡，可以領取章節的星級獎勵哦。,Tap here to claim Star level reward of the chapter!,,여길 터치하면 챕터 성급 보물상자를 수령할 수 있어 로토.,,,<btnGet>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Guide Map Chests and Chapter Chests,71,,city.gate.section_box,,10103,finish(70),,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Take note of the level chests that can be claimed for clearing certain levels on the map.,地圖上有些關卡通關後，會有一些關卡寶箱可以領取，要仔細看哦。,Take note of the level chests that can be claimed for clearing certain levels on the map.,,"""맵의 모든 스테이지를 클리어하면, 일부 스테이지 보물상자를 수령할 수 있으니까 자세히 봐야 해 로토.""",,,,,,,,,,,,,,
,,Guide Map Chests and Chapter Chests,71,,,,,,,,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Alright, since you've understood the basic mechanics, it's time for you to begin an adventure!",那麼，基本的操作你大概也都懂了，是時候你自己去冒險了哦,"Alright, since you've understood the basic mechanics, it's time for you to begin an adventure!",,"""그럼, 기본적인 방법은 모두 알려준 것 같으니까, 이제 스스로 모험을 떠날 차례야 로토.""",,,,,,,,,,,,,,
,,Guide Map Chests and Chapter Chests,71,,,,,,,1,,,,,,,,1,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=-100;y=400},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,I believe we will meet again soon!,相信很快我們會再見面的！,I believe we will meet again soon!,,우린 금방 다시 만나게 될 거야 로토!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Main City - Ask to view the arena,80,,city.view,15,,not finish(82),,1,,,,,,0.1,,1,,,{x=-100;y=0},login/new_character/img_tjltm@.png,{x=-100;y=0},Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Do you want to check out the #L100#[Arena]#L0# feature?,是否需要檢視#L100#【競技場】#L0#這個功能,Do you want to check out the #L100#[Arena]#L0# feature?,,#L100#[아레나]#L0# 기능을 살펴보러 가지 않을래 로토?,,,,,,,{x=-100;y=100},,,{width=300;height=300;dy=-10},否,,是,arena
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,Rotom Pokédex,圖鑒洛托姆,Rotom Pokédex,로토무 도감,"Go to fight it, the chosen juveniles!",去戰鬥吧，被選召的少年！,"Go to fight it, the chosen juveniles!",,"""선택받은 트레이너로서, 대결을 펼쳐 보자!""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enter the game-dialogue,1,,,,,,,,,,,1,,,,1,,,,,,,,,,"In the mysterious pet world, the power of darkness is gradually spreading, and kind pet babies are in danger!",神秘的寵物世界裡，黑暗的力量逐漸蔓延，善良的寵物寶貝危在旦夕！,404,,404404,,,,,,,,,,,,,,
,,Enter the game-dialogue,1,,,,,,,,,,,,,,,1,,,,,,,,,,DigiDestined! Go and save the world!,被選召的孩子們啊，快點去拯救世界！,DigiDestined! Go and save the world!,,404404,,,,,,,,,,,,,,
,,Card drawing guide - go to the checkpoint,1,,,,,,,,,,,,,,,1,,,{x=550;y=150},,{x=550;y=150},,,,,Click to choose stage.,前往關卡去戰鬥吧,Click to choose stage.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Card drawing guide - choose a level,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Draw card guide - enter the level,1,,,,,,,3,,,,,,,,1,,,{x=450;y=100},,{x=450;y=100},,,,,Click here to start battle.,點擊此處進入戰鬥,Click here to start battle.,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Draw card guide-dialogue,1,,,,,,,,,,,,201,,,1,,,,,,,,,,"With the help of the Lala pet, the battle is really even more powerful",有了拉拉寵物的幫助，戰鬥真是如虎添翼,404,,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Draw Card Guide-Enter Draw Card,2,,,,,,,,,,,1,,,,,,,{x=100;y=250},,{x=100;y=250},,,,,Let's summon Lala pets to join the team!,讓我們去召喚拉拉寵物加入隊伍吧！,404,,404404,,,,,guide_finger/yindaoshouzhi,0,,,,,,,,
,,Card Draw Guide - Arrive at the card draw page,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Draw card guide-draw card,2,,,,,,,1,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Draw card guide - draw card to confirm,2,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Draw card guide - draw card to confirm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,Draw card guide - draw card to confirm,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,{3=261},,,,,,
,,Draw card guide-dialogue,2,,,,,,,,,,,1,,,,1,,,,big_hero/lalashou.png,,lala pet,拉拉寵物,404,404404,"Music will heal you all, just dance with my music!",音樂將治癒你們，跟隨我的音樂起舞吧！,"Music will heal you all, just dance with my music!",,404404,,,,,,,,,,,,,,
,,Draw card guide-dialogue,2,,,,,,,,,,,,301,,,0,,,,big_hero/yagushou.png,,pet,寵物,404,펫,Let's summon Lala pets to join the team!,歡迎拉拉寵物加入隊伍，讓我們一起並肩作戰吧！,404,,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Combat guide - go to the level,3,,,,,,,,,,,1,,,,0,,,{x=550;y=150},,{x=550;y=150},,,,,Let's keep on fighting.,讓我們繼續戰鬥,Let's keep on fighting.,,404404,,,,,guide_finger/yindaoshouzhi,,,{3=261},,,,,,
,,Combat guide - choose a level,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Combat guide - enter the level,3,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Combat Guidance - Dialogue,3,,,,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Look, we got pet gems for strengthening combat power",快看，我們得到了用於強化戰鬥力的寵物寶石,404,,404404,,,,,,,,,,,,,,
,,Combat Guidance - Dialogue,3,,,,,,,,,,,,401,,,0,,,,big_hero/yagushou.png,,pet,寵物,404,펫,"Cool, let's use it now.",好厲害，快去試試看,"Cool, let's use it now.",,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Advanced Guide - Go to the Character Panel,4,,,,,,,,,,,1,,,,1,,,{x=155;y=150},,{x=155;y=150},,,,,Pet gems can strengthen combat power,寵物寶石可以強化戰鬥力,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,{width=180;height=180},,,,
,,Advanced Guide - Go to Character Enhancement,4,,,,,,,,,,,,,,,1,,,{x=220;y=180},,{x=220;y=180},,,,,"Please click Strengthen, the materials are ready",請點擊強化，材料都已經準備好了,"All materials are ready, please click Boost.",,404404,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Advanced Guide-Role Advancement,4,,,,,,,1,,,,,,,,1,,,{x=250;y=120},,{x=250;y=120},,,,,Look! This is the magical power of pet gems!,看！這就是寵物寶石的神奇力量！,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Advanced Guide - Advanced Success,4,,,,,,,,,,,,,1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Advanced Guide - Dialogue,4,,,,,,,,,,,,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,The quality of pets is divided into white→green→blue→purple,寵物的品質分為白→綠→藍→紫,404,,404404,,,,,,,,,,,,,,
,,Advanced Guide - Dialogue,4,,,,,,,,,,,,501,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,Challenge levels can get a lot of advanced materials,挑戰關卡可以獲得大量進階材料,Challenge stages can obtain huge amount of materials for Advance.,,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Combat guide - go to the level,5,,,,,,,,,,,1,,,,1,,,{x=550;y=150},,{x=550;y=150},,,,,Do you feel full of power? Let the dark power tremble!,有沒有感覺充滿力量呢，讓黑暗力量顫抖吧！,Now you are stronger! Dispel the darkness!,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Combat guide - choose a level,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Combat guide - enter the level,5,,,,,,,3,,,,,,,,1,,,{x=450;y=100},,{x=450;y=100},,,,,Let's go and keep fighting!,讓我們去繼續戰鬥！,Let's keep on fighting!,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Combat Guidance - Dialogue,5,,,,,,,,,,,2,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Great, we have cleared all the levels in the first chapter",好厲害，我們已經通關第一章節的所有關卡了,Great! We've passed all the stages in Chapter I,,404404,,,,,,,,,,,,,,
,,Combat Guidance - Dialogue,5,,,,,,,,,,,,602,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Now we can claim extra rewards, there are special surprises",現在我們可以領取額外獎勵了，有特殊驚喜哦,Now please claim the extra rewards.,,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Receive the star treasure chest - go to the checkpoint,6,,,,,,,,,,,,,,,1,,,{x=550;y=150},,{x=550;y=150},,,,,There are new level star rewards to receive!,有新的關卡星級獎勵可以領取啦！,Please claim the Star Awards!,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Receive a star treasure chest - click on the treasure chest,6,,,,,,,,,,,11,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Receive Star Treasure Chest - Receive Rewards,6,,,,,,,1,,,,,,0.3,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,{width=3000;height=3000},,,,
,,Receive Star Treasure Chest-Receipt Confirmation,6,,,,,,,,,,,,701,,,0,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Synthesize Fighter - Go to Fighter panel,7,,,,,,,,,,,1,,,,1,,,{x=0;y=150},,{x=0;y=150},,,,,Go to the pet interface to summon the bear pet!,前往寵物介面召喚小熊寵物吧！,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Synthesize Fighter - Go to Fighter panel,7,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,{width=3000;height=3000},,,,
,,Synthetic Fighter - Draw a card to confirm,7,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,Synthetic Fighter - Draw a card to confirm,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,Synthetic Fighter - OK,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,{width=3000;height=3000},,,,
,,Synthetic fighter - return to the main interface,7,,,,,,,,,,,,801,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,225,,,,,,,,
,,Synthetic fighter - return to the main interface,7,,,,,,,,,,,,801,,,0,,,{x=0;y=300},,{x=0;y=300},,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,battle-dialogue,8,,,,,,,,,,,1,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,Let the little bear pet help us,讓小熊寵物來助我們一臂之力吧,404,,404404,,,,,,,,,,,,,,
,,Go to battle - click on the empty space,8,,,,,,,,,,,,,,,1,,,{x=150;y=350},,{x=150;y=350},,,,,Click on the empty space to enter the bear pet,點擊空位可以上陣小熊寵物,404,,404404,,,,,guide_finger/yindaoshouzhi,135,,,,{width=150;height=150},,,,
,,go to battle - go to battle,8,,,,,,,1,,,,,901,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,225,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Combat guide - go to the level,9,,,,,,,,,,,1,,,,1,,,{x=550;y=150},,{x=550;y=150},,,,,"Bear pets join in, keep going!",小熊寵物加入，繼續前進！,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Combat guide - choose a level,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,{width=3000;height=3000},,,,
,,Combat guide - enter the level,9,,,,,,,3,,,,,1002,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Combat guide - go to the level,10,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Combat Guidance - Dialogue,10,,,,,,,,,,,12,,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"The power of the dark magic pet has not weakened, let's continue to fight!",黑暗魔寵物的力量還未減弱，繼續戰鬥吧！,404,,404404,,,,,,,,,,,,,,
,,Combat guide - choose a level,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Combat guide - enter the level,10,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,,,,,,,,,
,,Advanced Guide - Dialogue,10,,,,,,,,,,,,1101,,,1,,,,big_hero/guide_tiannvshou.png,,Celestial Pet,天女寵物,404,404404,"Pets can improve their abilities through fragments, try it now",寵物可以通過碎片來提升能力，現在就去試試吧,404,,404404,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fighter Ascension - Go to Fighter panel,11,,,,,,,,,,,1,,,,1,,,{x=300;y=330},,{x=300;y=330},,,,,Click to go to the pet panel,點擊前往寵物面板,404,,404404,,,,,guide_finger/yindaoshouzhi,135,,,,{width=180;height=180},,,,
,,Fighter Ascension Star-Strengthen Button,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Fighter Ascension Star-Ascension Panel,11,,,,,,,,,,,,,,,1,,,{x=300;y=230},,{x=300;y=230},,,,,Click on the panel to switch to Ascension Star,點擊面板，切換到升星,Click Star Activation.,,404404,,,,,guide_finger/yindaoshouzhi,135,,,,,,,,
,,Fighter star-up button,11,,,,,,,1,,,,,,,,,,,{x=300;y=100},,{x=300;y=100},,,,,Click to upgrade the star to increase the star level of the pet,點擊升星，提升寵物星級,404,,404404,,,,,guide_finger/yindaoshouzhi,,,,,{width=3000;height=3000},,,,
,,Fighter Ascension Star-Ascension Panel,11,,,,,,,,,,,,1204,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fighter Ascension Star-Ascension Panel,11,,,,,,,,,,,,1204,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fighter Evolution - Go to Fighter Panel,12,,,,,,,,,,,1,,,,1,,,{x=300;y=330},,{x=300;y=330},,,,,Click to go to the pet panel,點擊前往寵物面板,404,,404404,,,,,guide_finger/yindaoshouzhi,135,,,,{width=180;height=180},,,,
