变量名,"
  _comment
  ",weightList,cardWeightMap,specialWeightMap
,"
  15 subsequent consecutive
  rounds, you will get an additional S -level card
  (probability) UP -Super Dragon You
  ",,,
,"
  ( After 10 times, it will be the general
  card pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP -Super Longyou
  ",,,
,,,,
,"
  first ten in a row - single sheet S - Super Longyou
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - Chaolongyou
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan - card pool) - Chaolongyou
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Fire
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued - Fire
  ",,,
,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP - fire system
  ",,,
,"
  15 subsequent consecutive
  rounds, you will get an additional S -level card
  (probability) UP - fire
  ",,,
,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card (probability)
  UP - Fire
  ",,,
,,,,
,"
  The first ten consecutive - single S - fire
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - fire
  ",,,
,"
  10 consecutive
  draws - regular output ( after 10 times, it will be a pan-card
  pool) -fire system
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Water and Land
  ",,,
,"
  Diamond Paid
  Single Draw - Mandatory A -level Card - Water and Earth
  ",,,
,"
  Diamond single
  draw - 5th to 10th time to get S qualification card UP - water and land system
  ",,,
,"
  15 subsequent companies, you
  will get an additional S -level card (probability) UP - water and earth
  ",,,
,"
  ( Universal card pool
  after 10 times ) After every 15 consecutive rounds, you will get an additional S -level card
  (probability) UP - water and earth system
  ",,,
,,,,
,"
  The first ten companies - leaflet S - water and land system
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - water system
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a Panka pool)
  - water and land system
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Electric
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued - electric system
  ",,,
,"
  Diamond single
  draw - 5th to 10th time to get S qualification card UP - electric system
  ",,,
,"
  15 subsequent companies, you
  will get an additional S -level card (probability) UP - Electric
  ",,,
,"
  ( Universal card pool
  after 10 times ) After every 15 consecutive rounds, you will get an additional S -level card
  (probability) UP - Electric
  ",,,
,,,,
,"
  The first ten company - single S- electric series
  ",,,
,"
  10 consecutive draws
  - regular output (up to 2 ) - electric system
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan - card pool)
  -electric system
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw - Ice Fairy
  ",,,
,"
  Diamond Paid
  Single Draw - A -level card must be issued - Ice Fairy
  ",,,
,"
  Diamond Single
  Draw - 5th to 10th S Qualification Card UP - Ice Fairy
  ",,,
,"
  After every 15 consecutive
  rounds, you will get an additional S -level card
  (probability) UP - Ice Fairy
  ",,,
,"
  ( After 10 times, it will be a general
  card pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP - Ice Fairy
  ",,,
,,,,
,"
  The first ten consecutive - single sheet S- Ice Fairy
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 ) - ice goblin
  ",,,
,"
  10 consecutive
  draws - regular output ( after 22 times, it will be a pan-card
  pool) - Ice Fairy
  ",,,
,,,,
,"
  Time -limited
  monsters - free card draw
  ",,,
,"
  S
  -level card every 15 consecutive times (probability )
  ",,,
,"
  Time -limited
  beast - single card draw
  ",,,
,,,,
,"
  The first ten consecutive - single S
  ",,,
,"
  Time -limited
  beast - ten consecutive draws - regular output (up to 2 )
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Every ten consecutive
  draws - there must be accessories and star upgrade props
  ",,,
,"
  Regular single
  draw - base output
  ",,,
,,,,
,"
  Ten in a row - purple carrying props - follow-up with
  normal probability - 15 times
  ",,,
,"
  Ten in a row - purple carrying props - out about 18
  times after the fourth
  ",,,
,"
  Ten consecutive - out of purple carrying
  props - out about 9 times after the fourth time
  ",,,
,"
  Ten in a row - Accessory
  Awakening Materials - Subsequent Normal Probability - 11 Times
  ",,,
,"
  Ten companies - Awakening
  materials for accessories - about 5 times after the second time
  ",,,
,"
  regular ten
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued
  ",,,
,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP
  ",,,
,"
  15 subsequent consecutively
  get an additional S -level card (probability) UP
  ",,,
,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP
  ",,,
,,,,
,"
  The first ten consecutive - single S
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 )
  ",,,
,"
  10 consecutive
  draws - regular output ( after 10 draws, it will be a pan-card
  pool )
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued
  ",,,
,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP
  ",,,
,"
  15 subsequent consecutively
  get an additional S -level card (probability) UP
  ",,,
,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP
  ",,,
,,,,
,"
  The first ten consecutive - single S
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 )
  ",,,
,"
  10 consecutive
  draws - regular output ( after 10 draws, it will be a pan-card
  pool )
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued
  ",,,
,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP
  ",,,
,"
  15 subsequent consecutively
  get an additional S -level card (probability) UP
  ",,,
,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP
  ",,,
,,,,
,"
  The first ten consecutive - single S
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 )
  ",,,
,"
  10 consecutive
  draws - regular output ( after 10 draws, it will be a pan-card
  pool )
  ",,,
,,,,
,"
  Diamond Paid
  Single Draw
  ",,,
,"
  Diamond paid
  single draw - A -level card must be issued
  ",,,
,"
  Diamond single
  draw - the 5th to 10th time to get S qualification card UP
  ",,,
,"
  15 subsequent consecutively
  get an additional S -level card (probability) UP
  ",,,
,"
  ( After 10 times, it will be a pan-card
  pool) Every 15 consecutive times, you will get an additional S -level card
  (probability) UP
  ",,,
,,,,
,"
  The first ten consecutive - single S
  ",,,
,"
  10 consecutive
  draws - regular output (up to 2 )
  ",,,
,"
  10 consecutive
  draws - regular output ( after 10 draws, it will be a pan-card
  pool )
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 70~80 consecutive chances of Gulardo
  ",,,
,"
  Time -limited
  mythical beast - there is a probability of Gulardo in the next 65~80
  consecutive rounds
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chance to get Lugia
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Rogia
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chances to produce Tianxi
  ",,,
,"
  Time -limited
  mythical beast - follow-up 68~78 consecutive chance to get Diancie
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 70~80 consecutive chances of Gulardo
  ",,,
,"
  Time -limited
  mythical beast - there is a probability of Gulardo in the next 65~80
  consecutive rounds
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chance to get Lugia
  ",,,
,"
  Time -limited
  mythical beast - follow-up 68~78 consecutive chances to produce Lugia
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chances to produce Tianxi
  ",,,
,"
  Time -limited
  mythical beast - follow-up 68~78 consecutive chance to get Diancie
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances of cracking empty seats
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 with a probability of cracking empty seats
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chance to get Lugia
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Rogia
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances of cracking empty seats
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 with a probability of cracking empty seats
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chance to get Gaio Gurado
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Gaio Gurado
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chances to appear as Darkrai Etianxi
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Daklay Etianxi
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chance to get Regic Kaslogia
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 consecutive chance to get Regic Kaslogia
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a chance to get Diyaluka Crack Seat
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 companies have a chance to get Dialga Crack Seat
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chance to get Palkia Gaioka
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 consecutive chance to get Palkia Gaioka
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 companies have a probability of Guradotianxi
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Guradotianxi
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a chance to get Giratina Dakryi
  ",,,
,"
  Time -limited
  mythical beasts - chances of getting Giratina Dakryi in the next 71~81
  companies
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a chance to get Giratina Dakryi
  ",,,
,"
  Time -limited
  mythical beasts - chances of getting Giratina Dakryi in the next 71~81
  companies
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 companies have a probability of cracking an empty seat Rogia
  ",,,
,"
  Time -limited
  mythical beast - the probability of the next 71~81 series will be
  empty seat Rogia
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 companies have a chance to get Hupatia Luka
  ",,,
,"
  Time -limited
  mythical beasts - follow-up 71~81 companies have a probability of getting Hupatia Luka
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 consecutive chance to get Palkia Rehiram
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 consecutive chance to get Palkia Rahiram
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 companies have a probability of cracking empty seat Darkrai
  ",,,
,"
  Time -limited
  mythical beast - probability of 71~81 follow-up companies will be empty seat Darkrai
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beast - the first 73~83 times the probability of a Gurado Clay
  ",,,
,"
  Time -limited mythical
  beast - follow-up 71~81 with a probability of Gurado Clayley
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances to produce electric dragons and ghost dragons
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 consecutive chances to produce electric dragon ghost dragon
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
,"
  Time -limited
  mythical beast - every 10 practice chances to get an S card
  ",,,
,"
  Time -limited
  mythical beasts - the first 73~83 consecutive chances to produce Gaioka Regikikas
  ",,,
,"
  Time -limited
  mythical beast - follow-up 71~81 with a probability of Gaioka Regichkas
  ",,,
,,,,
,"
  Time -limited
  beast - single card draw
  ",,,
