"﻿变量名",sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr
100370,Stage 370,第370關,Stage 370,Thứ 370 Quan,스테이지 370,boss,<cn>,<{unitId=231261;level=705;advance=64};{unitId=221271;level=705;advance=64};{unitId=231971;level=705;advance=64};{unitId=232431;level=705;advance=64};{unitId=232391;level=705;advance=64}>,<{unitId=251370;level=705;advance=65}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,705,2147,2147,,,,5,<<9;1;32%>;<10;0;32%>;<24;0;32%>>,{gold=385000;451=30;502=3},<<gold;385000;1>;<451;30;1>;<502;3;1>>,{gold=9300;452=2;libs=<110;111;112>},<<gold;9300;0>;<451;1;1>;<452;1;1>>,429005,,超夢擁有連擊效果（再次使用相同的攻擊）且速度提升50%,,,
100371,Stage 371,第371關,Stage 371,Thứ 371 Quan,스테이지 371,,<cn>,<{unitId=230372;level=707;advance=65};{unitId=220333;level=707;advance=65};{unitId=230372;level=707;advance=65};{unitId=231853;level=707;advance=65};{unitId=231853;level=707;advance=65}>,<{unitId=251371;level=707;advance=66}>,config/portrait/jinglingtouxiang1/img_748_chx@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,707,2164,2164,,,,3,<<9;1;32%>;<10;1;32%>>,{gold=390000;451=30;452=20},<<gold;390000;1>;<451;30;1>;<452;20;1>>,{gold=9400;451=2;libs=<110;111>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100372,Stage 372,第372關,Stage 372,Thứ 372 Quan,스테이지 372,,<cn>,<{unitId=233843;level=709;advance=65};{unitId=220004;level=709;advance=65};{unitId=233843;level=709;advance=65};{unitId=230741;level=709;advance=65};{unitId=230741;level=709;advance=65}>,<{unitId=251372;level=709;advance=66}>,config/portrait/jinglingtouxiang1/img_467_yzys@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,709,2181,2181,,,,4,<<9;0;23%>;<10;0;23%>;<17;0;23%>>,{gold=390000;451=30;502=1},<<gold;390000;1>;<451;30;1>;<502;1;1>>,{gold=9400;451=2;libs=<110;111>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100373,Stage 373,第373關,Stage 373,Thứ 373 Quan,스테이지 373,,<cn>,<{unitId=231921;level=711;advance=65};{unitId=222303;level=711;advance=65};{unitId=231921;level=711;advance=65};{unitId=231082;level=711;advance=65};{unitId=231082;level=711;advance=65}>,<{unitId=251373;level=711;advance=66}>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,711,2198,2198,,,,5,<<1;0;22%>;<22;0;22%>>,{gold=390000;451=30;rmb=100},<<gold;390000;1>;<451;30;1>;<rmb;100;1>>,{gold=9400;451=2;libs=<110;111>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100374,Stage 374,第374關,Stage 374,Thứ 374 Quan,스테이지 374,,<cn>,<{unitId=231221;level=713;advance=65};{unitId=221921;level=713;advance=65};{unitId=232361;level=713;advance=65};{unitId=230731;level=713;advance=65};{unitId=231941;level=713;advance=65}>,<{unitId=251374;level=713;advance=66}>,config/portrait/jinglingtouxiang1/img_381_ldos@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,713,2215,2215,,,,5,<<7;0;22%>;<8;0;22%>>,{gold=390000;451=30;452=20},<<gold;390000;1>;<451;30;1>;<452;20;1>>,{gold=9400;451=2;libs=<110;111>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100375,Stage 375,第375關,Stage 375,Thứ 375 Quan,스테이지 375,boss,<cn>,<{unitId=231253;level=715;advance=65};{unitId=221253;level=715;advance=65};{unitId=231253;level=715;advance=65};{unitId=230163;level=715;advance=65};{unitId=230163;level=715;advance=65}>,<{unitId=251375;level=715;advance=66}>,config/portrait/jinglingtouxiang1/img_719_dax@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,715,2232,2232,,,,5,<<1;1;28%>;<22;0;28%>>,{gold=390000;451=30;519=1},<<gold;390000;1>;<451;30;1>;<519;1;1>>,{gold=9400;452=1;libs=<110;111;112>},<<gold;9400;0>;<451;1;1>;<452;1;1>>,429005,,每個大回合結束後蒂安希會築起全護盾,,,
100376,Stage 376,第376關,Stage 376,Thứ 376 Quan,스테이지 376,,<cn>,<{unitId=232073;level=717;advance=66};{unitId=222073;level=717;advance=66};{unitId=232073;level=717;advance=66};{unitId=234132;level=717;advance=66};{unitId=234132;level=717;advance=66}>,<{unitId=251376;level=717;advance=67}>,config/portrait/jinglingtouxiang1/img_724_jssx@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,717,2249,2249,,,,3,<<13;1;32%>>,{gold=395000;451=30;452=20},<<gold;395000;1>;<451;30;1>;<452;20;1>>,{gold=9500;451=2;libs=<110;111>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100377,Stage 377,第377關,Stage 377,Thứ 377 Quan,스테이지 377,,<cn>,<{unitId=231921;level=719;advance=66};{unitId=221921;level=719;advance=66};{unitId=231921;level=719;advance=66};{unitId=230242;level=719;advance=66};{unitId=230242;level=719;advance=66}>,<{unitId=251377;level=719;advance=67}>,config/portrait/jinglingtouxiang1/img_257_hyj@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,719,2266,2266,,,,4,<<13;0;23%>;<24;0;23%>>,{gold=395000;451=30;502=1},<<gold;395000;1>;<451;30;1>;<502;1;1>>,{gold=9500;451=2;libs=<110;111>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100378,Stage 378,第378關,Stage 378,Thứ 378 Quan,스테이지 378,,<cn>,<{unitId=230333;level=721;advance=66};{unitId=221221;level=721;advance=66};{unitId=230333;level=721;advance=66};{unitId=230731;level=721;advance=66};{unitId=230883;level=721;advance=66}>,<{unitId=251378;level=721;advance=67}>,config/portrait/jinglingtouxiang1/img_466_djms@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,721,2283,2283,,,,5,<<1;0;22%>;<22;0;22%>>,{gold=395000;451=30;rmb=100},<<gold;395000;1>;<451;30;1>;<rmb;100;1>>,{gold=9500;451=2;libs=<110;111>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100379,Stage 379,第379關,Stage 379,Thứ 379 Quan,스테이지 379,,<cn>,<{unitId=232351;level=723;advance=66};{unitId=222351;level=723;advance=66};{unitId=232351;level=723;advance=66};{unitId=233413;level=723;advance=66};{unitId=232242;level=723;advance=66}>,<{unitId=251379;level=723;advance=67}>,config/portrait/jinglingtouxiang1/img_483_dylk@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,723,2300,2300,,,,5,<<7;0;22%>;<8;0;22%>>,{gold=395000;451=30;452=20},<<gold;395000;1>;<451;30;1>;<452;20;1>>,{gold=9500;451=2;libs=<110;111>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100380,Stage 380,第380關,Stage 380,Thứ 380 Quan,스테이지 380,boss,<cn>,<{unitId=231961;level=725;advance=66};{unitId=221971;level=725;advance=66};{unitId=231271;level=725;advance=66};{unitId=232431;level=725;advance=66};{unitId=233631;level=725;advance=66}>,<{unitId=251380;level=725;advance=67}>,config/portrait/jinglingtouxiang1/img_384_lkz@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,725,2317,2317,,,,5,<<1;1;32%>;<22;0;32%>>,{gold=395000;451=30;501=1},<<gold;395000;1>;<451;30;1>;<501;1;1>>,{gold=9500;452=2;libs=<110;111;112>},<<gold;9500;0>;<451;1;1>;<452;1;1>>,429005,,使用小技能後裂空座進入隱身，完成擊殺會縮短小技能冷卻,,,
100381,Stage 381,第381關,Stage 381,Thứ 381 Quan,스테이지 381,,<cn>,<{unitId=233843;level=727;advance=67};{unitId=220013;level=727;advance=67};{unitId=233843;level=727;advance=67};{unitId=230023;level=727;advance=67};{unitId=230001;level=727;advance=67}>,<{unitId=251381;level=727;advance=68}>,config/portrait/jinglingtouxiang1/img_715_ybl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,727,2334,2334,,,,3,<<1;1;24%>>,{gold=400000;451=30;452=20},<<gold;400000;1>;<451;30;1>;<452;20;1>>,{gold=9600;451=2;libs=<110;111>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100382,Stage 382,第382關,Stage 382,Thứ 382 Quan,스테이지 382,,<cn>,<{unitId=230263;level=729;advance=67};{unitId=222401;level=729;advance=67};{unitId=230263;level=729;advance=67};{unitId=231951;level=729;advance=67};{unitId=231941;level=729;advance=67}>,<{unitId=251382;level=729;advance=68}>,config/portrait/jinglingtouxiang1/img_763_tlmh@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,729,2351,2351,,,,4,<<1;0;23%>;<28;0;23%>>,{gold=400000;451=30;502=1},<<gold;400000;1>;<451;30;1>;<502;1;1>>,{gold=9600;451=2;libs=<110;111>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100383,Stage 383,第383關,Stage 383,Thứ 383 Quan,스테이지 383,,<cn>,<{unitId=230004;level=731;advance=67};{unitId=222303;level=731;advance=67};{unitId=230004;level=731;advance=67};{unitId=231293;level=731;advance=67};{unitId=233663;level=731;advance=67}>,<{unitId=251383;level=731;advance=68}>,config/portrait/jinglingtouxiang1/img_492_xm@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,731,2368,2368,,,,5,<<9;0;22%>;<10;0;22%>;<22;0;22%>>,{gold=400000;451=30;rmb=100},<<gold;400000;1>;<451;30;1>;<rmb;100;1>>,{gold=9600;451=2;libs=<110;111>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100384,Stage 384,第384關,Stage 384,Thứ 384 Quan,스테이지 384,,<cn>,<{unitId=231841;level=733;advance=67};{unitId=221841;level=733;advance=67};{unitId=231841;level=733;advance=67};{unitId=232431;level=733;advance=67};{unitId=232431;level=733;advance=67}>,<{unitId=251384;level=733;advance=68}>,config/portrait/jinglingtouxiang1/img_720_jfhp@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,733,2385,2385,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=400000;451=30;452=20},<<gold;400000;1>;<451;30;1>;<452;20;1>>,{gold=9600;451=2;libs=<110;111>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100385,Stage 385,第385關,Stage 385,Thứ 385 Quan,스테이지 385,boss,<cn>,<{unitId=232391;level=735;advance=67};{unitId=222351;level=735;advance=67};{unitId=232381;level=735;advance=67};{unitId=231981;level=735;advance=67};{unitId=231971;level=735;advance=67}>,<{unitId=251385;level=735;advance=68}>,config/portrait/jinglingtouxiang1/img_484_plqy@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,735,2402,2402,,,,5,<<9;1;28%>;<10;0;28%>;<22;0;28%>>,{gold=400000;451=30;519=1},<<gold;400000;1>;<451;30;1>;<519;1;1>>,{gold=9600;452=1;libs=<110;111;112>},<<gold;9600;0>;<451;1;1>;<452;1;1>>,429005,,帕路奇亞每次受到主動技能都會進入隱匿（不回怒）,,,
100386,Stage 386,第386關,Stage 386,Thứ 386 Quan,스테이지 386,,<cn>,<{unitId=230093;level=737;advance=68};{unitId=220463;level=737;advance=68};{unitId=231852;level=737;advance=68};{unitId=233592;level=737;advance=68};{unitId=233592;level=737;advance=68}>,<{unitId=251386;level=737;advance=69}>,config/portrait/jinglingtouxiang1/img_681_jdjg@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,737,2419,2419,,,,3,<<7;1;24%>;<8;1;24%>>,{gold=405000;451=30;452=20},<<gold;405000;1>;<451;30;1>;<452;20;1>>,{gold=9700;451=2;libs=<110;111>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100387,Stage 387,第387關,Stage 387,Thứ 387 Quan,스테이지 387,,<cn>,<{unitId=230372;level=739;advance=68};{unitId=223772;level=739;advance=68};{unitId=230372;level=739;advance=68};{unitId=230393;level=739;advance=68};{unitId=230393;level=739;advance=68}>,<{unitId=251387;level=739;advance=69}>,config/portrait/jinglingtouxiang1/img_748_chx@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,739,2436,2436,,,,4,<<7;0;23%>;<8;0;23%>;<14;0;23%>>,{gold=405000;451=30;502=1},<<gold;405000;1>;<451;30;1>;<502;1;1>>,{gold=9700;451=2;libs=<110;111>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100388,Stage 388,第388關,Stage 388,Thứ 388 Quan,스테이지 388,,<cn>,<{unitId=232361;level=741;advance=68};{unitId=222033;level=741;advance=68};{unitId=232361;level=741;advance=68};{unitId=230024;level=741;advance=68};{unitId=230024;level=741;advance=68}>,<{unitId=251388;level=741;advance=69}>,config/portrait/jinglingtouxiang1/img_382_gok@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,741,2453,2453,,,,5,<<9;0;22%>;<10;0;22%>;<22;0;22%>>,{gold=405000;451=30;rmb=100},<<gold;405000;1>;<451;30;1>;<rmb;100;1>>,{gold=9700;451=2;libs=<110;111>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100389,Stage 389,第389關,Stage 389,Thứ 389 Quan,스테이지 389,,<cn>,<{unitId=231032;level=743;advance=68};{unitId=223772;level=743;advance=68};{unitId=233642;level=743;advance=68};{unitId=233143;level=743;advance=68};{unitId=231271;level=743;advance=68}>,<{unitId=251389;level=743;advance=69}>,config/portrait/jinglingtouxiang1/img_491_dkly@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,743,2470,2470,,,,5,<<9;0;22%>;<10;0;22%>>,{gold=405000;451=30;452=20},<<gold;405000;1>;<451;30;1>;<452;20;1>>,{gold=9700;451=2;libs=<110;111>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100390,Stage 390,第390關,Stage 390,Thứ 390 Quan,스테이지 390,boss,<cn>,<{unitId=231271;level=745;advance=68};{unitId=221231;level=745;advance=68};{unitId=231271;level=745;advance=68};{unitId=230014;level=745;advance=68};{unitId=230015;level=745;advance=68}>,<{unitId=251390;level=745;advance=69}>,config/portrait/jinglingtouxiang1/img_643_lxlm@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,745,2487,2487,,,,5,<<9;1;32%>;<10;0;32%>;<22;0;32%>>,{gold=405000;451=30;rmb=200},<<gold;405000;1>;<451;30;1>;<rmb;200;1>>,{gold=9700;452=2;libs=<110;111;112>},<<gold;9700;0>;<451;1;1>;<452;1;1>>,429005,,萊希拉姆受到主動攻擊時，對攻擊者施加青焰灼燒和青焰傷害,,,
100391,Stage 391,第391關,Stage 391,Thứ 391 Quan,스테이지 391,,<cn>,<{unitId=232923;level=747;advance=69};{unitId=222924;level=747;advance=69};{unitId=232923;level=747;advance=69};{unitId=231802;level=747;advance=69};{unitId=231802;level=747;advance=69}>,<{unitId=251391;level=747;advance=70}>,config/portrait/jinglingtouxiang1/img_706_nml@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,747,2504,2504,,,,3,<<9;1;24%>;<10;1;24%>>,{gold=410000;451=30;452=20},<<gold;410000;1>;<451;30;1>;<452;20;1>>,{gold=9800;451=2;libs=<110;111>},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100392,Stage 392,第392關,Stage 392,Thứ 392 Quan,스테이지 392,,<cn>,<{unitId=230402;level=749;advance=69};{unitId=221931;level=749;advance=69};{unitId=230402;level=749;advance=69};{unitId=233353;level=749;advance=69};{unitId=233353;level=749;advance=69}>,<{unitId=251392;level=749;advance=70}>,config/portrait/jinglingtouxiang1/img_282_snd@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,749,2521,2521,,,,4,<<9;0;23%>;<10;0;23%>;<17;0;23%>>,{gold=410000;451=30;502=1},<<gold;410000;1>;<451;30;1>;<502;1;1>>,{gold=9800;451=2;libs=<110;111>},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100393,Stage 393,第393關,Stage 393,Thứ 393 Quan,스테이지 393,,<cn>,<{unitId=231231;level=751;advance=69};{unitId=223152;level=751;advance=69};{unitId=231271;level=751;advance=69};{unitId=231172;level=751;advance=69};{unitId=230741;level=751;advance=69}>,<{unitId=251393;level=751;advance=70}>,config/portrait/jinglingtouxiang1/img_6_cjphlx@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,751,2538,2538,,,,5,<<27;0;22%>;<26;0;22%>>,{gold=410000;451=30;rmb=100},<<gold;410000;1>;<451;30;1>;<rmb;100;1>>,{gold=9800;451=2;libs=<110;111>},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100394,Stage 394,第394關,Stage 394,Thứ 394 Quan,스테이지 394,,<cn>,<{unitId=231503;level=753;advance=69};{unitId=223353;level=753;advance=69};{unitId=232391;level=753;advance=69};{unitId=230731;level=753;advance=69};{unitId=230883;level=753;advance=69}>,<{unitId=251394;level=753;advance=70}>,config/portrait/jinglingtouxiang1/img_376_jjg@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,753,2555,2555,,,,5,<<1;0;22%>>,{gold=410000;451=30;452=20},<<gold;410000;1>;<451;30;1>;<452;20;1>>,{gold=9800;451=2;libs=<110;111>},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100395,Stage 395,第395關,Stage 395,Thứ 395 Quan,스테이지 395,boss,<cn>,<{unitId=233663;level=755;advance=69};{unitId=223663;level=755;advance=69};{unitId=233663;level=755;advance=69};{unitId=231291;level=755;advance=69};{unitId=230771;level=755;advance=69}>,<{unitId=251395;level=755;advance=70}>,config/portrait/jinglingtouxiang1/img_484_plqy@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,755,2572,2572,,,,5,<<27;0;28%>;<22;0;28%>;<26;1;28%>>,{gold=410000;451=30;519=1},<<gold;410000;1>;<451;30;1>;<519;1;1>>,{gold=9800;452=1;libs=<110;111;112>},<<gold;9800;0>;<451;1;1>;<452;1;1>>,429005,,己方未上陣草系精靈時，敵方全體隱身5回合,,,
100396,Stage 396,第396關,Stage 396,Thứ 396 Quan,스테이지 396,,<cn>,<{unitId=230632;level=757;advance=70};{unitId=220632;level=757;advance=70};{unitId=230632;level=757;advance=70};{unitId=230783;level=757;advance=70};{unitId=230783;level=757;advance=70}>,<{unitId=251396;level=757;advance=71}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,757,2589,2589,,,,3,<<13;1;24%>>,{gold=415000;451=30;452=20},<<gold;415000;1>;<451;30;1>;<452;20;1>>,{gold=9900;451=2;libs=<110;111>},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100397,Stage 397,第397關,Stage 397,Thứ 397 Quan,스테이지 397,,<cn>,<{unitId=232723;level=759;advance=70};{unitId=221841;level=759;advance=70};{unitId=232723;level=759;advance=70};{unitId=233432;level=759;advance=70};{unitId=233432;level=759;advance=70}>,<{unitId=251397;level=759;advance=71}>,config/portrait/jinglingtouxiang1/img_282_snd@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,759,2606,2606,,,,4,<<13;0;23%>;<24;0;23%>>,{gold=415000;451=30;502=1},<<gold;415000;1>;<451;30;1>;<502;1;1>>,{gold=9900;451=2;libs=<110;111>},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100398,Stage 398,第398關,Stage 398,Thứ 398 Quan,스테이지 398,,<cn>,<{unitId=230712;level=761;advance=70};{unitId=220712;level=761;advance=70};{unitId=230712;level=761;advance=70};{unitId=231423;level=761;advance=70};{unitId=231423;level=761;advance=70}>,<{unitId=251398;level=761;advance=71}>,config/portrait/jinglingtouxiang1/img_486_ljqks@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,761,2623,2623,,,,5,<<27;0;22%>;<26;0;22%>>,{gold=415000;451=30;rmb=100},<<gold;415000;1>;<451;30;1>;<rmb;100;1>>,{gold=9900;451=2;libs=<110;111>},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100399,Stage 399,第399關,Stage 399,Thứ 399 Quan,스테이지 399,,<cn>,<{unitId=231231;level=763;advance=70};{unitId=221221;level=763;advance=70};{unitId=231241;level=763;advance=70};{unitId=230731;level=763;advance=70};{unitId=230721;level=763;advance=70}>,<{unitId=251399;level=763;advance=71}>,config/portrait/jinglingtouxiang1/img_146_hyn@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,763,2640,2640,,,,5,<<1;0;22%>>,{gold=415000;451=30;452=20},<<gold;415000;1>;<451;30;1>;<452;20;1>>,{gold=9900;451=2;libs=<110;111>},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100400,Stage 400,第400關,Stage 400,Thứ 400 Quan,스테이지 400,boss,<cn>,<{unitId=233543;level=765;advance=70};{unitId=223211;level=765;advance=70};{unitId=233543;level=765;advance=70};{unitId=231261;level=765;advance=70};{unitId=232441;level=765;advance=70}>,<{unitId=251400;level=765;advance=71}>,config/portrait/jinglingtouxiang1/img_249_lqy@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,765,2657,2657,,,,5,<<27;0;32%>;<22;0;32%>;<26;1;32%>>,{gold=415000;451=30;941=1},<<gold;415000;1>;<451;30;1>;<941;1;1>>,{gold=9900;452=2;libs=<110;111;112>},<<gold;9900;0>;<451;1;1>;<452;1;1>>,429005,,每死亡一個友方單位，洛奇亞的特防和特傷減免提高15%,,,
,Stage 401,第401關,Stage 401,Thứ 401 Quan,스테이지 401,,<>,<{unitId=230053;level=767;advance=71};{unitId=220053;level=767;advance=71};{unitId=230053;level=767;advance=71};{unitId=230402;level=767;advance=71};{unitId=231241;level=767;advance=71}>,<{unitId=251401;level=767;advance=72}>,config/portrait/jinglingtouxiang1/img_658_jhrw@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,767,2674,2674,,,,3,<<1;1;33%>>,{gold=420000;451=30;452=20},<<gold;420000;1>;<451;30;1>;<452;20;1>>,{gold=10000;451=2;libs=<110;111>},<<gold;10000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 402,第402關,Stage 402,Thứ 402 Quan,스테이지 402,,<>,<{unitId=231802;level=769;advance=71};{unitId=221813;level=769;advance=71};{unitId=231802;level=769;advance=71};{unitId=233353;level=769;advance=71};{unitId=230394;level=769;advance=71}>,<{unitId=251402;level=769;advance=72}>,config/portrait/jinglingtouxiang1/img_609_sjdhl@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,769,2691,2691,,,,4,<<1;0;24%>;<28;0;24%>>,{gold=420000;451=30;502=1},<<gold;420000;1>;<451;30;1>;<502;1;1>>,{gold=10000;451=2;libs=<110;111>},<<gold;10000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 403,第403關,Stage 403,Thứ 403 Quan,스테이지 403,,<>,<{unitId=233631;level=771;advance=71};{unitId=221393;level=771;advance=71};{unitId=233631;level=771;advance=71};{unitId=231393;level=771;advance=71};{unitId=231393;level=771;advance=71}>,<{unitId=251403;level=771;advance=72}>,config/portrait/jinglingtouxiang1/img_671_hjfr@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,771,2708,2708,,,,5,<<1;0;24%>>,{gold=420000;451=30;rmb=100},<<gold;420000;1>;<451;30;1>;<rmb;100;1>>,{gold=10000;451=2;libs=<110;111>},<<gold;10000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 404,第404關,Stage 404,Thứ 404 Quan,스테이지 404,,<>,<{unitId=233663;level=773;advance=71};{unitId=222361;level=773;advance=71};{unitId=233663;level=773;advance=71};{unitId=231394;level=773;advance=71};{unitId=231293;level=773;advance=71}>,<{unitId=251404;level=773;advance=72}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,773,2725,2725,,,,5,<<27;0;24%>;<26;0;24%>>,{gold=420000;451=30;452=20},<<gold;420000;1>;<451;30;1>;<452;20;1>>,{gold=10000;451=2;libs=<110;111>},<<gold;10000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 405,第405關,Stage 405,Thứ 405 Quan,스테이지 405,boss,<>,<{unitId=230402;level=775;advance=71};{unitId=222351;level=775;advance=71};{unitId=230402;level=775;advance=71};{unitId=232351;level=775;advance=71};{unitId=233152;level=775;advance=71}>,<{unitId=251405;level=775;advance=72}>,config/portrait/jinglingtouxiang1/img_681_jdjg@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,775,2742,2742,,,,5,<<1;1;28%>;<13;0;28%>;<13;0;28%>>,{gold=420000;451=30;519=1},<<gold;420000;1>;<451;30;1>;<519;1;1>>,{gold=10000;452=1;libs=<110;111;112>},<<gold;10000;0>;<451;1;1>;<452;1;1>>,429005,,光環在場時，怪物攻擊時（反擊協戰邀戰連擊都算），為目標添加10%最終易傷，可疊加5層,,,
,Stage 406,第406關,Stage 406,Thứ 406 Quan,스테이지 406,,<>,<{unitId=231032;level=777;advance=72};{unitId=220303;level=777;advance=72};{unitId=231032;level=777;advance=72};{unitId=230303;level=777;advance=72};{unitId=230303;level=777;advance=72}>,<{unitId=251406;level=777;advance=73}>,config/portrait/jinglingtouxiang1/img_637_hse@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,777,2759,2759,,,,3,<<7;1;33%>;<8;1;33%>>,{gold=425000;451=30;452=20},<<gold;425000;1>;<451;30;1>;<452;20;1>>,{gold=10100;451=2;libs=<110;111>},<<gold;10100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 407,第407關,Stage 407,Thứ 407 Quan,스테이지 407,,<>,<{unitId=231841;level=779;advance=72};{unitId=221841;level=779;advance=72};{unitId=231841;level=779;advance=72};{unitId=231503;level=779;advance=72};{unitId=231503;level=779;advance=72}>,<{unitId=251407;level=779;advance=73}>,config/portrait/jinglingtouxiang1/img_635_ssel@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,779,2776,2776,,,,4,<<7;0;24%>;<8;0;24%>;<14;0;24%>>,{gold=425000;451=30;502=1},<<gold;425000;1>;<451;30;1>;<502;1;1>>,{gold=10100;451=2;libs=<110;111>},<<gold;10100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
,Stage 408,第408關,Stage 408,Thứ 408 Quan,스테이지 408,,<>,<{unitId=230333;level=781;advance=72};{unitId=221503;level=781;advance=72};{unitId=231903;level=781;advance=72};{unitId=233411;level=781;advance=72};{unitId=232242;level=781;advance=72}>,<{unitId=251408;level=781;advance=73}>,config/portrait/jinglingtouxiang1/img_483_dylk@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,781,2793,2793,,,,5,<<1;0;24%>>,{gold=425000;451=30;rmb=100},<<gold;425000;1>;<451;30;1>;<rmb;100;1>>,{gold=10100;451=2;libs=<110;111>},<<gold;10100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
