"﻿变量名",_mailType,tab,icon,sender,sender_tw,sender_en,sender_vn,sender_kr,subject,subject_tw,subject_en,subject_vn,subject_kr,content,content_tw,content_en,content_vn,content_kr,attachs,special
108,Guild Fragment Gift Mail,2,,League Wishing Office,聯盟星願辦,League Wishing Office,Ngôi Sao Liên Minh,연맹 소원 센터,Someone helpful has fulfilled your wish,有熱心人幫您實現願望了,Someone helpful has fulfilled your wish,Có người nhiệt tình giúp bạn thực hiện mong muốn,마음씨 좋은 누군가가 소원을 들어 주었습니다,"Someone %s helping has gifted you a shard, do remember to accept it!",有熱心人%s贈送了您一個碎片哦，請注意查收~,"Someone %s helping has gifted you a shard, do remember to accept it!",404404,동료%s조각 하나를 보내드렸으니  받아주시기 바랍니다.,,
109,Real name registration reward email,2,,Secretary,小秘書,Secretary,Nhỏ thư ký,비서,Identity Autentication Reward Mail,實名註冊獎勵郵件,Identity Autentication Reward Mail,404404,실명 인증 보상 우편,"Dear trainer:\n    Welcome to this mysterious and interesting Pokémon World. This is a small token for you, hope that this can help you in your future adventure.\n    Happy gaming!",親愛的小夥伴:\n    歡迎您加入神秘有趣的口袋精靈世界，這是一點小禮物，希望能在今後的旅途中幫助到你。\n    祝您遊戲愉快!,"Dear trainer:\n    Welcome to this mysterious and interesting Pokémon World. This is a small token for you, hope that this can help you in your future adventure.\n    Happy gaming!","Thân ái tiểu đồng bọn:\n   Chào mừng ngài gia nhập thần bí thú vị túi thế giới pokemon, đây là một điểm nhỏ lễ vật, hi vọng có thể tại sau này đang đi đường trợ giúp cho ngươi.\n    Chúc ngài trò chơi vui sướng!",트레이너님: \n   신비한 포켓몬 세계에 오신 것을 환영합니다. 환영의 뜻으로 작은 선물을 준비했습니다. 부디 앞으로의 여정에 도움이 되길 바랍니다. \n   즐거운 게임 되시길 바랍니다!,{gold=500000;rmb=150},
110,There are rewards for the weekly settlement of the battle arena,2,,Secretary,小秘書,Secretary,Nhỏ thư ký,비서,PvP Arena Weekly Settlement,對戰競技場周結算,PvP Arena Weekly Settlement,404404,대전 아레나 주간 결산,Dear Player: \n    Congrats! You reached %d points in two modes at weekly settlement. Here are your rewards. Keep trying!,親愛的小夥伴:\n    恭喜你在周結算時2個模式中積分最高的達到了%d分，以下是發放給你的周結算獎勵，再接再厲呀！,Dear Player: \n    Congrats! You reached %d points in two modes at weekly settlement. Here are your rewards. Keep trying!,404404,"친구에게: \n    축하합니다. 주간 결산의 2개의 모드에서 최고 포인트 %d점을 달성하였으며, 주간 결산 보상을 우편으로 지급합니다. 제때 수령해 주세요.",,
111,There is no reward for the weekly settlement of the battle arena,2,,Secretary,小秘書,Secretary,Nhỏ thư ký,비서,PvP Arena Weekly Settlement,對戰競技場周結算,PvP Arena Weekly Settlement,404404,대전 아레나 주간 결산,Dear Player: \n    You reached %d points in two modes but your participated battles are less than %d this week. You cannot claim any reward. Please join actively next week!,親愛的小夥伴:\n    雖然你在本次周結算中2個模式中積分最高達到%d分，但由於本周你沒有達到至少參與%d場戰鬥（不論模式）的條件，所以與本周獎勵失之交臂，下周可記得千萬要積極來參加比賽呀！,Dear Player: \n    You reached %d points in two modes but your participated battles are less than %d this week. You cannot claim any reward. Please join actively next week!,404404,친구에게: \n    비록 귀하는 이번 주간 결산의 2개의 모드에서 최고 포인트 %d점을 달성하였으나 이번 주에 최소 %d 회 전투 참여(모드 무관)를 달성하지 못해 이번 주 보상을 얻지 못했습니다. 다음 주에는 적극적으로 대회에 참여해 주세요!,,
112,Versus Arena Season Ending,2,,Secretary,小秘書,Secretary,Nhỏ thư ký,비서,PvP Arena Seasonal Settlement,對戰競技場賽季結算,PvP Arena Seasonal Settlement,404404,대전 아레나 시즌 결산,Dear Player: \n    This season is ended! Congrats! You won No.%d at seasonal settlement. Here are your rewards. Keep trying and see you next season!,親愛的小夥伴:\n    本次賽季圓滿結束啦！恭喜你在賽季結算時2個模式中排名最高達到%d名，以下是發放給你的賽季結算獎勵，繼續變強，我們下賽季見！,Dear Player: \n    This season is ended! Congrats! You won No.%d at seasonal settlement. Here are your rewards. Keep trying and see you next season!,404404,"친구에게: \n    이번 시즌이 종료됐습니다! 축하합니다. 귀하는 시즌 결산의 2개의 모드에서 최고 순위 %d위를 달성했습니다. 아래에 시즌 결산 보상을 드리오니, 더욱 강해져서 다음 시즌에 다시 만나요!",,
113,enThird party recharge email,2,,Misty,,Misty,,,Notice for illegal discount top-up,,Notice for illegal discount top-up,,,"Dear trainers,\n  Recently we found that some trainer are using illegal third-party top-up method.\n  In order to maintain the fairness of the game, and ensure everyone's account safety,we will take action on trainers who using illegal third-party top-up.\n  1) Illegal recharge channels is unsecure for your personal information and your credit card.\n  2) If after using illegal third-party top-up and service provider refunds, you account will be banned.\n  3) We will not deal with any issue caused by using illegal third-party top-up method.\n  4) Your account may being stolen by illegal top-up service providers.\n  Please cherish your account and be aware of ""discount"" top-up scam.\n  Sincerely\n  Devs group",,"Dear trainers,\n  Recently we found that some trainer are using illegal third-party top-up method.\n  In order to maintain the fairness of the game, and ensure everyone's account safety,we will take action on trainers who using illegal third-party top-up.\n  1) Illegal recharge channels is unsecure for your personal information and your credit card.\n  2) If after using illegal third-party top-up and service provider refunds, you account will be banned.\n  3) We will not deal with any issue caused by using illegal third-party top-up method.\n  4) Your account may being stolen by illegal top-up service providers.\n  Please cherish your account and be aware of ""discount"" top-up scam.\n  Sincerely\n  Devs group",,,,
,,,,,,,,,,,,,,,,,,,,
120,Explorer (one-horned crawler) advanced consumption repair compensation,1,,Pokémon Alliance,精靈聯盟,Pokémon Alliance,Tinh linh liên minh,포켓몬 연맹,Explorer Device (Unicorn Crawler) upgrade consumption reduction returns,探險器(獨角爬行器)進階消耗下調補償,Explorer Device (Unicorn Crawler) upgrade consumption reduction returns,404404,탐지기(유니콘 크롤러) 진급 소모 하향 보상,"Dear trainer:\n Thank you for your feedback on the relatively high number of materials needed for upgrading the Explorer Device (Unicorn crawler). Upon update and adjustments, we are refunding the additional materials you have spent in the upgrade. We hope that can it help in your future adventures. \n Happy Gaming!",親愛的訓練師:\n    感謝在遊戲中發現了探險器（獨角爬行器）進階消耗偏高的問題，特此在更新調整後為您送回之前多消耗掉的那部分材料，希望能在今後的探險旅途中幫助到你。\n    祝您遊戲愉快!,"Dear trainer:\n Thank you for your feedback on the relatively high number of materials needed for upgrading the Explorer Device (Unicorn crawler). Upon update and adjustments, we are refunding the additional materials you have spent in the upgrade. We hope that can it help in your future adventures. \n Happy Gaming!",404404,트레이너님: \n   게임 내 탐지기(유니콘 크롤러)의 진급 소모량이 다소 많은 것을 확인했습니다. 이에 따라 업데이트 후 이전에 소모한 재료를 반환합니다. 부디 앞으로의 여정에 도움이 되길 바랍니다. \n   즐거운 게임 되시길 바랍니다!,{},
121,Convert Quartz Silver Coins to Quartz Gold Coins,1,,Pokémon Alliance,精靈聯盟,Pokémon Alliance,Tinh linh liên minh,포켓몬 연맹,Indigo Plateau Silver Badge Exchange,石英銀質徽章轉換,Indigo Plateau Silver Badge Exchange,404404,석영 실버 배지 전환,"Dear trainers:\n    Hi, due to the optimization of the Indigo Plateau currency, the %d Indigo Plateau Silver Badges you originally had have all been automatically converted into %d Indigo Plateau Gold Badges. \n   Happy gaming!",親愛的訓練師:\n    您好，因石英貨幣優化，您原有的 %d 石英銀質徽章，已自動被系統被轉化為 %d 石英金質徽章。\n    祝您遊戲愉快!,"Dear trainers:\n    Hi, due to the optimization of the Indigo Plateau currency, the %d Indigo Plateau Silver Badges you originally had have all been automatically converted into %d Indigo Plateau Gold Badges. \n   Happy gaming!",404404,"""트레이너님: \n   안녕하세요. 시스템 내 화폐의 개선이 이루어졌으므로, 기존에 보유 중인 %d 석영 실버 배지는 자동으로 시스템에 의해 %d개의 석영 골드 배지로 전환됩니다. \n   즐거운 게임 되시길 바랍니다!""",{},
122,Convert cross-server quartz silver coins into cross-server quartz gold coins,1,,Pokémon Alliance,精靈聯盟,Pokémon Alliance,Tinh linh liên minh,포켓몬 연맹,Global Indigo Plateau Silver Coin Exchange,跨服石英銀幣轉換,Global Indigo Plateau Silver Coin Exchange,404404,글로벌 석영 실버 코인 전환,"Dear trainer:\n Due to currency optimization, your original %d Global Indigo Silvers has been automatically converted into %d Global Indigo Coins by the system.\n Happy gaming!",親愛的訓練師:\n    您好，因貨幣優化，您原有的 %d 跨服石英銀幣，已自動被系統被轉化為 %d 跨服石英金幣。\n    祝您遊戲愉快!,"Dear trainer:\n Due to currency optimization, your original %d Global Indigo Silvers has been automatically converted into %d Global Indigo Coins by the system.\n Happy gaming!",404404,"""트레이너님: \n   안녕하세요. 시스템 내 화폐의 개선이 이루어졌으므로, 기존에 보유 중인 %d 글로벌 석영 실버 코인은 자동으로 시스템에 의해 %d개의 글로벌 석영 골드 코인으로 전환됩니다. \n   즐거운 게임 되시길 바랍니다!""",{},
123,Reunion event binding cooldown notification,1,,Pokémon Alliance,精靈聯盟,Pokémon Alliance,Tinh linh liên minh,포켓몬 연맹,Reunion Time Notice,重聚活動時間通知,Reunion Time Notice,404404,재회 이벤트 시간 알림,"Dear Trainer: \n    Due to the inactivity of your linked Returned Player, you can only join Reunion Event again after %d days.",親愛的訓練師:\n    您好，因與您綁定的回歸玩家上線不積極等原因，影響了您的活動體驗，因此在短暫的%d天CD之後，可快速再次以老玩家的身份參與重聚活動,"Dear Trainer: \n    Due to the inactivity of your linked Returned Player, you can only join Reunion Event again after %d days.",404404,"트레이너님: \n    안녕하세요, 귀하가 연동한 복귀 플레이어가 활발히 접속하지 않은 이유로 귀하에게 최상의 이벤트 품질을 제공하지 못했습니다. 그러므로 %d일의 쿨타임 후 기존 유저의 신분으로 빠르게 재회 이벤트에 참여할 수 있습니다",,
,,,,,,,,,,,,,,,,,,,,
130,Korean version--book up to 1W,2,,Secretary,小秘書,Secretary,Nhỏ thư ký,비서,404404,404404,404404,404404,사전 예약 달성 보상,404404,404404,404404,404404,안녕하세요.트레이너님!~사전예약 인원수 10000명 달성 보상을 우편으로 보내드렸으니 확인해 주세요.즐거운 게임 되시길 바랍니다. 감사합니다.,{gold=50000;rmb=50;14=20},
131,Korean version - up to 3W reservations,2,,Secretary,小秘書,Secretary,Nhỏ thư ký,비서,404404,404404,404404,404404,사전 예약 달성 보상,404404,404404,404404,404404,안녕하세요.트레이너님!~사전예약 인원수 30000명 달성 보상을 우편으로 보내드렸으니 확인해 주세요.즐거운 게임 되시길 바랍니다. 감사합니다.,{gold=100000;rmb=100;941=1},
132,Korean version - up to 7W reservations,2,,Secretary,小秘書,Secretary,Nhỏ thư ký,비서,404404,404404,404404,404404,사전 예약 달성 보상,404404,404404,404404,404404,안녕하세요.트레이너님!~사전예약 인원수 70000명 달성 보상을 우편으로 보내드렸으니 확인해 주세요.즐거운 게임 되시길 바랍니다. 감사합니다.,{gold=150000;rmb=150;452=50},
133,Korean version--order up to 10W,2,,Secretary,小秘書,Secretary,Nhỏ thư ký,비서,404404,404404,404404,404404,사전 예약 달성 보상,404404,404404,404404,404404,안녕하세요.트레이너님!~사전예약 인원수 100000명 달성 보상을 우편으로 보내드렸으니 확인해 주세요.즐거운 게임 되시길 바랍니다. 감사합니다.,{gold=200000;5000=30;503=5},
