变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
23591,Noibat Shard,<cn;tw;kr;en>,<cn>,嗡蝠碎片,Noibat Shard,음뱃 조각,config/portrait/jinglingtouxiang/img_714_wf@.png,Gather %d#C0x55504D#s to get #C0xE77421#Noibat#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#嗡蝠#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Noibat#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#음뱃#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3591,50,,,,,,shop-9,shop-12," drawCard-gold",22005,,,,,,,,,,{drawcard=huang_effect_loop},,
23661,Rowlet Shard,<cn;kr;en>,,木木梟碎片,Rowlet Shard,나몰빼미 조각,config/portrait/jinglingtouxiang/img_722_mmx@.png,Gather %d#C0x55504D#s to get #C0xE77421#Rowlet#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#木木梟#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Rowlet#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#나몰빼미#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3661,50,,,,,," drawCard-gold",shop-7,22205,,,,,,,,,,,{drawcard=huang_effect_loop},,
23681,Popplio Shard,<cn>,,球球海獅碎片,Popplio Shard,,config/portrait/jinglingtouxiang/img_728_qqhs@.png,Gather %d#C0x55504D#s to get #C0xE77421#Popplio#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#球球海獅#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Popplio#C0x55504D#,404,,,,,5,,,502,{coin5=10},3681,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23771,Mareanie Shard,<cn;kr;tw>,,好壞星碎片,Mareanie Shard,시마사리 조각,config/portrait/jinglingtouxiang/img_747_hhx@.png,Gather %d#C0x55504D#s to get #C0xE77421#Mareanie#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#好壞星#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Mareanie#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#시마사리#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},3771,50,,,,,,shop-16,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
23841,Bounsweet Shard,<cn;kr>,,甜竹竹碎片,Bounsweet Shard,달콤아 조각,config/portrait/jinglingtouxiang/img_761_tzz@.png,Gather %d#C0x55504D#s to get #C0xE77421#Bounsweet#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#甜竹竹#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Bounsweet#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#달콤아#C0x55504D# 합성 가능.,,,,,5,,,502,{coin5=10},3841,50,,,,,,shop-16,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
24131,Poipole Shard,<cn;kr>,,毒貝比碎片,Poipole Shard,베베놈 조각,config/portrait/jinglingtouxiang/img_803_dbb@.png,Gather %d#C0x55504D#s to get #C0xE77421#Poipole#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#毒貝比#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Poipole#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#베베놈#C0x55504D# 합성 가능,,,,,5,,,502,{coin5=10},4131,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
27001,Ash version of Pikachu fragments,<cn>,,小智版皮卡丘碎片,小智版皮卡丘碎片,404,config/portrait/jinglingtouxiang/img_25_xzpkq@.png,Gather %d#C0x55504D#s to get #C0xE77421#Ash version of Pikachu#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#小智版皮卡丘#C0x55504D#,,404,,,,,5,,,502,{coin5=10},7001,50,,,,,,shop-16,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22381,Regigigas Shard,<cn;kr;tw;en>,,雷吉奇卡斯碎片,Regigigas Shard,레지기가스 조각,config/portrait/jinglingtouxiang/img_486_ljqks@.png,Gather %d#C0x55504D#s to get #C0xE77421#Regigigas#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#雷吉奇卡斯#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Regigigas#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#레지기가스#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},2381,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
22431,Darkrai Shard,<cn;kr;tw;en>,,達克萊伊碎片,Darkrai Shard,다크라이 조각,config/portrait/jinglingtouxiang/img_491_dkly@.png,Gather %d#C0x55504D#s to get #C0xE77421#Darkrai#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#達克萊伊#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Darkrai#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#다크라이#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},2431,80,,,,,,shop-16,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
22441,Shami Shards,<cn;kr;tw>,,謝米碎片,谢米碎片,쉐이미 조각,config/portrait/jinglingtouxiang/img_492_xm@.png,Gather %d#C0x55504D#s to get #C0xE77421#Shami#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#謝米#C0x55504D#,,%d개의 조각을 모으면 #C0xE77421#쉐이미#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},2441,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23631,Diancie Shard,,,蒂安希碎片,Diancie Shard,디안시 조각,config/portrait/jinglingtouxiang/img_719_dax@.png,Gather %d#C0x55504D#s to get #C0xE77421#Diancie#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#蒂安希#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Diancie#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#디안시#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},3631,80,,,,,,shop-13,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21261,Lugia Shard,,,洛奇亞碎片,Lugia Shard,루기아 조각,config/portrait/jinglingtouxiang/img_249_lqy@.png,Gather %d#C0x55504D#s to get #C0xE77421#Lugia#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#洛奇亞#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Lugia#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#루기아#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},1261,80,,,,,,shop-15,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21961,Kyogre Shard,,,蓋歐卡碎片,Kyogre Shard,가이오가 조각,config/portrait/jinglingtouxiang/img_382_gok@.png,Gather %d#C0x55504D#s to get #C0xE77421#Kyogre#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#蓋歐卡#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Kyogre#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#가이오가#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},1961,80,,,,,,shop-12,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21971,Groudon Shard,,,固拉多碎片,Groudon Shard,그란돈 조각,config/portrait/jinglingtouxiang/img_383_gld@.png,Gather %d#C0x55504D#s to get #C0xE77421#Groudon#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#固拉多#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Groudon#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#그란돈#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},1971,80,,,,,,shop-10,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21981,Rayquaza Shard,,,裂空座碎片,Rayquaza Shard,레쿠쟈 조각,config/portrait/jinglingtouxiang/img_384_lkz@.png,Gather %d#C0x55504D#s to get #C0xE77421#Rayquaza#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#裂空座#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Rayquaza#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#레쿠쟈#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},1981,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21991,Jirachi Shard,<cn>,,基拉祈碎片,Jirachi Shard,404,config/portrait/jinglingtouxiang/img_385_jlq@.png,Gather %d#C0x55504D#s to get #C0xE77421#Jirachi#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#基拉祈#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Jirachi#C0x55504D#,404,,,,,6,,0,521,{coin5=30},1991,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23261,Meloetta - Aria Shard,<cn>,,美洛耶塔·歌聲碎片,Meloetta - Aria Shard,404,config/portrait/jinglingtouxiang/img_648_mlytgsxt@.png,Gather %d#C0x55504D#s to get #C0xE77421#Meloetta - Aria#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#美洛耶塔·歌聲#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Meloetta - Aria#C0x55504D#,404,,,,,6,,0,521,{coin5=30},3261,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
22351,Dialga Shard,<cn;kr;tw;en>,,帝牙盧卡碎片,Dialga Shard,디아루가 조각,config/portrait/jinglingtouxiang/img_483_dylk@.png,Gather %d#C0x55504D#s to get #C0xE77421#Dialga#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#帝牙盧卡#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Dialga#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#디아루가#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},2351,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
22361,Palkia Shard,<cn;kr;tw;en>,,帕路奇亞碎片,Palkia Shard,펄기아 조각,config/portrait/jinglingtouxiang/img_484_plqy@.png,Gather %d#C0x55504D#s to get #C0xE77421#Palkia#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#帕路奇亞#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Palkia#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#펄기아#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},2361,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
22391,Giratina Shard,<cn;kr;tw;en>,,騎拉帝納碎片,Giratina Shard,기라티나 조각,config/portrait/jinglingtouxiang/img_487_qldn@.png,Gather %d#C0x55504D#s to get #C0xE77421#Giratina#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#騎拉帝納#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Giratina#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#기라티나#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},2391,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23211,Reshiram Shard,<cn;kr>,,萊希拉姆碎片,Reshiram Shard,레시라무 조각,config/portrait/jinglingtouxiang/img_643_lxlm@.png,Gather %d#C0x55504D#s to get #C0xE77421#Reshiram#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#萊希拉姆#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Reshiram#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#레시라무#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},3211,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23221,Zekrom Shard,<cn;kr>,,捷克羅姆碎片,Zekrom Shard,제크로무 조각,config/portrait/jinglingtouxiang/img_644_jklm@.png,Gather %d#C0x55504D#s to get #C0xE77421#Zekrom#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#捷克羅姆#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Zekrom#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#제크로무 #C0x55504D#합성 가능,,,,,6,,0,521,{coin5=30},3221,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23241,Kyurem Shard,<cn>,,酋雷姆碎片,Kyurem Shard,404,config/portrait/jinglingtouxiang/img_646_qlm@.png,Gather %d#C0x55504D#s to get #C0xE77421#Kyurem#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#酋雷姆#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Kyurem#C0x55504D#,404,,,,,6,,0,521,{coin5=30},3241,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23641,Hoopa Confined Shard,<cn;kr>,,懲戒胡帕碎片,Hoopa Confined Shard,굴레에 빠진 후파 조각,config/portrait/jinglingtouxiang/img_720_cjhp@.png,Gather %d#C0x55504D#s to get #C0xE77421#Hoopa Confined#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#懲戒胡帕#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Hoopa Confined#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#굴레에 빠진 후파 #C0x55504D#합성 가능,,,,,6,,0,521,{coin5=30},3641,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
24021,Solgaleo Shard,<cn>,,索爾迦雷歐碎片,Solgaleo Shard,솔가레오 조각,config/portrait/jinglingtouxiang/img_791_sejla@.png,Gather %d#C0x55504D#s to get #C0xE77421#Solgaleo#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#索爾迦雷歐#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Solgaleo#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#솔가레오#C0x55504D# 합성 가능,,,,,6,,0,521,{coin5=30},4023,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
24171,Meltan Fragment,<cn>,,美錄坦碎片,美录坦碎片,404,config/portrait/jinglingtouxiang/img_808_mlt@.png,Gather %d#C0x55504D#s to get #C0xE77421#Meltan#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#美錄坦#C0x55504D#,,404,,,,,6,,0,521,{coin5=30},4171,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23611,Yveltal Shard,<cn>,,伊裴爾塔爾碎片,Yveltal Shard,404,config/portrait/jinglingtouxiang/img_717_ypete@.png,Gather %d#C0x55504D#s to get #C0xE77421#Yveltal#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#伊裴爾塔爾#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Yveltal#C0x55504D#,404,,,,,6,,0,521,{coin5=30},3611,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21281,Celebi Shard,<cn>,,時拉比碎片,Celebi Shard,404,config/portrait/jinglingtouxiang/img_251_slb@.png,Gather %d#C0x55504D#s to get #C0xE77421#Celebi#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#時拉比#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Celebi#C0x55504D#,404,,,,,6,,0,521,{coin5=30},1281,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23271,Genesect Shard,<cn>,,蓋諾賽克特碎片,Genesect Shard,404,config/portrait/jinglingtouxiang/img_649_gnskt@.png,Gather %d#C0x55504D#s to get #C0xE77421#Genesect#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#蓋諾賽克特#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Genesect#C0x55504D#,404,,,,,6,,0,521,{coin5=30},3271,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
23601,Xerneas Shard,<cn>,,哲爾尼亞斯碎片,Xerneas Shard,404,config/portrait/jinglingtouxiang/img_716_zenys@.png,Gather %d#C0x55504D#s to get #C0xE77421#Xerneas#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#哲爾尼亞斯#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Xerneas#C0x55504D#,404,,,,,6,,0,521,{coin5=30},3601,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
24161,,<cn>,,捷拉奧拉碎片,,404,config/portrait/jinglingtouxiang/img_807_jlal@.png,Gather %d#C0x55504D#s to get #C0xE77421#Zekrom#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#捷拉奧拉#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Zekrom#C0x55504D#,404,,,,,6,,0,521,{coin5=30},4161,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29001,Purple Ditto Shard,,,紫色百變怪碎片,Purple Ditto Shard,보라색 메타몽 조각,config/portrait/jinglingtouxiang/img_132_bbg_f@.png,Gather %d#C0x55504D#s to get #C0xE77421#Purple Ditto#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#紫色百變怪#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Purple Ditto#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#보라색 메타몽#C0x55504D# 합성 가능,,,,,4,,0,,{coin5=5},9001,30,,,,,,,,,,,,,,,,,,,,,
29002,Orange  Ditto Shard,,,橙色百變怪碎片,Orange  Ditto Shard,주황색 메타몽 조각,config/portrait/jinglingtouxiang/img_132_bbg_c@.png,Gather %d#C0x55504D#s to get #C0xE77421#Orange  Ditto#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#橙色百變怪#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Orange  Ditto#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#주황색 메타몽#C0x55504D# 합성 가능,,,,,5,,0,,{coin5=10},9002,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
29003,Red Ditto Shard,,,紅色百變怪碎片,Red Ditto Shard,빨간색 메타몽 조각,config/portrait/jinglingtouxiang/img_132_bbg_r@.png,Gather %d#C0x55504D#s to get #C0xE77421#Red Ditto#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#紅色百變怪#C0x55504D#,Gather %d#C0x55504D#s to get #C0xE77421#Red Ditto#C0x55504D#,%d 개의 조각을 모으면 #C0xE77421#빨간색 메타몽#C0x55504D# 합성 가능,,,,,6,,0,,{coin5=30},9003,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28001,leftover apple pieces,,,吃剩的蘋果碎片,,,config/item/xddj/icon_csddx.png,Gather %d#C0x55504D#s to get #C0xE77421#Leftover Apple#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#吃剩的蘋果#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30301,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28002,Lava Amplifier Fragment,,,熔岩增幅器碎片,,,config/item/xddj/icon_ryzfq.png,Gather %d#C0x55504D#s to get #C0xE77421#Lava Amplifier#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#熔岩增幅器#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30302,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28003,Electric Amplifier Fragment,,,電力增幅器碎片,,,config/item/xddj/icon_dlzfq.png,Gather %d#C0x55504D#s to get #C0xE77421#Electric Amplifier#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#電力增幅器#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30303,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28004,Fragment of King's Evidence,,,王者之證碎片,,,config/item/xddj/icon_wzzz2.png,Gather %d#C0x55504D#s to get #C0xE77421#King's Evidence#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#王者之證#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30304,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28005,Mind Vanilla Fragments,,,心靈香草碎片,,,config/item/xddj/icon_xlxc.png,Gather %d#C0x55504D#s to get #C0xE77421#Mind Vanilla#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#心靈香草#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30305,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28006,Momentum Headband Fragments,,,氣勢頭帶碎片,,,config/item/xddj/icon_qstj.png,Gather %d#C0x55504D#s to get #C0xE77421#Momentum Headband#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#氣勢頭帶#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30306,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28007,Soft Sand Fragments,,,柔軟沙子碎片,,,config/item/xddj/icon_rrsz.png,Gather %d#C0x55504D#s to get #C0xE77421#Soft Sand#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#柔軟沙子#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30307,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28008,Silk Scarf Fragment,,,絲綢圍巾碎片,,,config/item/xddj/icon_jjwj.png,Gather %d#C0x55504D#s to get #C0xE77421#Silk Scarf#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#絲綢圍巾#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30308,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28009,Cursed Talisman Fragment,,,詛咒之符碎片,,,config/item/xddj/icon_zzzf.png,Gather %d#C0x55504D#s to get #C0xE77421#Cursed Talisman#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#詛咒之符#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30309,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28010,Dragon's Tooth Fragment,,,龍之牙碎片,,,config/item/xddj/icon_ly.png,Gather %d#C0x55504D#s to get #C0xE77421#Dragon's Tooth#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#龍之牙#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30310,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28011,hard rock fragments,,,硬石頭碎片,,,config/item/xddj/icon_yst.png,Gather %d#C0x55504D#s to get #C0xE77421#hard rock#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#硬石頭#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30311,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28012,black belt fragments,,,黑帶碎片,,,config/item/xddj/icon_qshd.png,Gather %d#C0x55504D#s to get #C0xE77421#black belt#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#黑帶#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30312,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28013,metal film fragments,,,金屬膜碎片,,,config/item/xddj/icon_jsm.png,Gather %d#C0x55504D#s to get #C0xE77421#metal film#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#金屬膜#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30313,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28014,Fairy Memory Fragment,,,妖精記憶體碎片,,,config/item/xddj/icon_yjccq.png,Gather %d#C0x55504D#s to get #C0xE77421#Fairy Memory#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#妖精記憶體#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30314,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28015,Shards of Strength,,,力量負重碎片,,,config/item/xddj/icon_llfz.png,Gather %d#C0x55504D#s to get #C0xE77421#Shards of Strength#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#力量負重#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30315,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28016,Strange Incense Fragments,,,奇異熏香碎片,,,config/item/xddj/icon_qyxx.png,Gather %d#C0x55504D#s to get #C0xE77421#Strange Incense#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#奇異熏香#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30316,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28017,Heart Drop Fragment,,,心之水滴碎片,,,config/item/xddj/icon_xzsd.png,Gather %d#C0x55504D#s to get #C0xE77421#Heart Drop#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#心之水滴#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30317,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28018,Combat Communicator Fragment,,,對戰通訊器碎片,,,config/item/xddj/icon_qxyxtxq.png,Gather %d#C0x55504D#s to get #C0xE77421#Combat Communicator#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#對戰通訊器#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30318,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28019,Ash's hat fragment,,,小智的帽子碎片,,,config/item/xddj/icon_pkqdmz.png,Gather %d#C0x55504D#s to get #C0xE77421#Ash's hat#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#小智的帽子#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,4,4,0,,,30319,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28101,Fragment of Immortal Sword,,,不朽之劍碎片,,,config/item/xddj/icon_bxzj.png,Gather %d#C0x55504D#s to get #C0xE77421#Immortal Sword#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#不朽之劍#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30401,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28102,Crimson Claw Fragment,,,赤焰之爪碎片,,,config/item/xddj/icon_lyzz.png,Gather %d#C0x55504D#s to get #C0xE77421#Crimson Claw#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#赤焰之爪#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30402,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28103,Fragment of the Immortal Shield,,,不朽之盾碎片,,,config/item/xddj/icon_bxzd.png,Gather %d#C0x55504D#s to get #C0xE77421#Immortal Shield#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#不朽之盾#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30403,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28104,Energetic Bracer Fragment,,,高能護腕碎片,,,config/item/xddj/icon_gnhw.png,Gather %d#C0x55504D#s to get #C0xE77421#Energetic Bracer#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#高能護腕#C0x55504D#,,,收藏价值颇高，可以积少成多,,,,5,4,0,,,30404,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
