变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_tw,storyNames_en,weatherTypeId
82755,80721,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82756,80721,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82757,80721,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82758,80721,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82759,80721,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82760,80721,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82761,80722,,1,<0;0;0;0;307221;0;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82762,80722,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82763,80722,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82764,80722,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82765,80722,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82766,80722,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82767,80722,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82768,80722,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82769,80722,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82770,80722,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82771,80722,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82772,80722,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82773,80723,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82774,80723,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82775,80723,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82776,80723,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82777,80723,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82778,80723,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82779,80723,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82780,80723,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82781,80723,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82782,80723,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82783,80723,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82784,80723,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82785,80724,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82786,80724,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82787,80724,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82788,80724,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82789,80724,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82790,80724,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82791,80724,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82792,80724,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82793,80724,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82794,80724,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82795,80724,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82796,80724,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82797,80725,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82798,80725,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82799,80725,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82800,80725,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82801,80725,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82802,80725,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82803,80725,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82804,80725,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82805,80725,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82806,80725,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82807,80725,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82808,80725,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82809,80726,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82810,80726,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82811,80726,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82812,80726,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82813,80726,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82814,80726,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82815,80726,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82816,80726,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82817,80726,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82818,80726,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82819,80726,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82820,80726,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82821,80731,,1,<293431;293432;293431;293353;307311;291393;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82822,80731,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82823,80731,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82824,80731,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82825,80731,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82826,80731,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82827,80731,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82828,80731,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82829,80731,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82830,80731,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82831,80731,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82832,80731,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82833,80732,,1,<291261;291261;291261;291261;307321;291261;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82834,80732,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82835,80732,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82836,80732,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82837,80732,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82838,80732,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82839,80732,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82840,80732,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82841,80732,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82842,80732,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82843,80732,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82844,80732,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82845,80733,,1,<291392;291394;291391;291393;307331;291395;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82846,80733,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82847,80733,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82848,80733,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82849,80733,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82850,80733,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82851,80733,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82852,80733,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82853,80733,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82854,80733,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82855,80733,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82856,80733,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82857,80734,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82858,80734,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82859,80734,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82860,80734,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82861,80734,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82862,80734,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82863,80734,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82864,80734,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82865,80734,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82866,80734,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82867,80734,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82868,80734,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82869,80735,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82870,80735,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82871,80735,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82872,80735,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82873,80735,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82874,80735,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82875,80735,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82876,80735,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82877,80735,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82878,80735,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82879,80735,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82880,80735,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82881,80736,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82882,80736,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82883,80736,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82884,80736,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82885,80736,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82886,80736,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82887,80736,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82888,80736,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82889,80736,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82890,80736,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82891,80736,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82892,80736,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82893,80741,,1,<0;307411;0;0;292401;0;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82894,80741,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82895,80741,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82896,80741,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82897,80741,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82898,80741,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82899,80741,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82900,80741,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82901,80741,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82902,80741,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82903,80741,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82904,80741,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82905,80742,,1,<290731;290741;290721;0;307421;0;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82906,80742,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82907,80742,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82908,80742,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82909,80742,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82910,80742,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82911,80742,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82912,80742,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82913,80742,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82914,80742,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82915,80742,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82916,80742,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82917,80743,,1,<290771;0;290771;0;307431;0;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82918,80743,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82919,80743,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82920,80743,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82921,80743,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82922,80743,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82923,80743,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82924,80743,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82925,80743,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82926,80743,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82927,80743,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82928,80743,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82929,80744,,1,<291818;291818;291818;291818;307441;291818;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82930,80744,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82931,80744,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82932,80744,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82933,80744,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82934,80744,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82935,80744,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82936,80744,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82937,80744,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82938,80744,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82939,80744,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82940,80744,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82941,80745,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82942,80745,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82943,80745,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82944,80745,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82945,80745,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82946,80745,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82947,80745,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82948,80745,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82949,80745,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82950,80745,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82951,80745,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82952,80745,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82953,80746,,1,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82954,80746,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82955,80746,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82956,80746,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82957,80746,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82958,80746,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82959,80746,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82960,80746,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82961,80746,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82962,80746,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82963,80746,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82964,80746,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82965,80751,,1,<293631;291281;293641;291991;307511;291396;>,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82966,80751,,2,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82967,80751,,3,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82968,80751,,4,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82969,80751,,5,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82970,80751,,6,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82971,80751,,7,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82972,80751,,8,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82973,80751,,9,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82974,80751,,10,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82975,80751,,11,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
82976,80751,,12,,,,,,,,,,,,,stage/xxdg.csv,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
100001,100001,,1,<233303;220053;233303;251001;0;230033>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100002,100002,,1,<231503;251002;231503;233353;0;231172>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100003,100003,,1,<231231;251003;231231;230741;0;230741>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100004,100004,,1,<230333;0;230372;231443;251004;231443>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100005,100005,,1,<240741;230013;240741;0;251005;0>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100006,100006,,1,<230173;222683;230173;251006;0;230043>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100007,100007,,1,<230242;0;230242;231241;251007;231241>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100008,100008,,1,<230741;0;230741;232483;251008;232483>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100009,100009,,1,<230783;251009;230783;230472;0;230472>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100010,100010,,1,<231071;0;231423;223303;251010;223303>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100011,100011,,1,<231172;0;233021;233293;251011;233293>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100012,100012,,1,<230783;0;233021;230242;251012;230242>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100013,100013,,1,<231221;251013;231221;230731;0;230731>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100014,100014,,1,<231313;251014;231313;230072;0;230072>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100015,100015,,1,<230033;0;231313;220053;251015;221241>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100016,100016,,1,<231241;0;231241;220053;251016;220053>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100017,100017,,1,<231503;251017;231503;230731;0;230883>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100018,100018,,1,<230493;0;231423;231221;251018;231221>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100019,100019,,1,<230793;0;230793;222483;251019;222483>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100020,100020,,1,<231813;0;233021;221393;251020;220263>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100021,100021,,1,<231172;0;231172;222683;251021;222683>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100022,100022,,1,<230333;251022;230333;231271;0;231271>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100023,100023,,1,<230883;221903;230883;232891;251023;232891>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100024,100024,,1,<230793;220303;230793;232483;251024;232483>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100025,100025,,1,<231221;220333;230593;230883;251025;230883>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100026,100026,,1,<220783;251026;230783;231503;0;231503>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100027,100027,,1,<230552;220552;230552;232924;251027;232923>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100028,100028,,1,<231313;220632;231313;232723;251028;232723>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100029,100029,,1,<230352;0;230352;220472;251029;220472>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100030,100030,,1,<230303;251030;220482;231443;231443;231443>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100031,100031,,1,<232683;0;230173;222683;251031;220173>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100032,100032,,1,<233143;251032;233143;233303;0;233303>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100033,100033,,1,<231423;0;231423;223143;251033;223143>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100034,100034,,1,<233511;0;233511;231612;251034;231612>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100035,100035,,1,<233283;222302;230283;230783;251035;232013>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100036,100036,,1,<230113;220372;230113;230393;251036;230393>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100037,100037,,1,<221303;251037;230753;231071;0;231423>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100038,100038,,1,<233303;251038;233303;231082;0;231082>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100039,100039,,1,<223143;251039;233143;231293;0;231293>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100040,100040,,1,<230464;251040;223283;230572;230572;230572>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100041,100041,,1,<230783;0;230783;220113;251041;220123>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100042,100042,,1,<233353;223543;233353;231813;251042;231813>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100043,100043,,1,<230393;221241;230393;230632;251043;233303>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100044,100044,,1,<230333;221903;230482;233293;251044;233293>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100045,100045,,1,<232873;221863;233012;231082;251045;231082>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100046,100046,,1,<232683;222683;232683;230173;251046;230173>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100047,100047,,1,<231393;221903;231393;230771;251047;230771>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100048,100048,,1,<231394;0;231394;222723;251048;222723>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100049,100049,,1,<231313;220552;233543;232923;251049;232924>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100050,100050,,1,<230783;251050;221353;231253;231841;230242>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100051,100051,,1,<231231;0;231231;231303;251051;231303>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100052,100052,,1,<230771;221172;230393;232822;251052;232822>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100053,100053,,1,<230572;0;230572;222822;251053;222822>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100054,100054,,1,<230632;251054;220632;233303;233303;233303>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100055,100055,,1,<232633;251055;220463;230462;230464;230464>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100056,100056,,1,<230232;251056;220793;230741;230603;230741>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100057,100057,,1,<232633;0;232633;231313;251057;231313>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100058,100058,,1,<230493;221503;230493;231423;251058;231423>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100059,100059,,1,<231241;0;231241;221853;251059;221853>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100060,100060,,1,<233021;221253;233021;230263;251060;230771>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100061,100061,,1,<230393;251061;230721;230452;221394;230452>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100062,100062,,1,<232723;222822;232723;232822;251062;232822>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100063,100063,,1,<231172;223021;231172;233143;251063;233143>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100064,100064,,1,<232593;223413;232593;231253;251064;231253>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100065,100065,,1,<230082;251065;220482;232683;230043;230173>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100066,100066,,1,<230372;223413;230372;231241;251066;231241>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100067,100067,,1,<231172;251067;231172;232822;0;233143>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100068,100068,,1,<230493;251068;230493;232723;0;232723>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100069,100069,,1,<230803;221241;230803;232924;251069;232924>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100070,100070,,1,<230303;251070;220482;230572;230572;230572>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100071,100071,,1,<231503;221503;231503;230893;251071;230893>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100072,100072,,1,<232822;251072;232822;231293;0;231293>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100073,100073,,1,<231253;0;231253;231071;251073;231071>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100074,100074,,1,<232923;222013;232923;230023;251074;230023>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
100075,100075,,1,<231241;220482;231241;230572;251075;230572>,,,,,,0.72,1,1.1,1.1,1.1,1.1,stage/wjt.csv,,,,,,,
100076,100076,,1,<232013;0;230283;233472;251076;233472>,,,,,,0.67,1,1,1,1,1,stage/wjt.csv,,,,,,,
