变量名,name,languages,drawlanguages,name_tw,name_en,name_vn,name_kr,cardMarkID,cardType,atkType,develop,branch,branchType,megaIndex,canDevelop,developType,_zawakeID,zawakeID,zawakeFragID,maleRate,gender,chaRnd,chaRecom,nValueRnd,specValue,fightingWeight,starTypeID,advanceTypeID,feelType,feelItems,advanceMax,advanceLevelReq,levelExpID,unitID,levelMax,skinSkillMap,innateSkillID,skillList,starSkillSeqID,starSkillMaxLevel,equipsList,fragID,fragNumType,star,effect,starEffectIndex,abilitySeqID,effortSeqID,gemPosSeqID,gemQualitySeqID,fetterList,townSkill,energy,energyCorrection,introduction,introduction_tw,introduction_en,introduction_vn,introduction_kr,location,location_tw,location_en,location_vn,location_kr
,Amoonguss,,,敗露球菇,Amoonguss,404404,뽀록나,2911,,,2,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<114;30;85;70;85;80;464>,1,1,1,1,<609;610;611;602;603>,,,1,2912,,,29123,<29121;29122;29123;29126;61101;61102>,2911,,<11001;11101;11201;11301;>,22911,1,2,{drawcard=huang_effect_loop},2911,,1,1,1,,,,,Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,它是令漁夫恐懼的存在。傳說，它會將漁夫拖入海中，奪走對方的性命。,Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,Đó là sự tồn tại khiến ngư dân sợ hãi. Nó sẽ kéo ngư dân xuống biển và cướp đi mạng sống của đối phương.,어부들이 두려워하는 존재다. 바다로 끌고 들어가 목숨을 빼앗아간다는 소문이 있다.,,,,,
2921,Frillish - Female,,,輕飄飄·雌,Frillish - Female,404404,탱그릴: 암컷,2921,,<8>,1,,,,TRUE,,2921,2921,52921,,2,1,<6;7;18;19>,,<55;40;40;50;65;85;335>,1,2,11,1,<621;622;623;602;603>,,,1,2921,,,29213,<29211;29212;29213;29216;61151;61152>,2921,,<11022;11122;11222;11322;>,22921,2,2,,2921,20,2,2,2,<29211;29212;29213>,,,,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",會用薄紗般的手腳纏住正在游泳的獵物，將其拖入深海之中。,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.","Dùng tay chân để vây lấy con mồi đang bơi, kéo nó xuống biển sâu.","""얇은 베일 같은 팔로 수영 중인 사냥감을 붙잡고, 심해 속으로 끌고 간다.""",Front-line healing,前排治療,Front-line healing,404404,앞 라인 치유
2922,Frillish - Male,,,輕飄飄·雄,Frillish - Male,404404,탱그릴: 수컷,2922,,<8>,1,,,,TRUE,,2922,2922,52922,,1,1,<6;7;18;19>,,<55;40;40;50;65;85;335>,1,2,11,1,<621;622;623;602;603>,,,1,2922,,,29223,<29221;29222;29223;29226;61151;61152>,2922,,<11022;11122;11222;11322;>,22922,2,2,,2922,20,2,2,2,<29221;29222;29223>,,,,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",會用薄紗般的手腳纏住正在游泳的獵物，將其拖入深海之中。,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.","Dùng tay chân để vây lấy con mồi đang bơi, kéo nó xuống biển sâu.","""얇은 베일 같은 팔로 수영 중인 사냥감을 붙잡고, 심해 속으로 끌고 간다.""",HP Strike,血量打擊,HP Strike,404404,HP 어택
2923,Jellicent - Female,,,胖嘟嘟·雌,Jellicent - Female,404404,탱탱겔: 암컷,2921,,<8>,2,,,,TRUE,,2921,2921,52921,,2,1,<6;7;18;19>,,<100;60;60;70;85;105;480>,1,2,11,1,<621;622;623;602;603>,,,1,2923,,,29233,<29231;29232;29233;29236;61151;61152>,2921,,<11022;11122;11222;11322;>,22921,2,2,,2921,20,2,2,2,<29211;29212;29213>,,,,Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,它是令漁夫恐懼的存在。傳說，它會將漁夫拖入海中，奪走對方的性命。,Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,Đó là sự tồn tại khiến ngư dân sợ hãi. Nó sẽ kéo ngư dân xuống biển và cướp đi mạng sống của đối phương.,어부들이 두려워하는 존재다. 바다로 끌고 들어가 목숨을 빼앗아간다는 소문이 있다.,Front-line healing,前排治療,Front-line healing,404404,앞 라인 치유
2924,Jellicent - Male,,,胖嘟嘟·雄,Jellicent - Male,404404,탱탱겔: 수컷,2922,,<8>,2,,,,TRUE,,2922,2922,52922,,1,1,<6;7;18;19>,,<100;60;60;70;85;105;480>,1,2,11,1,<621;622;623;602;603>,,,1,2924,,,29243,<29241;29242;29243;29246;61151;61152>,2922,,<11022;11122;11222;11322;>,22922,2,2,,2922,20,2,2,2,<29221;29222;29223>,,,,Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,它是令漁夫恐懼的存在。傳說，它會將漁夫拖入海中，奪走對方的性命。,Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,Đó là sự tồn tại khiến ngư dân sợ hãi. Nó sẽ kéo ngư dân xuống biển và cướp đi mạng sống của đối phương.,어부들이 두려워하는 존재다. 바다로 끌고 들어가 목숨을 빼앗아간다는 소문이 있다.,HP Strike,血量打擊,HP Strike,404404,HP 어택
,Alomomola,,,保姆曼波,Alomomola,404404,맘복치,2931,,,1,,,,TRUE,,,,,5000,,1,<15;16;11;12>,1,<165;65;75;80;40;45;470>,1,1,1,1,<621;622;623;602;603>,,,1,2931,,,29313,<29311;29312;29313;29316;61101;61102>,2931,,<11021;11121;11221;11321;>,22931,1,2,{drawcard=huang_effect_loop},2931,,1,1,1,,,,,,,,,,,,,,
,Joltik,,,電電蟲,Joltik,404404,파쪼옥,2941,,,1,,,,TRUE,,,,,5000,,1,<6;7;18;19>,1,<50;65;47;50;57;50;319>,1,1,1,1,<609;610;611;602;603>,,,1,2941,,,29413,<29411;29412;29413;29416;61101;61102>,2941,,<11001;11101;11201;11301;>,22941,1,2,{drawcard=huang_effect_loop},2941,,1,1,1,,,,,,,,,,,,,,
,Galvantula,,,電蜘蛛,Galvantula,404404,전툴라,2941,,,2,,,,TRUE,,,,,5000,,1,<6;7;18;19>,1,<70;108;77;60;97;60;472>,1,1,1,1,<609;610;611;602;603>,,,1,2942,,,29423,<29421;29422;29423;29426;61101;61102>,2941,,<11001;11101;11201;11301;>,22941,1,2,{drawcard=huang_effect_loop},2941,,1,1,1,,,,,,,,,,,,,,
,Ferroseed,,,種子鐵球,Ferroseed,404404,철시드,2951,,,1,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<44;10;50;91;24;86;305>,1,2,11,2,<609;610;611;602;603>,,,2,2951,,,29513,<29511;29512;29513;29516;61101;61102>,2951,,<11002;11102;11202;11302;>,22951,2,2,{drawcard=huang_effect_loop},2951,,2,2,2,,,,,,,,,,,,,,
,Ferrothorn,,,堅果啞鈴,Ferrothorn,404404,너트령,2951,,,2,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<74;20;94;131;54;116;489>,1,2,11,2,<609;610;611;602;603>,,,2,2952,,,29523,<29521;29522;29523;29526;61101;61102>,2951,,<11002;11102;11202;11302;>,22951,2,2,{drawcard=huang_effect_loop},2951,,2,2,2,,,,,,,,,,,,,,
2961,Klink,,,齒輪兒,Klink,404404,기어르,2961,,<7>,1,,,,TRUE,,2961,2961,52961,5000,0,1,<24;23;14;16>,1,<40;30;55;70;45;60;300>,1,2,11,2,<615;616;617;602;603>,,,2,2961,,,29613,<29611;29612;29613;29616;61151;61152>,2961,,<11042;11142;11242;11342;>,22961,2,2,,2961,17,2,2,2,<29611;29612;29613>,,,,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,2個身體的組合是定好了的。和別的身體不會咬合會分離。,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"Sự kết hợp của 2 cơ thể được thiết lập. Sẽ tách rời mà không kìm chặt với cơ thể khác ",2개의 몸은 쌍둥이보다도 가깝다. 다른 몸과 있으면 제대로 맞물리지 못한다.,Buff Support: Rage recovery for back line,增益輔助：後排回怒,Buff Support: Rage recovery for back line,Phụ Trợ Tăng Lợi: hồi phục Nộ Khí hàng sau,스탯 강화 서포트: 후방 라인 분노 회복
2962,Klang,,,齒輪組,Klang,404404,기기어르,2961,,<7>,2,,,,TRUE,,2961,2961,52961,5000,0,1,<24;23;14;16>,1,<60;50;80;95;70;85;440>,1,2,11,2,<615;616;617;602;603>,,,2,2962,,,29623,<29621;29622;29623;29626;61151;61152>,2961,,<11042;11142;11242;11342;>,22961,2,2,,2961,17,2,2,2,<29611;29612;29613>,,,,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",通過改變旋轉方向與同伴傳達情感。越憤怒旋轉速度越快。,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",Bày tỏ tình cảm với đồng đội bằng cách xoay chuyển phương hướng. Càng giận dữ tốc độ xoay càng nhanh.,회전 방향을 바꿔서 동료에게 감정을 전한다. 화가 나면 회전이 빨라진다.,Buff Support: Rage recovery for back line,增益輔助：後排回怒,Buff Support: Rage recovery for back line,Phụ Trợ Tăng Lợi: hồi phục Nộ Khí hàng sau,스탯 강화 서포트: 후방 라인 분노 회복
2963,Klinklang,,,齒輪怪,Klinklang,404404,기기기어르,2961,,<7>,3,,,,TRUE,,2961,2961,52961,5000,0,1,<15;16;11;12>,1,<60;90;100;115;70;85;520>,1,2,11,2,<615;616;617;602;603>,,,2,2963,,,29633,<29631;29632;29633;29636;61151;61152>,2961,,<11042;11142;11242;11342;>,22961,2,2,,2961,17,2,2,2,<29611;29612;29613>,,,,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,紅色核心擔當著能量罐的角色。填充好的能量會從尖刺射向周圍。,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,Lõi đỏ hoạt động như một bể năng lượng. Năng lượng đầy sẽ bắn gai nhọn ra xung quanh.,"""붉은 코어는 에너지 탱크의 역할을 하며, 충전된 에너지는 가시를 통해 주변에 발사한다.""",Buff Support: Rage recovery for back line,增益輔助：後排回怒,Buff Support: Rage recovery for back line,Phụ Trợ Tăng Lợi: hồi phục Nộ Khí hàng sau,스탯 강화 서포트: 후방 라인 분노 회복
,Tynamo,,,麻麻小魚,Tynamo,404404,저리어,2971,,,1,,,,TRUE,,,,,5000,,1,<8;9;13;12>,1,<35;60;55;40;45;40;275>,1,2,11,2,<612;613;614;602;603>,,,2,2971,,,29713,<29711;29712;29713;29716;61101;61102>,2971,,<11052;11152;11252;11352;>,22971,2,2,{drawcard=huang_effect_loop},2971,,2,2,2,,,,,,,,,,,,,,
,Eelektrik,,,麻麻鰻,Eelektrik,404404,저리릴,2971,,,2,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<65;40;85;70;75;70;405>,1,2,11,2,<612;613;614;602;603>,,,2,2972,,,29723,<29721;29722;29723;29726;61101;61102>,2971,,<11052;11152;11252;11352;>,22971,2,2,{drawcard=huang_effect_loop},2971,,2,2,2,,,,,,,,,,,,,,
,Eelektross,,,麻麻鰻魚王,Eelektross,404404,저리더프,2971,,,3,,,,TRUE,,,,,5000,,1,<10;11;13;9>,1,<85;50;115;80;105;80;515>,1,2,11,2,<612;613;614;602;603>,,,2,2973,,,29733,<29731;29732;29733;29736;61101;61102>,2971,,<11052;11152;11252;11352;>,22971,2,2,{drawcard=huang_effect_loop},2971,,2,2,2,,,,,,,,,,,,,,
,Elgyem,,,小灰怪,Elgyem,404404,리그레,2981,,,1,,,,TRUE,,,,,5000,,1,<18;19;20;21>,1,<55;30;55;55;85;55;335>,1,2,11,2,<606;607;608;602;603>,,,2,2981,,,29813,<29811;29812;29813;29816;61101;61102>,2981,,<11012;11112;11212;11312;>,22981,2,2,{drawcard=huang_effect_loop},2981,,2,2,2,,,,,,,,,,,,,,
,Beheeyem,,,大宇怪,Beheeyem,404404,벰크,2981,,,2,,,,TRUE,,,,,5000,,1,<22;24;18;20>,1,<75;40;75;75;125;95;485>,1,2,11,2,<606;607;608;602;603>,,,2,2982,,,29823,<29821;29822;29823;29826;61101;61102>,2981,,<11012;11112;11212;11312;>,22981,2,2,{drawcard=huang_effect_loop},2981,,2,2,2,,,,,,,,,,,,,,
2991,Litwick,<cn;kr;en;tw>,,燭光靈,Litwick,404404,불켜미,2991,,<8>,1,,,,TRUE,,2991,,52991,5000,,1,<18;20;15;14>,1,<50;20;30;55;65;55;275>,1,3,11,3,<621;622;623;602;603>,,,3,2991,,,29913,<29911;29912;29913;29916;61101;61102>,2991,,<11022;11122;11222;11322;>,22991,3,3,{drawcard=huang_effect_loop},2991,1,3,3,3,<29911;29912;29913;29914>,,,,"Litwick, Candle Pokémon. Appears in dark places and can illuminate the surroundings to help... people... guide... the... way...",燭光靈，蠟燭寶可夢。會出現在漆黑的地方，點上燈火，照亮周圍，並且主……動……為……人……帶……路……,"Litwick, Candle Pokémon. Appears in dark places and can illuminate the surroundings to help... people... guide... the... way...",404404,"""불켜미, 양초 포켓몬, 어두운 곳에 나타나 등불을 켜 주변을 밝힌다. 사람들에게 길을 안내해 준다...""",Will-O-Wisp Control & Reignite Vengeance,鬼火控怒&怨靈複燃,Will-O-Wisp Control & Reignite Vengeance,404404,도깨비불 분노 조절&원령 부활
2992,Lampent,<cn;kr;en;tw>,,燈火幽靈,Lampent,404404,램프라,2991,,<8>,2,,,,TRUE,,2991,,52991,5000,,1,<18;20;15;14>,1,<60;55;40;60;95;60;370>,1,3,11,3,<621;622;623;602;603>,,,3,2992,,,29923,<29921;29922;29923;29926;61101;61102>,2991,,<11022;11122;11222;11322;>,22991,3,3,{drawcard=huang_effect_loop},2991,1,3,3,3,<29911;29912;29913;29914>,,,,"Lampent, Lamp Pokémon. Lampents float through the air to move. They used to live in deep forests, but now they can be found living in cities as well.",燈火幽靈，油燈寶可夢。飄浮在空中來進行移動。過去雖然都居住于森林深處，不過現在也開始移居到大城市中,"Lampent, Lamp Pokémon. Lampents float through the air to move. They used to live in deep forests, but now they can be found living in cities as well.",404404,"""램프라, 램프 포켓몬, 공중에 뜬 채로 움직인다. 과거에는 숲 깊은 곳에 주로 서식했지만, 지금은 대도시로 이주하기 시작했다.""",Will-O-Wisp Control & Reignite Vengeance,鬼火控怒&怨靈複燃,Will-O-Wisp Control & Reignite Vengeance,404404,도깨비불 분노 조절&원령 부활
2993,Chandelure,<cn;kr;en;tw>,,水晶燈火靈,Chandelure,404404,샹델라,2991,,<8>,3,,,,TRUE,,2991,,52991,5000,,1,<18;20;15;14>,1,<60;80;55;90;145;90;520>,1,3,11,3,<621;622;623;602;603>,,,3,2993,,,29933,<29931;29932;29933;29936;61101;61102>,2991,,<11022;11122;11222;11322;>,22991,3,3,{drawcard=huang_effect_loop},2991,1,3,3,3,<29911;29912;29913;29914>,,,,"It is said that in houses that use Chandelure as a lighting device, death comes one after another.",據說在用水晶燈火靈來充當照明設備的房子裡，喪事會接連不斷。,"It is said that in houses that use Chandelure as a lighting device, death comes one after another.",404404,샹델라를 등불 대용으로 사용했던 저택에서는 장례식이 끊이지 않았다고 한다.,Will-O-Wisp Control & Reignite Vengeance,鬼火控怒&怨靈複燃,Will-O-Wisp Control & Reignite Vengeance,404404,도깨비불 분노 조절&원령 부활
3001,Axew,,,牙牙,Axew,404404,터검니,3001,,<7>,1,,,,TRUE,,3001,3001,53001,5000,,1,<11;12;15;16>,1,<46;57;87;60;30;40;320>,1,3,11,3,<618;619;620;602;603>,,,3,3001,,,30013,<30011;30012;30013;30016;61101;61102>,3001,,<11033;11133;11233;11333;>,23001,3,3,{drawcard=huang_effect_loop},3001,1,3,3,3,<30011;30012;30013;30014>,,,,"Axew marks its territory by making scratch marks on trees with its tusks, which regrow if they fall out.",用牙齒在樹木上留下傷痕，作為領地的標記。牙齒即使折斷也會馬上長出來。,"Axew marks its territory by making scratch marks on trees with its tusks, which regrow if they fall out.","Dùng răng để lại dấu vết trên cây, để làm ký hiệu lãnh địa. Dù răng bị gãy cũng sẽ mọc ra ngay lập tức.",송곳니로 나무에 상처를 내어 영역 표시를 한다. 송곳니는 부서지더라도 곧바로 자라난다.,Multiple Pursuits & Increased Damage,多重追擊&傷害加深,Multiple Pursuits & Increased Damage,404404,다중 추격&피해 심화
3002,Fraxure,,,斧牙龍,Fraxure,404404,액슨도,3001,,<7>,2,,,,TRUE,,3001,3001,53001,5000,,1,<11;12;15;16>,1,<66;67;117;70;40;50;410>,1,3,11,3,<618;619;620;602;603>,,,3,3002,,,30023,<30021;30022;30023;30026;61101;61102>,3001,,<11033;11133;11233;11333;>,23001,3,3,{drawcard=huang_effect_loop},3001,1,3,3,3,<30011;30012;30013;30014>,,,,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",牙齒不會再次生長，因此戰鬥結束後就會使用河灘的岩石仔細地磨牙。,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.","Răng sẽ không mọc lại, vì vậy sau khi trận đấu kết thúc dùng tảng đá trên bãi biển để mài răng.","""부러진 어금니는 다시 자라나지 않기 때문에, 싸움이 끝나면 강가의 바위에 어금니를 열심히 간다.""",Multiple Pursuits & Increased Damage,多重追擊&傷害加深,Multiple Pursuits & Increased Damage,404404,다중 추격&피해 심화
3003,Haxorus,,,雙斧戰龍,Haxorus,404404,액스라이즈,3001,,<7>,3,,,,TRUE,,3001,3001,53001,5000,,1,<7;8;9;12>,1,<76;97;147;90;60;70;540>,1,3,11,3,<618;619;620;602;603>,,,3,3003,,,30033,<30031;30032;30033;30036;61101;61102>,3001,,<11033;11133;11233;11333;>,23001,3,3,{drawcard=huang_effect_loop},3001,1,3,3,3,<30011;30012;30013;30014>,,,,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,有著即使切斬工字鋼也不會傷刃的堅固牙齒。全身被堅硬的鎧甲覆蓋著。,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,Hàm răng chắc khỏe dù cắt thép cũng không bị tổn thương. Toàn bộ được bao phủ bởi áo giáp cứng chắc.,철골을 잘라도 이가 나가지 않는 강인한 송곳니를 지녔다. 전신이 단단한 갑주로 덮여 있다.,Multiple Pursuits & Increased Damage,多重追擊&傷害加深,Multiple Pursuits & Increased Damage,404404,다중 추격&피해 심화
3011,Cubchoo,,,噴嚏熊,Cubchoo,404404,코고미,3011,,<7>,1,,,,TRUE,,3011,3011,53011,5000,,1,<10;11;13;9>,1,<55;40;70;40;60;40;305>,1,2,11,2,<615;616;617;602;603>,,,2,3011,,,30113,<30111;30112;30113;30116;61101;61102>,3011,,<11042;11142;11242;11342;>,23011,2,2,,3011,16,2,2,2,<30111;30112;30113>,,,,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",鼻涕是健康的晴雨錶。身體狀況好，粘性就變強，冰的招式威力也會增強。,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.","Nước mũi là phong vũ biểu khỏe mạnh. Sức khỏe tốt, độ dính mạnh hơn, sức mạnh chiêu thức băng cũng sẽ tăng lên",콧물은 건강의 척도다. 상태가 좋으면 점성이 높아지고 얼음 기술의 위력도 증가한다.,Ice-type damage: increase damage quickly,冰系輸出：速度增傷,Ice-type damage: increase damage quickly,404404,얼음 타입 공격: 스피드 피해 증가
3012,Beartic,,,凍原熊,Beartic,404404,툰베어,3011,,<7>,2,,,,TRUE,,3011,3011,53011,5000,,1,<11;12;15;16>,1,<95;50;130;80;70;80;505>,1,2,11,2,<615;616;617;602;603>,,,2,3012,,,30123,<30121;30122;30123;30126;61101;61102>,3011,,<11042;11142;11242;11342;>,23011,2,2,,3011,16,2,2,2,<30111;30112;30113>,,,,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,讓吐出的氣息凍結，製造冰牙和冰爪進行戰鬥。生活在北方的寒冷土地上。,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,"Đóng băng hơi thở, tạo răng băng và móng băng để tiến hành chiến đấu. Sống ở vùng đất phía bắc lạnh lẽo",내뱉은 숨을 얼려버려 얼음 이빨이나 손톱을 만들어 싸운다. 북쪽의 한랭 지대에서 생활한다.,Ice-type damage: increase damage quickly,冰系輸出：速度增傷,Ice-type damage: increase damage quickly,404404,얼음 타입 공격: 스피드 피해 증가
3021,Cryogonal,,,幾何雪花,Cryogonal,404404,프리지오,3021,,<8>,1,,,,TRUE,,3021,,53021,5000,0,1,<6;8;22;25>,1,<80;105;50;50;95;135;515>,1,3,11,3,<615;616;617;602;603>,,,3,3021,,{101=<30221;30222;30223;30226;61151;61152>},30213,<30211;30212;30213;30216;61151;61152>,3021,,<11043;11143;11243;11343;>,23021,3,3,{drawcard=huang_effect_loop},3021,2,3,3,3,<30211;30212;30213;30214>,,,,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148° F.",使用冰的結晶所形成的鎖綁住獵物，使其凍結到零下100度。,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148° F.","Dùng khóa được hình thành từ kết tinh băng để trói con mồi, khiến nó đóng băng đến âm 100 độ.","""얼음 결정으로 만들어진 사슬로 먹이를 휘감아 잡고, 영하 100도로 얼려버린다.""",Ice-type front line hero: Freezes all targets,冰系前排：全體冰凍,Ice-type front line hero: Freezes all targets,404404,얼음 타입 전방 라인: 전체 얼음
,Shelmet,,,小嘴蝸,Shelmet,404404,쪼마리,3021,,,1,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<50;25;40;85;40;65;305>,1,,,,,,,,3022,,,30223,<30221;30222;30223;30226;61151;61152>,3021,,,23021,,,{drawcard=huang_effect_loop},,,,,,<30211;30212;30213;30214>,,,,,,,,,,,,,
,Accelgor,,,敏捷蟲,Accelgor,404404,어지리더,3031,,,2,,,,TRUE,,,,,5000,,1,<6;7;18;19>,1,<80;145;70;40;100;60;495>,1,2,11,2,<609;610;611;602;603>,,,2,3031,,,30313,<30311;30312;30313;30316;61101;61102>,3031,,<11002;11102;11202;11302;>,23031,2,2,{drawcard=huang_effect_loop},3031,,2,2,2,,,,,,,,,,,,,,
,Stunfisk,,,泥巴魚,Stunfisk,404404,메더,3041,,,1,,,,TRUE,,,,,5000,,1,<24;23;14;16>,1,<109;32;66;84;81;99;471>,1,1,1,1,<609;610;611;602;603>,,,1,3041,,,30413,<30411;30412;30413;30416;61101;61102>,3041,,<11001;11101;11201;11301;>,23041,1,2,{drawcard=huang_effect_loop},3041,,1,1,1,,,,,,,,,,,,,,
,Mienfoo,,,功夫鼬,Mienfoo,404404,비조푸,3051,,,1,,,,TRUE,,,,,5000,,1,<7;8;9;12>,1,<45;65;85;50;55;50;350>,1,2,11,2,<612;613;614;602;603>,,,2,3051,,,30513,<30511;30512;30513;30516;61101;61102>,3051,,<11052;11152;11252;11352;>,23051,2,2,{drawcard=huang_effect_loop},3051,,2,2,2,,,,,,,,,,,,,,
,Mienshao,,,師父鼬,Mienshao,404404,비조도,3051,,,2,,,,TRUE,,,,,5000,,1,<7;8;9;12>,1,<65;105;125;60;95;60;510>,1,2,11,2,<612;613;614;602;603>,,,2,3052,,,30523,<30521;30522;30523;30526;61101;61102>,3051,,<11052;11152;11252;11352;>,23051,2,2,{drawcard=huang_effect_loop},3051,,2,2,2,,,,,,,,,,,,,,
,Druddigon,,,赤面龍,Druddigon,404404,크리만,3061,,,1,,,,TRUE,,,,,5000,,1,<11;12;15;16>,1,<77;48;120;90;60;90;485>,1,2,11,2,<618;619;620;602;603>,,,2,3061,,,30613,<30611;30612;30613;30616;61101;61102>,3061,,<11032;11132;11232;11332;>,23061,2,2,{drawcard=huang_effect_loop},3061,,2,2,2,,,,,,,,,,,,,,
,Golett,,,泥偶小人,Golett,404404,골비람,3071,,,1,,,,TRUE,,,,,5000,0,1,<11;12;15;16>,1,<59;35;74;50;35;50;303>,1,2,11,2,<609;610;611;602;603>,,,2,3071,,,30713,<30711;30712;30713;30716;61101;61102>,3071,,<11002;11102;11202;11302;>,23071,2,2,{drawcard=huang_effect_loop},3071,,2,2,2,,,,,,,,,,,,,,
,Golurk,,,泥偶巨人,Golurk,404404,골루그,3071,,,2,,,,TRUE,,,,,5000,0,1,<11;12;15;16>,1,<89;55;124;80;55;80;483>,1,2,11,2,<609;610;611;602;603>,,,2,3072,,,30723,<30721;30722;30723;30726;61101;61102>,3071,,<11002;11102;11202;11302;>,23071,2,2,{drawcard=huang_effect_loop},3071,,2,2,2,,,,,,,,,,,,,,
,Pawniard,,,駒刀小兵,Pawniard,404404,자망칼,3081,,,1,,,,TRUE,,,,,5000,,1,<11;12;15;16>,1,<45;60;85;70;40;40;340>,1,2,11,2,<606;607;608;602;603>,,,2,3081,,,30813,<30811;30812;30813;30816;61101;61102>,3081,,<11012;11112;11212;11312;>,23081,2,2,{drawcard=huang_effect_loop},3081,,2,2,2,,,,,,,,,,,,,,
,Bisharp,,,劈斬司令,Bisharp,404404,절각참,3081,,,2,,,,TRUE,,,,,5000,,1,<11;12;15;16>,1,<65;70;125;100;60;70;490>,1,2,11,2,<606;607;608;602;603>,,,2,3082,,,30823,<30821;30822;30823;30826;61101;61102>,3081,,<11012;11112;11212;11312;>,23081,2,2,{drawcard=huang_effect_loop},3081,,2,2,2,,,,,,,,,,,,,,
,Bouffalant,,,爆炸頭水牛,Bouffalant,404404,버프론,3091,,,1,,,,TRUE,,,,,5000,,1,<11;12;15;16>,1,<95;55;110;95;40;95;490>,1,2,11,2,<606;607;608;602;603>,,,2,3091,,,30913,<30911;30912;30913;30916;61101;61102>,3091,,<11012;11112;11212;11312;>,23091,2,2,{drawcard=huang_effect_loop},3091,,2,2,2,,,,,,,,,,,,,,
,Rufflet,,,毛頭小鷹,Rufflet,404404,수리둥보,3101,,,1,,,,TRUE,,,,,5000,1,1,<7;8;9;12>,1,<70;60;83;50;37;50;350>,1,2,11,2,<606;607;608;602;603>,,,2,3101,,,31013,<31011;31012;31013;31016;61101;61102>,3101,,<11012;11112;11212;11312;>,23101,2,2,{drawcard=huang_effect_loop},3101,,2,2,2,,,,,,,,,,,,,,
,Braviary,,,勇士雄鷹,Braviary,404404,워글,3101,,,2,,,,TRUE,,,,,5000,1,1,<7;8;9;12>,1,<100;80;123;75;57;75;510>,1,2,11,2,<606;607;608;602;603>,,,2,3102,,,31023,<31021;31022;31023;31026;61101;61102>,3101,,<11012;11112;11212;11312;>,23101,2,2,{drawcard=huang_effect_loop},3101,,2,2,2,,,,,,,,,,,,,,
,Vullaby,,,禿鷹丫頭,Vullaby,404404,벌차이,3111,,,1,,,,TRUE,,,,,5000,2,1,<24;23;14;16>,1,<70;60;55;75;45;65;370>,1,2,11,2,<606;607;608;602;603>,,,2,3111,,,31113,<31111;31112;31113;31116;61101;61102>,3111,,<11012;11112;11212;11312;>,23111,2,2,{drawcard=huang_effect_loop},3111,,2,2,2,,,,,,,,,,,,,,
,Mandibuzz,,,禿鷹娜,Mandibuzz,404404,버랜지나,3111,,,2,,,,TRUE,,,,,5000,2,1,<24;23;14;16>,1,<110;80;65;105;55;95;510>,1,2,11,2,<606;607;608;602;603>,,,2,3112,,,31123,<31121;31122;31123;31126;61101;61102>,3111,,<11012;11112;11212;11312;>,23111,2,2,{drawcard=huang_effect_loop},3111,,2,2,2,,,,,,,,,,,,,,
,Heatmor,,,熔蟻獸,Heatmor,404404,앤티골,3121,,,1,,,,TRUE,,,,,5000,,1,<18;19;20;21>,1,<85;65;97;66;105;66;484>,1,2,11,2,<618;619;620;602;603>,,,2,3121,,,31213,<31211;31212;31213;31216;61101;61102>,3121,,<11032;11132;11232;11332;>,23121,2,2,{drawcard=huang_effect_loop},3121,,2,2,2,,,,,,,,,,,,,,
