变量名,equip_id,stage,costGold,costItemMap
17510,11151,10,60000,{100=4;5016=8;5017=8;5018=8;}
17511,11151,11,80000,{100=6;5016=10;5017=10;5018=10;}
17512,11151,12,100000,{100=6;5019=16;5020=16;5021=16;}
17513,11151,13,120000,{100=9;5019=24;5020=24;5021=24;}
17514,11151,14,140000,{100=12;5022=36;5023=36;5024=36;}
17515,11151,15,160000,{100=18;5022=54;5023=54;5024=54;}
17516,11151,16,180000,{100=24;5025=72;5026=72;5027=72;}
17517,11151,17,200000,{100=30;5028=100;5029=100;5030=100;}
17518,11151,18,220000,{100=36;5031=150;5032=150;5033=150;}
17519,11151,19,240000,{100=42;5034=200;5035=200;5036=200;}
17520,11151,20,260000,{100=48;5037=220;5038=220;5039=220;}
17521,11151,21,300000,{100=54;5040=240;5041=240;5042=240;}
17522,11151,22,350000,{100=60;5043=260;5044=260;5045=260;}
17523,11151,23,400000,{100=66;5046=280;5047=280;5048=280;}
17524,11151,24,450000,{100=72;5049=300;5050=300;5051=300;}
17525,11151,25,500000,{100=78;5052=320;5053=320;5054=320;}
17526,11151,26,550000,{100=84;5055=340;5056=340;5057=340;}
17527,11151,27,600000,{100=90;5058=360;5059=360;5060=360;}
17528,11151,28,650000,{100=96;5061=380;5062=380;5063=380;}
17529,11151,29,700000,{100=102;5064=400;5065=400;5066=400;}
17530,11151,30,750000,{100=108;5064=420;5065=420;5066=420;}
17551,11152,1,5000,{100=1;}
17552,11152,2,10000,{100=1;}
17553,11152,3,15000,{100=1;}
17554,11152,4,20000,{100=1;5004=2;5005=2;5006=2;}
17555,11152,5,25000,{100=1;5007=2;5008=2;5009=2;}
17556,11152,6,30000,{100=1;5010=3;5011=3;5012=3;}
17557,11152,7,35000,{100=2;5010=4;5011=4;5012=4;}
17558,11152,8,40000,{100=2;5013=5;5014=5;5015=5;}
17559,11152,9,50000,{100=4;5013=6;5014=6;5015=6;}
17560,11152,10,60000,{100=4;5016=8;5017=8;5018=8;}
17561,11152,11,80000,{100=6;5016=10;5017=10;5018=10;}
17562,11152,12,100000,{100=6;5019=16;5020=16;5021=16;}
17563,11152,13,120000,{100=9;5019=24;5020=24;5021=24;}
17564,11152,14,140000,{100=12;5022=36;5023=36;5024=36;}
17565,11152,15,160000,{100=18;5022=54;5023=54;5024=54;}
17566,11152,16,180000,{100=24;5025=72;5026=72;5027=72;}
17567,11152,17,200000,{100=30;5028=100;5029=100;5030=100;}
17568,11152,18,220000,{100=36;5031=150;5032=150;5033=150;}
17569,11152,19,240000,{100=42;5034=200;5035=200;5036=200;}
17570,11152,20,260000,{100=48;5037=220;5038=220;5039=220;}
17571,11152,21,300000,{100=54;5040=240;5041=240;5042=240;}
17572,11152,22,350000,{100=60;5043=260;5044=260;5045=260;}
17573,11152,23,400000,{100=66;5046=280;5047=280;5048=280;}
17574,11152,24,450000,{100=72;5049=300;5050=300;5051=300;}
17575,11152,25,500000,{100=78;5052=320;5053=320;5054=320;}
17576,11152,26,550000,{100=84;5055=340;5056=340;5057=340;}
17577,11152,27,600000,{100=90;5058=360;5059=360;5060=360;}
17578,11152,28,650000,{100=96;5061=380;5062=380;5063=380;}
17579,11152,29,700000,{100=102;5064=400;5065=400;5066=400;}
17580,11152,30,750000,{100=108;5064=420;5065=420;5066=420;}
17601,11153,1,5000,{100=1;}
17602,11153,2,10000,{100=1;}
17603,11153,3,15000,{100=1;}
17604,11153,4,20000,{100=1;5004=2;5005=2;5006=2;}
17605,11153,5,25000,{100=1;5007=2;5008=2;5009=2;}
17606,11153,6,30000,{100=1;5010=3;5011=3;5012=3;}
17607,11153,7,35000,{100=2;5010=4;5011=4;5012=4;}
17608,11153,8,40000,{100=2;5013=5;5014=5;5015=5;}
17609,11153,9,50000,{100=4;5013=6;5014=6;5015=6;}
17610,11153,10,60000,{100=4;5016=8;5017=8;5018=8;}
17611,11153,11,80000,{100=6;5016=10;5017=10;5018=10;}
17612,11153,12,100000,{100=6;5019=16;5020=16;5021=16;}
17613,11153,13,120000,{100=9;5019=24;5020=24;5021=24;}
17614,11153,14,140000,{100=12;5022=36;5023=36;5024=36;}
17615,11153,15,160000,{100=18;5022=54;5023=54;5024=54;}
17616,11153,16,180000,{100=24;5025=72;5026=72;5027=72;}
17617,11153,17,200000,{100=30;5028=100;5029=100;5030=100;}
17618,11153,18,220000,{100=36;5031=150;5032=150;5033=150;}
17619,11153,19,240000,{100=42;5034=200;5035=200;5036=200;}
17620,11153,20,260000,{100=48;5037=220;5038=220;5039=220;}
17621,11153,21,300000,{100=54;5040=240;5041=240;5042=240;}
17622,11153,22,350000,{100=60;5043=260;5044=260;5045=260;}
17623,11153,23,400000,{100=66;5046=280;5047=280;5048=280;}
17624,11153,24,450000,{100=72;5049=300;5050=300;5051=300;}
17625,11153,25,500000,{100=78;5052=320;5053=320;5054=320;}
17626,11153,26,550000,{100=84;5055=340;5056=340;5057=340;}
17627,11153,27,600000,{100=90;5058=360;5059=360;5060=360;}
17628,11153,28,650000,{100=96;5061=380;5062=380;5063=380;}
17629,11153,29,700000,{100=102;5064=400;5065=400;5066=400;}
17630,11153,30,750000,{100=108;5064=420;5065=420;5066=420;}
17651,11154,1,5000,{100=1;}
17652,11154,2,10000,{100=1;}
17653,11154,3,15000,{100=1;}
17654,11154,4,20000,{100=1;5004=2;5005=2;5006=2;}
17655,11154,5,25000,{100=1;5007=2;5008=2;5009=2;}
17656,11154,6,30000,{100=1;5010=3;5011=3;5012=3;}
17657,11154,7,35000,{100=2;5010=4;5011=4;5012=4;}
17658,11154,8,40000,{100=2;5013=5;5014=5;5015=5;}
17659,11154,9,50000,{100=4;5013=6;5014=6;5015=6;}
17660,11154,10,60000,{100=4;5016=8;5017=8;5018=8;}
17661,11154,11,80000,{100=6;5016=10;5017=10;5018=10;}
17662,11154,12,100000,{100=6;5019=16;5020=16;5021=16;}
17663,11154,13,120000,{100=9;5019=24;5020=24;5021=24;}
17664,11154,14,140000,{100=12;5022=36;5023=36;5024=36;}
17665,11154,15,160000,{100=18;5022=54;5023=54;5024=54;}
17666,11154,16,180000,{100=24;5025=72;5026=72;5027=72;}
17667,11154,17,200000,{100=30;5028=100;5029=100;5030=100;}
17668,11154,18,220000,{100=36;5031=150;5032=150;5033=150;}
17669,11154,19,240000,{100=42;5034=200;5035=200;5036=200;}
17670,11154,20,260000,{100=48;5037=220;5038=220;5039=220;}
17671,11154,21,300000,{100=54;5040=240;5041=240;5042=240;}
17672,11154,22,350000,{100=60;5043=260;5044=260;5045=260;}
17673,11154,23,400000,{100=66;5046=280;5047=280;5048=280;}
17674,11154,24,450000,{100=72;5049=300;5050=300;5051=300;}
17675,11154,25,500000,{100=78;5052=320;5053=320;5054=320;}
17676,11154,26,550000,{100=84;5055=340;5056=340;5057=340;}
17677,11154,27,600000,{100=90;5058=360;5059=360;5060=360;}
17678,11154,28,650000,{100=96;5061=380;5062=380;5063=380;}
17679,11154,29,700000,{100=102;5064=400;5065=400;5066=400;}
17680,11154,30,750000,{100=108;5064=420;5065=420;5066=420;}
20001,11201,1,5000,{100=1;}
20002,11201,2,10000,{100=1;}
20003,11201,3,15000,{100=1;}
20004,11201,4,20000,{100=1;5004=2;5005=2;5006=2;}
20005,11201,5,25000,{100=1;5007=2;5008=2;5009=2;}
20006,11201,6,30000,{100=1;5010=3;5011=3;5012=3;}
20007,11201,7,35000,{100=2;5010=4;5011=4;5012=4;}
20008,11201,8,40000,{100=2;5013=5;5014=5;5015=5;}
20009,11201,9,50000,{100=4;5013=6;5014=6;5015=6;}
20010,11201,10,60000,{100=4;5016=8;5017=8;5018=8;}
20011,11201,11,80000,{100=6;5016=10;5017=10;5018=10;}
20012,11201,12,100000,{100=6;5019=16;5020=16;5021=16;}
20013,11201,13,120000,{100=9;5019=24;5020=24;5021=24;}
20014,11201,14,140000,{100=12;5022=36;5023=36;5024=36;}
20015,11201,15,160000,{100=18;5022=54;5023=54;5024=54;}
20016,11201,16,180000,{100=24;5025=72;5026=72;5027=72;}
20017,11201,17,200000,{100=30;5028=100;5029=100;5030=100;}
20018,11201,18,220000,{100=36;5031=150;5032=150;5033=150;}
20019,11201,19,240000,{100=42;5034=200;5035=200;5036=200;}
20020,11201,20,260000,{100=48;5037=220;5038=220;5039=220;}
20021,11201,21,300000,{100=54;5040=240;5041=240;5042=240;}
20022,11201,22,350000,{100=60;5043=260;5044=260;5045=260;}
20023,11201,23,400000,{100=66;5046=280;5047=280;5048=280;}
20024,11201,24,450000,{100=72;5049=300;5050=300;5051=300;}
20025,11201,25,500000,{100=78;5052=320;5053=320;5054=320;}
20026,11201,26,550000,{100=84;5055=340;5056=340;5057=340;}
20027,11201,27,600000,{100=90;5058=360;5059=360;5060=360;}
20028,11201,28,650000,{100=96;5061=380;5062=380;5063=380;}
20029,11201,29,700000,{100=102;5064=400;5065=400;5066=400;}
20030,11201,30,750000,{100=108;5064=420;5065=420;5066=420;}
20051,11202,1,5000,{100=1;}
20052,11202,2,10000,{100=1;}
20053,11202,3,15000,{100=1;}
20054,11202,4,20000,{100=1;5004=2;5005=2;5006=2;}
20055,11202,5,25000,{100=1;5007=2;5008=2;5009=2;}
20056,11202,6,30000,{100=1;5010=3;5011=3;5012=3;}
20057,11202,7,35000,{100=2;5010=4;5011=4;5012=4;}
20058,11202,8,40000,{100=2;5013=5;5014=5;5015=5;}
20059,11202,9,50000,{100=4;5013=6;5014=6;5015=6;}
20060,11202,10,60000,{100=4;5016=8;5017=8;5018=8;}
20061,11202,11,80000,{100=6;5016=10;5017=10;5018=10;}
20062,11202,12,100000,{100=6;5019=16;5020=16;5021=16;}
20063,11202,13,120000,{100=9;5019=24;5020=24;5021=24;}
20064,11202,14,140000,{100=12;5022=36;5023=36;5024=36;}
20065,11202,15,160000,{100=18;5022=54;5023=54;5024=54;}
20066,11202,16,180000,{100=24;5025=72;5026=72;5027=72;}
20067,11202,17,200000,{100=30;5028=100;5029=100;5030=100;}
20068,11202,18,220000,{100=36;5031=150;5032=150;5033=150;}
20069,11202,19,240000,{100=42;5034=200;5035=200;5036=200;}
20070,11202,20,260000,{100=48;5037=220;5038=220;5039=220;}
20071,11202,21,300000,{100=54;5040=240;5041=240;5042=240;}
20072,11202,22,350000,{100=60;5043=260;5044=260;5045=260;}
20073,11202,23,400000,{100=66;5046=280;5047=280;5048=280;}
20074,11202,24,450000,{100=72;5049=300;5050=300;5051=300;}
20075,11202,25,500000,{100=78;5052=320;5053=320;5054=320;}
20076,11202,26,550000,{100=84;5055=340;5056=340;5057=340;}
20077,11202,27,600000,{100=90;5058=360;5059=360;5060=360;}
20078,11202,28,650000,{100=96;5061=380;5062=380;5063=380;}
20079,11202,29,700000,{100=102;5064=400;5065=400;5066=400;}
20080,11202,30,750000,{100=108;5064=420;5065=420;5066=420;}
20101,11203,1,5000,{100=1;}
20102,11203,2,10000,{100=1;}
20103,11203,3,15000,{100=1;}
20104,11203,4,20000,{100=1;5004=2;5005=2;5006=2;}
20105,11203,5,25000,{100=1;5007=2;5008=2;5009=2;}
20106,11203,6,30000,{100=1;5010=3;5011=3;5012=3;}
20107,11203,7,35000,{100=2;5010=4;5011=4;5012=4;}
20108,11203,8,40000,{100=2;5013=5;5014=5;5015=5;}
20109,11203,9,50000,{100=4;5013=6;5014=6;5015=6;}
20110,11203,10,60000,{100=4;5016=8;5017=8;5018=8;}
20111,11203,11,80000,{100=6;5016=10;5017=10;5018=10;}
20112,11203,12,100000,{100=6;5019=16;5020=16;5021=16;}
20113,11203,13,120000,{100=9;5019=24;5020=24;5021=24;}
20114,11203,14,140000,{100=12;5022=36;5023=36;5024=36;}
20115,11203,15,160000,{100=18;5022=54;5023=54;5024=54;}
20116,11203,16,180000,{100=24;5025=72;5026=72;5027=72;}
20117,11203,17,200000,{100=30;5028=100;5029=100;5030=100;}
20118,11203,18,220000,{100=36;5031=150;5032=150;5033=150;}
20119,11203,19,240000,{100=42;5034=200;5035=200;5036=200;}
20120,11203,20,260000,{100=48;5037=220;5038=220;5039=220;}
20121,11203,21,300000,{100=54;5040=240;5041=240;5042=240;}
20122,11203,22,350000,{100=60;5043=260;5044=260;5045=260;}
20123,11203,23,400000,{100=66;5046=280;5047=280;5048=280;}
20124,11203,24,450000,{100=72;5049=300;5050=300;5051=300;}
20125,11203,25,500000,{100=78;5052=320;5053=320;5054=320;}
20126,11203,26,550000,{100=84;5055=340;5056=340;5057=340;}
20127,11203,27,600000,{100=90;5058=360;5059=360;5060=360;}
20128,11203,28,650000,{100=96;5061=380;5062=380;5063=380;}
20129,11203,29,700000,{100=102;5064=400;5065=400;5066=400;}
20130,11203,30,750000,{100=108;5064=420;5065=420;5066=420;}
20151,11204,1,5000,{100=1;}
20152,11204,2,10000,{100=1;}
20153,11204,3,15000,{100=1;}
20154,11204,4,20000,{100=1;5004=2;5005=2;5006=2;}
20155,11204,5,25000,{100=1;5007=2;5008=2;5009=2;}
20156,11204,6,30000,{100=1;5010=3;5011=3;5012=3;}
20157,11204,7,35000,{100=2;5010=4;5011=4;5012=4;}
20158,11204,8,40000,{100=2;5013=5;5014=5;5015=5;}
20159,11204,9,50000,{100=4;5013=6;5014=6;5015=6;}
20160,11204,10,60000,{100=4;5016=8;5017=8;5018=8;}
20161,11204,11,80000,{100=6;5016=10;5017=10;5018=10;}
20162,11204,12,100000,{100=6;5019=16;5020=16;5021=16;}
20163,11204,13,120000,{100=9;5019=24;5020=24;5021=24;}
20164,11204,14,140000,{100=12;5022=36;5023=36;5024=36;}
20165,11204,15,160000,{100=18;5022=54;5023=54;5024=54;}
20166,11204,16,180000,{100=24;5025=72;5026=72;5027=72;}
20167,11204,17,200000,{100=30;5028=100;5029=100;5030=100;}
20168,11204,18,220000,{100=36;5031=150;5032=150;5033=150;}
20169,11204,19,240000,{100=42;5034=200;5035=200;5036=200;}
20170,11204,20,260000,{100=48;5037=220;5038=220;5039=220;}
20171,11204,21,300000,{100=54;5040=240;5041=240;5042=240;}
20172,11204,22,350000,{100=60;5043=260;5044=260;5045=260;}
20173,11204,23,400000,{100=66;5046=280;5047=280;5048=280;}
20174,11204,24,450000,{100=72;5049=300;5050=300;5051=300;}
20175,11204,25,500000,{100=78;5052=320;5053=320;5054=320;}
20176,11204,26,550000,{100=84;5055=340;5056=340;5057=340;}
20177,11204,27,600000,{100=90;5058=360;5059=360;5060=360;}
20178,11204,28,650000,{100=96;5061=380;5062=380;5063=380;}
20179,11204,29,700000,{100=102;5064=400;5065=400;5066=400;}
20180,11204,30,750000,{100=108;5064=420;5065=420;5066=420;}
20501,11211,1,5000,{100=1;}
20502,11211,2,10000,{100=1;}
20503,11211,3,15000,{100=1;}
20504,11211,4,20000,{100=1;5004=2;5005=2;5006=2;}
20505,11211,5,25000,{100=1;5007=2;5008=2;5009=2;}
20506,11211,6,30000,{100=1;5010=3;5011=3;5012=3;}
20507,11211,7,35000,{100=2;5010=4;5011=4;5012=4;}
20508,11211,8,40000,{100=2;5013=5;5014=5;5015=5;}
20509,11211,9,50000,{100=4;5013=6;5014=6;5015=6;}
20510,11211,10,60000,{100=4;5016=8;5017=8;5018=8;}
20511,11211,11,80000,{100=6;5016=10;5017=10;5018=10;}
20512,11211,12,100000,{100=6;5019=16;5020=16;5021=16;}
20513,11211,13,120000,{100=9;5019=24;5020=24;5021=24;}
20514,11211,14,140000,{100=12;5022=36;5023=36;5024=36;}
20515,11211,15,160000,{100=18;5022=54;5023=54;5024=54;}
20516,11211,16,180000,{100=24;5025=72;5026=72;5027=72;}
20517,11211,17,200000,{100=30;5028=100;5029=100;5030=100;}
20518,11211,18,220000,{100=36;5031=150;5032=150;5033=150;}
20519,11211,19,240000,{100=42;5034=200;5035=200;5036=200;}
20520,11211,20,260000,{100=48;5037=220;5038=220;5039=220;}
20521,11211,21,300000,{100=54;5040=240;5041=240;5042=240;}
20522,11211,22,350000,{100=60;5043=260;5044=260;5045=260;}
20523,11211,23,400000,{100=66;5046=280;5047=280;5048=280;}
20524,11211,24,450000,{100=72;5049=300;5050=300;5051=300;}
20525,11211,25,500000,{100=78;5052=320;5053=320;5054=320;}
20526,11211,26,550000,{100=84;5055=340;5056=340;5057=340;}
20527,11211,27,600000,{100=90;5058=360;5059=360;5060=360;}
20528,11211,28,650000,{100=96;5061=380;5062=380;5063=380;}
20529,11211,29,700000,{100=102;5064=400;5065=400;5066=400;}
20530,11211,30,750000,{100=108;5064=420;5065=420;5066=420;}
20551,11212,1,5000,{100=1;}
20552,11212,2,10000,{100=1;}
20553,11212,3,15000,{100=1;}
20554,11212,4,20000,{100=1;5004=2;5005=2;5006=2;}
20555,11212,5,25000,{100=1;5007=2;5008=2;5009=2;}
20556,11212,6,30000,{100=1;5010=3;5011=3;5012=3;}
20557,11212,7,35000,{100=2;5010=4;5011=4;5012=4;}
20558,11212,8,40000,{100=2;5013=5;5014=5;5015=5;}
20559,11212,9,50000,{100=4;5013=6;5014=6;5015=6;}
20560,11212,10,60000,{100=4;5016=8;5017=8;5018=8;}
20561,11212,11,80000,{100=6;5016=10;5017=10;5018=10;}
20562,11212,12,100000,{100=6;5019=16;5020=16;5021=16;}
20563,11212,13,120000,{100=9;5019=24;5020=24;5021=24;}
20564,11212,14,140000,{100=12;5022=36;5023=36;5024=36;}
20565,11212,15,160000,{100=18;5022=54;5023=54;5024=54;}
20566,11212,16,180000,{100=24;5025=72;5026=72;5027=72;}
20567,11212,17,200000,{100=30;5028=100;5029=100;5030=100;}
20568,11212,18,220000,{100=36;5031=150;5032=150;5033=150;}
20569,11212,19,240000,{100=42;5034=200;5035=200;5036=200;}
20570,11212,20,260000,{100=48;5037=220;5038=220;5039=220;}
20571,11212,21,300000,{100=54;5040=240;5041=240;5042=240;}
20572,11212,22,350000,{100=60;5043=260;5044=260;5045=260;}
20573,11212,23,400000,{100=66;5046=280;5047=280;5048=280;}
20574,11212,24,450000,{100=72;5049=300;5050=300;5051=300;}
20575,11212,25,500000,{100=78;5052=320;5053=320;5054=320;}
20576,11212,26,550000,{100=84;5055=340;5056=340;5057=340;}
20577,11212,27,600000,{100=90;5058=360;5059=360;5060=360;}
20578,11212,28,650000,{100=96;5061=380;5062=380;5063=380;}
20579,11212,29,700000,{100=102;5064=400;5065=400;5066=400;}
20580,11212,30,750000,{100=108;5064=420;5065=420;5066=420;}
20601,11213,1,5000,{100=1;}
20602,11213,2,10000,{100=1;}
20603,11213,3,15000,{100=1;}
20604,11213,4,20000,{100=1;5004=2;5005=2;5006=2;}
20605,11213,5,25000,{100=1;5007=2;5008=2;5009=2;}
20606,11213,6,30000,{100=1;5010=3;5011=3;5012=3;}
20607,11213,7,35000,{100=2;5010=4;5011=4;5012=4;}
20608,11213,8,40000,{100=2;5013=5;5014=5;5015=5;}
20609,11213,9,50000,{100=4;5013=6;5014=6;5015=6;}
20610,11213,10,60000,{100=4;5016=8;5017=8;5018=8;}
20611,11213,11,80000,{100=6;5016=10;5017=10;5018=10;}
20612,11213,12,100000,{100=6;5019=16;5020=16;5021=16;}
20613,11213,13,120000,{100=9;5019=24;5020=24;5021=24;}
20614,11213,14,140000,{100=12;5022=36;5023=36;5024=36;}
20615,11213,15,160000,{100=18;5022=54;5023=54;5024=54;}
20616,11213,16,180000,{100=24;5025=72;5026=72;5027=72;}
20617,11213,17,200000,{100=30;5028=100;5029=100;5030=100;}
20618,11213,18,220000,{100=36;5031=150;5032=150;5033=150;}
20619,11213,19,240000,{100=42;5034=200;5035=200;5036=200;}
20620,11213,20,260000,{100=48;5037=220;5038=220;5039=220;}
20621,11213,21,300000,{100=54;5040=240;5041=240;5042=240;}
20622,11213,22,350000,{100=60;5043=260;5044=260;5045=260;}
20623,11213,23,400000,{100=66;5046=280;5047=280;5048=280;}
20624,11213,24,450000,{100=72;5049=300;5050=300;5051=300;}
20625,11213,25,500000,{100=78;5052=320;5053=320;5054=320;}
20626,11213,26,550000,{100=84;5055=340;5056=340;5057=340;}
20627,11213,27,600000,{100=90;5058=360;5059=360;5060=360;}
20628,11213,28,650000,{100=96;5061=380;5062=380;5063=380;}
20629,11213,29,700000,{100=102;5064=400;5065=400;5066=400;}
20630,11213,30,750000,{100=108;5064=420;5065=420;5066=420;}
20651,11214,1,5000,{100=1;}
20652,11214,2,10000,{100=1;}
20653,11214,3,15000,{100=1;}
20654,11214,4,20000,{100=1;5004=2;5005=2;5006=2;}
20655,11214,5,25000,{100=1;5007=2;5008=2;5009=2;}
20656,11214,6,30000,{100=1;5010=3;5011=3;5012=3;}
20657,11214,7,35000,{100=2;5010=4;5011=4;5012=4;}
20658,11214,8,40000,{100=2;5013=5;5014=5;5015=5;}
20659,11214,9,50000,{100=4;5013=6;5014=6;5015=6;}
20660,11214,10,60000,{100=4;5016=8;5017=8;5018=8;}
20661,11214,11,80000,{100=6;5016=10;5017=10;5018=10;}
20662,11214,12,100000,{100=6;5019=16;5020=16;5021=16;}
20663,11214,13,120000,{100=9;5019=24;5020=24;5021=24;}
20664,11214,14,140000,{100=12;5022=36;5023=36;5024=36;}
20665,11214,15,160000,{100=18;5022=54;5023=54;5024=54;}
20666,11214,16,180000,{100=24;5025=72;5026=72;5027=72;}
20667,11214,17,200000,{100=30;5028=100;5029=100;5030=100;}
20668,11214,18,220000,{100=36;5031=150;5032=150;5033=150;}
20669,11214,19,240000,{100=42;5034=200;5035=200;5036=200;}
20670,11214,20,260000,{100=48;5037=220;5038=220;5039=220;}
20671,11214,21,300000,{100=54;5040=240;5041=240;5042=240;}
20672,11214,22,350000,{100=60;5043=260;5044=260;5045=260;}
20673,11214,23,400000,{100=66;5046=280;5047=280;5048=280;}
20674,11214,24,450000,{100=72;5049=300;5050=300;5051=300;}
20675,11214,25,500000,{100=78;5052=320;5053=320;5054=320;}
20676,11214,26,550000,{100=84;5055=340;5056=340;5057=340;}
20677,11214,27,600000,{100=90;5058=360;5059=360;5060=360;}
20678,11214,28,650000,{100=96;5061=380;5062=380;5063=380;}
20679,11214,29,700000,{100=102;5064=400;5065=400;5066=400;}
20680,11214,30,750000,{100=108;5064=420;5065=420;5066=420;}
21001,11221,1,5000,{100=1;}
21002,11221,2,10000,{100=1;}
21003,11221,3,15000,{100=1;}
21004,11221,4,20000,{100=1;5004=2;5005=2;5006=2;}
21005,11221,5,25000,{100=1;5007=2;5008=2;5009=2;}
21006,11221,6,30000,{100=1;5010=3;5011=3;5012=3;}
21007,11221,7,35000,{100=2;5010=4;5011=4;5012=4;}
21008,11221,8,40000,{100=2;5013=5;5014=5;5015=5;}
21009,11221,9,50000,{100=4;5013=6;5014=6;5015=6;}
21010,11221,10,60000,{100=4;5016=8;5017=8;5018=8;}
21011,11221,11,80000,{100=6;5016=10;5017=10;5018=10;}
21012,11221,12,100000,{100=6;5019=16;5020=16;5021=16;}
21013,11221,13,120000,{100=9;5019=24;5020=24;5021=24;}
21014,11221,14,140000,{100=12;5022=36;5023=36;5024=36;}
21015,11221,15,160000,{100=18;5022=54;5023=54;5024=54;}
21016,11221,16,180000,{100=24;5025=72;5026=72;5027=72;}
21017,11221,17,200000,{100=30;5028=100;5029=100;5030=100;}
21018,11221,18,220000,{100=36;5031=150;5032=150;5033=150;}
21019,11221,19,240000,{100=42;5034=200;5035=200;5036=200;}
21020,11221,20,260000,{100=48;5037=220;5038=220;5039=220;}
21021,11221,21,300000,{100=54;5040=240;5041=240;5042=240;}
21022,11221,22,350000,{100=60;5043=260;5044=260;5045=260;}
21023,11221,23,400000,{100=66;5046=280;5047=280;5048=280;}
21024,11221,24,450000,{100=72;5049=300;5050=300;5051=300;}
21025,11221,25,500000,{100=78;5052=320;5053=320;5054=320;}
21026,11221,26,550000,{100=84;5055=340;5056=340;5057=340;}
21027,11221,27,600000,{100=90;5058=360;5059=360;5060=360;}
21028,11221,28,650000,{100=96;5061=380;5062=380;5063=380;}
21029,11221,29,700000,{100=102;5064=400;5065=400;5066=400;}
21030,11221,30,750000,{100=108;5064=420;5065=420;5066=420;}
21051,11222,1,5000,{100=1;}
21052,11222,2,10000,{100=1;}
21053,11222,3,15000,{100=1;}
21054,11222,4,20000,{100=1;5004=2;5005=2;5006=2;}
21055,11222,5,25000,{100=1;5007=2;5008=2;5009=2;}
21056,11222,6,30000,{100=1;5010=3;5011=3;5012=3;}
21057,11222,7,35000,{100=2;5010=4;5011=4;5012=4;}
21058,11222,8,40000,{100=2;5013=5;5014=5;5015=5;}
21059,11222,9,50000,{100=4;5013=6;5014=6;5015=6;}
21060,11222,10,60000,{100=4;5016=8;5017=8;5018=8;}
21061,11222,11,80000,{100=6;5016=10;5017=10;5018=10;}
21062,11222,12,100000,{100=6;5019=16;5020=16;5021=16;}
21063,11222,13,120000,{100=9;5019=24;5020=24;5021=24;}
21064,11222,14,140000,{100=12;5022=36;5023=36;5024=36;}
21065,11222,15,160000,{100=18;5022=54;5023=54;5024=54;}
21066,11222,16,180000,{100=24;5025=72;5026=72;5027=72;}
21067,11222,17,200000,{100=30;5028=100;5029=100;5030=100;}
21068,11222,18,220000,{100=36;5031=150;5032=150;5033=150;}
21069,11222,19,240000,{100=42;5034=200;5035=200;5036=200;}
21070,11222,20,260000,{100=48;5037=220;5038=220;5039=220;}
21071,11222,21,300000,{100=54;5040=240;5041=240;5042=240;}
21072,11222,22,350000,{100=60;5043=260;5044=260;5045=260;}
21073,11222,23,400000,{100=66;5046=280;5047=280;5048=280;}
21074,11222,24,450000,{100=72;5049=300;5050=300;5051=300;}
21075,11222,25,500000,{100=78;5052=320;5053=320;5054=320;}
21076,11222,26,550000,{100=84;5055=340;5056=340;5057=340;}
21077,11222,27,600000,{100=90;5058=360;5059=360;5060=360;}
21078,11222,28,650000,{100=96;5061=380;5062=380;5063=380;}
21079,11222,29,700000,{100=102;5064=400;5065=400;5066=400;}
21080,11222,30,750000,{100=108;5064=420;5065=420;5066=420;}
21101,11223,1,5000,{100=1;}
21102,11223,2,10000,{100=1;}
21103,11223,3,15000,{100=1;}
21104,11223,4,20000,{100=1;5004=2;5005=2;5006=2;}
21105,11223,5,25000,{100=1;5007=2;5008=2;5009=2;}
21106,11223,6,30000,{100=1;5010=3;5011=3;5012=3;}
21107,11223,7,35000,{100=2;5010=4;5011=4;5012=4;}
21108,11223,8,40000,{100=2;5013=5;5014=5;5015=5;}
21109,11223,9,50000,{100=4;5013=6;5014=6;5015=6;}
21110,11223,10,60000,{100=4;5016=8;5017=8;5018=8;}
21111,11223,11,80000,{100=6;5016=10;5017=10;5018=10;}
21112,11223,12,100000,{100=6;5019=16;5020=16;5021=16;}
21113,11223,13,120000,{100=9;5019=24;5020=24;5021=24;}
21114,11223,14,140000,{100=12;5022=36;5023=36;5024=36;}
21115,11223,15,160000,{100=18;5022=54;5023=54;5024=54;}
21116,11223,16,180000,{100=24;5025=72;5026=72;5027=72;}
21117,11223,17,200000,{100=30;5028=100;5029=100;5030=100;}
21118,11223,18,220000,{100=36;5031=150;5032=150;5033=150;}
21119,11223,19,240000,{100=42;5034=200;5035=200;5036=200;}
21120,11223,20,260000,{100=48;5037=220;5038=220;5039=220;}
21121,11223,21,300000,{100=54;5040=240;5041=240;5042=240;}
21122,11223,22,350000,{100=60;5043=260;5044=260;5045=260;}
21123,11223,23,400000,{100=66;5046=280;5047=280;5048=280;}
21124,11223,24,450000,{100=72;5049=300;5050=300;5051=300;}
21125,11223,25,500000,{100=78;5052=320;5053=320;5054=320;}
21126,11223,26,550000,{100=84;5055=340;5056=340;5057=340;}
21127,11223,27,600000,{100=90;5058=360;5059=360;5060=360;}
21128,11223,28,650000,{100=96;5061=380;5062=380;5063=380;}
21129,11223,29,700000,{100=102;5064=400;5065=400;5066=400;}
21130,11223,30,750000,{100=108;5064=420;5065=420;5066=420;}
21151,11224,1,5000,{100=1;}
21152,11224,2,10000,{100=1;}
21153,11224,3,15000,{100=1;}
