"﻿变量名",name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
105724,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5005724>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105725,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5005725>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105726,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5005726>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105727,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5005727>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105728,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5005728>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105729,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5005729>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
105730,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5005730>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106101,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006101>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106102,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006102>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106103,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006103>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106104,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006104>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106105,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006105>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106106,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006106>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106201,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006201>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106202,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006202>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106203,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006203>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106204,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006204>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106205,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006205>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106206,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006206>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106301,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006301>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106302,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006302>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106303,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006303>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106304,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006304>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106305,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006305>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106306,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006306>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106401,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006401>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106402,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006402>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106403,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006403>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106404,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006404>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106405,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006405>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106406,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006406>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106501,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006501>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106502,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006502>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106503,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006503>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106504,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006504>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106505,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006505>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106506,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006506>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106601,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006601>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106602,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006602>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106603,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006603>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106604,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006604>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106605,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006605>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106606,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5006606>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106701,passive activation,,2,1,Increase the control-free rate and damage bonus of all spirits on your side by 10%~30%,1,100000,,,<5006701>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106702,passive activation,,2,1,"each big round , the blood volume and anger of a random elf on your side will be restored",1,100000,,,<5006702>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106703,passive activation,,2,1,"Entering the field, all units of one's side are full of anger",2,100000,,,<5006703>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106704,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006704>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106705,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006705>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106706,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006706>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106707,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006707>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106708,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006708>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106709,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006709>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106710,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006710>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106711,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006711>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106712,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006712>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106713,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006713>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106714,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006714>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106715,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006715>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106716,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006716>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106717,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006717>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106718,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006718>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106719,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006719>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106720,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006720>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106721,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006721>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106722,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006722>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106723,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006723>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106724,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006724>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106725,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006725>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106726,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006726>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106727,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006727>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106728,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006728>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106729,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006729>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
106730,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5006730>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107101,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007101>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107102,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007102>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107103,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007103>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107104,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007104>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107105,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007105>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107106,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007106>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107201,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007201>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107202,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007202>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107203,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007203>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107204,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007204>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107205,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007205>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107206,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007206>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107301,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007301>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107302,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007302>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107303,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007303>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107304,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007304>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107305,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007305>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107306,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007306>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107401,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007401>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107402,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007402>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107403,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007403>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107404,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007404>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107405,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007405>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107406,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007406>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107501,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007501>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107502,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007502>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107503,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007503>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107504,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007504>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107505,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007505>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107506,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007506>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107601,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007601>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107602,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007602>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107603,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007603>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107604,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007604>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107605,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007605>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107606,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5007606>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107701,passive activation,,2,1,Increase the control-free rate and damage bonus of all spirits on your side by 10%~30%,1,100000,,,<5007701>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107702,passive activation,,2,1,"each big round , the blood volume and anger of a random elf on your side will be restored",1,100000,,,<5007702>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107703,passive activation,,2,1,Overall speed increased by 20%,2,100000,,,<5007703>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107704,passive activation,,2,1,"All elves have combo, cooperative battle, and invitation to battle effects",2,100000,,,<5007704>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107705,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007705>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107706,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007706>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107707,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007707>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107708,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007708>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107709,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007709>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107710,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007710>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107711,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007711>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107712,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007712>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107713,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007713>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107714,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007714>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107715,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007715>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107716,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007716>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107717,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007717>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107718,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007718>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107719,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007719>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107720,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007720>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107721,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007721>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107722,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007722>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107723,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007723>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107724,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007724>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107725,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007725>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107726,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007726>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107727,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007727>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107728,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007728>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107729,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007729>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
107730,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5007730>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108101,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008101>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108102,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008102>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108103,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008103>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108104,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008104>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108105,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008105>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108106,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008106>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108201,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008201>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108202,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008202>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108203,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008203>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108204,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008204>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108205,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008205>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108206,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008206>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108301,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008301>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108302,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008302>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108303,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008303>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108304,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008304>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108305,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008305>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108306,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008306>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108401,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008401>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108402,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008402>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108403,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008403>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108404,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008404>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108405,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008405>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108406,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008406>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108501,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008501>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108502,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008502>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108503,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008503>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108504,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008504>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108505,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008505>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108506,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008506>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108601,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008601>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108602,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008602>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108603,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008603>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108604,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008604>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108605,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008605>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108606,passive activation,,2,1,it's a mysterious badge,2,100000,,,<5008606>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108701,passive activation,,2,1,Increase the control-free rate and damage bonus of all spirits on your side by 10%~30%,1,100000,,,<5008701>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108702,passive activation,,2,1,"each big round , the blood volume and anger of a random elf on your side will be restored",1,100000,,,<5008702>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108703,passive activation,,2,1,the rebound rate of all party spirits by 30%,2,100000,,,<5008703>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108704,passive activation,,2,1,Recover 10% of HP when the amount of damage received in a single time exceeds 30%,2,100000,,,<5008704>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108705,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008705>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108706,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008706>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108707,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008707>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108708,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008708>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108709,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008709>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108710,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008710>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108711,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008711>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108712,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008712>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108713,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008713>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108714,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008714>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108715,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008715>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108716,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008716>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108717,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008717>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108718,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008718>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108719,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008719>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108720,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008720>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
108721,passive activation,,2,1,it's a mysterious badge,1,100000,,,<5008721>,,,,,,,activity/brave_challenge/xz_icon/icon_yztz_gj.png
