"﻿变量名",_beizhu,cardID,desc,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc2,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
602351,Anniversary Monster_Dialga Elite Monster_Elite Monster _ _,2351,Dialga _,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602361,Anniversary Monster_Palkia Elite Monster_Elite Monster _,2361,Palkia,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602381,Anniversary Monster_Regichkas Elite Monster_Elite Monster _,2381,Regichkas,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602391,Anniversary Monster_Giratina Elite Monster_Elite Monster _,2391,Giratina,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602401,Anniversary Monster_Cresselia Elite Monster_Elite Monster _,2401,Cresselia,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602431,Anniversary Monster_Dakrai Elite Monster_Elite Monster _,2431,Darkley,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602441,Anniversary Monster_Semi Elite Monster_Elite Monster _,2441,shemi _,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602442,Anniversary Monster_Semi · Sky Elite Monster_Elite Monster _,2442,shami sky _,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602471,Anniversary monster_Vine snake elite monster_Elite monster,2471,vine snake,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602472,Anniversary Monster_Ivy Snake Elite Monster_Elite Monster,2472,ivy snake,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602473,Anniversary Monster_Monarch Snake Elite Monster_Elite Monster,2473,monarch snake,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602481,Anniversary Monster_Nuannuan Pig Elite Monster_Elite Monster,2481,warm pig,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602482,Anniversary Monster_Stir - Fried Pig Elite Monster_Elite Monster,2482,fried pork,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602483,Anniversary Monster_Yanwu King Elite Monster_Elite Monster,2483,King Yanwu,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602591,Anniversary Monster_Ishiwanko Elite Monster_Elite Monster _,2591,stone balls,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602592,Anniversary Monster_Mantle Rock Elite Monster_Elite Monster,2592,mantle rock,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602593,Anniversary Monster_Pangyan Monster Elite Monster_Elite Monster,2593,Pangyan monster,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602611,Anniversary Monster_Screw Gopher Elite Monster_Elite Monster,2611,screw gopher,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602612,Anniversary Monster_Leading Gopher Elite Monster_Elite Monster,2612,Gopher _,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602631,Anniversary Monsters_Elite Monsters Handled _ _,2631,porter,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602632,Anniversary Monster_Ironbone Elite Monster_Elite Monster _,2632,Ironbone,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602633,Anniversary Monster_Builder Veteran Elite Monster_Elite Monster,2633,construction veteran,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602681,Anniversary Monster_Centipede Elite Monster_Elite Monster _,2681,Centipede,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602682,Anniversary Monster_Wheel Ball Elite Monster_Elite Monster,2682,wheel ball,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602683,Anniversary Monster_Centipede King Elite Monster_Elite Monster,2683,centipede king,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602721,Anniversary monster_Black - eyed crocodile elite monster_Elite monster,2721,black eyed crocodile,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602722,Anniversary Monster_Crocodile Elite Monster_Elite Monster _ _,2722,rogue crocodile,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602723,Anniversary Monster_Rogue Crocodile Elite Monster_Elite Monster _,2723,rogue crocodile,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602821,Anniversary Monster_Zoroa Elite Monster_Elite Monster _,2821,soroya,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602822,Anniversary Monster_Zoroark Elite Monster_Elite Monster _,2822,Zoroak,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602841,Anniversary Monster_Gothic Baby Elite Monster_Elite Monster,2841,goth baby,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602842,Anniversary Monster_Gothic Kids Elite Monster_Elite Monster,2842,goth kid,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602843,Anniversary Monster_Miss Gothic Elite Monster_Elite Monster,2843,Miss Goth,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602871,Anniversary Monster_Mini Ice Elite Monster_Elite Monster,2871,mini ice,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602872,Anniversary Monster_Duoduo Ice Elite Monster_Elite Monster,2872,lots of ice,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602873,Anniversary Monster_Double Doubling Ice Elite Monster_Elite Monster,2873,double as much ice,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602891,Anniversary monster_Electric flying squirrel elite monster_Elite monster,2891,Electric flying squirrel,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602921,Anniversary Monster_Floating Female Elite Monster_Elite Monster _ _,2921,Floating · female,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602922,"Anniversary Monster_Floating , Male Elite Monster_Elite Monster _",2922,fluffy male _,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602923,Anniversary Monster_Chubby Female Elite Monster_Elite Monster _ _ _,2923,chubby female _ _,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602924,Anniversary Monster_Chubby Male Elite Monster_Elite Monster _ _ _,2924,chubby male _ _,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602961,Anniversary Monster_Gear Elite Monster_Elite Monster _,2961,gears _,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602962,Anniversary Monster_Gear Set Elite Monster_Elite Monster,2962,gear set,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602963,Anniversary Monster_Gear Monster Elite Monster_Elite Monster,2963,Gear Monster,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602991,Anniversary Monster_Candle Spirit Elite Monster_Elite Monster,2991,Candle Spirit,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602992,Anniversary Monster_Light Ghost Elite Monster_Elite Monster,2992,ghost lights,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
602993,Anniversary Monster_Crystal Lantern Fire Spirit Elite Monster_Elite Monster,2993,Crystal Lantern,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603001,Anniversary Monster_Yaya Elite Monster_Elite Monster _,3001,Teeth,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603002,Anniversary Monster_Axetooth Elite Monster_Elite Monster _ _,3002,Axodont _,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603003,Anniversary Monster_Double Ax War Dragon Elite Monster_Elite Monster,3003,Double Ax War Dragon,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603011,Anniversary Monster_Sneezy Bear Elite Monster_Elite Monster,3011,sneezing bear,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603012,Anniversary Monster_Tundra Bear Elite Monster_Elite Monster,3012,tundra bear,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603021,Anniversary Monster_Geometric Snowflake Elite Monster_Elite Monster,3021,geometric snowflake,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603141,Anniversary Monster_Single - headed Dragon Elite Monster_Elite Monster,3141,Single headed dragon,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603142,Anniversary Monster_Double - Headed Tyrannosaurus Elite Monster_Elite Monster,3142,Two- headed Tyrannosaurus,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603143,Anniversary Monster_Three Headed Dragon Elite Monster_Elite Monster,3143,three dragons,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603151,Anniversary Monster_Burning Bug Elite Monster_Elite Monster,3151,burning bug,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603152,Anniversary Monster_Vulcan Moth Elite Monster_Elite Monster,3152,Vulcan Moth,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603161,Anniversary Monster_Gopalion Elite Monster_Elite Monster _ _,3161,Coppaluong,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603171,Anniversary Monster_Derakion Elite Monster_Elite Monster _,3171,Delakion,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603181,Anniversary Monster_Bilizeon Elite Monster_Elite Monster _,3181,Billigion _,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603211,Anniversary Monster_Leshiram Elite Monster_Elite Monster _,3211,Rashiram,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603221,Anniversary Monster_Czechrom Elite Monster_Elite Monster _,3221,czech rom,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603241,Anniversary Monster_Kurem Elite Monster_Elite Monster _,3241,Kyurem,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603251,Anniversary Monster_Keludio Elite Monster_Elite Monster _,3251,Keldeo,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603261,Anniversary Monster_Meloietta · Elite Monster in Song Form_Elite Monster,3261,Meloetta Song Form,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603281,Anniversary Monster_Harry Chestnut Elite Monster_Elite Monster,3281,Harley Chestnut,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603282,Anniversary Monster_Fat Harley Elite Monster_Elite Monster,3282,Chubby Harry,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603283,Anniversary Monster_Bricaron Elite Monster_Elite Monster _,3283,Bricaron,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603291,Anniversary Monster_Firefox Elite Monster_Elite Monster _,3291,Firefox,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603292,Anniversary Monster_Long Tail Firefox Elite Monster_Elite Monster,3292,long tail firefox,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603293,Anniversary Monster_Demon Fire Red Fox Elite Monster_Elite Monster,3293,demon fire red fox,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603301,Anniversary Monster_Quak Bubble Frog Elite Monster_Elite Monster,3301,croaking frog,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603302,Anniversary Monster_Crowhead Frog Elite Monster_Elite Monster _,3302,Croaking frog _,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603303,Anniversary Monster_Koga Ninja Elite Monster_Elite Monster _,3303,Koga Ninja Frog,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603341,Anniversary Monster_Little Lion Elite Monster_Elite Monster _,3341,little lion,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603342,Anniversary Monster_Flame Lion Elite Monster_Elite Monster _,3342,Flame Lion,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603351,Anniversary Monster_Huabeibei Elite Monster_Elite Monster _ _,3351,Hua Beibei,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603352,Anniversary monster_Flower leaf elite monster_Elite monster,3352,Mosaic,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603353,Anniversary Monster_Mrs . Huajie Elite Monster_Elite Monster,3353,Mrs. Huajie,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603411,Anniversary Monster_Elite Monster with Single Sheath_Elite Monster,3411,Single scabbard,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603412,Anniversary monster_Dual scabbard elite monster_Elite monster _,3412,double scabbard,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603413,Anniversary Monster_Sword Shield Monster Shield Elite Monster_Elite Monster,3413,Shield Sword Monster Shield,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603431,Anniversary Monster_Mianpuff Elite Monster_Elite Monster _,3431,Soft Puffs,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603432,Anniversary Monster_Fat Sweetie Elite Monster_Elite Monster _,3432,fat sweetie,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603471,Anniversary Monster_Iron Arm Gun Shrimp Elite Monster_Elite Monster,3471,Arm gun shrimp,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603472,Anniversary Monster_Steel Arm Shrimp Elite Monster_Elite Monster,3472,Steel cannon arm shrimp,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603501,Anniversary Monster_Ice Dragon Elite Monster_Elite Monster _,3501,ice dragon,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603502,Anniversary Monster_Ice Dragon Elite Monster_Elite Monster,3502,ice dragon,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603511,Anniversary Monster_Wrestling Eagle Elite Monster_Elite Monster _,3511,Wrestling Hawkman _,102,,,,,,,,2,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603541,Anniversary monster_Slime treasure elite monster_Elite monster,3541,sticky treasure,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603542,Anniversary Monster_Slimy Beauty Elite Monster_Elite Monster,3542,Sticky Mel,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603543,Anniversary Monster_Slimy Dragon Elite Monster_Elite Monster _,3543,sticky dragon,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603561,Anniversary Monster_Small Wood Spirit Elite Monster_Elite Monster,3561,Little wood spirit,102,,,,,,,,1,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603562,Anniversary Monster_Deadwood Monster Elite Monster_Elite Monster,3562,dead wood demon,102,,,,,,,,1,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603591,Anniversary Monster_Buzzing Bat Elite Monster_Elite Monster,3591,buzzing bat,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603592,Anniversary Monster_Sonic Dragon Elite Monster_Elite Monster _,3592,Sonic Dragon,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603611,Anniversary Monster_Yveltal Elite Monster_Elite Monster _ _,3611,Yveltal _,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603631,Anniversary Monster_Dianxi Elite Monster_Elite Monster _,3631,Tianxi,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603641,Anniversary Monster_Punish Hoopa Elite Monster_Elite Monster,3641,Punish Hoopa,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603642,Anniversary Monsters_Liberate Hoopa Elite Monsters_Elite Monsters _,3642,Liberate Hoopa,102,,,,,,,,4,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603661,Anniversary monster_Mu Muxiao elite monster_Elite monster _,3661,wood owl,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603662,Anniversary Monster_Crowing Feather Owl Elite Monster_Elite Monster,3662,cast feather owl,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603663,Anniversary Monster_Sniping Tree Owl Elite Monster_Elite Monster,3663,sniper tree owl,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603771,Anniversary Monster_Good and Bad Star Elite Monster_Elite Monster,3771,good and bad stars,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603772,Anniversary Monster_Super Bad Star Elite Monster_Elite Monster,3772,super bad star,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603841,Anniversary Monster_Sweet Bamboo Elite Monster_Elite Monster,3841,sweet bamboo,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603842,Anniversary Monster_Sweet Dancer Elite Monster_Elite Monster _,3842,sweet dancer,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
603843,Anniversary monsters_Sweet and cool queen elite monsters_Elite monsters,3843,sweet after,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
604131,Anniversary Monster_Dubba Elite Monster_Elite Monster _ _,4131,Dumbie _ _,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
604132,Anniversary Monster_Needle Dragon Elite Monster_Elite Monster _,4132,Tetragnathus _,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
607001,Anniversary monster_Ash version of Pikachu elite monster_Elite monster,7001,Ash version of Pikachu,102,,,,,,,,3,,,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
609001,Anniversary Monster_Variety Monster · Purple Elite Monster_Elite Monster,9001,Dittomon · Purple,102,,,,,,,,2,,2,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
609002,"Anniversary monsters_variety monsters , orange elite monsters_elite monsters",9002,Ditto orange _,102,,,,,,,,3,,2,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
609003,Anniversary Monster_Variety Monster · Red Elite Monster_Elite Monster,9003,Ditto Red _,102,,,,,,,,4,,2,,,,,,,,,,,115%,115%,115%,115%,115%,115%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700001,Anniversary Monster_Frog Seed BOSS_BOSS _ _,1,Frog Seeds,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700002,Anniversary monster_Frogweed BOSS_BOSS _ _,2,Froggrass,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700003,Anniversary Monster_Frog Flower BOSS_BOSS _,3,Frog Flower,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700004,Anniversary Monster_Super Frog Flower BOSS_BOSS,4,Super Frog Flower,103,,,,,,,,3,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700011,Anniversary Monster_Charmander BOSS_BOSS _ _,11,Charmander,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700012,Anniversary Monster_Fire Dinosaur BOSS_BOSS _,12,fire dinosaur,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700013,Anniversary Monster_Charizard BOSS_BOSS _ _,13,Charizard,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700014,Anniversary Monster_Super Charizard XBOSS_BOSS _,14,Super Charizard X,103,,,,,,,,3,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700015,Anniversary Monster_Super Charizard YBOSS_BOSS _,15,Super Charizard Y,103,,,,,,,,3,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700021,Anniversary Monster_Squirrel BOSS_BOSS _ _ _,21,Squirrel _,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700022,Anniversary Monster_Cami Turtle BOSS_BOSS _ _,22,Cammy Turtle,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700023,Anniversary Monster_Blazola BOSS_BOSS _ _ _,23,Blastoise _,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700024,Anniversary Monster_Super Blastoise BOSS_BOSS _,24,Super Blastoise,103,,,,,,,,3,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700031,Anniversary Monster_Green Caterpillar BOSS_BOSS _,31,green caterpillar,103,,,,,,,,1,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700033,Anniversary Monster_Bada Butterfly BOSS_BOSS _,33,Butterfly,103,,,,,,,,1,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700041,Anniversary Monster_Big Needle Bee BOSS_BOSS _,41,Big Needle Bee,103,,,,,,,,1,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700044,Anniversary Monster_Super Big Needle Bee BOSS_BOSS,44,super needle bee,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700051,Anniversary Monster_Bobo BOSS_BOSS _ _,51,Bobo,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700052,Anniversary Monster_Bibi Bird BOSS_BOSS _ _,52,bibi bird,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700053,Anniversary Monster_Dabiri BOSS_BOSS _ _ _,53,Big bird,103,,,,,,,,2,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700061,Anniversary Monster_Little Lada BOSS_BOSS _,61,Little Lada,103,,,,,,,,1,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
700062,Anniversary Monster_Lada BOSS_BOSS _ _,62,Rada,103,,,,,,,,1,,,,,,,,,,,,,135%,135%,135%,135%,135%,135%,,,,,,,,,,,,,,,
