变量名,rankMax,point,minuteCoin13,byRobLimit,version
2910,2910,415,105,40000,
2911,2911,415,105,40000,
2912,2912,415,105,40000,
2913,2913,415,105,40000,
2914,2914,415,105,40000,
2915,2915,415,105,40000,
2916,2916,415,105,40000,
2917,2917,415,105,40000,
2918,2918,415,105,40000,
2919,2919,415,105,40000,
2920,2920,415,105,40000,
2921,2921,415,105,40000,
2922,2922,415,105,40000,
2923,2923,415,105,40000,
2924,2924,415,105,40000,
2925,2925,415,105,40000,
2926,2926,415,105,40000,
2927,2927,415,105,40000,
2928,2928,415,105,40000,
2929,2929,415,105,40000,
2930,2930,415,105,40000,
2931,2931,415,105,40000,
2932,2932,415,104.5,40000,
2933,2933,415,104.5,40000,
2934,2934,415,104.5,40000,
2935,2935,415,104.5,40000,
2936,2936,415,104.5,40000,
2937,2937,415,104.5,40000,
2938,2938,415,104.5,40000,
2939,2939,415,104.5,40000,
2940,2940,415,104.5,40000,
2941,2941,415,104.5,40000,
2942,2942,415,104.5,40000,
2943,2943,415,104.5,40000,
2944,2944,415,104.5,40000,
2945,2945,415,104.5,40000,
2946,2946,415,104.5,40000,
2947,2947,415,104.5,40000,
2948,2948,415,104.5,40000,
2949,2949,410,104.5,40000,
2950,2950,410,104.5,40000,
2951,2951,410,104.5,40000,
2952,2952,410,104.5,40000,
2953,2953,410,104.5,40000,
2954,2954,410,104.5,40000,
2955,2955,410,104.5,40000,
2956,2956,410,104.5,40000,
2957,2957,410,104.5,40000,
2958,2958,410,104.5,40000,
2959,2959,410,104.5,40000,
2960,2960,410,104.5,40000,
2961,2961,410,104.5,40000,
2962,2962,410,104.5,40000,
2963,2963,410,104.5,40000,
2964,2964,410,104.5,40000,
2965,2965,410,104.5,40000,
2966,2966,410,104.5,40000,
2967,2967,410,104.5,40000,
2968,2968,410,104.5,40000,
2969,2969,410,104.5,40000,
2970,2970,410,104.5,40000,
2971,2971,410,104.5,40000,
2972,2972,410,104.5,40000,
2973,2973,410,104.5,40000,
2974,2974,410,104.5,40000,
2975,2975,410,104.5,40000,
2976,2976,410,104.5,40000,
2977,2977,410,104.5,40000,
2978,2978,410,104.5,40000,
2979,2979,410,104.5,40000,
2980,2980,410,104.5,40000,
2981,2981,410,104.5,40000,
2982,2982,410,104.5,40000,
2983,2983,410,104.5,40000,
2984,2984,410,104.5,40000,
2985,2985,410,104.5,40000,
2986,2986,410,104.5,40000,
2987,2987,410,104.5,40000,
2988,2988,410,104.5,40000,
2989,2989,410,104.5,40000,
2990,2990,410,104.5,40000,
2991,2991,410,104.5,40000,
2992,2992,410,104.5,40000,
2993,2993,410,104.5,40000,
2994,2994,410,104.5,40000,
2995,2995,410,104.5,40000,
2996,2996,410,104.5,40000,
2997,2997,410,104.5,40000,
2998,2998,410,104.5,40000,
2999,2999,410,104.5,40000,
3000,999999,410,104.5,40000,
,,,,,
5000,1,8000,240,4000,100
5001,2,7680,235.5,4000,100
5002,3,7360,232.5,4000,100
5003,4,7040,230.5,4000,100
5004,5,6720,228.5,4000,100
5005,6,6400,225.5,4000,100
5006,7,6080,223.5,4000,100
5007,8,5760,221,4000,100
5008,9,5440,218.5,4000,100
5009,10,5120,216,4000,100
5010,11,4960,214.5,4000,100
5011,12,4800,213.5,4000,100
5012,13,4640,212,4000,100
5013,14,4480,210.5,4000,100
5014,15,4320,209,4000,100
5015,16,4160,207.5,4000,100
5016,17,4000,206,4000,100
5017,18,3840,204.5,4000,100
5018,19,3680,203,4000,100
5019,20,3520,201.5,4000,100
5020,21,3440,200.5,4000,100
5021,22,3360,199,4000,100
5022,23,3280,197.5,4000,100
5023,24,3200,196,4000,100
5024,25,3120,194.5,4000,100
5025,26,3040,194,4000,100
5026,27,2960,194,4000,100
5027,28,2880,193,4000,100
5028,29,2800,193,4000,100
5029,30,2720,192.5,4000,100
5030,31,2640,192.5,4000,100
5031,32,2560,191.5,4000,100
5032,33,2525,191.5,4000,100
5033,34,2495,191,4000,100
5034,35,2460,191,4000,100
5035,36,2430,190,4000,100
5036,37,2400,190,4000,100
5037,38,2365,189.5,4000,100
5038,39,2335,189.5,4000,100
5039,40,2300,188.5,4000,100
5040,41,2270,188.5,4000,100
5041,42,2240,188,4000,100
5042,43,2220,188,4000,100
5043,44,2205,187.5,4000,100
5044,45,2190,187.5,4000,100
5045,46,2175,186.5,4000,100
5046,47,2160,186.5,4000,100
5047,48,2140,186,4000,100
5048,49,2125,186,4000,100
5049,50,2110,185,4000,100
5050,51,2095,185,4000,100
5051,52,2080,184.5,4000,100
5052,53,2060,184.5,4000,100
5053,54,2045,183.5,4000,100
5054,55,2030,183.5,4000,100
5055,56,2015,183,4000,100
5056,57,2000,183,4000,100
5057,58,1980,182,4000,100
5058,59,1965,182,4000,100
5059,60,1950,181.5,4000,100
5060,61,1935,181.5,4000,100
5061,62,1920,181,4000,100
5062,63,1900,181,4000,100
5063,64,1885,180,4000,100
5064,65,1870,180,4000,100
5065,66,1865,179.5,4000,100
5066,67,1855,179.5,4000,100
5067,68,1845,178.5,4000,100
5068,69,1840,178.5,4000,100
5069,70,1830,178,4000,100
5070,71,1825,178,4000,100
5071,72,1815,177,4000,100
5072,73,1805,177,4000,100
5073,74,1800,176.5,4000,100
5074,75,1790,176.5,4000,100
5075,76,1785,176,4000,100
5076,77,1775,176,4000,100
5077,78,1765,175,4000,100
5078,79,1760,175,4000,100
5079,80,1750,174.5,4000,100
5080,81,1745,174.5,4000,100
5081,82,1735,173.5,4000,100
5082,83,1725,173.5,4000,100
5083,84,1720,173,4000,100
5084,85,1710,173,4000,100
5085,86,1705,172,4000,100
5086,87,1695,172,4000,100
5087,88,1685,171.5,4000,100
5088,89,1680,171.5,4000,100
5089,90,1670,170.5,4000,100
5090,91,1665,170.5,4000,100
5091,92,1655,170,4000,100
5092,93,1645,170,4000,100
5093,94,1640,169.5,4000,100
5094,95,1630,169.5,4000,100
5095,96,1625,169.5,4000,100
5096,97,1615,169.5,4000,100
5097,98,1605,169.5,4000,100
5098,99,1600,168.5,4000,100
5099,100,1595,168.5,4000,100
5100,101,1590,168.5,4000,100
5101,102,1590,168.5,4000,100
5102,103,1585,168.5,4000,100
5103,104,1580,168,4000,100
5104,105,1580,168,4000,100
5105,106,1575,168,4000,100
5106,107,1570,168,4000,100
5107,108,1570,168,4000,100
5108,109,1565,167,4000,100
5109,110,1560,167,4000,100
5110,111,1560,167,4000,100
5111,112,1555,167,4000,100
5112,113,1555,167,4000,100
5113,114,1550,166.5,4000,100
5114,115,1545,166.5,4000,100
5115,116,1545,166.5,4000,100
5116,117,1540,166.5,4000,100
5117,118,1535,166.5,4000,100
5118,119,1535,165.5,4000,100
5119,120,1530,165.5,4000,100
5120,121,1525,165.5,4000,100
5121,122,1525,165.5,4000,100
5122,123,1520,165.5,4000,100
5123,124,1520,165,4000,100
5124,125,1515,165,4000,100
5125,126,1510,165,4000,100
5126,127,1510,165,4000,100
5127,128,1505,165,4000,100
5128,129,1500,164,4000,100
5129,130,1500,164,4000,100
5130,131,1495,164,4000,100
5131,132,1490,164,4000,100
5132,133,1490,164,4000,100
5133,134,1485,163.5,4000,100
5134,135,1480,163.5,4000,100
5135,136,1480,163.5,4000,100
5136,137,1475,163.5,4000,100
5137,138,1475,163.5,4000,100
5138,139,1470,163,4000,100
5139,140,1465,163,4000,100
5140,141,1465,163,4000,100
5141,142,1460,163,4000,100
5142,143,1455,163,4000,100
5143,144,1455,162,4000,100
5144,145,1450,162,4000,100
5145,146,1445,162,4000,100
5146,147,1445,162,4000,100
5147,148,1440,162,4000,100
5148,149,1440,162,4000,100
5149,150,1435,161.5,4000,100
5150,151,1430,161.5,4000,100
5151,152,1430,161.5,4000,100
5152,153,1425,161.5,4000,100
5153,154,1420,161.5,4000,100
5154,155,1420,161.5,4000,100
5155,156,1415,160.5,4000,100
5156,157,1410,160.5,4000,100
5157,158,1410,160.5,4000,100
5158,159,1405,160.5,4000,100
5159,160,1400,160.5,4000,100
5160,161,1400,160.5,4000,100
5161,162,1395,160,4000,100
5162,163,1395,160,4000,100
5163,164,1390,160,4000,100
5164,165,1385,160,4000,100
5165,166,1385,160,4000,100
5166,167,1380,160,4000,100
5167,168,1375,159,4000,100
5168,169,1375,159,4000,100
5169,170,1370,159,4000,100
5170,171,1365,159,4000,100
5171,172,1365,159,4000,100
5172,173,1360,159,4000,100
5173,174,1360,158.5,4000,100
5174,175,1355,158.5,4000,100
5175,176,1350,158.5,4000,100
5176,177,1350,158.5,4000,100
5177,178,1345,158.5,4000,100
5178,179,1340,158.5,4000,100
5179,180,1340,158.5,4000,100
5180,181,1335,157.5,4000,100
5181,182,1330,157.5,4000,100
5182,183,1330,157.5,4000,100
5183,184,1325,157.5,4000,100
5184,185,1320,157.5,4000,100
5185,186,1320,157.5,4000,100
5186,187,1315,157.5,4000,100
5187,188,1315,157,4000,100
5188,189,1310,157,4000,100
5189,190,1305,157,4000,100
5190,191,1305,157,4000,100
5191,192,1300,157,4000,100
5192,193,1295,157,4000,100
5193,194,1295,157,4000,100
5194,195,1290,156.5,4000,100
5195,196,1285,156.5,4000,100
5196,197,1285,156.5,4000,100
5197,198,1280,156.5,4000,100
5198,199,1280,156.5,4000,100
5199,200,1275,156.5,4000,100
5200,201,1270,156.5,4000,100
5201,202,1270,155.5,4000,100
5202,203,1265,155.5,4000,100
5203,204,1260,155.5,4000,100
5204,205,1260,155.5,4000,100
5205,206,1255,155.5,4000,100
5206,207,1250,155.5,4000,100
5207,208,1250,155.5,4000,100
5208,209,1245,155,4000,100
5209,210,1240,155,4000,100
5210,211,1240,155,4000,100
5211,212,1235,155,4000,100
5212,213,1235,155,4000,100
5213,214,1230,155,4000,100
5214,215,1225,155,4000,100
5215,216,1225,154,4000,100
5216,217,1220,154,4000,100
5217,218,1215,154,4000,100
5218,219,1215,154,4000,100
5219,220,1210,154,4000,100
5220,221,1205,154,4000,100
5221,222,1205,154,4000,100
5222,223,1200,153.5,4000,100
5223,224,1200,153.5,4000,100
5224,225,1195,153.5,4000,100
5225,226,1190,153.5,4000,100
5226,227,1190,153.5,4000,100
5227,228,1185,153.5,4000,100
5228,229,1180,153.5,4000,100
5229,230,1180,152.5,4000,100
5230,231,1175,152.5,4000,100
5231,232,1170,152.5,4000,100
5232,233,1170,152.5,4000,100
5233,234,1165,152.5,4000,100
5234,235,1160,152.5,4000,100
5235,236,1160,152.5,4000,100
5236,237,1155,152,4000,100
5237,238,1155,152,4000,100
5238,239,1150,152,4000,100
5239,240,1145,152,4000,100
5240,241,1145,152,4000,100
5241,242,1140,152,4000,100
5242,243,1135,152,4000,100
5243,244,1135,151,4000,100
5244,245,1130,151,4000,100
5245,246,1125,151,4000,100
5246,247,1125,151,4000,100
5247,248,1120,151,4000,100
5248,249,1120,151,4000,100
5249,250,1115,151,4000,100
5250,251,1110,150.5,4000,100
5251,252,1110,150.5,4000,100
5252,253,1105,150.5,4000,100
5253,254,1100,150.5,4000,100
5254,255,1100,150.5,4000,100
5255,256,1095,150.5,4000,100
5256,257,1090,150.5,4000,100
5257,258,1090,150,4000,100
5258,259,1085,150,4000,100
5259,260,1080,150,4000,100
5260,261,1080,150,4000,100
5261,262,1075,150,4000,100
5262,263,1075,150,4000,100
5263,264,1070,150,4000,100
5264,265,1065,149,4000,100
5265,266,1065,149,4000,100
5266,267,1060,149,4000,100
5267,268,1055,149,4000,100
5268,269,1055,149,4000,100
5269,270,1050,149,4000,100
5270,271,1045,149,4000,100
5271,272,1045,148.5,4000,100
5272,273,1040,148.5,4000,100
5273,274,1040,148.5,4000,100
5274,275,1035,148.5,4000,100
5275,276,1030,148.5,4000,100
5276,277,1030,148.5,4000,100
5277,278,1025,148.5,4000,100
5278,279,1020,147.5,4000,100
5279,280,1020,147.5,4000,100
5280,281,1015,147.5,4000,100
5281,282,1010,147.5,4000,100
5282,283,1010,147.5,4000,100
5283,284,1005,147.5,4000,100
5284,285,1000,147.5,4000,100
5285,286,1000,147,4000,100
5286,287,995,147,4000,100
5287,288,995,147,4000,100
5288,289,990,147,4000,100
5289,290,985,147,4000,100
5290,291,985,147,4000,100
5291,292,980,147,4000,100
5292,293,975,146,4000,100
5293,294,975,146,4000,100
5294,295,970,146,4000,100
5295,296,965,146,4000,100
5296,297,965,146,4000,100
5297,298,960,146,4000,100
5298,299,960,146,4000,100
5299,300,960,145.5,4000,100
5300,301,955,145.5,4000,100
5301,302,955,145.5,4000,100
5302,303,950,145.5,4000,100
5303,304,950,145.5,4000,100
5304,305,950,145.5,4000,100
5305,306,950,145.5,4000,100
5306,307,945,144.5,4000,100
5307,308,945,144.5,4000,100
5308,309,940,144.5,4000,100
5309,310,940,144.5,4000,100
5310,311,940,144.5,4000,100
5311,312,940,144.5,4000,100
5312,313,935,144.5,4000,100
5313,314,935,144,4000,100
5314,315,930,144,4000,100
5315,316,930,144,4000,100
5316,317,930,144,4000,100
5317,318,930,144,4000,100
5318,319,925,144,4000,100
5319,320,925,144,4000,100
5320,321,920,143.5,4000,100
5321,322,920,143.5,4000,100
5322,323,920,143.5,4000,100
5323,324,920,143.5,4000,100
5324,325,915,143.5,4000,100
5325,326,915,143.5,4000,100
5326,327,915,143.5,4000,100
5327,328,915,142.5,4000,100
5328,329,910,142.5,4000,100
5329,330,910,142.5,4000,100
5330,331,905,142.5,4000,100
5331,332,905,142.5,4000,100
5332,333,905,142.5,4000,100
5333,334,905,142.5,4000,100
5334,335,900,142,4000,100
5335,336,900,142,4000,100
5336,337,895,142,4000,100
5337,338,895,142,4000,100
5338,339,895,142,4000,100
5339,340,895,142,4000,100
5340,341,895,142,4000,100
5341,342,890,141,4000,100
5342,343,890,141,4000,100
5343,344,890,141,4000,100
5344,345,885,141,4000,100
5345,346,885,141,4000,100
5346,347,885,141,4000,100
5347,348,885,141,4000,100
5348,349,885,140.5,4000,100
5349,350,885,140.5,4000,100
5350,351,880,140.5,4000,100
5351,352,880,140.5,4000,100
5352,353,880,140.5,4000,100
5353,354,880,140.5,4000,100
5354,355,880,140.5,4000,100
5355,356,880,140.5,4000,100
5356,357,875,140.5,4000,100
5357,358,875,140.5,4000,100
5358,359,875,139.5,4000,100
5359,360,870,139.5,4000,100
5360,361,870,139.5,4000,100
5361,362,870,139.5,4000,100
5362,363,870,139.5,4000,100
5363,364,870,139.5,4000,100
5364,365,870,139.5,4000,100
5365,366,865,139.5,4000,100
5366,367,865,139.5,4000,100
5367,368,865,139.5,4000,100
5368,369,860,139,4000,100
5369,370,860,139,4000,100
5370,371,860,139,4000,100
5371,372,860,139,4000,100
5372,373,860,139,4000,100
5373,374,860,139,4000,100
5374,375,855,139,4000,100
5375,376,855,139,4000,100
5376,377,855,139,4000,100
5377,378,850,139,4000,100
5378,379,850,138,4000,100
5379,380,850,138,4000,100
5380,381,850,138,4000,100
5381,382,850,138,4000,100
5382,383,850,138,4000,100
5383,384,845,138,4000,100
5384,385,845,138,4000,100
5385,386,845,138,4000,100
5386,387,840,138,4000,100
5387,388,840,138,4000,100
5388,389,840,137.5,4000,100
5389,390,840,137.5,4000,100
5390,391,840,137.5,4000,100
5391,392,840,137.5,4000,100
5392,393,835,137.5,4000,100
5393,394,835,137.5,4000,100
5394,395,835,137.5,4000,100
5395,396,835,137.5,4000,100
5396,397,835,137.5,4000,100
5397,398,835,137.5,4000,100
5398,399,830,137,4000,100
5399,400,830,137,4000,100
5400,401,830,137,4000,100
5401,402,825,137,4000,100
5402,403,825,137,4000,100
5403,404,825,137,4000,100
5404,405,825,137,4000,100
5405,406,825,137,4000,100
5406,407,825,137,4000,100
5407,408,820,137,4000,100
5408,409,820,137,4000,100
5409,410,820,137,4000,100
5410,411,815,136,4000,100
5411,412,815,136,4000,100
5412,413,815,136,4000,100
5413,414,815,136,4000,100
5414,415,815,136,4000,100
5415,416,815,136,4000,100
5416,417,810,136,4000,100
5417,418,810,136,4000,100
5418,419,810,136,4000,100
5419,420,805,136,4000,100
5420,421,805,136,4000,100
5421,422,805,136,4000,100
5422,423,805,135.5,4000,100
5423,424,805,135.5,4000,100
5424,425,805,135.5,4000,100
5425,426,800,135.5,4000,100
5426,427,800,135.5,4000,100
5427,428,800,135.5,4000,100
5428,429,800,135.5,4000,100
5429,430,800,135.5,4000,100
5430,431,800,135.5,4000,100
5431,432,795,135.5,4000,100
5432,433,795,135.5,4000,100
5433,434,795,135.5,4000,100
5434,435,790,134.5,4000,100
5435,436,790,134.5,4000,100
5436,437,790,134.5,4000,100
5437,438,790,134.5,4000,100
5438,439,790,134.5,4000,100
5439,440,790,134.5,4000,100
5440,441,785,134.5,4000,100
5441,442,785,134.5,4000,100
5442,443,785,134.5,4000,100
5443,444,780,134.5,4000,100
5444,445,780,134.5,4000,100
5445,446,780,134.5,4000,100
5446,447,780,134,4000,100
5447,448,780,134,4000,100
5448,449,780,134,4000,100
5449,450,775,134,4000,100
5450,451,775,134,4000,100
5451,452,775,134,4000,100
5452,453,770,134,4000,100
5453,454,770,134,4000,100
5454,455,770,134,4000,100
5455,456,770,134,4000,100
5456,457,770,134,4000,100
5457,458,770,134,4000,100
5458,459,765,134,4000,100
5459,460,765,134,4000,100
5460,461,765,134,4000,100
5461,462,760,133,4000,100
5462,463,760,133,4000,100
5463,464,760,133,4000,100
5464,465,760,133,4000,100
5465,466,760,133,4000,100
5466,467,760,133,4000,100
5467,468,755,133,4000,100
5468,469,755,133,4000,100
5469,470,755,133,4000,100
5470,471,755,133,4000,100
5471,472,755,133,4000,100
5472,473,755,133,4000,100
5473,474,750,133,4000,100
5474,475,750,133,4000,100
5475,476,750,133,4000,100
5476,477,745,132.5,4000,100
5477,478,745,132.5,4000,100
5478,479,745,132.5,4000,100
5479,480,745,132.5,4000,100
5480,481,745,132.5,4000,100
5481,482,745,132.5,4000,100
5482,483,740,132.5,4000,100
5483,484,740,132.5,4000,100
5484,485,740,132.5,4000,100
5485,486,735,132.5,4000,100
5486,487,735,132.5,4000,100
5487,488,735,132.5,4000,100
5488,489,735,132.5,4000,100
5489,490,735,132.5,4000,100
5490,491,735,132.5,4000,100
5491,492,730,132.5,4000,100
5492,493,730,132.5,4000,100
5493,494,730,132.5,4000,100
5494,495,725,132.5,4000,100
5495,496,725,132.5,4000,100
5496,497,725,132,4000,100
5497,498,725,132,4000,100
5498,499,725,132,4000,100
5499,500,725,132,4000,100
5500,501,720,132,4000,100
5501,502,720,132,4000,100
5502,503,720,132,4000,100
5503,504,720,132,4000,100
5504,505,720,132,4000,100
5505,506,720,132,4000,100
5506,507,715,132,4000,100
5507,508,715,132,4000,100
5508,509,715,132,4000,100
5509,510,710,132,4000,100
5510,511,710,132,4000,100
5511,512,710,132,4000,100
5512,513,710,132,4000,100
5513,514,710,132,4000,100
5514,515,710,132,4000,100
5515,516,705,132,4000,100
5516,517,705,132,4000,100
5517,518,705,132,4000,100
5518,519,700,132,4000,100
5519,520,700,132,4000,100
5520,521,700,132,4000,100
5521,522,700,131,4000,100
5522,523,700,131,4000,100
5523,524,700,131,4000,100
5524,525,695,131,4000,100
5525,526,695,131,4000,100
5526,527,695,131,4000,100
5527,528,690,131,4000,100
5528,529,690,131,4000,100
5529,530,690,131,4000,100
5530,531,690,131,4000,100
5531,532,690,131,4000,100
5532,533,690,131,4000,100
5533,534,685,131,4000,100
5534,535,685,131,4000,100
5535,536,685,131,4000,100
5536,537,680,131,4000,100
5537,538,680,131,4000,100
5538,539,680,131,4000,100
5539,540,680,131,4000,100
5540,541,680,131,4000,100
5541,542,680,131,4000,100
5542,543,675,131,4000,100
5543,544,675,131,4000,100
5544,545,675,131,4000,100
5545,546,675,131,4000,100
5546,547,675,131,4000,100
5547,548,675,131,4000,100
5548,549,670,131,4000,100
5549,550,670,131,4000,100
5550,551,670,131,4000,100
5551,552,670,130.5,4000,100
5552,553,670,130.5,4000,100
5553,554,670,130.5,4000,100
5554,555,665,130.5,4000,100
5555,556,665,130.5,4000,100
5556,557,665,130.5,4000,100
5557,558,665,130.5,4000,100
5558,559,665,130.5,4000,100
5559,560,665,130.5,4000,100
5560,561,665,130.5,4000,100
5561,562,665,130.5,4000,100
5562,563,665,130.5,4000,100
5563,564,660,130.5,4000,100
5564,565,660,130.5,4000,100
5565,566,660,130.5,4000,100
5566,567,660,130.5,4000,100
5567,568,660,130.5,4000,100
5568,569,660,130.5,4000,100
5569,570,660,130.5,4000,100
5570,571,660,130.5,4000,100
5571,572,660,130.5,4000,100
5572,573,655,130.5,4000,100
5573,574,655,130.5,4000,100
5574,575,655,130.5,4000,100
5575,576,655,130.5,4000,100
5576,577,655,130.5,4000,100
5577,578,655,130.5,4000,100
5578,579,655,130.5,4000,100
5579,580,655,130.5,4000,100
5580,581,655,130.5,4000,100
5581,582,650,129.5,4000,100
5582,583,650,129.5,4000,100
5583,584,650,129.5,4000,100
5584,585,650,129.5,4000,100
5585,586,650,129.5,4000,100
5586,587,650,129.5,4000,100
5587,588,650,129.5,4000,100
5588,589,650,129.5,4000,100
5589,590,650,129.5,4000,100
5590,591,645,129.5,4000,100
5591,592,645,129.5,4000,100
5592,593,645,129.5,4000,100
5593,594,645,129.5,4000,100
5594,595,645,129.5,4000,100
5595,596,645,129.5,4000,100
5596,597,645,129.5,4000,100
5597,598,645,129.5,4000,100
5598,599,645,129.5,4000,100
5599,600,640,129.5,4000,100
5600,601,640,129.5,4000,100
5601,602,640,129.5,4000,100
5602,603,640,129.5,4000,100
5603,604,640,129.5,4000,100
5604,605,640,129.5,4000,100
5605,606,640,129.5,4000,100
5606,607,640,129.5,4000,100
5607,608,640,129.5,4000,100
5608,609,640,129.5,4000,100
5609,610,640,129.5,4000,100
5610,611,640,129.5,4000,100
5611,612,640,129,4000,100
5612,613,640,129,4000,100
5613,614,640,129,4000,100
5614,615,635,129,4000,100
5615,616,635,129,4000,100
5616,617,635,129,4000,100
5617,618,635,129,4000,100
5618,619,635,129,4000,100
5619,620,635,129,4000,100
5620,621,635,129,4000,100
5621,622,635,129,4000,100
5622,623,635,129,4000,100
5623,624,635,129,4000,100
5624,625,635,129,4000,100
5625,626,635,129,4000,100
5626,627,635,129,4000,100
5627,628,635,129,4000,100
5628,629,635,129,4000,100
5629,630,635,129,4000,100
5630,631,635,129,4000,100
5631,632,635,129,4000,100
5632,633,630,129,4000,100
5633,634,630,129,4000,100
5634,635,630,129,4000,100
5635,636,630,129,4000,100
5636,637,630,129,4000,100
5637,638,630,129,4000,100
5638,639,630,129,4000,100
5639,640,630,129,4000,100
5640,641,630,129,4000,100
5641,642,630,128,4000,100
5642,643,630,128,4000,100
5643,644,630,128,4000,100
5644,645,630,128,4000,100
5645,646,630,128,4000,100
5646,647,630,128,4000,100
5647,648,630,128,4000,100
5648,649,630,128,4000,100
5649,650,630,128,4000,100
5650,651,625,128,4000,100
5651,652,625,128,4000,100
5652,653,625,128,4000,100
5653,654,625,128,4000,100
5654,655,625,128,4000,100
5655,656,625,128,4000,100
5656,657,625,128,4000,100
5657,658,625,128,4000,100
5658,659,625,128,4000,100
5659,660,625,128,4000,100
5660,661,625,128,4000,100
5661,662,625,128,4000,100
5662,663,625,128,4000,100
5663,664,625,128,4000,100
5664,665,625,128,4000,100
5665,666,625,128,4000,100
5666,667,625,128,4000,100
5667,668,625,128,4000,100
5668,669,620,128,4000,100
5669,670,620,128,4000,100
5670,671,620,128,4000,100
5671,672,620,127.5,4000,100
5672,673,620,127.5,4000,100
5673,674,620,127.5,4000,100
5674,675,620,127.5,4000,100
5675,676,620,127.5,4000,100
5676,677,620,127.5,4000,100
5677,678,620,127.5,4000,100
5678,679,620,127.5,4000,100
5679,680,620,127.5,4000,100
5680,681,620,127.5,4000,100
5681,682,620,127.5,4000,100
5682,683,620,127.5,4000,100
5683,684,620,127.5,4000,100
5684,685,620,127.5,4000,100
5685,686,620,127.5,4000,100
5686,687,615,127.5,4000,100
5687,688,615,127.5,4000,100
5688,689,615,127.5,4000,100
5689,690,615,127.5,4000,100
5690,691,615,127.5,4000,100
5691,692,615,127.5,4000,100
5692,693,615,127.5,4000,100
5693,694,615,127.5,4000,100
5694,695,615,127.5,4000,100
5695,696,615,127.5,4000,100
5696,697,615,127.5,4000,100
5697,698,615,127.5,4000,100
5698,699,615,127.5,4000,100
5699,700,615,127.5,4000,100
5700,701,615,127.5,4000,100
5701,702,615,126.5,4000,100
5702,703,615,126.5,4000,100
5703,704,615,126.5,4000,100
5704,705,610,126.5,4000,100
5705,706,610,126.5,4000,100
5706,707,610,126.5,4000,100
5707,708,610,126.5,4000,100
5708,709,610,126.5,4000,100
5709,710,610,126.5,4000,100
5710,711,610,126.5,4000,100
5711,712,610,126.5,4000,100
5712,713,610,126.5,4000,100
5713,714,610,126.5,4000,100
5714,715,610,126.5,4000,100
5715,716,610,126.5,4000,100
5716,717,610,126.5,4000,100
5717,718,610,126.5,4000,100
5718,719,610,126.5,4000,100
5719,720,610,126.5,4000,100
5720,721,610,126.5,4000,100
5721,722,610,126.5,4000,100
5722,723,605,126.5,4000,100
5723,724,605,126.5,4000,100
5724,725,605,126.5,4000,100
5725,726,605,126.5,4000,100
5726,727,605,126.5,4000,100
5727,728,605,126.5,4000,100
5728,729,605,126.5,4000,100
5729,730,605,126.5,4000,100
5730,731,605,126.5,4000,100
5731,732,605,126,4000,100
5732,733,605,126,4000,100
5733,734,605,126,4000,100
5734,735,605,126,4000,100
5735,736,605,126,4000,100
5736,737,605,126,4000,100
5737,738,605,126,4000,100
5738,739,605,126,4000,100
5739,740,605,126,4000,100
5740,741,605,126,4000,100
5741,742,605,126,4000,100
5742,743,605,126,4000,100
5743,744,605,126,4000,100
5744,745,605,126,4000,100
5745,746,605,126,4000,100
5746,747,605,126,4000,100
5747,748,605,126,4000,100
5748,749,600,126,4000,100
5749,750,600,126,4000,100
5750,751,600,126,4000,100
5751,752,600,126,4000,100
5752,753,600,126,4000,100
5753,754,600,126,4000,100
5754,755,600,126,4000,100
5755,756,600,126,4000,100
5756,757,600,126,4000,100
5757,758,600,126,4000,100
5758,759,600,126,4000,100
5759,760,600,126,4000,100
5760,761,600,126,4000,100
5761,762,600,126,4000,100
5762,763,600,126,4000,100
5763,764,600,126,4000,100
5764,765,600,126,4000,100
5765,766,600,126,4000,100
5766,767,600,126,4000,100
5767,768,600,126,4000,100
5768,769,600,126,4000,100
5769,770,600,126,4000,100
5770,771,600,126,4000,100
5771,772,600,125.5,4000,100
5772,773,600,125.5,4000,100
5773,774,600,125.5,4000,100
5774,775,600,125.5,4000,100
5775,776,600,125.5,4000,100
5776,777,600,125.5,4000,100
5777,778,600,125.5,4000,100
5778,779,600,125.5,4000,100
5779,780,600,125.5,4000,100
5780,781,600,125.5,4000,100
5781,782,600,125.5,4000,100
5782,783,600,125.5,4000,100
5783,784,600,125.5,4000,100
5784,785,600,125.5,4000,100
5785,786,600,125.5,4000,100
5786,787,600,125.5,4000,100
5787,788,600,125.5,4000,100
5788,789,595,125.5,4000,100
5789,790,595,125.5,4000,100
5790,791,595,125.5,4000,100
5791,792,595,125.5,4000,100
5792,793,595,125.5,4000,100
5793,794,595,125.5,4000,100
5794,795,595,125.5,4000,100
5795,796,595,125.5,4000,100
5796,797,595,125.5,4000,100
5797,798,595,125.5,4000,100
5798,799,595,125.5,4000,100
5799,800,595,125.5,4000,100
5800,801,595,125.5,4000,100
5801,802,595,125.5,4000,100
5802,803,595,125.5,4000,100
5803,804,595,125.5,4000,100
5804,805,595,125.5,4000,100
5805,806,595,125.5,4000,100
5806,807,595,125.5,4000,100
5807,808,595,125.5,4000,100
5808,809,595,125.5,4000,100
5809,810,595,125.5,4000,100
5810,811,595,125.5,4000,100
5811,812,595,124.5,4000,100
5812,813,595,124.5,4000,100
5813,814,595,124.5,4000,100
5814,815,595,124.5,4000,100
5815,816,595,124.5,4000,100
