变量名,rankMax,dayAward,endAward,version
默认值,,,,0
ID,最大排名,比赛日排行奖励,比赛结算排行奖励,版本
1,1,{coin13=128000;gold=300000},{coin13=128000;gold=300000},
5457,1458,{coin13=57930;gold=124840},{coin13=57930;gold=124840},100
5458,1459,{coin13=57920;gold=124820},{coin13=57920;gold=124820},100
5459,1460,{coin13=57920;gold=124800},{coin13=57920;gold=124800},100
5460,1461,{coin13=57910;gold=124780},{coin13=57910;gold=124780},100
5461,1462,{coin13=57900;gold=124760},{coin13=57900;gold=124760},100
5462,1463,{coin13=57890;gold=124740},{coin13=57890;gold=124740},100
5463,1464,{coin13=57880;gold=124720},{coin13=57880;gold=124720},100
5464,1465,{coin13=57880;gold=124700},{coin13=57880;gold=124700},100
5465,1466,{coin13=57870;gold=124680},{coin13=57870;gold=124680},100
5466,1467,{coin13=57860;gold=124660},{coin13=57860;gold=124660},100
5467,1468,{coin13=57850;gold=124640},{coin13=57850;gold=124640},100
5468,1469,{coin13=57840;gold=124620},{coin13=57840;gold=124620},100
5469,1470,{coin13=57840;gold=124600},{coin13=57840;gold=124600},100
5470,1471,{coin13=57830;gold=124580},{coin13=57830;gold=124580},100
5471,1472,{coin13=57820;gold=124560},{coin13=57820;gold=124560},100
5472,1473,{coin13=57810;gold=124540},{coin13=57810;gold=124540},100
5473,1474,{coin13=57800;gold=124520},{coin13=57800;gold=124520},100
5474,1475,{coin13=57800;gold=124500},{coin13=57800;gold=124500},100
5475,1476,{coin13=57790;gold=124480},{coin13=57790;gold=124480},100
5476,1477,{coin13=57780;gold=124460},{coin13=57780;gold=124460},100
5477,1478,{coin13=57770;gold=124440},{coin13=57770;gold=124440},100
5478,1479,{coin13=57760;gold=124420},{coin13=57760;gold=124420},100
5479,1480,{coin13=57760;gold=124400},{coin13=57760;gold=124400},100
5480,1481,{coin13=57750;gold=124380},{coin13=57750;gold=124380},100
5481,1482,{coin13=57740;gold=124360},{coin13=57740;gold=124360},100
5482,1483,{coin13=57730;gold=124340},{coin13=57730;gold=124340},100
5483,1484,{coin13=57720;gold=124320},{coin13=57720;gold=124320},100
5484,1485,{coin13=57720;gold=124300},{coin13=57720;gold=124300},100
5485,1486,{coin13=57710;gold=124280},{coin13=57710;gold=124280},100
5486,1487,{coin13=57700;gold=124260},{coin13=57700;gold=124260},100
5487,1488,{coin13=57690;gold=124240},{coin13=57690;gold=124240},100
5488,1489,{coin13=57680;gold=124220},{coin13=57680;gold=124220},100
5489,1490,{coin13=57680;gold=124200},{coin13=57680;gold=124200},100
5490,1491,{coin13=57670;gold=124180},{coin13=57670;gold=124180},100
5491,1492,{coin13=57660;gold=124160},{coin13=57660;gold=124160},100
5492,1493,{coin13=57650;gold=124140},{coin13=57650;gold=124140},100
5493,1494,{coin13=57640;gold=124120},{coin13=57640;gold=124120},100
5494,1495,{coin13=57640;gold=124100},{coin13=57640;gold=124100},100
5495,1496,{coin13=57630;gold=124080},{coin13=57630;gold=124080},100
5496,1497,{coin13=57620;gold=124060},{coin13=57620;gold=124060},100
5497,1498,{coin13=57610;gold=124040},{coin13=57610;gold=124040},100
5498,1499,{coin13=57600;gold=124020},{coin13=57600;gold=124020},100
5499,1500,{coin13=57600;gold=124000},{coin13=57600;gold=124000},100
5500,1501,{coin13=57590;gold=123980},{coin13=57590;gold=123980},100
5501,1502,{coin13=57580;gold=123960},{coin13=57580;gold=123960},100
5502,1503,{coin13=57570;gold=123940},{coin13=57570;gold=123940},100
5503,1504,{coin13=57560;gold=123920},{coin13=57560;gold=123920},100
5504,1505,{coin13=57560;gold=123900},{coin13=57560;gold=123900},100
5505,1506,{coin13=57550;gold=123880},{coin13=57550;gold=123880},100
5506,1507,{coin13=57540;gold=123860},{coin13=57540;gold=123860},100
5507,1508,{coin13=57530;gold=123840},{coin13=57530;gold=123840},100
5508,1509,{coin13=57520;gold=123820},{coin13=57520;gold=123820},100
5509,1510,{coin13=57520;gold=123800},{coin13=57520;gold=123800},100
5510,1511,{coin13=57510;gold=123780},{coin13=57510;gold=123780},100
5511,1512,{coin13=57500;gold=123760},{coin13=57500;gold=123760},100
5512,1513,{coin13=57490;gold=123740},{coin13=57490;gold=123740},100
5513,1514,{coin13=57480;gold=123720},{coin13=57480;gold=123720},100
5514,1515,{coin13=57480;gold=123700},{coin13=57480;gold=123700},100
5515,1516,{coin13=57470;gold=123680},{coin13=57470;gold=123680},100
5516,1517,{coin13=57460;gold=123660},{coin13=57460;gold=123660},100
5517,1518,{coin13=57450;gold=123640},{coin13=57450;gold=123640},100
5518,1519,{coin13=57440;gold=123620},{coin13=57440;gold=123620},100
5519,1520,{coin13=57440;gold=123600},{coin13=57440;gold=123600},100
5520,1521,{coin13=57430;gold=123580},{coin13=57430;gold=123580},100
5521,1522,{coin13=57420;gold=123560},{coin13=57420;gold=123560},100
5522,1523,{coin13=57410;gold=123540},{coin13=57410;gold=123540},100
5523,1524,{coin13=57400;gold=123520},{coin13=57400;gold=123520},100
5524,1525,{coin13=57400;gold=123500},{coin13=57400;gold=123500},100
5525,1526,{coin13=57390;gold=123480},{coin13=57390;gold=123480},100
5526,1527,{coin13=57380;gold=123460},{coin13=57380;gold=123460},100
5527,1528,{coin13=57370;gold=123440},{coin13=57370;gold=123440},100
5528,1529,{coin13=57360;gold=123420},{coin13=57360;gold=123420},100
5529,1530,{coin13=57360;gold=123400},{coin13=57360;gold=123400},100
5530,1531,{coin13=57350;gold=123380},{coin13=57350;gold=123380},100
5531,1532,{coin13=57340;gold=123360},{coin13=57340;gold=123360},100
5532,1533,{coin13=57330;gold=123340},{coin13=57330;gold=123340},100
5533,1534,{coin13=57320;gold=123320},{coin13=57320;gold=123320},100
5534,1535,{coin13=57320;gold=123300},{coin13=57320;gold=123300},100
5535,1536,{coin13=57310;gold=123280},{coin13=57310;gold=123280},100
5536,1537,{coin13=57300;gold=123260},{coin13=57300;gold=123260},100
5537,1538,{coin13=57290;gold=123240},{coin13=57290;gold=123240},100
5538,1539,{coin13=57280;gold=123220},{coin13=57280;gold=123220},100
5539,1540,{coin13=57280;gold=123200},{coin13=57280;gold=123200},100
5540,1541,{coin13=57270;gold=123180},{coin13=57270;gold=123180},100
5541,1542,{coin13=57260;gold=123160},{coin13=57260;gold=123160},100
5542,1543,{coin13=57250;gold=123140},{coin13=57250;gold=123140},100
5543,1544,{coin13=57240;gold=123120},{coin13=57240;gold=123120},100
5544,1545,{coin13=57240;gold=123100},{coin13=57240;gold=123100},100
5545,1546,{coin13=57230;gold=123080},{coin13=57230;gold=123080},100
5546,1547,{coin13=57220;gold=123060},{coin13=57220;gold=123060},100
5547,1548,{coin13=57210;gold=123040},{coin13=57210;gold=123040},100
5548,1549,{coin13=57200;gold=123020},{coin13=57200;gold=123020},100
5549,1550,{coin13=57200;gold=123000},{coin13=57200;gold=123000},100
5550,1551,{coin13=57190;gold=122980},{coin13=57190;gold=122980},100
5551,1552,{coin13=57180;gold=122960},{coin13=57180;gold=122960},100
5552,1553,{coin13=57170;gold=122940},{coin13=57170;gold=122940},100
5553,1554,{coin13=57160;gold=122920},{coin13=57160;gold=122920},100
5554,1555,{coin13=57160;gold=122900},{coin13=57160;gold=122900},100
5555,1556,{coin13=57150;gold=122880},{coin13=57150;gold=122880},100
5556,1557,{coin13=57140;gold=122860},{coin13=57140;gold=122860},100
5557,1558,{coin13=57130;gold=122840},{coin13=57130;gold=122840},100
5558,1559,{coin13=57120;gold=122820},{coin13=57120;gold=122820},100
5559,1560,{coin13=57120;gold=122800},{coin13=57120;gold=122800},100
5560,1561,{coin13=57110;gold=122780},{coin13=57110;gold=122780},100
5561,1562,{coin13=57100;gold=122760},{coin13=57100;gold=122760},100
5562,1563,{coin13=57090;gold=122740},{coin13=57090;gold=122740},100
5563,1564,{coin13=57080;gold=122720},{coin13=57080;gold=122720},100
5564,1565,{coin13=57080;gold=122700},{coin13=57080;gold=122700},100
5565,1566,{coin13=57070;gold=122680},{coin13=57070;gold=122680},100
5566,1567,{coin13=57060;gold=122660},{coin13=57060;gold=122660},100
5567,1568,{coin13=57050;gold=122640},{coin13=57050;gold=122640},100
5568,1569,{coin13=57040;gold=122620},{coin13=57040;gold=122620},100
5569,1570,{coin13=57040;gold=122600},{coin13=57040;gold=122600},100
5570,1571,{coin13=57030;gold=122580},{coin13=57030;gold=122580},100
5571,1572,{coin13=57020;gold=122560},{coin13=57020;gold=122560},100
5572,1573,{coin13=57010;gold=122540},{coin13=57010;gold=122540},100
5573,1574,{coin13=57000;gold=122520},{coin13=57000;gold=122520},100
5574,1575,{coin13=57000;gold=122500},{coin13=57000;gold=122500},100
5575,1576,{coin13=56990;gold=122480},{coin13=56990;gold=122480},100
5576,1577,{coin13=56980;gold=122460},{coin13=56980;gold=122460},100
5577,1578,{coin13=56970;gold=122440},{coin13=56970;gold=122440},100
5578,1579,{coin13=56960;gold=122420},{coin13=56960;gold=122420},100
5579,1580,{coin13=56960;gold=122400},{coin13=56960;gold=122400},100
5580,1581,{coin13=56950;gold=122380},{coin13=56950;gold=122380},100
5581,1582,{coin13=56940;gold=122360},{coin13=56940;gold=122360},100
5582,1583,{coin13=56930;gold=122340},{coin13=56930;gold=122340},100
5583,1584,{coin13=56920;gold=122320},{coin13=56920;gold=122320},100
5584,1585,{coin13=56920;gold=122300},{coin13=56920;gold=122300},100
5585,1586,{coin13=56910;gold=122280},{coin13=56910;gold=122280},100
5586,1587,{coin13=56900;gold=122260},{coin13=56900;gold=122260},100
5587,1588,{coin13=56890;gold=122240},{coin13=56890;gold=122240},100
5588,1589,{coin13=56880;gold=122220},{coin13=56880;gold=122220},100
5589,1590,{coin13=56880;gold=122200},{coin13=56880;gold=122200},100
5590,1591,{coin13=56870;gold=122180},{coin13=56870;gold=122180},100
5591,1592,{coin13=56860;gold=122160},{coin13=56860;gold=122160},100
5592,1593,{coin13=56850;gold=122140},{coin13=56850;gold=122140},100
5593,1594,{coin13=56840;gold=122120},{coin13=56840;gold=122120},100
5594,1595,{coin13=56840;gold=122100},{coin13=56840;gold=122100},100
5595,1596,{coin13=56830;gold=122080},{coin13=56830;gold=122080},100
5596,1597,{coin13=56820;gold=122060},{coin13=56820;gold=122060},100
5597,1598,{coin13=56810;gold=122040},{coin13=56810;gold=122040},100
5598,1599,{coin13=56800;gold=122020},{coin13=56800;gold=122020},100
5599,1600,{coin13=56800;gold=122000},{coin13=56800;gold=122000},100
5600,1601,{coin13=56790;gold=121980},{coin13=56790;gold=121980},100
5601,1602,{coin13=56780;gold=121960},{coin13=56780;gold=121960},100
5602,1603,{coin13=56770;gold=121940},{coin13=56770;gold=121940},100
5603,1604,{coin13=56760;gold=121920},{coin13=56760;gold=121920},100
5604,1605,{coin13=56760;gold=121900},{coin13=56760;gold=121900},100
5605,1606,{coin13=56750;gold=121880},{coin13=56750;gold=121880},100
5606,1607,{coin13=56740;gold=121860},{coin13=56740;gold=121860},100
5607,1608,{coin13=56730;gold=121840},{coin13=56730;gold=121840},100
5608,1609,{coin13=56720;gold=121820},{coin13=56720;gold=121820},100
5609,1610,{coin13=56720;gold=121800},{coin13=56720;gold=121800},100
5610,1611,{coin13=56710;gold=121780},{coin13=56710;gold=121780},100
5611,1612,{coin13=56700;gold=121760},{coin13=56700;gold=121760},100
5612,1613,{coin13=56690;gold=121740},{coin13=56690;gold=121740},100
5613,1614,{coin13=56680;gold=121720},{coin13=56680;gold=121720},100
5614,1615,{coin13=56680;gold=121700},{coin13=56680;gold=121700},100
5615,1616,{coin13=56670;gold=121680},{coin13=56670;gold=121680},100
5616,1617,{coin13=56660;gold=121660},{coin13=56660;gold=121660},100
5617,1618,{coin13=56650;gold=121640},{coin13=56650;gold=121640},100
5618,1619,{coin13=56640;gold=121620},{coin13=56640;gold=121620},100
5619,1620,{coin13=56640;gold=121600},{coin13=56640;gold=121600},100
5620,1621,{coin13=56630;gold=121580},{coin13=56630;gold=121580},100
5621,1622,{coin13=56620;gold=121560},{coin13=56620;gold=121560},100
5622,1623,{coin13=56610;gold=121540},{coin13=56610;gold=121540},100
5623,1624,{coin13=56600;gold=121520},{coin13=56600;gold=121520},100
5624,1625,{coin13=56600;gold=121500},{coin13=56600;gold=121500},100
5625,1626,{coin13=56590;gold=121480},{coin13=56590;gold=121480},100
5626,1627,{coin13=56580;gold=121460},{coin13=56580;gold=121460},100
5627,1628,{coin13=56570;gold=121440},{coin13=56570;gold=121440},100
5628,1629,{coin13=56560;gold=121420},{coin13=56560;gold=121420},100
5629,1630,{coin13=56560;gold=121400},{coin13=56560;gold=121400},100
5630,1631,{coin13=56550;gold=121380},{coin13=56550;gold=121380},100
5631,1632,{coin13=56540;gold=121360},{coin13=56540;gold=121360},100
5632,1633,{coin13=56530;gold=121340},{coin13=56530;gold=121340},100
5633,1634,{coin13=56520;gold=121320},{coin13=56520;gold=121320},100
5634,1635,{coin13=56520;gold=121300},{coin13=56520;gold=121300},100
5635,1636,{coin13=56510;gold=121280},{coin13=56510;gold=121280},100
5636,1637,{coin13=56500;gold=121260},{coin13=56500;gold=121260},100
5637,1638,{coin13=56490;gold=121240},{coin13=56490;gold=121240},100
5638,1639,{coin13=56480;gold=121220},{coin13=56480;gold=121220},100
5639,1640,{coin13=56480;gold=121200},{coin13=56480;gold=121200},100
5640,1641,{coin13=56470;gold=121180},{coin13=56470;gold=121180},100
5641,1642,{coin13=56460;gold=121160},{coin13=56460;gold=121160},100
5642,1643,{coin13=56450;gold=121140},{coin13=56450;gold=121140},100
5643,1644,{coin13=56440;gold=121120},{coin13=56440;gold=121120},100
5644,1645,{coin13=56440;gold=121100},{coin13=56440;gold=121100},100
5645,1646,{coin13=56430;gold=121080},{coin13=56430;gold=121080},100
5646,1647,{coin13=56420;gold=121060},{coin13=56420;gold=121060},100
5647,1648,{coin13=56410;gold=121040},{coin13=56410;gold=121040},100
5648,1649,{coin13=56400;gold=121020},{coin13=56400;gold=121020},100
5649,1650,{coin13=56400;gold=121000},{coin13=56400;gold=121000},100
5650,1651,{coin13=56390;gold=120980},{coin13=56390;gold=120980},100
5651,1652,{coin13=56380;gold=120960},{coin13=56380;gold=120960},100
5652,1653,{coin13=56370;gold=120940},{coin13=56370;gold=120940},100
5653,1654,{coin13=56360;gold=120920},{coin13=56360;gold=120920},100
5654,1655,{coin13=56360;gold=120900},{coin13=56360;gold=120900},100
5655,1656,{coin13=56350;gold=120880},{coin13=56350;gold=120880},100
5656,1657,{coin13=56340;gold=120860},{coin13=56340;gold=120860},100
5657,1658,{coin13=56330;gold=120840},{coin13=56330;gold=120840},100
5658,1659,{coin13=56320;gold=120820},{coin13=56320;gold=120820},100
5659,1660,{coin13=56320;gold=120800},{coin13=56320;gold=120800},100
5660,1661,{coin13=56310;gold=120780},{coin13=56310;gold=120780},100
5661,1662,{coin13=56300;gold=120760},{coin13=56300;gold=120760},100
5662,1663,{coin13=56290;gold=120740},{coin13=56290;gold=120740},100
5663,1664,{coin13=56280;gold=120720},{coin13=56280;gold=120720},100
5664,1665,{coin13=56280;gold=120700},{coin13=56280;gold=120700},100
5665,1666,{coin13=56270;gold=120680},{coin13=56270;gold=120680},100
5666,1667,{coin13=56260;gold=120660},{coin13=56260;gold=120660},100
5667,1668,{coin13=56250;gold=120640},{coin13=56250;gold=120640},100
5668,1669,{coin13=56240;gold=120620},{coin13=56240;gold=120620},100
5669,1670,{coin13=56240;gold=120600},{coin13=56240;gold=120600},100
5670,1671,{coin13=56230;gold=120580},{coin13=56230;gold=120580},100
5671,1672,{coin13=56220;gold=120560},{coin13=56220;gold=120560},100
5672,1673,{coin13=56210;gold=120540},{coin13=56210;gold=120540},100
5673,1674,{coin13=56200;gold=120520},{coin13=56200;gold=120520},100
5674,1675,{coin13=56200;gold=120500},{coin13=56200;gold=120500},100
5675,1676,{coin13=56190;gold=120480},{coin13=56190;gold=120480},100
5676,1677,{coin13=56180;gold=120460},{coin13=56180;gold=120460},100
5677,1678,{coin13=56170;gold=120440},{coin13=56170;gold=120440},100
5678,1679,{coin13=56160;gold=120420},{coin13=56160;gold=120420},100
5679,1680,{coin13=56160;gold=120400},{coin13=56160;gold=120400},100
5680,1681,{coin13=56150;gold=120380},{coin13=56150;gold=120380},100
5681,1682,{coin13=56140;gold=120360},{coin13=56140;gold=120360},100
5682,1683,{coin13=56130;gold=120340},{coin13=56130;gold=120340},100
5683,1684,{coin13=56120;gold=120320},{coin13=56120;gold=120320},100
5684,1685,{coin13=56120;gold=120300},{coin13=56120;gold=120300},100
5685,1686,{coin13=56110;gold=120280},{coin13=56110;gold=120280},100
5686,1687,{coin13=56100;gold=120260},{coin13=56100;gold=120260},100
5687,1688,{coin13=56090;gold=120240},{coin13=56090;gold=120240},100
5688,1689,{coin13=56080;gold=120220},{coin13=56080;gold=120220},100
5689,1690,{coin13=56080;gold=120200},{coin13=56080;gold=120200},100
5690,1691,{coin13=56070;gold=120180},{coin13=56070;gold=120180},100
5691,1692,{coin13=56060;gold=120160},{coin13=56060;gold=120160},100
5692,1693,{coin13=56050;gold=120140},{coin13=56050;gold=120140},100
5693,1694,{coin13=56040;gold=120120},{coin13=56040;gold=120120},100
5694,1695,{coin13=56040;gold=120100},{coin13=56040;gold=120100},100
5695,1696,{coin13=56030;gold=120080},{coin13=56030;gold=120080},100
5696,1697,{coin13=56020;gold=120060},{coin13=56020;gold=120060},100
5697,1698,{coin13=56010;gold=120040},{coin13=56010;gold=120040},100
5698,1699,{coin13=56000;gold=120020},{coin13=56000;gold=120020},100
5699,1700,{coin13=56000;gold=120000},{coin13=56000;gold=120000},100
5700,1701,{coin13=55990;gold=119980},{coin13=55990;gold=119980},100
5701,1702,{coin13=55980;gold=119960},{coin13=55980;gold=119960},100
5702,1703,{coin13=55970;gold=119940},{coin13=55970;gold=119940},100
5703,1704,{coin13=55960;gold=119920},{coin13=55960;gold=119920},100
5704,1705,{coin13=55960;gold=119900},{coin13=55960;gold=119900},100
5705,1706,{coin13=55950;gold=119880},{coin13=55950;gold=119880},100
5706,1707,{coin13=55940;gold=119860},{coin13=55940;gold=119860},100
5707,1708,{coin13=55930;gold=119840},{coin13=55930;gold=119840},100
5708,1709,{coin13=55920;gold=119820},{coin13=55920;gold=119820},100
5709,1710,{coin13=55920;gold=119800},{coin13=55920;gold=119800},100
5710,1711,{coin13=55910;gold=119780},{coin13=55910;gold=119780},100
5711,1712,{coin13=55900;gold=119760},{coin13=55900;gold=119760},100
5712,1713,{coin13=55890;gold=119740},{coin13=55890;gold=119740},100
5713,1714,{coin13=55880;gold=119720},{coin13=55880;gold=119720},100
5714,1715,{coin13=55880;gold=119700},{coin13=55880;gold=119700},100
5715,1716,{coin13=55870;gold=119680},{coin13=55870;gold=119680},100
5716,1717,{coin13=55860;gold=119660},{coin13=55860;gold=119660},100
5717,1718,{coin13=55850;gold=119640},{coin13=55850;gold=119640},100
5718,1719,{coin13=55840;gold=119620},{coin13=55840;gold=119620},100
5719,1720,{coin13=55840;gold=119600},{coin13=55840;gold=119600},100
5720,1721,{coin13=55830;gold=119580},{coin13=55830;gold=119580},100
5721,1722,{coin13=55820;gold=119560},{coin13=55820;gold=119560},100
5722,1723,{coin13=55810;gold=119540},{coin13=55810;gold=119540},100
5723,1724,{coin13=55800;gold=119520},{coin13=55800;gold=119520},100
5724,1725,{coin13=55800;gold=119500},{coin13=55800;gold=119500},100
5725,1726,{coin13=55790;gold=119480},{coin13=55790;gold=119480},100
5726,1727,{coin13=55780;gold=119460},{coin13=55780;gold=119460},100
5727,1728,{coin13=55770;gold=119440},{coin13=55770;gold=119440},100
5728,1729,{coin13=55760;gold=119420},{coin13=55760;gold=119420},100
5729,1730,{coin13=55760;gold=119400},{coin13=55760;gold=119400},100
5730,1731,{coin13=55750;gold=119380},{coin13=55750;gold=119380},100
5731,1732,{coin13=55740;gold=119360},{coin13=55740;gold=119360},100
5732,1733,{coin13=55730;gold=119340},{coin13=55730;gold=119340},100
5733,1734,{coin13=55720;gold=119320},{coin13=55720;gold=119320},100
5734,1735,{coin13=55720;gold=119300},{coin13=55720;gold=119300},100
5735,1736,{coin13=55710;gold=119280},{coin13=55710;gold=119280},100
5736,1737,{coin13=55700;gold=119260},{coin13=55700;gold=119260},100
5737,1738,{coin13=55690;gold=119240},{coin13=55690;gold=119240},100
5738,1739,{coin13=55680;gold=119220},{coin13=55680;gold=119220},100
5739,1740,{coin13=55680;gold=119200},{coin13=55680;gold=119200},100
5740,1741,{coin13=55670;gold=119180},{coin13=55670;gold=119180},100
5741,1742,{coin13=55660;gold=119160},{coin13=55660;gold=119160},100
5742,1743,{coin13=55650;gold=119140},{coin13=55650;gold=119140},100
5743,1744,{coin13=55640;gold=119120},{coin13=55640;gold=119120},100
5744,1745,{coin13=55640;gold=119100},{coin13=55640;gold=119100},100
5745,1746,{coin13=55630;gold=119080},{coin13=55630;gold=119080},100
5746,1747,{coin13=55620;gold=119060},{coin13=55620;gold=119060},100
5747,1748,{coin13=55610;gold=119040},{coin13=55610;gold=119040},100
5748,1749,{coin13=55600;gold=119020},{coin13=55600;gold=119020},100
5749,1750,{coin13=55600;gold=119000},{coin13=55600;gold=119000},100
5750,1751,{coin13=55590;gold=118980},{coin13=55590;gold=118980},100
5751,1752,{coin13=55580;gold=118960},{coin13=55580;gold=118960},100
5752,1753,{coin13=55570;gold=118940},{coin13=55570;gold=118940},100
5753,1754,{coin13=55560;gold=118920},{coin13=55560;gold=118920},100
5754,1755,{coin13=55560;gold=118900},{coin13=55560;gold=118900},100
5755,1756,{coin13=55550;gold=118880},{coin13=55550;gold=118880},100
5756,1757,{coin13=55540;gold=118860},{coin13=55540;gold=118860},100
5757,1758,{coin13=55530;gold=118840},{coin13=55530;gold=118840},100
5758,1759,{coin13=55520;gold=118820},{coin13=55520;gold=118820},100
5759,1760,{coin13=55520;gold=118800},{coin13=55520;gold=118800},100
5760,1761,{coin13=55510;gold=118780},{coin13=55510;gold=118780},100
5761,1762,{coin13=55500;gold=118760},{coin13=55500;gold=118760},100
5762,1763,{coin13=55490;gold=118740},{coin13=55490;gold=118740},100
5763,1764,{coin13=55480;gold=118720},{coin13=55480;gold=118720},100
5764,1765,{coin13=55480;gold=118700},{coin13=55480;gold=118700},100
5765,1766,{coin13=55470;gold=118680},{coin13=55470;gold=118680},100
5766,1767,{coin13=55460;gold=118660},{coin13=55460;gold=118660},100
5767,1768,{coin13=55450;gold=118640},{coin13=55450;gold=118640},100
5768,1769,{coin13=55440;gold=118620},{coin13=55440;gold=118620},100
5769,1770,{coin13=55440;gold=118600},{coin13=55440;gold=118600},100
5770,1771,{coin13=55430;gold=118580},{coin13=55430;gold=118580},100
5771,1772,{coin13=55420;gold=118560},{coin13=55420;gold=118560},100
5772,1773,{coin13=55410;gold=118540},{coin13=55410;gold=118540},100
5773,1774,{coin13=55400;gold=118520},{coin13=55400;gold=118520},100
5774,1775,{coin13=55400;gold=118500},{coin13=55400;gold=118500},100
5775,1776,{coin13=55390;gold=118480},{coin13=55390;gold=118480},100
5776,1777,{coin13=55380;gold=118460},{coin13=55380;gold=118460},100
5777,1778,{coin13=55370;gold=118440},{coin13=55370;gold=118440},100
5778,1779,{coin13=55360;gold=118420},{coin13=55360;gold=118420},100
5779,1780,{coin13=55360;gold=118400},{coin13=55360;gold=118400},100
5780,1781,{coin13=55350;gold=118380},{coin13=55350;gold=118380},100
5781,1782,{coin13=55340;gold=118360},{coin13=55340;gold=118360},100
5782,1783,{coin13=55330;gold=118340},{coin13=55330;gold=118340},100
5783,1784,{coin13=55320;gold=118320},{coin13=55320;gold=118320},100
5784,1785,{coin13=55320;gold=118300},{coin13=55320;gold=118300},100
5785,1786,{coin13=55310;gold=118280},{coin13=55310;gold=118280},100
5786,1787,{coin13=55300;gold=118260},{coin13=55300;gold=118260},100
5787,1788,{coin13=55290;gold=118240},{coin13=55290;gold=118240},100
5788,1789,{coin13=55280;gold=118220},{coin13=55280;gold=118220},100
5789,1790,{coin13=55280;gold=118200},{coin13=55280;gold=118200},100
5790,1791,{coin13=55270;gold=118180},{coin13=55270;gold=118180},100
5791,1792,{coin13=55260;gold=118160},{coin13=55260;gold=118160},100
5792,1793,{coin13=55250;gold=118140},{coin13=55250;gold=118140},100
5793,1794,{coin13=55240;gold=118120},{coin13=55240;gold=118120},100
5794,1795,{coin13=55240;gold=118100},{coin13=55240;gold=118100},100
5795,1796,{coin13=55230;gold=118080},{coin13=55230;gold=118080},100
5796,1797,{coin13=55220;gold=118060},{coin13=55220;gold=118060},100
5797,1798,{coin13=55210;gold=118040},{coin13=55210;gold=118040},100
5798,1799,{coin13=55200;gold=118020},{coin13=55200;gold=118020},100
5799,1800,{coin13=55200;gold=118000},{coin13=55200;gold=118000},100
5800,1801,{coin13=55190;gold=117980},{coin13=55190;gold=117980},100
5801,1802,{coin13=55180;gold=117960},{coin13=55180;gold=117960},100
5802,1803,{coin13=55170;gold=117940},{coin13=55170;gold=117940},100
5803,1804,{coin13=55160;gold=117920},{coin13=55160;gold=117920},100
5804,1805,{coin13=55160;gold=117900},{coin13=55160;gold=117900},100
5805,1806,{coin13=55150;gold=117880},{coin13=55150;gold=117880},100
5806,1807,{coin13=55140;gold=117860},{coin13=55140;gold=117860},100
5807,1808,{coin13=55130;gold=117840},{coin13=55130;gold=117840},100
5808,1809,{coin13=55120;gold=117820},{coin13=55120;gold=117820},100
5809,1810,{coin13=55120;gold=117800},{coin13=55120;gold=117800},100
5810,1811,{coin13=55110;gold=117780},{coin13=55110;gold=117780},100
5811,1812,{coin13=55100;gold=117760},{coin13=55100;gold=117760},100
5812,1813,{coin13=55090;gold=117740},{coin13=55090;gold=117740},100
5813,1814,{coin13=55080;gold=117720},{coin13=55080;gold=117720},100
5814,1815,{coin13=55080;gold=117700},{coin13=55080;gold=117700},100
5815,1816,{coin13=55070;gold=117680},{coin13=55070;gold=117680},100
5816,1817,{coin13=55060;gold=117660},{coin13=55060;gold=117660},100
5817,1818,{coin13=55050;gold=117640},{coin13=55050;gold=117640},100
5818,1819,{coin13=55040;gold=117620},{coin13=55040;gold=117620},100
5819,1820,{coin13=55040;gold=117600},{coin13=55040;gold=117600},100
5820,1821,{coin13=55030;gold=117580},{coin13=55030;gold=117580},100
5821,1822,{coin13=55020;gold=117560},{coin13=55020;gold=117560},100
5822,1823,{coin13=55010;gold=117540},{coin13=55010;gold=117540},100
5823,1824,{coin13=55000;gold=117520},{coin13=55000;gold=117520},100
5824,1825,{coin13=55000;gold=117500},{coin13=55000;gold=117500},100
5825,1826,{coin13=54990;gold=117480},{coin13=54990;gold=117480},100
5826,1827,{coin13=54980;gold=117460},{coin13=54980;gold=117460},100
5827,1828,{coin13=54970;gold=117440},{coin13=54970;gold=117440},100
5828,1829,{coin13=54960;gold=117420},{coin13=54960;gold=117420},100
5829,1830,{coin13=54960;gold=117400},{coin13=54960;gold=117400},100
5830,1831,{coin13=54950;gold=117380},{coin13=54950;gold=117380},100
5831,1832,{coin13=54940;gold=117360},{coin13=54940;gold=117360},100
5832,1833,{coin13=54930;gold=117340},{coin13=54930;gold=117340},100
5833,1834,{coin13=54920;gold=117320},{coin13=54920;gold=117320},100
5834,1835,{coin13=54920;gold=117300},{coin13=54920;gold=117300},100
5835,1836,{coin13=54910;gold=117280},{coin13=54910;gold=117280},100
5836,1837,{coin13=54900;gold=117260},{coin13=54900;gold=117260},100
5837,1838,{coin13=54890;gold=117240},{coin13=54890;gold=117240},100
5838,1839,{coin13=54880;gold=117220},{coin13=54880;gold=117220},100
5839,1840,{coin13=54880;gold=117200},{coin13=54880;gold=117200},100
5840,1841,{coin13=54870;gold=117180},{coin13=54870;gold=117180},100
5841,1842,{coin13=54860;gold=117160},{coin13=54860;gold=117160},100
5842,1843,{coin13=54850;gold=117140},{coin13=54850;gold=117140},100
