变量名,level,randomWeight,card1,skillMap1,card2,skillMap2,card3,skillMap3,card4,skillMap4,card5,skillMap5,card6,skillMap6
326,100,100,{id=11},{111=33;112=33;113=33},{id=391;star=4},{3911=33;3912=33;3913=33},{id=601;star=4},{6011=33;6012=33;6013=33},{id=3141;star=4},{31411=33;31412=33;31413=33},{id=2681;star=4},{26811=33;26812=33;26813=33},{id=2821;star=4},{28211=33;28212=33;28213=33}
327,100,100,{id=3141},{31411=33;31412=33;31413=33},{id=301;star=4},{3011=33;3012=33;3013=33},{id=3291;star=4},{32911=33;32912=33;32913=33},{id=2071;star=4},{20711=33;20712=33;20713=33},{id=1861;star=4},{18611=33;18612=33;18613=33},{id=471;star=4},{4711=33;4712=33;4713=33}
328,100,100,{id=2961},{29611=33;29612=33;29613=33},{id=691;star=4},{6911=33;6912=33;6913=33},{id=1421;star=4},{14211=33;14212=33;14213=33},{id=3411;star=4},{34111=33;34112=33;34113=33},{id=21;star=4},{211=33;212=33;213=33},{id=1441;star=4},{14411=33;14412=33;14413=33}
329,100,100,{id=1251},{12511=33;12512=33;12513=33},{id=2721;star=4},{27211=33;27212=33;27213=33},{id=3301;star=4},{33011=33;33012=33;33013=33},{id=1811;star=4},{18111=33;18112=33;18113=33},{id=1861;star=4},{18611=33;18612=33;18613=33},{id=2681;star=4},{26811=33;26812=33;26813=33}
330,100,100,{id=1221},{12211=33;12212=33;12213=33},{id=591;star=4},{5911=33;5912=33;5913=33},{id=471;star=4},{4711=33;4712=33;4713=33},{id=551;star=4},{5511=33;5512=33;5513=33},{id=2271;star=4},{22711=33;22712=33;22713=33},{id=21;star=4},{211=33;212=33;213=33}
331,100,100,{id=2871},{28711=33;28712=33;28713=33},{id=3351;star=4},{33511=33;33512=33;33513=33},{id=3541;star=4},{35411=33;35412=33;35413=33},{id=551;star=4},{5511=33;5512=33;5513=33},{id=2721;star=4},{27211=33;27212=33;27213=33},{id=271;star=4},{2711=33;2712=33;2713=33}
332,100,100,{id=391},{3911=33;3912=33;3913=33},{id=1171;star=4},{11711=33;11712=33;11713=33},{id=591;star=4},{5911=33;5912=33;5913=33},{id=1251;star=4},{12511=33;12512=33;12513=33},{id=741;star=4},{7411=33;7412=33;7413=33},{id=331;star=4},{3311=33;3312=33;3313=33}
333,100,100,{id=2821},{28211=33;28212=33;28213=33},{id=2301;star=4},{23011=33;23012=33;23013=33},{id=271;star=4},{2711=33;2712=33;2713=33},{id=1841;star=4},{18411=33;18412=33;18413=33},{id=771;star=4},{7711=33;7712=33;7713=33},{id=11;star=4},{111=33;112=33;113=33}
334,100,100,{id=3301},{33011=33;33012=33;33013=33},{id=271;star=4},{2711=33;2712=33;2713=33},{id=731;star=4},{7311=33;7312=33;7313=33},{id=281;star=4},{2811=33;2812=33;2813=33},{id=471;star=4},{4711=33;4712=33;4713=33},{id=2481;star=4},{24811=33;24812=33;24813=33}
335,100,100,{id=1811},{18111=33;18112=33;18113=33},{id=1071;star=4},{10711=33;10712=33;10713=33},{id=731;star=4},{7311=33;7312=33;7313=33},{id=3541;star=4},{35411=33;35412=33;35413=33},{id=1311;star=4},{13111=33;13112=33;13113=33},{id=1391;star=4},{13911=33;13912=33;13913=33}
336,100,100,{id=2011},{20111=33;20112=33;20113=33},{id=91;star=4},{911=33;912=33;913=33},{id=461;star=4},{4611=33;4612=33;4613=33},{id=331;star=4},{3311=33;3312=33;3313=33},{id=2271;star=4},{22711=33;22712=33;22713=33},{id=391;star=4},{3911=33;3912=33;3913=33}
337,100,100,{id=2921},{29211=33;29212=33;29213=33},{id=301;star=4},{3011=33;3012=33;3013=33},{id=1291;star=4},{12911=33;12912=33;12913=33},{id=781;star=4},{7811=33;7812=33;7813=33},{id=3431;star=4},{34311=33;34312=33;34313=33},{id=2961;star=4},{29611=33;29612=33;29613=33}
338,100,100,{id=461},{4611=33;4612=33;4613=33},{id=2921;star=4},{29211=33;29212=33;29213=33},{id=2591;star=4},{25911=33;25912=33;25913=33},{id=261;star=4},{2611=33;2612=33;2613=33},{id=1;star=4},{11=33;12=33;13=33},{id=2481;star=4},{24811=33;24812=33;24813=33}
339,100,100,{id=2611},{26111=33;26112=33;26113=33},{id=331;star=4},{3311=33;3312=33;3313=33},{id=1611;star=4},{16111=33;16112=33;16113=33},{id=1251;star=4},{12511=33;12512=33;12513=33},{id=601;star=4},{6011=33;6012=33;6013=33},{id=2681;star=4},{26811=33;26812=33;26813=33}
340,100,100,{id=3541},{35411=33;35412=33;35413=33},{id=1811;star=4},{18111=33;18112=33;18113=33},{id=11;star=4},{111=33;112=33;113=33},{id=2961;star=4},{29611=33;29612=33;29613=33},{id=2011;star=4},{20111=33;20112=33;20113=33},{id=471;star=4},{4711=33;4712=33;4713=33}
341,100,100,{id=331},{3311=35;3312=35;3313=35},{id=371;star=4},{3711=35;3712=35;3713=35},{id=1391;star=4},{13911=35;13912=35;13913=35},{id=3301;star=4},{33011=35;33012=35;33013=35},{id=91;star=4},{911=35;912=35;913=35},{id=1441;star=4},{14411=35;14412=35;14413=35}
342,100,100,{id=1421},{14211=35;14212=35;14213=35},{id=2481;star=4},{24811=35;24812=35;24813=35},{id=3301;star=4},{33011=35;33012=35;33013=35},{id=51;star=4},{511=35;512=35;513=35},{id=1291;star=4},{12911=35;12912=35;12913=35},{id=3291;star=4},{32911=35;32912=35;32913=35}
343,100,100,{id=3351},{33511=35;33512=35;33513=35},{id=91;star=4},{911=35;912=35;913=35},{id=1171;star=4},{11711=35;11712=35;11713=35},{id=2871;star=4},{28711=35;28712=35;28713=35},{id=3541;star=4},{35411=35;35412=35;35413=35},{id=3281;star=4},{32811=35;32812=35;32813=35}
344,100,100,{id=1311},{13111=35;13112=35;13113=35},{id=2681;star=4},{26811=35;26812=35;26813=35},{id=1231;star=4},{12311=35;12312=35;12313=35},{id=261;star=4},{2611=35;2612=35;2613=35},{id=1501;star=4},{15011=35;15012=35;15013=35},{id=1171;star=4},{11711=35;11712=35;11713=35}
345,100,100,{id=1421},{14211=35;14212=35;14213=35},{id=1291;star=4},{12911=35;12912=35;12913=35},{id=2871;star=4},{28711=35;28712=35;28713=35},{id=2071;star=4},{20711=35;20712=35;20713=35},{id=1611;star=4},{16111=35;16112=35;16113=35},{id=1391;star=4},{13911=35;13912=35;13913=35}
346,100,100,{id=491},{4911=35;4912=35;4913=35},{id=3351;star=4},{33511=35;33512=35;33513=35},{id=2271;star=4},{22711=35;22712=35;22713=35},{id=1861;star=4},{18611=35;18612=35;18613=35},{id=261;star=4},{2611=35;2612=35;2613=35},{id=571;star=4},{5711=35;5712=35;5713=35}
347,100,100,{id=3501},{35011=35;35012=35;35013=35},{id=301;star=4},{3011=35;3012=35;3013=35},{id=1;star=4},{11=35;12=35;13=35},{id=1241;star=4},{12411=35;12412=35;12413=35},{id=3411;star=4},{34111=35;34112=35;34113=35},{id=1811;star=4},{18111=35;18112=35;18113=35}
348,100,100,{id=741},{7411=35;7412=35;7413=35},{id=3021;star=4},{30211=35;30212=35;30213=35},{id=51;star=4},{511=35;512=35;513=35},{id=1501;star=4},{15011=35;15012=35;15013=35},{id=1611;star=4},{16111=35;16112=35;16113=35},{id=461;star=4},{4611=35;4612=35;4613=35}
349,100,100,{id=461},{4611=35;4612=35;4613=35},{id=1081;star=4},{10811=35;10812=35;10813=35},{id=3001;star=4},{30011=35;30012=35;30013=35},{id=2591;star=4},{25911=35;25912=35;25913=35},{id=481;star=4},{4811=35;4812=35;4813=35},{id=271;star=4},{2711=35;2712=35;2713=35}
350,100,100,{id=2821},{28211=35;28212=35;28213=35},{id=1;star=4},{11=35;12=35;13=35},{id=461;star=4},{4611=35;4612=35;4613=35},{id=391;star=4},{3911=35;3912=35;3913=35},{id=2481;star=4},{24811=35;24812=35;24813=35},{id=781;star=4},{7811=35;7812=35;7813=35}
351,100,100,{id=371},{3711=35;3712=35;3713=35},{id=2821;star=4},{28211=35;28212=35;28213=35},{id=3291;star=4},{32911=35;32912=35;32913=35},{id=3501;star=4},{35011=35;35012=35;35013=35},{id=2071;star=4},{20711=35;20712=35;20713=35},{id=1861;star=4},{18611=35;18612=35;18613=35}
352,100,100,{id=3511},{35111=35;35112=35;35113=35},{id=2721;star=4},{27211=35;27212=35;27213=35},{id=3471;star=4},{34711=35;34712=35;34713=35},{id=11;star=4},{111=35;112=35;113=35},{id=3011;star=4},{30111=35;30112=35;30113=35},{id=2071;star=4},{20711=35;20712=35;20713=35}
353,100,100,{id=3431},{34311=35;34312=35;34313=35},{id=3291;star=4},{32911=35;32912=35;32913=35},{id=1391;star=4},{13911=35;13912=35;13913=35},{id=1071;star=4},{10711=35;10712=35;10713=35},{id=3541;star=4},{35411=35;35412=35;35413=35},{id=1221;star=4},{12211=35;12212=35;12213=35}
354,100,100,{id=571},{5711=35;5712=35;5713=35},{id=601;star=4},{6011=35;6012=35;6013=35},{id=21;star=4},{211=35;212=35;213=35},{id=801;star=4},{8011=35;8012=35;8013=35},{id=2681;star=4},{26811=35;26812=35;26813=35},{id=791;star=4},{7911=35;7912=35;7913=35}
355,100,100,{id=571},{5711=35;5712=35;5713=35},{id=1611;star=4},{16111=35;16112=35;16113=35},{id=2011;star=4},{20111=35;20112=35;20113=35},{id=551;star=4},{5511=35;5512=35;5513=35},{id=331;star=4},{3311=35;3312=35;3313=35},{id=3541;star=4},{35411=35;35412=35;35413=35}
356,100,100,{id=21},{211=35;212=35;213=35},{id=461;star=4},{4611=35;4612=35;4613=35},{id=3541;star=4},{35411=35;35412=35;35413=35},{id=481;star=4},{4811=35;4812=35;4813=35},{id=3501;star=4},{35011=35;35012=35;35013=35},{id=1391;star=4},{13911=35;13912=35;13913=35}
357,100,100,{id=601},{6011=35;6012=35;6013=35},{id=3141;star=4},{31411=35;31412=35;31413=35},{id=2721;star=4},{27211=35;27212=35;27213=35},{id=2611;star=4},{26111=35;26112=35;26113=35},{id=1311;star=4},{13111=35;13112=35;13113=35},{id=3291;star=4},{32911=35;32912=35;32913=35}
358,100,100,{id=1501},{15011=35;15012=35;15013=35},{id=3301;star=4},{33011=35;33012=35;33013=35},{id=1441;star=4},{14411=35;14412=35;14413=35},{id=1221;star=4},{12211=35;12212=35;12213=35},{id=51;star=4},{511=35;512=35;513=35},{id=3511;star=4},{35111=35;35112=35;35113=35}
359,100,100,{id=601},{6011=35;6012=35;6013=35},{id=91;star=4},{911=35;912=35;913=35},{id=3511;star=4},{35111=35;35112=35;35113=35},{id=1291;star=4},{12911=35;12912=35;12913=35},{id=2961;star=4},{29611=35;29612=35;29613=35},{id=551;star=4},{5511=35;5512=35;5513=35}
360,100,100,{id=261},{2611=35;2612=35;2613=35},{id=1251;star=4},{12511=35;12512=35;12513=35},{id=1861;star=4},{18611=35;18612=35;18613=35},{id=2481;star=4},{24811=35;24812=35;24813=35},{id=2961;star=4},{29611=35;29612=35;29613=35},{id=51;star=4},{511=35;512=35;513=35}
