"﻿变量名",_beizhu,name,name_tw,name_en,name_vn,name_kr,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,type,independent,desc,desc_tw,desc_en,desc_vn,desc_kr,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
"10436",Item discount-daily resource-kr,,,,,,,3,"During the event period, props are on sale at a discount!",活動時間內，道具打折售賣!,Items are on sale during event period!,404404,이벤트 기간 동안 아이템을 할인된 가격으로 판매합니다!,23,0,item discount,道具折扣,Purchase Coupon Pack,404404,아이템 할인,,,23102,1,0,<20160101;20990101>,,20210503,500,0,0,20210506,500,0,0,,72,1,,<1;9999>,,,<kr;en>,1,14,1
"10437",Item Exchange - Talisman Exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Amulet limited time exchange,護符限時兌換,Amulet exchange,404404,부적 한정 교환,,,10501,1,0,<20160101;20990101>,,20210503,500,0,0,20210506,500,0,0,,72,20,,<1;9999>,,,<cn;tw;en;kr>,1,15,1
"10438",Item Exchange-Ring Exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Ring limited time exchange,戒指限時兌換,Ring exchange,404404,반지 한정 교환,,,10503,1,0,<20160101;20990101>,,20210503,500,0,0,20210506,500,0,0,,72,20,,<1;9999>,,,<cn;tw;en;kr>,1,15,1
"10439",Formal - small recharge is polite,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210503,500,0,0,20210507,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10440",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210510,500,0,0,20210517,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10441",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23107,1,0,<20160101;20990101>,,20210510,500,0,0,20210517,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10442",Formal-Small recharge is polite-cn,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210510,500,0,0,20210514,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en>,1,18,
"10443",Formal - Competitive Points Courtesy,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Competitive points,競技積分,Arena points,404404,아레나 포인트,,,3007,0,0,<20160101;20990101>,,20210512,500,0,0,20210514,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10444",Formal-Normal Dungeon Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Normal dungeon challenge,普通副本挑戰,Normal dungeon challenge,404404,일반 던전 도전,,,3001,0,0,<20160101;20990101>,,20210514,500,0,0,20210516,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10445",Official - Fragment Redemption Version 2,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,12,3,Fragment exchange,碎片兌換,Shards Exchange,404404,조각 교환,,,10102,1,0,<20160101;20990101>,,20210510,500,0,0,20210513,500,0,0,,72,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10446",Formal - small recharge is polite,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210510,500,0,0,20210514,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10450",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210517,500,0,0,20210524,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10451",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23107,1,0,<20160101;20990101>,,20210517,500,0,0,20210524,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10452",Formal - small recharge is polite,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210517,500,0,0,20210521,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn>,1,18,
"10453",Formal-Ethereum Paradise Points,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Ether Paradise Challenge,以太樂園挑戰,Aether Paradise Challenge,404404,에테르파라다이스 도전,,,3003,0,0,<20160101;20990101>,,20210519,500,0,0,20210521,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10454",Official - Difficult Dungeon Challenge,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Difficult dungeon challenge,困難副本挑戰,Elite Dungeon Challenge,404404,하드 던전 도전,,,3002,0,0,<20160101;20990101>,,20210521,500,0,0,20210523,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10455",Formal - Consumption of gold coins is polite,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Gold consumption,金幣消耗,Cost Gold,404404,코인 소모,,,3005,1,0,<20160101;20990101>,,20210517,500,0,0,20210520,500,0,0,,72,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10456",Formal - small recharge is polite,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210517,500,0,0,20210521,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
"10457",Item Exchange - Earring Exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Earring limited time exchange,耳環限時兌換,Earring exchange,404404,귀걸이 한정 교환,,,10502,1,0,<20160101;20990101>,,20210517,500,0,0,20210520,500,0,0,,72,20,,<1;9999>,,,<cn;tw;en;kr>,1,15,1
"10458",Item Exchange-Necklace Exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Necklace limited time exchange,項鍊限時兌換,Necklace exchange,404404,목걸이 한정 교환,,,10504,1,0,<20160101;20990101>,,20210517,500,0,0,20210520,500,0,0,,72,20,,<1;9999>,,,<cn;tw;en;kr>,1,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10460",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210524,500,0,0,20210531,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10461",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23107,1,0,<20160101;20990101>,,20210524,500,0,0,20210531,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10462",Formal-Small recharge is polite-cn,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210524,500,0,0,20210528,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en>,1,18,
"10463",Formal - Competitive Points Courtesy,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Competitive points,競技積分,Arena points,404404,아레나 포인트,,,3007,0,0,<20160101;20990101>,,20210526,500,0,0,20210528,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10464",Formal-Normal Dungeon Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Normal dungeon challenge,普通副本挑戰,Normal dungeon challenge,404404,일반 던전 도전,,,3001,0,0,<20160101;20990101>,,20210528,500,0,0,20210530,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10465",Formal-Small recharge is polite-kr,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210524,500,0,0,20210528,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
"10466",Props Discount-Daily Resources-en,,,,,,,3,"During the event period, props are on sale at a discount!",活動時間內，道具打折售賣!,Items are on sale during event period!,404404,이벤트 기간 동안 아이템을 할인된 가격으로 판매합니다!,23,0,item discount,道具折扣,Purchase Coupon Pack,404404,아이템 할인,,,23101,1,0,<20160101;20990101>,,20210524,500,0,0,20210527,500,0,0,,72,1,,<1;9999>,,,<cn>,1,14,1
"10467",Item discount-daily resource-kr,,,,,,,3,"During the event period, props are on sale at a discount!",活動時間內，道具打折售賣!,Items are on sale during event period!,404404,이벤트 기간 동안 아이템을 할인된 가격으로 판매합니다!,23,0,item discount,道具折扣,Purchase Coupon Pack,404404,아이템 할인,,,23102,1,0,<20160101;20990101>,,20210524,500,0,0,20210527,500,0,0,,72,1,,<1;9999>,,,<kr;en>,1,14,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10470",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210531,500,0,0,20210607,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10471",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23228,1,0,<20160101;20990101>,,20210531,500,0,0,20210607,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10472",Formal-Small recharge is polite-cn,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210531,500,0,0,20210604,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en>,1,18,
"10473",Formal-Ethereum Paradise Points,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Ether Paradise Challenge,以太樂園挑戰,Aether Paradise Challenge,404404,에테르파라다이스 도전,,,3003,0,0,<20160101;20990101>,,20210602,500,0,0,20210604,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10474",Official - Difficult Dungeon Challenge,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Difficult dungeon challenge,困難副本挑戰,Elite Dungeon Challenge,404404,하드 던전 도전,,,3002,0,0,<20160101;20990101>,,20210604,500,0,0,20210606,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10475",Formal-Small recharge is polite-kr,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210531,500,0,0,20210604,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
"10476",Official - Fragment Redemption Version 1,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,12,3,Fragment exchange,碎片兌換,Shards Exchange,404404,조각 교환,,,10101,1,0,<20160101;20990101>,,20210531,500,0,0,20210603,500,0,0,,72,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10480",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210607,500,0,0,20210614,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10481",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23228,1,0,<20160101;20990101>,,20210607,500,0,0,20210614,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10482",Formal-Small recharge is polite-cn,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210607,500,0,0,20210611,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en>,1,18,
"10483",Formal - Competitive Points Courtesy,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Competitive points,競技積分,Arena points,404404,아레나 포인트,,,3007,0,0,<20160101;20990101>,,20210609,500,0,0,20210611,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10484",Formal-Normal Dungeon Challenge,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Normal dungeon challenge,普通副本挑戰,Normal dungeon challenge,404404,일반 던전 도전,,,3001,0,0,<20160101;20990101>,,20210611,500,0,0,20210613,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10485",Formal-Small recharge is polite-kr,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210607,500,0,0,20210611,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
"10486",Formal - Consumption of gold coins is polite,,,,,,,,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Gold consumption,金幣消耗,Cost Gold,404404,코인 소모,,,3005,1,0,<20160101;20990101>,,20210607,500,0,0,20210610,500,0,0,,72,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10487",Item Exchange - Talisman Exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Amulet limited time exchange,護符限時兌換,Amulet exchange,404404,부적 한정 교환,,,10501,1,0,<20160101;20990101>,,20210607,500,0,0,20210610,500,0,0,,72,20,,<1;9999>,,,<cn;tw;en;kr>,1,15,1
"10488",Item Exchange-Ring Exchange,,,,,,,2,"During the event time, you can exchange designated items!",活動時間內，可以兌換指定道具！,"Within the event period, trainers can exchange specific items!",404404,이벤트 기간 동안 지정 아이템을 교환할 수 있습니다!,12,0,Ring limited time exchange,戒指限時兌換,Ring exchange,404404,반지 한정 교환,,,10503,1,0,<20160101;20990101>,,20210607,500,0,0,20210610,500,0,0,,72,20,,<1;9999>,,,<cn;tw;en;kr>,1,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10490",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210614,500,0,0,20210621,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10491",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23228,1,0,<20160101;20990101>,,20210614,500,0,0,20210621,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
"10492",Formal-Small recharge is polite-cn,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2001,0,4,<20160101;20990101>,,20210614,500,0,0,20210618,500,0,0,<7;9999>,96,1,,<1;9999>,,,<cn;en;tw>,1,18,
"10493",Formal-Ethereum Paradise Points,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Ether Paradise Challenge,以太樂園挑戰,Aether Paradise Challenge,404404,에테르파라다이스 도전,,,3003,0,0,<20160101;20990101>,,20210616,500,0,0,20210618,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10494",Official - Difficult Dungeon Challenge,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,3,Difficult dungeon challenge,困難副本挑戰,Elite Dungeon Challenge,404404,하드 던전 도전,,,3002,0,0,<20160101;20990101>,,20210618,500,0,0,20210620,500,0,0,,48,1,,<1;9999>,,,<cn;tw;en;kr>,1,15,
"10495",Formal-Small recharge is polite-kr,,,,,,,2,"During the event time, complete the corresponding goals to get rewards!",活動時間內，完成對應目標就可以獲得獎勵！,"During the event period, you can win rewards by completing the corresponding target!","Thời gian hoạt động bên trong, hoàn thành đối ứng mục tiêu liền có thể thu hoạch được ban thưởng!",이벤트 기간에 해당 목표 완료 시 보상을 획득할 수 있습니다!,14,0,Daily recharge reward,每日儲值回饋,Daily Purchase Rebate,404404,매일 충전 보답,,,2002,0,4,<20160101;20990101>,,20210614,500,0,0,20210618,500,0,0,<7;9999>,96,1,,<1;9999>,,,<kr>,1,18,
"10496",Props Discount-Daily Resources-en,,,,,,,3,"During the event period, props are on sale at a discount!",活動時間內，道具打折售賣!,Items are on sale during event period!,404404,이벤트 기간 동안 아이템을 할인된 가격으로 판매합니다!,23,0,item discount,道具折扣,Purchase Coupon Pack,404404,아이템 할인,,,23101,1,0,<20160101;20990101>,,20210614,500,0,0,20210617,500,0,0,,72,1,,<1;9999>,,,<cn>,1,14,1
"10497",Item discount-daily resource-kr,,,,,,,3,"During the event period, props are on sale at a discount!",活動時間內，道具打折售賣!,Items are on sale during event period!,404404,이벤트 기간 동안 아이템을 할인된 가격으로 판매합니다!,23,0,item discount,道具折扣,Purchase Coupon Pack,404404,아이템 할인,,,23102,1,0,<20160101;20990101>,,20210614,500,0,0,20210617,500,0,0,,72,1,,<1;9999>,,,<kr;en;tw>,1,14,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10500",Formal-direct purchase package-time-day package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,Daily gift pack,每日禮包,Daily Pack,404404,일일 패키지,,{isShowCountDown=false},23106,1,0,<20160101;20990101>,,20210621,500,0,0,20210628,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,19,1
"10501",Formal-direct purchase package-time-weekly package,,,,,,city/main/icon_thlb.png,1,,,,,,33,1,weekly gift pack,每週禮包,Weekly Pack,404404,주간 패키지,,{isShowCountDown=false},23228,1,0,<20160101;20990101>,,20210621,500,0,0,20210628,500,0,0,,168,1,,,,,<cn;tw;en;kr>,1,20,1
