"﻿变量名",_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,vip
11042,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11043,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6800=20},
11044,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11045,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6800=30},
11046,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11047,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6800=40},
11048,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11049,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6800=50},
11050,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11051,"After opening, you can choose one of the Gyarados fragments, Iron Dumbbell fragments, Sweet Bamboo Bamboo fragments, and Four-jawed Needle Dragon fragments",10067,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6800=60},
,,,,,,,,,,,,
11060,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11061,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6801=10},
11062,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11063,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6801=20},
11064,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11065,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6801=30},
11066,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11067,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6801=40},
11068,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11069,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6801=50},
11070,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11071,"After opening, you can choose one of Yandi Fragment, Baby Dragon Fragment, Mu Muxiao Fragment, and Chenglong Fragment",10068,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6801=60},
,,,,,,,,,,,,
11080,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four- jaw Needle Dragon Fragment",10069,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11081,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6802=10},
11082,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11083,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6802=20},
11084,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11085,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6802=30},
11086,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11087,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6802=40},
11088,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11089,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6802=50},
11090,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11091,"After opening, you can choose one of Lightning Bird Fragment, Fang Fang Fragment, Cresselia Fragment, and Four-jaw Needle Dragon Fragment",10069,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6802=60},
,,,,,,,,,,,,
11100,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11101,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6803=10},
11102,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11103,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6803=20},
11104,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11105,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6803=30},
11106,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11107,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6803=40},
11108,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11109,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6803=50},
11110,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11111,"After opening, you can choose Suicune Fragment, Zoroa Fragment, Riolu Fragment, Regice Fragment",10070,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6803=60},
,,,,,,,,,,,,
11120,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11121,"After opening, you can choose one of Leigong fragments , flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6804=10},
11122,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11123,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6804=20},
11124,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11125,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6804=30},
11126,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11127,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6804=40},
11128,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11129,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6804=50},
11130,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11131,"After opening, you can choose one of Leigong fragments, flame bird fragments, round land shark fragments, and Bobic fragments",10071,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6804=60},
,,,,,,,,,,,,
11140,Draw Runestones,10072,115,10,,Diamond draw learning chips 10 times,鑽石抽學習晶片10次,,404404,,{gold=50000;122=2;7302=1},
11141,Draw Runestones,10072,115,30,,Diamond draw learning chips 30 times,鑽石抽學習晶片30次,,404404,,{gold=60000;122=2;7303=1},
11142,Draw Runestones,10072,115,60,,Diamond draw learning chips 60 times,鑽石抽學習晶片60次,,404404,,{gold=80000;122=3;7304=1},
11143,Draw Runestones,10072,115,100,,Diamond draw learning chips 100 times,鑽石抽學習晶片100次,,404404,,{gold=100000;123=2;7304=1},
11144,Draw Runestones,10072,115,150,,Diamond draw learning chips 150 times,鑽石抽學習晶片150次,,404404,,{gold=120000;123=2;7304=1},
11145,Draw Runestones,10072,115,220,,Diamond draw learning chips 220 times,鑽石抽學習晶片220次,,404404,,{gold=150000;123=3;7305=1},
11146,Draw Runestones,10072,115,300,,Diamond draw learning chips 300 times,鑽石抽學習晶片300次,,404404,,{gold=200000;124=2;7305=1},
,,,,,,,,,,,,
11150,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11151,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6805=10},
11152,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11153,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6805=20},
11154,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11155,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6805=30},
11156,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11157,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6805=40},
11158,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11159,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6805=50},
11160,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11161,"After opening, you can choose one of Yandi Fragment, Young Geras Fragment, Vulcan Moth Fragment, and Keldeo Fragment",10073,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6805=60},
,,,,,,,,,,,,
11170,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11171,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6806=10},
11172,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11173,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6806=20},
11174,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11175,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6806=30},
11176,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11177,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6806=40},
11178,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11179,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6806=50},
11180,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11181,"After opening, you can choose one of the Frozen Bird Fragment, Iron Dumbbell Fragment, Superbad Star Fragment, and Latios Fragment",10074,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6806=60},
,,,,,,,,,,,,
11190,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11191,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6807=10},
11192,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,2000,,Diamond total Spend reach 2000,累計消耗2000鑽石,Diamond total Spend reach 2000,404404,2000다이아 누적 소모,{gold=80000;5000=10;452=20},
11193,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,4000,,Diamond total Spend reach 4000,累計消耗4000鑽石,Diamond total Spend reach 4000,404404,4000다이아 누적 소모,{gold=100000;5000=15;6807=20},
11194,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,7000,,Diamond total Spend reach 7000,累計消耗7000鑽石,Diamond total Spend reach 7000,404404,7000다이아 누적 소모,{gold=120000;5000=15;452=30},
11195,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,10000,,Diamond total Spend reach 10000,累計消耗10000鑽石,Diamond total Spend reach 10000,404404,10000다이아 누적 소모,{gold=120000;5000=15;6807=30},
11196,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,14000,,Diamond total Spend reach 14000,累計消耗14000鑽石,Diamond total Spend reach 14000,404404,14000다이아 누적 소모,{gold=140000;5000=20;452=40},
11197,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,18000,,Diamond total Spend reach 18000,累計消耗18000鑽石,Diamond total Spend reach 18000,404404,18000다이아 누적 소모,{gold=160000;5000=20;6807=40},
11198,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,22000,,Diamond total Spend reach 22000,累計消耗22000鑽石,Diamond total Spend reach 22000,404404,22000다이아 누적 소모,{gold=180000;5000=25;452=50},
11199,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,25000,,Diamond total Spend reach 25000,累計消耗25000鑽石,Diamond total Spend reach 25000,404404,25000다이아 누적 소모,{gold=200000;5000=30;6807=50},
11200,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,30000,,Diamond total Spend reach 30000,累計消耗30000鑽石,Diamond total Spend reach 30000,404404,30000다이아 누적 소모,{gold=250000;5000=40;452=60},
11201,"After opening, you can choose one of Gyarados fragments, Regirock fragments, Scorpio King fragments, and Latias fragments",10075,21,40000,,Diamond total Spend reach 40000,累計消耗40000鑽石,Diamond total Spend reach 40000,404404,40000다이아 누적 소모,{gold=300000;5000=50;6807=60},
,,,,,,,,,,,,
11210,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,300,,Diamond total Spend reach 300,累計消耗300鑽石,Diamond total Spend reach 300,404404,300다이아 누적 소모,{gold=60000;5000=10;930=10},
11211,"After opening, you can choose one of Lightning Bird Fragment, Baby Dragon Fragment, Wooden Owl Fragment, Gopalion Fragment",10076,21,1000,,Diamond total Spend reach 1000,累計消耗1000鑽石,Diamond total Spend reach 1000,404404,1000다이아 누적 소모,{gold=80000;5000=15;6808=10},
