"﻿变量名",huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,award,costMap,priceShow,buyMax
23104,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,30,,Complete dispatch mission 30 times from today onwards,當日起完成派遣任務30次,Complete dispatch mission 30 times from today onwards,404404,당일부터 파견 퀘스트 30회 완료,{6334=1;2102=10;gold=40000},,,
23105,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,40,,Complete dispatch mission 40 times from today onwards,當日起完成派遣任務40次,Complete dispatch mission 40 times from today onwards,404404,당일부터 파견 퀘스트 40회 완료,{6334=1;2102=10;gold=50000},,,
23106,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,50,,Complete dispatch mission 50 times from today onwards,當日起完成派遣任務50次,Complete dispatch mission 50 times from today onwards,404404,당일부터 파견 퀘스트 50회 완료,{6334=1;2103=6;gold=60000},,,
23107,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,0,Dispatch quest,派遣任務,Dispatch quest,Điều động nhiệm vụ,파견 퀘스트,3,85,60,,Complete dispatch mission 60 times from today onwards,當日起完成派遣任務60次,Complete dispatch mission 60 times from today onwards,404404,당일부터 파견 퀘스트 60회 완료,{6334=1;2103=6;gold=70000},,,
23108,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,2,,Breakthrough your Pokémon 2 times from today onwards,當日起精靈突破2次,Breakthrough your Pokémon 2 times from today onwards,404404,당일부터 포켓몬 2회 돌파,{6334=1;850=20;gold=20000},,,
23109,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,4,,Breakthrough your Pokémon 4 times from today onwards,當日起精靈突破4次,Breakthrough your Pokémon 4 times from today onwards,404404,당일부터 포켓몬 4회 돌파,{6334=1;850=30;gold=40000},,,
23110,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,6,,Breakthrough your Pokémon 6 times from today onwards,當日起精靈突破6次,Breakthrough your Pokémon 6 times from today onwards,404404,당일부터 포켓몬 6회 돌파,{6334=1;850=40;gold=60000},,,
23111,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,8,,Breakthrough your Pokémon 8 times from today onwards,當日起精靈突破8次,Breakthrough your Pokémon 8 times from today onwards,404404,당일부터 포켓몬 8회 돌파,{6334=1;850=50;gold=80000},,,
23112,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,10,,Breakthrough your Pokémon 10 times from today onwards,當日起精靈突破10次,Breakthrough your Pokémon 10 times from today onwards,404404,당일부터 포켓몬 10회 돌파,{6334=1;850=60;gold=100000},,,
23113,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,15,,Breakthrough your Pokémon 15 times from today onwards,當日起精靈突破15次,Breakthrough your Pokémon 15 times from today onwards,404404,당일부터 포켓몬 15회 돌파,{6334=1;850=80;gold=120000},,,
23114,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,1,Pokémon Upgrade,精靈突破,Pokémon Upgrade,Đột Phá Pokémon,포켓몬 돌파,3,35,20,,Breakthrough your Pokémon 20 times from today onwards,當日起精靈突破20次,Breakthrough your Pokémon 20 times from today onwards,404404,당일부터 포켓몬 20회 돌파,{6334=1;850=100;gold=160000},,,
23115,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,2000000,,Spend 2000000 coins from today onwards,當日起金幣消耗2000000,Spend 2000000 coins from today onwards,404404,당일부터 2000000 코인 소모,{6334=1;13=10;gold=200000},,,
23116,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,4000000,,Spend 4000000 coins from today onwards,當日起金幣消耗4000000,Spend 4000000 coins from today onwards,404404,당일부터 4000000 코인 소모,{6334=1;13=15;gold=300000},,,
23117,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,6000000,,Spend 6000000 coins from today onwards,當日起金幣消耗6000000,Spend 6000000 coins from today onwards,404404,당일부터 6000000 코인 소모,{6334=1;13=20;gold=400000},,,
23118,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,9000000,,Spend 9000000 coins from today onwards,當日起金幣消耗9000000,Spend 9000000 coins from today onwards,404404,당일부터 9000000 코인 소모,{6334=1;13=30;gold=500000},,,
23119,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,12000000,,Spend 12000000 coins from today onwards,當日起金幣消耗12000000,Spend 12000000 coins from today onwards,404404,당일부터 12000000 코인 소모,{6334=1;13=40;gold=600000},,,
23120,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,18000000,,Spend 18000000 coins from today onwards,當日起金幣消耗18000000,Spend 18000000 coins from today onwards,404404,당일부터 18000000 코인 소모,{6334=1;13=60;gold=900000},,,
23121,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,24000000,,Spend 24000000 coins from today onwards,當日起金幣消耗24000000,Spend 24000000 coins from today onwards,404404,당일부터 24000000 코인 소모,{6334=1;13=80;gold=1200000},,,
23122,12006,2,1,Day2,第2天,Day2,Thứ 2 Trời,2일 차,2,Cost Gold,金幣消耗,Cost Gold,404404,코인 소모,3,20,30000000,,Spend 30000000 coins from today onwards,當日起金幣消耗30000000,Spend 30000000 coins from today onwards,404404,당일부터 30000000 코인 소모,{6334=1;13=100;gold=2000000},,,
,,,,,,,,,,,,,,,第3天,,,,,,,,,{},,,
23201,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,4,,Engage in arena battle for 4 times from today onwards,當日起競技場戰鬥4次,Engage in arena battle for 4 times from today onwards,404404,당일부터 아레나 전투 4회 진행,{6334=1;coin1=200;talent_point=1},,,
23202,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,8,,Engage in arena battle for 8 times from today onwards,當日起競技場戰鬥8次,Engage in arena battle for 8 times from today onwards,404404,당일부터 아레나 전투 8회 진행,{6334=1;coin1=300;talent_point=1},,,
23203,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,16,,Engage in arena battle for 16 times from today onwards,當日起競技場戰鬥16次,Engage in arena battle for 16 times from today onwards,404404,당일부터 아레나 전투 16회 진행,{6334=1;coin1=400;talent_point=1},,,
23204,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,24,,Engage in arena battle for 24 times from today onwards,當日起競技場戰鬥24次,Engage in arena battle for 24 times from today onwards,404404,당일부터 아레나 전투 24회 진행,{6334=1;coin1=500;talent_point=1},,,
23205,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,32,,Engage in arena battle for 32 times from today onwards,當日起競技場戰鬥32次,Engage in arena battle for 32 times from today onwards,404404,당일부터 아레나 전투 32회 진행,{6334=1;coin1=600;talent_point=1},,,
23206,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,40,,Engage in arena battle for 40 times from today onwards,當日起競技場戰鬥40次,Engage in arena battle for 40 times from today onwards,404404,당일부터 아레나 전투 40회 진행,{6334=1;coin1=800;talent_point=1},,,
23207,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,0,Arena points,競技積分,Arena points,404404,아레나 포인트,3,41,50,,Engage in arena battle for 50 times from today onwards,當日起競技場戰鬥50次,Engage in arena battle for 50 times from today onwards,404404,당일부터 아레나 전투 50회 진행,{6334=1;coin1=1000;talent_point=1},,,
23208,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,50,,Train EV for 50 times from today onwards,當日起努力值培養50次,Train EV for 50 times from today onwards,404404,당일부터 노력치 육성 50회 진행,{6334=1;452=10;13=10},,,
23209,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,100,,Train EV for 100 times from today onwards,當日起努力值培養100次,Train EV for 100 times from today onwards,404404,당일부터 노력치 육성 100회 진행,{6334=1;452=15;13=15},,,
23210,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,150,,Train EV for 150 times from today onwards,當日起努力值培養150次,Train EV for 150 times from today onwards,404404,당일부터 노력치 육성 150회 진행,{6334=1;452=20;13=20},,,
23211,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,200,,Train EV for 200 times from today onwards,當日起努力值培養200次,Train EV for 200 times from today onwards,404404,당일부터 노력치 육성 200회 진행,{6334=1;452=25;13=25},,,
23212,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,250,,Train EV for 250 times from today onwards,當日起努力值培養250次,Train EV for 250 times from today onwards,404404,당일부터 노력치 육성 250회 진행,{6334=1;452=30;13=30},,,
23213,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,300,,Train EV for 300 times from today onwards,當日起努力值培養300次,Train EV for 300 times from today onwards,404404,당일부터 노력치 육성 300회 진행,{6334=1;452=35;13=35},,,
23214,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,350,,Train EV for 350 times from today onwards,當日起努力值培養350次,Train EV for 350 times from today onwards,404404,당일부터 노력치 육성 350회 진행,{6334=1;452=40;13=40},,,
23215,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,1,EV Develop,努力培養,EV Develop,Bồi Dưỡng Nỗ Lực,노력치 육성,3,89,400,,Train EV for 400 times from today onwards,當日起努力值培養400次,Train EV for 400 times from today onwards,404404,당일부터 노력치 육성 400회 진행,{6334=1;452=45;13=45},,,
23216,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Challenge Task,挑戰任務,Challenge Task,404404,도전 퀘스트,3,32,6,,Challenge event dungeon 6 times from today onwards,當日起活動副本戰鬥6次,Challenge event dungeon 6 times from today onwards,404404,당일부터 이벤트 던전 전투 6회,{6334=1;452=15;602=3},,,
23217,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Challenge Task,挑戰任務,Challenge Task,404404,도전 퀘스트,3,32,12,,Challenge event dungeon 12 times from today onwards,當日起活動副本戰鬥12次,Challenge event dungeon 12 times from today onwards,404404,당일부터 이벤트 던전 전투 12회,{6334=1;452=25;602=5},,,
23218,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Challenge Task,挑戰任務,Challenge Task,404404,도전 퀘스트,3,66,8,,Element Challenge battle 8 times since today,當日起元素挑戰戰鬥8次,Element Challenge battle 8 times since today,Từ hôm nay chiến đấu Thách Đấu Nguyên Tố 8 lần,당일부터 엘리멘탈 챌린지 8회 전투,{6334=1;452=15;602=3},,,
23219,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Challenge Task,挑戰任務,Challenge Task,404404,도전 퀘스트,3,66,15,,Element Challenge battle 15 times since today,當日起元素挑戰戰鬥15次,Element Challenge battle 15 times since today,Từ hôm nay chiến đấu Thách Đấu Nguyên Tố 15 lần,당일부터 엘리멘탈 챌린지 15회 전투,{6334=1;452=25;602=5},,,
23220,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Challenge Task,挑戰任務,Challenge Task,404404,도전 퀘스트,3,52,10,,Draw Trinket Cube 10 times from today onwards,當日起抽飾品魔方10次,Draw Trinket Cube 10 times from today onwards,404404,당일부터 매직큐브 액세서리 10회 뽑기,{6334=1;452=15;602=3},,,
23221,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Challenge Task,挑戰任務,Challenge Task,404404,도전 퀘스트,3,52,20,,Draw Trinket Cube 20 times from today onwards,當日起抽飾品魔方20次,Draw Trinket Cube 20 times from today onwards,404404,당일부터 매직큐브 액세서리 20회 뽑기,{6334=1;452=15;602=3},,,
23222,12006,3,2,Day3,第3天,Day3,Thứ 3 Trời,3일 차,2,Challenge Task,挑戰任務,Challenge Task,404404,도전 퀘스트,3,52,30,,Draw Trinket Cube 30 times from today onwards,當日起抽飾品魔方30次,Draw Trinket Cube 30 times from today onwards,404404,당일부터 매직큐브 액세서리 30회 뽑기,{6334=1;452=25;602=5},,,
,,,,,,,,,,,,,,,第4天,,,,,,,,,{},,,
23301,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily purchase,日常購買,Daily purchase,404404,일일 구매,3,26,6,,Buy Energy 6 times from today onwards,當日起購買體力6次,Buy Energy 6 times from today onwards,404404,당일부터 체력 6회 구매,{6334=1;515=2;602=3},,,
23302,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily purchase,日常購買,Daily purchase,404404,일일 구매,3,26,12,,Buy Energy 12 times from today onwards,當日起購買體力12次,Buy Energy 12 times from today onwards,404404,당일부터 체력 12회 구매,{6334=1;515=4;602=3},,,
23303,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily purchase,日常購買,Daily purchase,404404,일일 구매,3,26,18,,Buy Energy 18 times from today onwards,當日起購買體力18次,Buy Energy 18 times from today onwards,404404,당일부터 체력 18회 구매,{6334=1;515=6;602=3},,,
23304,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily purchase,日常購買,Daily purchase,404404,일일 구매,3,26,24,,Buy Energy 24 times from today onwards,當日起購買體力24次,Buy Energy 24 times from today onwards,404404,당일부터 체력 24회 구매,{6334=1;515=8;602=3},,,
23305,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily purchase,日常購買,Daily purchase,404404,일일 구매,3,18,10,,Get Treasure Pot Coins 10 times from today onwards,當日起聚寶金幣10次,Get Treasure Pot Coins 10 times from today onwards,404404,당일부터 보물단지 코인 10회,{6334=1;rmb=40;602=3},,,
23306,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily purchase,日常購買,Daily purchase,404404,일일 구매,3,18,20,,Get Treasure Pot Coins 20 times from today onwards,當日起聚寶金幣20次,Get Treasure Pot Coins 20 times from today onwards,404404,당일부터 보물단지 코인 20회,{6334=1;rmb=80;602=3},,,
23307,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily purchase,日常購買,Daily purchase,404404,일일 구매,3,18,30,,Get Treasure Pot Coins 30 times from today onwards,當日起聚寶金幣30次,Get Treasure Pot Coins 30 times from today onwards,404404,당일부터 보물단지 코인 30회,{6334=1;rmb=120;602=3},,,
23308,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,0,Daily purchase,日常購買,Daily purchase,404404,일일 구매,3,18,40,,Get Treasure Pot Coins 40 times from today onwards,當日起聚寶金幣40次,Get Treasure Pot Coins 40 times from today onwards,404404,당일부터 보물단지 코인 40회,{6334=1;rmb=120;602=3},,,
23309,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Cost Diamond,鑽石消耗,Cost Diamond,404404,다이아 소모,3,21,388,,Spend 388 from today onwards,當日起消耗388鑽石,Spend 388 from today onwards,404404,당일부터 388다이아 소모,{6334=1;rmb=68;gold=50000},,,
23310,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Cost Diamond,鑽石消耗,Cost Diamond,404404,다이아 소모,3,21,888,,Spend 888 from today onwards,當日起消耗888鑽石,Spend 888 from today onwards,404404,당일부터 888다이아 소모,{6334=1;rmb=128;gold=60000},,,
23311,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Cost Diamond,鑽石消耗,Cost Diamond,404404,다이아 소모,3,21,1888,,Spend 1888 from today onwards,當日起消耗1888鑽石,Spend 1888 from today onwards,404404,당일부터 1888다이아 소모,{6334=1;rmb=158;gold=70000},,,
23312,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Cost Diamond,鑽石消耗,Cost Diamond,404404,다이아 소모,3,21,3888,,Spend 3888 from today onwards,當日起消耗3888鑽石,Spend 3888 from today onwards,404404,당일부터 3888다이아 소모,{6334=1;rmb=288;gold=80000},,,
23313,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Cost Diamond,鑽石消耗,Cost Diamond,404404,다이아 소모,3,21,5888,,Spend 5888 from today onwards,當日起消耗5888鑽石,Spend 5888 from today onwards,404404,당일부터 5888다이아 소모,{6334=1;rmb=388;gold=100000},,,
23314,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Cost Diamond,鑽石消耗,Cost Diamond,404404,다이아 소모,3,21,7888,,Spend 7888 from today onwards,當日起消耗7888鑽石,Spend 7888 from today onwards,404404,당일부터 7888다이아 소모,{6334=1;rmb=488;gold=120000},,,
23315,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Cost Diamond,鑽石消耗,Cost Diamond,404404,다이아 소모,3,21,10888,,Spend 10888 from today onwards,當日起消耗10888鑽石,Spend 10888 from today onwards,404404,당일부터 10888다이아 소모,{6334=1;rmb=588;gold=150000},,,
23316,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,1,Cost Diamond,鑽石消耗,Cost Diamond,404404,다이아 소모,3,21,15888,,Spend 15888 from today onwards,當日起消耗15888鑽石,Spend 15888 from today onwards,404404,당일부터 15888다이아 소모,{6334=1;rmb=688;gold=200000},,,
23317,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Union Event,公會活動,Union Event,404404,길드 이벤트,3,59,6,,Challenge union Dungeon 6 times from today onwards,當日起公會副本戰鬥6次,Challenge union Dungeon 6 times from today onwards,404404,당일부터 길드 던전 전투 6회,{6334=1;coin3=200;14=10},,,
23318,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Union Event,公會活動,Union Event,404404,길드 이벤트,3,59,12,,Challenge union Dungeon 12 times from today onwards,當日起公會副本戰鬥12次,Challenge union Dungeon 12 times from today onwards,404404,당일부터 길드 던전 전투 12회,{6334=1;coin3=300;14=10},,,
23319,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Union Event,公會活動,Union Event,404404,길드 이벤트,3,55,10,,Donate to union 10 times from today onwards,當日起公會捐獻10次,Donate to union 10 times from today onwards,404404,당일부터 길드 기부 10회,{6334=1;coin3=200;14=10},,,
23320,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Union Event,公會活動,Union Event,404404,길드 이벤트,3,55,25,,Donate to union 25 times from today onwards,當日起公會捐獻25次,Donate to union 25 times from today onwards,404404,당일부터 길드 기부 25회,{6334=1;coin3=300;14=10},,,
23321,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Union Event,公會活動,Union Event,404404,길드 이벤트,3,58,4,,Grab Red Packets 4 times from today onwards,當日起搶紅包4次,Grab Red Packets 4 times from today onwards,404404,당일부터 보너스 4회 얻기,{6334=1;coin3=200;14=10},,,
23322,12006,4,3,Day4,第4天,Day4,Thứ 4 Trời,4일 차,2,Union Event,公會活動,Union Event,404404,길드 이벤트,3,58,8,,Grab Red Packets 8 times from today onwards,當日起搶紅包8次,Grab Red Packets 8 times from today onwards,404404,당일부터 보너스 8회 얻기,{6334=1;coin3=300;14=10},,,
,,,,,,,,,,,,,,,第5天,,,,,,,,,{},,,
23401,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Aether Paradise Point,以太積分,Aether Paradise Point,404404,에테르 포인트,3,63,20000,,Aether points reach 20000 in total since today,當日起以太積分累計20000,Aether points reach 20000 in total since today,404404,당일부터 에테르 포인트 누적 20000점,{6334=1;coin2=200;4000=20},,,
23402,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Aether Paradise Point,以太積分,Aether Paradise Point,404404,에테르 포인트,3,63,30000,,Aether points reach 30000 in total since today,當日起以太積分累計30000,Aether points reach 30000 in total since today,404404,당일부터 에테르 포인트 누적 30000점,{6334=1;coin2=300;4000=20},,,
23403,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Aether Paradise Point,以太積分,Aether Paradise Point,404404,에테르 포인트,3,63,40000,,Aether points reach 40000 in total since today,當日起以太積分累計40000,Aether points reach 40000 in total since today,404404,당일부터 에테르 포인트 누적 40000점,{6334=1;coin2=400;4000=30},,,
23404,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Aether Paradise Point,以太積分,Aether Paradise Point,404404,에테르 포인트,3,63,50000,,Aether points reach 50000 in total since today,當日起以太積分累計50000,Aether points reach 50000 in total since today,404404,당일부터 에테르 포인트 누적 50000점,{6334=1;coin2=500;4000=40},,,
23405,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Aether Paradise Point,以太積分,Aether Paradise Point,404404,에테르 포인트,3,63,60000,,Aether points reach 60000 in total since today,當日起以太積分累計60000,Aether points reach 60000 in total since today,404404,당일부터 에테르 포인트 누적 60000점,{6334=1;coin2=600;4000=50},,,
23406,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,0,Aether Paradise Point,以太積分,Aether Paradise Point,404404,에테르 포인트,3,63,70000,,Aether points reach 70000 in total since today,當日起以太積分累計70000,Aether points reach 70000 in total since today,404404,당일부터 에테르 포인트 누적 70000점,{6334=1;coin2=600;4000=50},,,
23407,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Aether Paradise Floor,以太層數,Aether Paradise Floor,404404,에테르 층수,3,61,20,,Open Aether chest 20 times since today,當日起以太寶箱開啟20次,Open Aether chest 20 times since today,404404,당일부터 에테르 보물상자 20회 오픈,{6334=1;coin2=200;gold=10000},,,
23408,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Aether Paradise Floor,以太層數,Aether Paradise Floor,404404,에테르 층수,3,61,40,,Open Aether chest 40 times since today,當日起以太寶箱開啟40次,Open Aether chest 40 times since today,404404,당일부터 에테르 보물상자 40회 오픈,{6334=1;coin2=300;gold=20000},,,
23409,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Aether Paradise Floor,以太層數,Aether Paradise Floor,404404,에테르 층수,3,61,60,,Open Aether chest 60 times since today,當日起以太寶箱開啟60次,Open Aether chest 60 times since today,404404,당일부터 에테르 보물상자 60회 오픈,{6334=1;coin2=400;gold=30000},,,
23410,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Aether Paradise Floor,以太層數,Aether Paradise Floor,404404,에테르 층수,3,61,80,,Open Aether chest 80 times since today,當日起以太寶箱開啟80次,Open Aether chest 80 times since today,404404,당일부터 에테르 보물상자 80회 오픈,{6334=1;coin2=500;gold=40000},,,
23411,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Aether Paradise Floor,以太層數,Aether Paradise Floor,404404,에테르 층수,3,61,100,,Open Aether chest 100 times since today,當日起以太寶箱開啟100次,Open Aether chest 100 times since today,404404,당일부터 에테르 보물상자 100회 오픈,{6334=1;coin2=600;gold=50000},,,
23412,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,1,Aether Paradise Floor,以太層數,Aether Paradise Floor,404404,에테르 층수,3,61,120,,Open Aether chest 120 times since today,當日起以太寶箱開啟120次,Open Aether chest 120 times since today,404404,당일부터 에테르 보물상자 120회 오픈,{6334=1;coin2=800;520=1},,,
23413,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Gold Gaining,金幣獲得,Gold Gaining,Nhận Gold,코인 획득,3,19,1000000,,Obtain 1000000 coins in total since today,當日起金幣獲得1000000,Obtain 1000000 coins in total since today,Từ hôm nay nhận Gold đạt 1000000,당일부터 1000000코인 획득,{6334=1;rmb=10;gold=100000},,,
23414,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Gold Gaining,金幣獲得,Gold Gaining,Nhận Gold,코인 획득,3,19,3000000,,Obtain 3000000 coins in total since today,當日起金幣獲得3000000,Obtain 3000000 coins in total since today,Từ hôm nay nhận Gold đạt 3M,당일부터 3000000코인 획득,{6334=1;rmb=20;gold=150000},,,
23415,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Gold Gaining,金幣獲得,Gold Gaining,Nhận Gold,코인 획득,3,19,5000000,,Obtain 5000000 coins in total since today,當日起金幣獲得5000000,Obtain 5000000 coins in total since today,Từ hôm nay nhận Gold đạt 5000000,당일부터 5000000코인 획득,{6334=1;rmb=30;gold=200000},,,
23416,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Gold Gaining,金幣獲得,Gold Gaining,Nhận Gold,코인 획득,3,19,7000000,,Obtain 7000000 coins in total since today,當日起金幣獲得7000000,Obtain 7000000 coins in total since today,Từ hôm nay nhận Gold đạt 7000000,당일부터 7000000코인 획득,{6334=1;rmb=40;gold=250000},,,
23417,12006,5,4,Day5,第5天,Day5,Thứ 5 Trời,5일 차,2,Gold Gaining,金幣獲得,Gold Gaining,Nhận Gold,코인 획득,3,19,9000000,,Obtain 9000000 coins in total since today,當日起金幣獲得9000000,Obtain 9000000 coins in total since today,Từ hôm nay nhận Gold đạt 9000000,당일부터 9000000코인 획득,{6334=1;rmb=50;gold=300000},,,
