"﻿变量名",huodongID,_beizhu,name,name_tw,name_en,name_kr,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages
2433,23230,Awakening gift pack - 328 yuan - purchase limit 4 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_18_1.png,,,
2434,23230,Runestone gift pack - 328 yuan - purchase limit 4 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_18_1.png,,,
2435,23230,Runestone gift pack - 328 yuan - purchase limit 4 times,Dragon Boat Festival gift pack,端午特惠禮包,,,2,70,{rmb=3980;7325=1;537=40},112,,,,,activity/direct_gift/box_18_1.png,,,
2436,23230,Ascension star package - 648 yuan - purchase limit 4 times,Dragon Boat Festival gift pack,端午特惠禮包,,,3,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_18_1.png,,,
,,,,,,,,,,,,,,,,,,
2440,23231,Hoopa gift bag - 648 yuan - purchase limit 1 time,Hoopa Skin Pack,,,,1,,{rmb=6480;8012=1;521=50},113,,,,,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2450,23232,Summer Special Package - Free - Purchase Once,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_xjhd1.png,,,
2451,23232,Summer special package - 6 yuan - purchase once,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_xjhd1.png,,,
2452,23232,Summer special package - 6 yuan - purchase once,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_xjhd1.png,,,
2453,23232,Summer special package - 30 yuan - purchase once,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_xjhd1.png,,,
2454,23232,Summer special package - 60 yuan - purchase once,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_xjhd1.png,,,
2455,23232,Rare S gift bag - 98 yuan - purchase limit 1 time,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,1,,{rmb=1680;6216=1},108,,,,,activity/direct_gift/icon_xjhd2.png,,,<cn>
2456,23232,Explorer gift pack - 98 yuan - purchase limit 2 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_xjhd2.png,,,
2457,23232,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_xjhd2.png,,,
2458,23232,Purple gift bag - 198 yuan - purchase limit 3 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_xjhd2.png,,,
2459,23232,Purple gift bag - 198 yuan - purchase limit 3 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_xjhd2.png,,,
2460,23232,Ascension star package - 198 yuan - purchase limit 3 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_xjhd2.png,,,
2461,23232,Chip gift pack - 198 yuan - purchase limit 3 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,70,{537=30;7324=2;rmb=2680},111,,,,,activity/direct_gift/icon_xjhd2.png,,,<cn>
2462,23232,Runestone gift pack - 198 yuan - purchase limit 3 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_xjhd2.png,,,
2463,23232,Awakening gift pack - 328 yuan - purchase limit 4 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_xjhd3.png,,,
2464,23232,Runestone gift pack - 328 yuan - purchase limit 4 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_xjhd3.png,,,
2465,23232,Chip gift pack - 328 yuan - purchase limit 4 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,2,70,{rmb=3980;7325=1;537=40},112,,,,,activity/direct_gift/icon_xjhd3.png,,,<cn>
2466,23232,Ascension star package - 648 yuan - purchase limit 4 times,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,3,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_xjhd3.png,,,
2467,23232,Tianxi gift bag - 648 yuan - purchase limit 1 time,Summer Special Pack,夏日特惠禮包,Summer Special Pack,여름 특혜 선물,1,,{rmb=6480;8002=1;521=50},113,,,,,activity/direct_gift/icon_xjhd3.png,,,<cn>
,,,,,,,,,,,,,,,,,,
2470,23233,Qixi Festival Rose Gift Pack - 6 yuan - purchase limit 2 times,Tanabata rose gift pack,七夕玫瑰禮包,,,2,,{rmb=60;6323=9},102,,,,,activity/direct_gift/icon_qxlb.png,,,
2471,23233,Tanabata rose gift pack - 30 yuan - purchase limit 2 times,Tanabata rose gift pack,七夕玫瑰禮包,,,2,,{rmb=300;6323=36},106,,,,,activity/direct_gift/icon_qxlb.png,,,
2472,23233,Chinese Valentine's Day rose gift bag - 60 yuan - purchase limit 2 times,Tanabata rose gift pack,七夕玫瑰禮包,,,2,,{rmb=600;6323=66},107,,,,,activity/direct_gift/icon_qxlb.png,,,
2473,23233,Qixi Festival Rose Gift Pack - 98 yuan - purchase limit 2 times,Tanabata rose gift pack,七夕玫瑰禮包,,,2,,{rmb=980;6323=99},108,,,,,activity/direct_gift/icon_qxlb.png,,,
,,,,,,,,,,,,,,,,,,
2480,23234,Mid-Autumn Festival special package - 6 yuan - purchase once,Mid-Autumn Festival gift pack,中秋特惠禮包,,추석 특혜 패키지,1,,{rmb=120;521=3;gold=100000},102,,,,,activity/direct_gift/icon_sc_zqlb1.png,,,
2481,23234,Mid-Autumn Festival special package - 30 yuan - purchase once,Mid-Autumn Festival gift pack,中秋特惠禮包,,추석 특혜 패키지,1,,{rmb=600;503=10},106,,,,,activity/direct_gift/icon_sc_zqlb1.png,,,
2482,23234,Mid-Autumn Festival special package - 60 yuan - purchase once,Mid-Autumn Festival gift pack,中秋特惠禮包,,추석 특혜 패키지,1,,{rmb=900;527=10},107,,,,,activity/direct_gift/icon_sc_zqlb1.png,,,
2483,23234,Mid-Autumn Festival special package - 98 yuan - purchase limit 1 time,Mid-Autumn Festival gift pack,中秋特惠禮包,,추석 특혜 패키지,1,,{rmb=1280;6059=1;501=2},108,,,,,activity/direct_gift/icon_sc_zqlb2.png,,,
2484,23234,Mid-Autumn Festival special package - 98 yuan - purchase limit 1 time,Mid-Autumn Festival gift pack,中秋特惠禮包,,추석 특혜 패키지,1,,{rmb=1280;942=1;gold=500000},108,,,,,activity/direct_gift/icon_sc_zqlb2.png,,,
2485,23234,Mid-Autumn Festival special package - 198 yuan - purchase limit 1 time,Mid-Autumn Festival gift pack,中秋特惠禮包,,추석 특혜 패키지,1,,{rmb=2280;945=1;2152=1},111,,,,,activity/direct_gift/icon_sc_zqlb3.png,,,
2486,23234,Mid-Autumn Festival special package - 198 yuan - purchase limit 1 time,Mid-Autumn Festival gift pack,中秋特惠禮包,,추석 특혜 패키지,1,,{rmb=2280;994=1;529=10000},111,,,,,activity/direct_gift/icon_sc_zqlb3.png,,,
2487,23234,Mid-Autumn Festival special package - 328 yuan - purchase limit 1 time,Mid-Autumn Festival gift pack,中秋特惠禮包,,추석 특혜 패키지,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,,activity/direct_gift/icon_sc_zqlb3.png,,,
,,,,,,,,,,,,,,,,,,
2490,23235,National Day special package - free - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,
2491,23235,Spring Festival special package - 6 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,
2492,23235,May Day special package - 6 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,
2493,23235,National Day special package - 30 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_khqd1.png,,,
2494,23235,National Day special package - 60 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,
2495,23235,Rare S gift pack - 98 yuan - limited to 1 purchase per week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/box_khqd2.png,,,<cn;kr>
2496,23235,Explorer gift pack - 98 yuan - limited to 2 purchases per week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,
2497,23235,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_khqd2.png,,,
2498,23235,Purple gift bag - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,
2499,23235,Purple gift bag - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,
2500,23235,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_khqd2.png,,,
2501,23235,Runestone gift pack - 198 yuan - event limited to 2 purchases,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,
2502,23235,Awakening gift pack - 328 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_khqd3.png,,,
2503,23235,Runestone gift pack - 328 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_khqd3.png,,,
2504,23235,Ascension star package - 648 yuan - purchase limit 4 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_khqd3.png,,,
,,,,,,,,,,,,,,,,,,
2510,23236,National Day special package - free - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,
2511,23236,Spring Festival special package - 6 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,
2512,23236,May Day special package - 6 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,
2513,23236,National Day special package - 30 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_khqd1.png,,,
2514,23236,National Day special package - 60 yuan - purchase once,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,
2515,23236,Rare S gift pack - 98 yuan - limited to 1 purchase per week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/box_khqd2.png,,,<cn;kr>
2516,23236,Explorer gift pack - 98 yuan - limited to 2 purchases per week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,
2517,23236,Jewelry drawing card gift pack - 98 yuan - purchase limit 2 times a week,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_khqd2.png,,,
2518,23236,Purple gift bag - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,
2519,23236,Purple gift bag - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,
2520,23236,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_khqd2.png,,,
2521,23236,Runestone gift pack - 198 yuan - event limited to 2 purchases,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,
2522,23236,Chip gift pack - 198 yuan - purchase limit 3 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,3,70,{537=30;7324=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,<cn>
2523,23236,Awakening gift pack - 328 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_khqd3.png,,,
2524,23236,Runestone gift pack - 328 yuan - purchase limit 2 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_khqd3.png,,,
2525,23236,Chip gift pack - 328 yuan - purchase limit 4 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,4,70,{rmb=3980;7325=1;537=40},112,,,,,activity/direct_gift/box_khqd3.png,,,<cn>
2526,23236,Ascension star package - 648 yuan - purchase limit 4 times,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,6,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_khqd3.png,,,
2527,23236,Super cracked skin gift pack - 648 yuan - purchase limit 1 time,Ceremony Value Pack,盛典特惠禮包,Ceremony Value Pack,축제 특별 혜택 패키지,1,,{rmb=6480;8018=1;521=50},113,,,,,activity/direct_gift/box_khqd3.png,,,<cn>
,,,,,,,,,,,,,,,,,,
2530,23237,Rabbi gift bag - 648 yuan - purchase limit 1 time,Rabbi skin pack,,,,1,,{rmb=6480;8016=1;521=50},113,,,,,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2540,23238,Free gift bag - 0 yuan - purchase once,Z Awakening Cultivation Package,,,,1,,{502=1;59002=2;rmb=60},,0,,,,activity/direct_gift/icon_cjbx.png,,,
2541,23238,Universal gift bag - 30 yuan - purchase limit 2 times,Z Awakening Cultivation Package,,,,2,,{rmb=300;502=10;gold=100000},106,,,,,activity/direct_gift/icon_cjbx.png,,,
2542,23238,Intermediate Z Awakening Gift Pack - 98 yuan - purchase limit 2 times,Z Awakening Cultivation Package,,,,2,,{rmb=980;59002=40;gold=300000},108,,,,,activity/direct_gift/icon_zjbx.png,,,
2543,23238,Ascension Star Gift Pack - 198 yuan - purchase limit 2 times,Z Awakening Cultivation Package,,,,2,,{card={id=9002};rmb=1980;gold=200000},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2544,23238,Awakening gift pack - 198 yuan - purchase limit 2 times,Z Awakening Cultivation Package,,,,2,,{rmb=1980;6059=1;501=5},111,,,,,activity/direct_gift/icon_zjbx.png,,,
2545,23238,Divine Beast Universal Gift Pack - 328 yuan - purchase limit 2 times,Z Awakening Cultivation Package,,,,2,,{rmb=3280;521=30;gold=300000},112,,,,,activity/direct_gift/icon_gjbx.png,,,
2546,23238,Advanced Z Awakening Fragment - 328 yuan - purchase limit 2 times,Z Awakening Cultivation Package,,,,2,,{rmb=3280;59003=50;gold=300000},112,,,,,activity/direct_gift/icon_gjbx.png,,,
2547,23238,Beast Ascension Star Gift Pack - 648 yuan - purchase limit 2 times,Z Awakening Cultivation Package,,,,2,,{card={id=9003};rmb=6480;gold=600000},113,,,,,activity/direct_gift/icon_gjbx.png,,,
,,,,,,,,,,,,,,,,,,
2550,23239,Darkley gift bag - 648 yuan - purchase limit 1 time,Skin Pack,皮膚禮包,Skin Pack,,1,,{rmb=6480;8006=1;521=50},113,,,,,activity/direct_gift/icon_year3.png,,,
,,,,,,,,,,,,,,,,,,
10001,24001,Fragments of Tianci,Diancie Shard,蒂安希碎片,Diancie Shard,디안시 조각,1,,{23631=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10002,24001,Lugia Shard,Lugia Shard,洛奇亞碎片,Lugia Shard,루기아 조각,1,,{21261=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10003,24001,Kyoka Fragment,Kyogre Shard,蓋歐卡碎片,Kyogre Shard,가이오가 조각,1,,{21961=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10004,24001,Groudon Fragments,Groudon Shard,固拉多碎片,Groudon Shard,그란돈 조각,1,,{21971=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10005,24001,Fragment of Rift Seat,Rayquaza Shard,裂空座碎片,Rayquaza Shard,레쿠쟈 조각,1,,{21981=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10006,24001,Fragment of Young Geras,Larvitar Shard,幼基拉斯碎片,Larvitar Shard,애버라스 조각,3,,{21251=5},,25,,,0,,,250,
10007,24001,Gyarados Shard,Gyarados Shard,暴鯉龍碎片,Gyarados Shard,갸라도스 조각,3,,{20631=5},,25,,,0,,,250,
10008,24001,Flying Mantis Fragment,Scyther Shard,飛天螳螂碎片,Scyther Shard,스라크 조각,3,,{20571=5},,25,,,0,,,250,
10009,24001,Flamingo Fragment,Moltres Shard,火焰鳥碎片,Moltres Shard,파이어 조각,3,,{20741=5},,25,,,0,,,250,
10010,24001,Frozen Bird Fragments,Articuno Shard,急凍鳥碎片,Articuno Shard,프리져 조각,3,,{20721=5},,25,,,0,,,250,
10011,24001,Lightning Bird Fragment,Zapdos Shard,閃電鳥碎片,Zapdos Shard,썬더 조각,3,,{20731=5},,25,,,0,,,250,
10012,24001,Charmander Fragments,Charmander Shard,小火龍碎片,Charmander Shard,파이리 조각,6,,{20011=5},,10,,,0,,,125,
10013,24001,Bulbasa Seed Fragments,Bulbasaur Shard,妙蛙種子碎片,Bulbasaur Shard,이상해씨 조각,6,,{20001=5},,10,,,0,,,125,
10014,24001,Squirrel Fragment,Squirtle Shard,傑尼龜碎片,Squirtle Shard,꼬부기 조각,6,,{20021=5},,10,,,0,,,125,
10015,24001,Pichu Fragments,Pichu Shard,皮丘碎片,Pichu Shard,피츄 조각,6,,{20091=5},,10,,,0,,,125,
10016,24001,Chrysanthemum leaf fragments,Chikorita Shard,菊草葉碎片,Chikorita Shard,치코리타 조각,6,,{20781=5},,10,,,0,,,125,
10017,24001,Sliced duck with green onions,Farfetch'd Shard,大蔥鴨碎片,Farfetch'd Shard,파오리 조각,6,,{20341=5},,10,,,0,,,125,
10018,24001,Snow Hat Monster Fragment,Snover Shard,雪笠怪碎片,Snover Shard,눈쓰개 조각,6,,{22301=5},,10,,,0,,,125,
,,,,,,,,,,,,,,,,,,
10031,24002,Common Omni Fragments,Common Universal Shard,普通萬能碎片,Common Universal Shard,일반 만능 조각,3,,{502=1},,10,,,0,,activity/double11_shop/logo_ssy_bk.png,100,
10032,24002,Divine Beast Almighty Fragment,Legendary Universal Shard,神獸萬能碎片,Legendary Universal Shard,전설의 포켓몬 만능 조각,3,,{521=1},,30,,,0,,activity/double11_shop/logo_ssy_bk.png,300,
10033,24002,Accessory Awakening Selection Box,Accessory Awaken Select Chest,飾品覺醒選擇箱子,Accessory Awaken Select Chest,액세서리 각성 선택 상자,1,,{6059=1},,1680,,,0,,activity/double11_shop/logo_ssy_bk.png,6000,
10034,24002,Pikachu Bento,Pikachu Box,皮卡丘便當,Pikachu Box,피카츄 도시락,3,,{515=1},,10,,,0,,,30,
10035,24002,Diamond Draw Coupon,Diamond Draw Ticket,鑽石抽卡券,Diamond Draw Ticket,다이아 뽑기 쿠폰,5,,{519=1},,50,,,0,,,200,
10036,24002,limited coupon,Limited Coupon,限定券,Limited Coupon,기간한정 쿠폰,5,,{527=1},,58,,,0,,,220,
10037,24002,golden key,Gold Key,金鑰匙,Gold Key,금빛 열쇠,5,,{503=1},,20,,,0,,,68,
10038,24002,Kanto Technology Key,Kanto Tech Key,關都科技鑰匙,Kanto Tech Key,관동 테크 열쇠,5,,{520=1},,38,,,0,,,128,
10039,24002,golden hammer,Gold Hammer,黃金錘,Gold Hammer,황금 망치,5,,{531=1},,28,,,0,,,88,
10040,24002,Emerald Star Stone,Emerald Starstone,翡翠星石,Emerald Starstone,에메랄드 성석,2,,{501=1},,128,,,0,,,680,
10041,24002,Orange Explorer Chest,Orange Device Chest,橙色探險器寶箱,Orange Device Chest,주황색 탐지기 보물상자,1,,{963=1},,680,,,0,,,2000,
10042,24002,Purple Explorer Chest,Purple Device Chest,紫色探險器寶箱,Purple Device Chest,보라색 탐지기 보물상자,2,,{962=1},,180,,,0,,,2000,
10043,24002,Orange Runestone Optional Treasure Box,Orange Rune Select Chest,橙色符石自選寶箱,Orange Rune Select Chest,주황색 룬스톤 자동 선택 보물상자,1,,{993=1},,680,,,0,,,2000,
10044,24002,Purple Runestone Optional Treasure Box,Purple Rune Select Chest,紫色符石自選寶箱,Purple Rune Select Chest,보라색 룬스톤 자동 선택 보물상자,2,,{992=1},,180,,,0,,,2000,
,,,,,,,,,,,,,,,,,,
10051,24003,Breakthrough material gift bag,Ascension Material Bag,突破材料禮袋,Ascension Material Bag,돌파 재료 선물 보따리,3,,{930=30},,30,,,0,,,300,
10052,24003,energy core,Energy Core,能量核心,Energy Core,에너지 코어,3,,{5000=30},,30,,,0,,,300,
10053,24003,Advanced Favorability Gift Box,Advanced Friendship Box,高級好感度禮盒,Advanced Friendship Box,고급 호감도 선물,3,,{902=10},,30,,,0,,,300,
10054,24003,advanced strengthening stone,Advanced Enhance Stone,高級強化石,Advanced Enhance Stone,고급 강화석,3,,{2103=5},,50,,,0,,,200,
10055,24003,adventure parts,Explore Parts,探險零件,Explore Parts,탐험 부품,5,,{4000=100},,10,,,0,,,50,
10056,24003,Jewelry Drawings,Accessory Blueprint,飾品圖紙,Accessory Blueprint,액세서리 설계도,3,,{100=5},,30,,,0,,,200,
10057,24003,Amethyst potential stone,Amethyst Potential Stone,紫晶潛能石,Amethyst Potential Stone,자수정 잠재력의 돌,3,,{851=100},,30,,,0,,,300,
10058,24003,Runestone Essence,Rune Essence,符石精華,Rune Essence,룬스톤 정수,3,,{529=1000},,100,,,0,,,500,
,,,,,,,,,,,,,,,,,,
10071,24004,Double 12 special gift package - 6 yuan - purchase once,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{rmb=180;stamina=100;gold=300000},102,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,18,
10072,24004,Double 12 special gift package - 30 yuan - purchase once,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{rmb=300;519=10},106,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,98,
10073,24004,Double 12 special gift package - 98 yuan - purchase limit 1 time,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{card={id=9002};rmb=980;gold=200000},108,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,298,
10074,24004,Double 12 special gift package - 98 yuan - purchase limit 1 time,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{rmb=980;942=1;gold=500000},108,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,298,
10075,24004,Double 12 special gift package - 198 yuan - purchase limit 1 time,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{rmb=1980;6059=2;501=3},111,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,598,
10076,24004,Double 12 special gift package - 648 yuan - purchase limit 1 time,Double Twelve Pack,雙12特惠禮包,Double Twelve Pack,12.12 특혜 패키지,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,1298,
,,,,,,,,,,,,,,,,,,
10101,24011,Lugia Shard,Lugia Shard,洛奇亞碎片,,,1,,{21261=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10102,24011,Fragment of Rift Seat,Fragment of Rift Seat,裂空座碎片,,,1,,{21981=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10103,24011,Shard of Darkrai,Shard of Darkrai,達克萊伊碎片,,,1,,{22431=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10104,24011,Fragment of Dialga,Fragment of Dialga,帝牙盧卡碎片,,,1,,{22351=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10105,24011,Retribution Hoopa Shard,Retribution Hoopa Shard,懲戒胡帕碎片,,,1,,{23641=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,
10106,24011,Thunder Shards,Thunder Shards,雷公碎片,,,3,,{21221=5},,25,,,0,,,250,
