"﻿变量名",huodongID,costMap,items,exchangeTimes,limit,desc,desc_tw,desc_en
2192,10207,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2193,10207,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2194,10207,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2195,10207,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2196,10207,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2197,10207,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2198,10207,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2199,10207,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2200,10207,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒選擇箱子*1,404
2201,10207,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2211,10208,{6341=20},{6344=1},1,,Outing gift box*1,踏青禮盒*1,404
2212,10208,{6341=20},{2001=1},1,,Avatar frame*1,頭像框*1,404
2213,10208,{6341=2},{6343=1},100,,Willow grass box*1,柳葉草盒*1,404
,,,,,,,,
2221,10209,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2222,10209,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2223,10209,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2224,10209,{6071=240},{30407=1},1,,Orange carry*1,橙攜帶*1,404
2225,10209,{6071=240},{30402=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2231,10210,{6346=20},{2012=1},1,,May Day Avatar Frame*1,五一頭像框*1,404
2232,10210,{6346=20},{2403=1},1,,May Day Title*1,五一稱號*1,404
2233,10210,{6346=5},{521=1},3,,Divine Beast Universal Fragment*1,神獸萬能碎片*1,404
2234,10210,{6346=3},{602=1},10,,Silver necklace *1,銀項鍊*1,404
2235,10210,{6346=3},{2103=2},10,,Purple reinforcement *1,紫強化*1,404
2236,10210,{6346=3},{851=8},20,,Purple Potential Stone*8,紫色潛能石*8,404
2237,10210,{6346=2},{850=20},20,,Blue Potential Stone*20,藍色潛能石*20,404
2238,10210,{6346=2},{5000=5},30,,Crystal box*5,晶石盒子*5,404
2239,10210,{6346=2},{930=5},30,,Energy Potion*5,能量藥劑*5,404
2240,10210,{6346=2},{gold=50000},30,,Gold coin*5W,金幣*5W,404
,,,,,,,,
2250,10211,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2251,10211,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2252,10211,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2253,10211,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2254,10211,{6302=6},{20731=5},50,,Purple Shopping Coupon*6 can be exchanged for Lightning Bird Fragment*5,紫色購物券*6   兌換   閃電鳥碎片*5,404
2255,10211,{6302=6},{23411=5},50,,Purple shopping coupon*6 can be exchanged for single scabbard fragment*5,紫色購物券*6   兌換   獨劍鞘碎片*5,404
2256,10211,{6301=3;6302=3},{20391=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Ghost Fragment*3,藍色購物券*3 紫色購物券*3   兌換   鬼斯碎片*3,404
2257,10211,{6301=3;6302=3},{23591=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange Sonic Dragon Fragment*3,藍色購物券*3 紫色購物券*3   兌換   音波龍碎片*3,404
2258,10211,{6301=5},{22611=3},50,,Blue Shopping Coupon*5 exchanged for screw hamster fragments*3,藍色購物券*5   兌換   螺釘地鼠碎片*3,404
2259,10211,{6301=5},{22841=3},50,,Blue Shopping Coupon*5 to exchange for Goethe Baby Fragment*3,藍色購物券*5   兌換   歌德寶寶碎片*3,404
2260,10211,{6301=5},{22961=3},50,,Blue shopping coupon*5 exchanged for gear fragments*3,藍色購物券*5   兌換   齒輪兒碎片*3,404
2261,10211,{6301=5},{21851=3},50,,Blue Shopping Coupon*5 exchanged for Snow Boy Fragment*3,藍色購物券*5   兌換   雪童子碎片*3,404
2262,10211,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2263,10211,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2264,10211,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2265,10211,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2266,10211,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2267,10211,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2268,10211,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2269,10211,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2270,10211,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒選擇箱子*1,404
2271,10211,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2281,10212,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2282,10212,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2283,10212,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2284,10212,{6071=240},{30403=1},1,,Orange carry*1,橙攜帶*1,404
2285,10212,{6071=240},{30408=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2290,10213,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2291,10213,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2292,10213,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2293,10213,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2294,10213,{6302=6},{20491=5},50,,Purple shopping coupon*6 can be exchanged for one-horned rhino*5,紫色購物券*6   兌換   閃電鳥碎片*5,404
2295,10213,{6302=6},{21221=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,紫色購物券*6   兌換   獨劍鞘碎片*5,404
2296,10213,{6301=3;6302=3},{22991=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Candle Spirit Fragment*3,藍色購物券*3 紫色購物券*3   兌換   鬼斯碎片*3,404
2297,10213,{6301=3;6302=3},{23141=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,藍色購物券*3 紫色購物券*3   兌換   音波龍碎片*3,404
2298,10213,{6301=5},{20011=3},50,,Blue Shopping Coupon*5 to exchange for Charmander Fragments*3,藍色購物券*5   兌換   螺釘地鼠碎片*3,404
2299,10213,{6301=5},{23291=3},50,,Blue Shopping Coupon*5 to exchange for Firefox Fragment*3,藍色購物券*5   兌換   歌德寶寶碎片*3,404
2300,10213,{6301=5},{21441=3},50,,Blue Shopping Coupon*5 exchanged for Guniu Fragments*3,藍色購物券*5   兌換   齒輪兒碎片*3,404
2301,10213,{6301=5},{20551=3},50,,Blue Shopping Coupon*5 can be exchanged for Starfish Fragment*3,藍色購物券*5   兌換   雪童子碎片*3,404
2302,10213,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2303,10213,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2304,10213,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2305,10213,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2306,10213,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2307,10213,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2308,10213,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2309,10213,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2310,10213,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒選擇箱子*1,404
2311,10213,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2331,10215,{6349=10},{2014=1},1,,June 1 head portrait frame*1,六一頭像框*1,
2332,10215,{6349=20},{6351=1},1,,Children's day gift box*1,六一禮盒*1,
2333,10215,{6349=20},{2404=1},1,,June 1 Title*1,六一稱號*1,
2334,10215,{6349=8},{2314=1},1,,June 1 avatar*1,六一頭像*1,
2335,10215,{6349=3},{2304=1},1,,June 1 funny avatar*1,六一搞怪頭像*1,
2336,10215,{6349=3},{2307=1},1,,June 1 funny avatar*1,六一搞怪頭像*1,
2337,10215,{6349=3},{2309=1},1,,June 1 funny avatar*1,六一搞怪頭像*1,
2338,10215,{6349=2},{850=20},20,,Blue Potential Stone*20,藍色潛能石*20,
2339,10215,{6349=2},{5000=5},20,,Crystal box*5,晶石盒子*5,
2340,10215,{6349=2},{930=5},20,,Energy Potion*5,能量藥劑*5,
2341,10215,{6349=2},{gold=50000},20,,Gold coin*5W,金幣*5W,
,,,,,,,,
2351,10216,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2352,10216,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2353,10216,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2354,10216,{6071=240},{30404=1},1,,Orange carry*1,橙攜帶*1,404
2355,10216,{6071=240},{30406=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2360,10217,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2361,10217,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2362,10217,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2363,10217,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2364,10217,{6302=6},{21931=5},50,,Purple Shopping Coupon*6 can be exchanged for Regis Chill*5,紫色購物券*6   兌換   閃電鳥碎片*5,雷吉斯奇鲁 s-T1 21931
2365,10217,{6302=6},{20331=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,紫色購物券*6   兌換   獨劍鞘碎片*5,小磁怪 s-T2 20331
2366,10217,{6301=3;6302=3},{21291=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Candle Spirit Fragment*3,藍色購物券*3 紫色購物券*3   兌換   鬼斯碎片*3,木守宫 s-T3 21291
2367,10217,{6301=3;6302=3},{20591=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,藍色購物券*3 紫色購物券*3   兌換   音波龍碎片*3,电击怪 s-T3 20591
2368,10217,{6301=5},{22071=3},50,,Blue Shopping Coupon*5 to exchange for Charmander Fragments*3,藍色購物券*5   兌換   螺釘地鼠碎片*3,小猫怪 A 22071
2369,10217,{6301=5},{22271=3},50,,Blue Shopping Coupon*5 to exchange for Firefox Fragment*3,藍色購物券*5   兌換   歌德寶寶碎片*3,不良蛙 A 22271
2370,10217,{6301=5},{22681=3},50,,Blue Shopping Coupon*5 exchanged for Guniu Fragments*3,藍色購物券*5   兌換   齒輪兒碎片*3,百足蜈蚣 A 22681
2371,10217,{6301=5},{20691=3},50,,Blue Shopping Coupon*5 can be exchanged for Starfish Fragment*3,藍色購物券*5   兌換   雪童子碎片*3,化石盔 A 20691
2372,10217,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2373,10217,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2374,10217,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2375,10217,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2376,10217,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2377,10217,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2378,10217,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2379,10217,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2380,10217,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒選擇箱子*1,404
2381,10217,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2391,10218,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2392,10218,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2393,10218,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2394,10218,{6071=240},{6231=1},1,,Orange carry*1,橙攜帶*1,404
2395,10218,{6071=240},{6232=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2400,10219,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2401,10219,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2402,10219,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2403,10219,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2404,10219,{6302=6},{21911=5},50,,Purple Shopping Coupon*6 can be exchanged for Regis Chill*5,紫色購物券*6   兌換   閃電鳥碎片*5,雷吉洛克S-T121911
2405,10219,{6302=6},{20711=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,紫色購物券*6   兌換   獨劍鞘碎片*5,小卡比兽S-T220711
2406,10219,{6301=3;6302=3},{23541=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Candle Spirit Fragment*3,藍色購物券*3 紫色購物券*3   兌換   鬼斯碎片*3,黏黏宝S-T223541
2407,10219,{6301=3;6302=3},{20881=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,藍色購物券*3 紫色購物券*3   兌換   音波龍碎片*3,咩利羊S-T420881
2408,10219,{6301=5},{23341=3},50,,Blue Shopping Coupon*5 to exchange for Charmander Fragments*3,藍色購物券*5   兌換   螺釘地鼠碎片*3,小狮狮A23341
2409,10219,{6301=5},{20151=3},50,,Blue Shopping Coupon*5 to exchange for Firefox Fragment*3,藍色購物券*5   兌換   歌德寶寶碎片*3,宝宝丁A20151
2410,10219,{6301=5},{21861=3},50,,Blue Shopping Coupon*5 exchanged for Guniu Fragments*3,藍色購物券*5   兌換   齒輪兒碎片*3,海豹球A21861
2411,10219,{6301=5},{22891=3},50,,Blue Shopping Coupon*5 can be exchanged for Starfish Fragment*3,藍色購物券*5   兌換   雪童子碎片*3,电飞鼠A22891
2412,10219,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2413,10219,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2414,10219,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2415,10219,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2416,10219,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2417,10219,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2418,10219,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2419,10219,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2420,10219,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒選擇箱子*1,404
2421,10219,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2430,10220,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2431,10220,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2432,10220,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2433,10220,{6071=240},{6233=1},1,,Orange carry*1,橙攜帶*1,404
2434,10220,{6071=240},{6234=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2440,10221,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2441,10221,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2442,10221,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2443,10221,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2444,10221,{6302=6},{23661=5},50,,Purple Shopping Coupon*6 can be exchanged for Regis Chill*5,紫色購物券*6   兌換   閃電鳥碎片*5,木木枭
2445,10221,{6302=6},{20631=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,紫色購物券*6   兌換   獨劍鞘碎片*5,暴鲤龙
2446,10221,{6301=3;6302=3},{20241=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Candle Spirit Fragment*3,藍色購物券*3 紫色購物券*3   兌換   鬼斯碎片*3,卡蒂狗
2447,10221,{6301=3;6302=3},{21171=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,藍色購物券*3 紫色購物券*3   兌換   音波龍碎片*3,戴鲁比
2448,10221,{6301=5},{20091=3},50,,Blue Shopping Coupon*5 to exchange for Charmander Fragments*3,藍色購物券*5   兌換   螺釘地鼠碎片*3,皮丘
2449,10221,{6301=5},{20001=3},50,,Blue Shopping Coupon*5 to exchange for Firefox Fragment*3,藍色購物券*5   兌換   歌德寶寶碎片*3,妙蛙种子
2450,10221,{6301=5},{20011=3},50,,Blue Shopping Coupon*5 exchanged for Guniu Fragments*3,藍色購物券*5   兌換   齒輪兒碎片*3,小火龙
2451,10221,{6301=5},{20021=3},50,,Blue Shopping Coupon*5 can be exchanged for Starfish Fragment*3,藍色購物券*5   兌換   雪童子碎片*3,杰尼龟
2452,10221,{6301=2},{19=1},5,,Blue Shopping Coupon*2 to exchange for Magic Capsule*1,藍色購物券*2   兌換   神奇膠囊*1,404
2453,10221,{6302=2},{19=2},5,,Purple Shopping Coupon*2 to exchange for Magic Capsule*2,紫色購物券*2   兌換   神奇膠囊*2,404
2454,10221,{6301=8;6302=8},{503=10},1,,Blue Shopping Coupon*8 Purple Shopping Coupon*8 Exchange Golden Key*10,藍色購物券*8 紫色購物券*8   兌換   金鑰匙*10,404
2455,10221,{6301=6},{2103=3},5,,Blue Shopping Coupon*6 Exchange Purple Carrying Enhancement*3,藍色購物券*6   兌換   紫色攜帶強化*3,404
2456,10221,{6301=6},{5000=30},5,,Blue Shopping Coupon*6 can be exchanged for Energy Potion*30,藍色購物券*6   兌換   能量藥劑*30,404
2457,10221,{6301=2},{gold=100000},10,,Blue shopping coupon*2 exchanged for gold coins*100000,藍色購物券*2   兌換   金幣*100000,404
2458,10221,{6301=2;6302=5},{501=1},3,,Blue Shopping Coupon*2 Purple Shopping Coupon*5 exchange for rustic accessories*1,藍色購物券*2 紫色購物券*5   兌換   質樸配飾*1,404
2459,10221,{6301=20;6302=60},{942=1},2,,Blue Shopping Coupon*30 Purple Shopping Coupon*75 exchanged for Purple Carrying Items Gift Box*1,藍色購物券*30 紫色購物券*75   兌換   紫色攜帶道具禮箱*1,404
2460,10221,{6301=15;6302=45},{6059=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Selection Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒選擇箱子*1,404
2461,10221,{6301=10;6302=40},{6050=1},1,,Blue Shopping Coupon*15 Purple Shopping Coupon*45 Exchange Accessory Awakening Random Box*1,藍色購物券*15 紫色購物券*45   兌換   飾品覺醒隨機箱子*1,404
,,,,,,,,
2470,10222,{6071=20},{2152=1},4,,Purple carry universal *1,紫攜帶萬能*1,404
2471,10222,{6071=60},{945=1},2,,Purple carry optional*1,紫攜帶任選*1,404
2472,10222,{6071=120},{2153=1},3,,Orange carry universal *1,橙攜帶萬能*1,404
2473,10222,{6071=240},{6235=1},1,,Orange carry*1,橙攜帶*1,404
2474,10222,{6071=240},{6236=1},1,,Orange carry*1,橙攜帶*1,404
,,,,,,,,
2480,10223,{6301=2},{502=1},2,,Blue Shopping Coupon*2 to exchange for Ordinary Universal Fragment*1,藍色購物券*2   兌換   普通萬能碎片*1,404
2481,10223,{6302=4},{502=2},3,,Purple Shopping Coupon*4 to exchange for Ordinary Universal Fragment*2,紫色購物券*4   兌換   普通萬能碎片*2,404
2482,10223,{6301=2},{talent_point=1},2,,Blue Shopping Coupon*2 Exchange Talent Point*1,藍色購物券*2   兌換   天賦點*1,404
2483,10223,{6302=4},{talent_point=2},3,,Purple Shopping Coupon*4 Exchange Talent Point*2,紫色購物券*4   兌換   天賦點*2,404
2484,10223,{6302=6},{23591=5},50,,Purple Shopping Coupon*6 can be exchanged for Regis Chill*5,紫色購物券*6   兌換   閃電鳥碎片*5,嗡蝠 S-T1 23591
2485,10223,{6302=6},{21921=5},50,,Purple Shopping Coupon*6 to exchange for Thunder Fragment*5,紫色購物券*6   兌換   獨劍鞘碎片*5,雷吉艾斯 S-T1 21921
2486,10223,{6301=3;6302=3},{21081=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 Exchange for Candle Spirit Fragment*3,藍色購物券*3 紫色購物券*3   兌換   鬼斯碎片*3,狃拉 S-T1 21081
2487,10223,{6301=3;6302=3},{21291=3},50,,Blue Shopping Coupon*3 Purple Shopping Coupon*3 exchanged for Single-headed Dragon Fragment*3,藍色購物券*3 紫色購物券*3   兌換   音波龍碎片*3,木守宫 S-T2 21291
2488,10223,{6301=5},{21801=3},50,,Blue Shopping Coupon*5 to exchange for Charmander Fragments*3,藍色購物券*5   兌換   螺釘地鼠碎片*3,怨影娃娃 A 21801
2489,10223,{6301=5},{20221=3},50,,Blue Shopping Coupon*5 to exchange for Firefox Fragment*3,藍色購物券*5   兌換   歌德寶寶碎片*3,可达鸭 A 20221
